step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,learning_rate
18.0,15.0,-276.2835388183594,272.9700927734375,225.87435913085938,276.2835388183594,1.7926536798477173,0.0,2.038159132003784,0.7832624316215515,-14.151517868041992,-120.0,4.550585985183716,6.640448570251465,0.7936508059501648,0.7867063283920288,70.01934814453125,0.0,0.0,1.0145293080025125e-14,8.599319884915625e-15,-109.93734741210938,-110.85005950927734,1.4529325550842465e-16,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-0.06264613568782806,0.8500614166259766,0.2303088903427124,276.28350830078125,0.0010000000474974513
19.0,-5.0,-272.6155090332031,695.0011596679688,209.4530487060547,272.6155090332031,1.6623257398605347,0.0,1.953919231891632,0.7612456679344177,-13.557730674743652,-120.0,4.019567012786865,6.193207859992981,0.761904776096344,0.7559523582458496,67.88008880615234,0.0,0.0,1.0722988184777398e-14,9.462305850698512e-15,-109.69683837890625,-110.27398681640625,7.229883602606971e-16,0.4166666567325592,0.3333333432674408,-110.0,-110.0,-0.3031584620475769,0.273996502161026,0.21613147854804993,272.61553955078125,0.0010000000474974513
20.0,25.0,-302.4504699707031,63.001380920410156,231.9630126953125,302.4504699707031,1.8409762382507324,0.0,2.1603673696517944,0.729726254940033,-15.773416519165039,-120.0,4.924384355545044,7.376043200492859,0.7539682388305664,0.7371031641960144,45.7085075378418,0.0,0.0,1.0047034717044784e-14,8.45961958795792e-15,-109.97962188720703,-111.0047836303711,4.7034892528084044e-17,0.6666666865348816,0.6666666865348816,-110.0,-110.0,-0.020379096269607544,1.0047837495803833,0.2121412754058838,302.4504699707031,0.0010000000474974513
21.0,-5.0,-255.84326171875,82.88404846191406,202.76803588867188,255.84326171875,1.6092700958251953,0.0,1.800839900970459,0.7561361789703369,-12.658707618713379,-120.0,3.67023766040802,5.95840311050415,0.7539682388305664,0.7529761791229248,71.97691345214844,0.0,0.0,1.1154968211613513e-14,8.87466488507958e-15,-109.52532196044922,-110.8472900390625,1.1549683870968122e-15,0.6666666865348816,0.6666666865348816,-110.0,-110.0,-0.47468331456184387,0.8472838997840881,0.24668623507022858,255.84324645996094,0.0010000000474974513
22.0,25.0,-335.6783142089844,74.59526062011719,245.88189697265625,335.6783142089844,1.9514436721801758,0.0,2.279297947883606,0.7388335466384888,-15.707199096679688,-120.0,5.523782968521118,7.76218581199646,0.7539682388305664,0.7569444179534912,31.75538444519043,0.0,0.0,1.0090670466355537e-14,8.891708882044231e-15,-109.96080017089844,-110.58809661865234,9.067064183883658e-17,0.5833333134651184,0.5,-110.0,-110.0,-0.03920025750994682,0.5880939364433289,0.20724835991859436,335.6783447265625,0.0010000000474974513
23.0,5.0,-245.50930786132812,264.55792236328125,200.36380004882812,245.50930786132812,1.5901888608932495,0.0,1.8474544882774353,0.7824195027351379,-13.028881072998047,-120.0,3.594954252243042,5.715928554534912,0.7857142686843872,0.761904776096344,71.71211242675781,0.0,0.0,1.5403702415700028e-14,1.1301310093910638e-14,-108.12374877929688,-109.51065826416016,5.403702591183328e-15,0.0,0.0,-110.0,-110.0,-1.876251459121704,-0.4893418252468109,0.24522976577281952,245.50930786132812,0.0010000000474974513
24.0,0.0,-308.2855224609375,75.89956665039062,232.982666015625,308.2855224609375,1.8490687608718872,0.0,2.2498958110809326,0.736920952796936,-14.960066795349121,-120.0,5.074136257171631,7.275150895118713,0.738095223903656,0.7440476417541504,68.2354965209961,0.0,0.0,1.0034488465030054e-14,8.809434030778579e-15,-109.98504638671875,-110.67522430419922,3.4488640513353347e-17,0.75,0.6666666865348816,-110.0,-110.0,-0.014952335506677628,0.6752247214317322,0.1982032209634781,308.2855224609375,0.0010000000474974513
25.0,15.0,-283.846435546875,57.923866271972656,237.07000732421875,283.846435546875,1.8815079927444458,0.0,2.103862166404724,0.7947716116905212,-10.570728302001953,-120.0,4.7191503047943115,7.178020596504211,0.817460298538208,0.800595223903656,53.348968505859375,0.0,0.0,1.0086624189966503e-14,8.68016240346747e-15,-109.96253967285156,-110.74508666992188,8.662436544980279e-17,0.6666666865348816,0.6666666865348816,-110.0,-110.0,-0.037458356469869614,0.7450852990150452,0.2016952782869339,283.846435546875,0.0010000000474974513
26.0,-5.0,-283.33795166015625,56.4876708984375,227.40310668945312,283.33795166015625,1.8047865629196167,0.0,2.0544843673706055,0.7849844694137573,-13.44141960144043,-120.0,4.572659730911255,7.019794821739197,0.7857142686843872,0.7916666865348816,49.27488708496094,0.0,0.0,1.0099852303503774e-14,9.048117750919474e-15,-109.95684814453125,-110.6421890258789,9.98524789870732e-17,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-0.043150193989276886,0.6421910524368286,0.21154463291168213,283.33795166015625,0.0010000000474974513
27.0,20.0,-269.0895080566406,133.52786254882812,216.060302734375,269.0895080566406,1.7147643566131592,0.0,2.027976155281067,0.7638959288597107,-14.301823616027832,-120.0,4.373286247253418,6.537697672843933,0.738095223903656,0.7519841194152832,35.04666519165039,0.0,0.0,1.0093777383206066e-14,9.666596645049094e-15,-109.95945739746094,-110.16159057617188,9.377755868936535e-17,0.5833333134651184,0.5,-110.0,-110.0,-0.04053732380270958,0.16159318387508392,0.2113434374332428,269.08953857421875,0.0010000000474974513
28.0,10.0,-262.5552062988281,1326.12060546875,210.44024658203125,262.5552062988281,1.6701606512069702,0.0,1.9093242287635803,0.7930411696434021,-11.563335418701172,-120.0,4.09216833114624,6.065211057662964,0.7936508059501648,0.7767857313156128,71.86994934082031,0.0,0.0,1.2336791778303022e-14,9.427911230842304e-15,-109.08798217773438,-110.31637573242188,2.336791953786322e-15,0.5,0.5,-110.0,-110.0,-0.9120224714279175,0.3163708746433258,0.26950007677078247,262.55523681640625,0.0010000000474974513
29.0,25.0,-411.51904296875,42.70656204223633,302.7436218261719,411.51904296875,2.4027271270751953,0.0,2.9025901556015015,0.7266421318054199,-14.178308486938477,-120.0,7.504499912261963,10.168675184249878,0.761904776096344,0.7529761791229248,15.969520568847656,0.0,0.0,1.0017356376638888e-14,9.028076951387437e-15,-109.99246978759766,-110.50849151611328,1.7356552122187868e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.007531318347901106,0.5084983110427856,0.15515197813510895,411.51904296875,0.0010000000474974513
30.0,-10.0,-230.42868041992188,249.7169189453125,193.17050170898438,230.42868041992188,1.5330991744995117,0.0,1.7027751803398132,0.7549957036972046,-14.59783935546875,-120.0,3.2827178239822388,5.545120477676392,0.738095223903656,0.7341269850730896,69.99455261230469,0.0,0.0,1.108004475929708e-14,9.792126927832181e-15,-109.5545883178711,-110.13219451904297,1.0800449347803803e-15,0.25,0.25,-110.0,-110.0,-0.44541528820991516,0.1321931779384613,0.3419678509235382,230.42868041992188,0.0010000000474974513
31.0,5.0,-264.7507019042969,108.0981216430664,205.670166015625,264.7507019042969,1.6323028802871704,0.0,1.8808726072311401,0.7560760974884033,-17.71022605895996,-120.0,3.967044234275818,6.074970006942749,0.7777777910232544,0.7529761791229248,71.01122283935547,0.0,0.0,1.0077081516782736e-14,9.571634934299467e-15,-109.96664428710938,-110.23440551757812,7.708169226603584e-17,0.6666666865348816,0.5833333134651184,-110.0,-110.0,-0.033347684890031815,0.23440402746200562,0.21392224729061127,264.75067138671875,0.0010000000474974513
32.0,0.0,-289.569091796875,42.7323112487793,220.20297241210938,289.569091796875,1.7476426362991333,0.0,2.2377049922943115,0.7080053091049194,-20.45290756225586,-120.0,4.802374362945557,7.146384239196777,0.7222222089767456,0.7083333134651184,66.92231750488281,0.0,0.0,1.0064859678386804e-14,9.389699033492821e-15,-109.97193145751953,-110.3291244506836,6.485985387010354e-17,0.5,0.5,-110.0,-110.0,-0.028077438473701477,0.32912108302116394,0.2143404483795166,289.569091796875,0.0010000000474974513
33.0,-10.0,-256.376220703125,342.3161926269531,204.88018798828125,256.376220703125,1.6260331869125366,0.0,1.826110601425171,0.7837106585502625,-12.637685775756836,-120.0,3.722936272621155,5.780421137809753,0.7936508059501648,0.7817460298538208,73.39785766601562,0.0,0.0,1.0326276915799057e-14,9.372264554339486e-15,-109.86055755615234,-110.3577880859375,3.262770912823565e-16,0.4166666567325592,0.4166666567325592,-110.0,-110.0,-0.1394377499818802,0.3577829897403717,0.25397199392318726,256.376220703125,0.0010000000474974513
34.0,20.0,-356.8262939453125,169.91677856445312,288.3795166015625,356.8262939453125,2.288726329803467,2.638833478840752e-06,2.5525928735733032,0.7989236116409302,-7.780775547027588,-120.0,6.504417419433594,8.83209228515625,0.841269850730896,0.8204365372657776,26.04080581665039,0.0,0.0,1.0003555668829274e-14,8.720237226267965e-15,-109.99845886230469,-110.65184783935547,3.555844312573553e-18,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.00154411350376904,0.651852011680603,0.1900750994682312,356.82623291015625,0.0010000000474974513
35.0,-5.0,-407.5179443359375,65.20072937011719,310.4864807128906,407.5179443359375,2.4641783237457275,0.0,3.031951427459717,0.7600700259208679,-9.026838302612305,-120.0,7.780402898788452,10.238983154296875,0.761904776096344,0.7728174328804016,14.962056159973145,0.0,0.0,1.002357529253763e-14,8.670344444575845e-15,-109.98977661132812,-110.6522445678711,2.357546802092894e-17,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.01022663339972496,0.6522379517555237,0.133641317486763,407.51800537109375,0.0010000000474974513
36.0,-10.0,-256.0213623046875,12.806438446044922,205.06117248535156,256.0213623046875,1.6274696588516235,0.0,1.8482629656791687,0.7928191423416138,-12.248019218444824,-120.0,3.7996686697006226,5.784086108207703,0.7857142686843872,0.7817460298538208,73.3669204711914,0.0,0.0,1.9827043991533545e-14,9.69766327245554e-15,-107.02742004394531,-110.4037857055664,9.827044167016845e-15,0.4166666567325592,0.4166666567325592,-110.0,-110.0,-2.9725797176361084,0.4037906229496002,0.2299051284790039,256.0213928222656,0.0010000000474974513
37.0,15.0,-264.0364074707031,4619.7861328125,214.57058715820312,264.0364074707031,1.7029411792755127,0.0,2.0133990049362183,0.7725121974945068,-15.470073699951172,-120.0,4.177093267440796,6.386799097061157,0.7857142686843872,0.7688491940498352,68.44189453125,0.0,0.0,1.006423456807173e-14,8.041506337501305e-15,-109.9721908569336,-111.2732925415039,6.423474355502987e-17,0.6666666865348816,0.5833333134651184,-110.0,-110.0,-0.027807528153061867,1.2733045816421509,0.23287859559059143,264.0364074707031,0.0010000000474974513
38.0,25.0,-295.4350891113281,13.451252937316895,236.7708740234375,295.4350891113281,1.879133939743042,0.0,2.2472251653671265,0.7564991116523743,-14.604440689086914,-120.0,5.038066387176514,7.571472764015198,0.7539682388305664,0.7628968358039856,55.374820709228516,0.0,0.0,1.0047830928015204e-14,8.489995883512354e-15,-109.9792709350586,-110.890380859375,4.7831103498503086e-17,0.5833333134651184,0.5,-110.0,-110.0,-0.020723192021250725,0.8903803825378418,0.2142154723405838,295.4350891113281,0.0010000000474974513
39.0,10.0,-275.816162109375,114.041259765625,216.91647338867188,275.816162109375,1.7215592861175537,0.0,2.0974098443984985,0.7592045068740845,-16.27511978149414,-120.0,4.457934617996216,6.621303915977478,0.7777777910232544,0.7589285969734192,63.821022033691406,0.0,0.0,1.0824699901083694e-14,8.908109133968969e-15,-109.65584564208984,-110.85494995117188,8.247000765669935e-16,0.3333333432674408,0.3333333432674408,-110.0,-110.0,-0.344158798456192,0.8549537062644958,0.22216029465198517,275.816162109375,0.0010000000474974513
40.0,25.0,-360.80712890625,24.96100425720215,272.03070068359375,360.80712890625,2.1589739322662354,0.0,2.497356414794922,0.7504434585571289,-11.411323547363281,-120.0,6.12192440032959,8.628930807113647,0.761904776096344,0.773809552192688,76.07366180419922,0.0,0.0,1.0042992675820487e-14,8.663153981886603e-15,-109.98136138916016,-110.7091064453125,4.299285130378652e-17,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.018631471320986748,0.7091134190559387,0.16745974123477936,360.80712890625,0.0010000000474974513
41.0,5.0,-300.9516906738281,320.5676574707031,230.18472290039062,300.9516906738281,1.8268629312515259,0.0,2.162605047225952,0.7387195229530334,-13.53547477722168,-120.0,4.774202108383179,7.3985090255737305,0.7460317611694336,0.7351190447807312,70.9351806640625,0.0,0.0,1.0074299013551006e-14,9.204072610134988e-15,-109.96784973144531,-110.42806243896484,7.429918903430546e-17,0.5,0.5,-110.0,-110.0,-0.03214843571186066,0.42806577682495117,0.18287625908851624,300.95166015625,0.0010000000474974513
42.0,25.0,-303.52301025390625,301.4949035644531,235.5219268798828,303.52301025390625,1.8692216873168945,0.0,2.2190967798233032,0.7495923638343811,-15.699596405029297,-120.0,4.878270387649536,7.443250417709351,0.7698412537574768,0.7539682388305664,74.5703125,0.0,0.0,1.0073384217967971e-14,8.815614830194694e-15,-109.96824645996094,-110.67630767822266,7.338439345127082e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.03175415098667145,0.6763160824775696,0.18340009450912476,303.52301025390625,0.0010000000474974513
43.0,20.0,-251.07583618164062,48.450714111328125,206.50897216796875,251.07583618164062,1.6389601230621338,3.654623697002535e-07,1.8620922565460205,0.7797760367393494,-10.388300895690918,-120.0,3.8312329053878784,5.9242846965789795,0.7539682388305664,0.7638888955116272,69.44166564941406,0.0,0.0,1.0544010970055511e-14,9.909933117169256e-15,-109.76994323730469,-110.05145263671875,5.440111455388107e-16,0.1666666716337204,0.1666666716337204,-110.0,-110.0,-0.23005850613117218,0.05144669488072395,0.23415088653564453,251.0758056640625,0.0010000000474974513
44.0,-10.0,-245.3683319091797,73.47342681884766,197.95925903320312,245.3683319091797,1.5711052417755127,0.0,1.7870224714279175,0.7735122442245483,-14.169999122619629,-120.0,3.378377079963684,5.618649840354919,0.7936508059501648,0.7648809552192688,69.42931365966797,0.0,0.0,1.0036600118167559e-14,9.62406881483335e-15,-109.98413848876953,-110.20279693603516,3.660029365085832e-17,0.4166666567325592,0.25,-110.0,-110.0,-0.015866240486502647,0.20280610024929047,0.258833646774292,245.36831665039062,0.0010000000474974513
45.0,0.0,-230.11122131347656,255597.375,175.69534301757812,230.11122131347656,1.3944075107574463,0.0,1.6911057233810425,0.724907398223877,-17.121707916259766,-120.0,2.814720869064331,5.044167160987854,0.6746031641960144,0.6746031641960144,70.16168212890625,0.0,0.0,2.3042904525672273e-14,1.1163110739335468e-14,-106.3746337890625,-109.71991729736328,1.3042904701155572e-14,0.0833333358168602,0.0833333358168602,-110.0,-110.0,-3.6253724098205566,-0.2800770103931427,0.2973899245262146,230.11122131347656,0.0010000000474974513
46.0,20.0,-261.15704345703125,36.33169937133789,195.31536865234375,261.15704345703125,1.5501220226287842,0.0,1.9022305607795715,0.7228178977966309,-18.482646942138672,-120.0,3.571824312210083,6.025745630264282,0.7142857313156128,0.7142857313156128,62.830101013183594,0.0,0.0,1.0347554383434085e-14,8.90665562543148e-15,-109.85162353515625,-110.6392593383789,3.475545589173845e-16,0.6666666865348816,0.5833333134651184,-110.0,-110.0,-0.14837735891342163,0.6392639875411987,0.23349061608314514,261.15704345703125,0.0010000000474974513
47.0,10.0,-284.5687561035156,243.392333984375,213.3551025390625,284.5687561035156,1.6932944059371948,0.0,1.9823731780052185,0.7249653935432434,-17.202159881591797,-120.0,4.225099325180054,6.685668110847473,0.7142857313156128,0.726190447807312,67.95941925048828,0.0,0.0,1.9175384275761133e-14,1.0230568121989952e-14,-107.17255401611328,-110.08361053466797,9.175384451244432e-15,0.25,0.25,-110.0,-110.0,-2.8274409770965576,0.083613820374012,0.22601041197776794,284.56878662109375,0.0010000000474974513
48.0,15.0,-252.77737426757812,983.0860595703125,200.70159912109375,252.77737426757812,1.5928698778152466,5.3744573236258475e-09,1.790835678577423,0.8078488111495972,-9.486223220825195,-120.0,3.4795098304748535,5.536378741264343,0.7857142686843872,0.783730149269104,71.26034545898438,0.0,0.0,1.0423042806726335e-14,1.0035740379726096e-14,-109.82005310058594,-109.98725128173828,4.23042982209635e-16,0.25,0.25,-110.0,-110.0,-0.17994539439678192,-0.012739244848489761,0.23547357320785522,252.77737426757812,0.0010000000474974513
49.0,-5.0,-289.5815734863281,84.75950622558594,226.15185546875,289.5815734863281,1.7948559522628784,0.0,2.0499688386917114,0.7490917444229126,-14.83625316619873,-120.0,4.853117942810059,6.898170471191406,0.761904776096344,0.7589285969734192,74.46259307861328,0.0,0.0,1.0450890708933215e-14,8.774228800391849e-15,-109.80846405029297,-110.8865966796875,4.508908844165146e-16,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-0.19153301417827606,0.8865985870361328,0.19215495884418488,289.58154296875,0.0010000000474974513
50.0,-5.0,-266.45361328125,201.87388610839844,223.24713134765625,266.45361328125,1.7718026638031006,0.0,1.9429279565811157,0.7902833223342896,-10.906304359436035,-120.0,4.337601900100708,6.5287264585494995,0.817460298538208,0.795634925365448,61.08476257324219,0.0,0.0,1.0432647313315252e-14,9.131814770503566e-15,-109.81605529785156,-110.50678253173828,4.3264748879855153e-16,0.5,0.5,-110.0,-110.0,-0.18394528329372406,0.5067855715751648,0.22200922667980194,266.45361328125,0.0010000000474974513
51.0,-5.0,-285.2900390625,32.48659896850586,225.13351440429688,285.2900390625,1.786773920059204,0.0,2.1125153303146362,0.78815758228302,-12.059468269348145,-120.0,4.710156440734863,6.717636346817017,0.8095238208770752,0.7797619104385376,71.52279663085938,0.0,0.0,1.5995797080555624e-13,2.1487912970773355e-14,-97.9599380493164,-109.52738189697266,1.4995796759290775e-13,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-12.040058135986328,-0.47261151671409607,0.2086651772260666,285.2900390625,0.0010000000474974513
