sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_violation_watt,protection_satisfaction,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
452.67303466796875,426.156005859375,2.6944823265075684,0.0,1.977742075920105,0.5003998279571533,-41.68291473388672,-120.0,0.5773809552192688,0.5372023582458496,0.0794326663017273,0.0,2.678989406209439,1.2437109278378138e-14,2.0899553297698678e-15,1.2427109207402854e-14,0.0,0.02482025697827339,426.1559753417969,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,88.8498485896237,1.815445934434059,1.002551522100851,0.8709449046349886,6.0,,,,
447.1571350097656,421.96124267578125,2.661649703979492,0.0,1.8024852871894836,0.5009931921958923,-41.50864791870117,-120.0,0.5833333134651184,0.5372023582458496,0.07943267375230789,0.0,2.676201238296926,5.359254113759685e-15,8.033120711323487e-16,5.3492540427844005e-15,0.0,0.022578442469239235,421.9612121582031,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,88.41543850615015,1.8094512042916755,0.9985928562580705,0.8735707993704156,6.0,2.0,2.0,2.0,0.5
419.7206726074219,392.749267578125,2.4983372688293457,0.0,1.947323203086853,0.5166184306144714,-25.664289474487305,-120.0,0.613095223903656,0.5491071343421936,0.0794326663017273,0.0,1.1204129522666335,1.3689771057479472e-14,2.4370713373788114e-15,1.3679770986504188e-14,0.0,0.0751127079129219,392.74920654296875,du_pf_soft,5.0,0.0,8.0,0.0,pf,budget_dual,1.0,81.40353545802176,1.7339914946212225,0.9887311823763139,0.8728818876949549,6.0,,,,
414.04608154296875,386.4218444824219,2.464560031890869,0.0,2.2141010761260986,0.5185537934303284,-25.09859275817871,-120.0,0.5773809552192688,0.5580357313156128,0.0794326663017273,0.0,1.1197901968844235,5.465607147100461e-15,8.99847039702382e-16,5.455607076125177e-15,0.0,0.0744183287024498,386.4218444824219,du_pf_cognitive,5.0,0.0,8.0,0.0,pf,budget_dual,1.0,81.35455932186629,1.7326366810065648,0.9816663873390129,0.8731382152163777,6.0,2.0,2.0,2.0,0.5
423.689453125,430.8552551269531,2.521960973739624,0.0,1.732832908630371,0.4919932186603546,-43.24422836303711,-120.0,0.5773809552192688,0.5223214030265808,0.0794326588511467,0.0,2.7056921757757664,9.259183961815142e-15,1.8165786224170945e-15,9.249183890839858e-15,0.0,0.02591734193265438,430.855224609375,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,88.08741801618194,1.7921318388725813,0.9901324863830264,0.8924738789937505,6.0,,,,
424.3060302734375,427.8481140136719,2.5256311893463135,0.0,2.199105978012085,0.49857908487319946,-42.74733352661133,-120.0,0.5595238208770752,0.5327380895614624,0.0794326663017273,0.0,2.7126420601271093,3.4847689309364972e-15,7.798767341246312e-16,3.474768859961213e-15,0.0,0.030144771561026573,427.84814453125,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,88.02499234491204,1.789793544133517,0.9813009589723707,0.8934620128099237,6.0,2.0,2.0,2.0,0.5
395.23614501953125,397.2002868652344,2.3525960445404053,0.0,2.1062813997268677,0.518818199634552,-29.135738372802734,-120.0,0.5892857313156128,0.5446428656578064,0.0794326663017273,0.0,1.134103711694479,8.191198235104821e-15,1.9216985875449054e-15,8.181198164129537e-15,0.0,0.0707089826464653,397.2002868652344,du_pf_soft,5.0,1.0,8.0,0.0,pf,budget_dual,1.0,80.90133327491088,1.7132710831028397,0.9916792963135376,0.8973509972473768,6.0,,,,
397.50372314453125,395.8580627441406,2.366093635559082,0.0,1.7413822412490845,0.5115602016448975,-28.156494140625,-120.0,0.5952380895614624,0.5535714030265808,0.0794326588511467,0.0,1.1344077922403812,3.48214969330535e-15,8.30149463033154e-16,3.472149622330066e-15,0.0,0.07853672653436661,395.8580627441406,du_pf_cognitive,5.0,1.0,8.0,0.0,pf,budget_dual,1.0,81.00995459897298,1.7166049804671195,0.9564457565818572,0.8942663251639572,6.0,2.0,2.0,2.0,0.5
453.5390625,435.77197265625,2.6996371746063232,0.0,1.752172827720642,0.48789989948272705,-41.43666458129883,-120.0,0.5714285969734192,0.5446428656578064,0.0794326588511467,0.0,2.708149364218116,7.924447231223708e-15,1.5706638878846082e-15,7.914447160248424e-15,0.0,0.024906929582357407,435.77197265625,pf_fs_soft,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,84.3666759980641,1.7558366830194634,0.9184767705125436,0.8871184111399704,6.0,,,,
449.3947448730469,430.88128662109375,2.674968719482422,0.0,1.9555325508117676,0.4917531907558441,-40.79655075073242,-120.0,0.5714285969734192,0.5297619104385376,0.07943267375230789,0.0,2.7099690744653344,3.3414820847218812e-15,6.597367572596334e-16,3.331482013746597e-15,0.0,0.026892557740211487,430.88128662109375,pf_fs_cognitive,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,83.97764248349311,1.7578048648294986,0.8380952273998976,0.8826954991699941,6.0,2.0,2.0,2.0,0.5
