sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,tau_rms_ns,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,channel_modeling,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
435.0985107421875,430.9644470214844,3.453162670135498,0.0,4.0021620988845825,0.8209547996520996,-5.984248161315918,-120.0,11.249064922332764,13.68013858795166,0.8571428656578064,0.8482142686843872,4.382319450378418,0.0,46.921535895206034,9.9957892237359e-15,9.164912582917528e-15,-110.0018310546875,-110.43008422851562,0.0,1.0,1.0,-110.0,-110.0,0.0018292349996045232,0.4300827085971832,0.07077465206384659,430.9644470214844,pf_fs_soft,5.0,0.0,48.0,0.0,pf,budget_dual,0.0,86.24229082235395,2.0084325288926776,1.4048147780868583,0.9769086624926971,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
422.7691650390625,419.359619140625,3.3553109169006348,0.0,3.831116795539856,0.8373140096664429,-6.39763069152832,-120.0,10.711290836334229,13.282858848571777,0.8809523582458496,0.8501983880996704,4.350125789642334,0.0,43.44120158441365,9.981063555947883e-15,9.442259968968792e-15,-110.00823211669922,-110.26602172851562,0.0,1.0,1.0,-110.0,-110.0,0.008231697604060173,0.2660207748413086,0.07870035618543625,419.359619140625,pf_fs_soft,5.0,0.0,48.0,0.0,pf,budget_dual,0.0,78.63411092261076,1.8872456049549036,1.3764433615761908,0.9801962591089111,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,,,,
514.8396606445312,508.6519470214844,4.086029052734375,0.0,4.741573095321655,0.7784099578857422,-7.852563858032227,-120.0,13.778467655181885,17.171993255615234,0.8333333134651184,0.8189483880996704,5.57728385925293,0.0,43.37825522106141,9.980815375294338e-15,8.491969470279456e-15,-110.00833892822266,-110.80370330810547,0.0,1.0,1.0,-110.0,-110.0,0.008339694701135159,0.8037063479423523,0.036146536469459534,508.6519470214844,pf_fs_cognitive,5.0,0.0,48.0,0.0,pf,budget_dual,0.0,121.90213882660314,2.692132447910813,1.846823196975268,0.9569027555910641,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,8.0,8.0,8.0,0.5
512.0335083007812,504.0152893066406,4.06375789642334,0.0,4.651002407073975,0.7887312769889832,-8.824601173400879,-120.0,13.689496994018555,17.236314296722412,0.8492063283920288,0.8105158805847168,5.649875164031982,0.0,43.555886613205075,9.98323026622696e-15,8.608138344929489e-15,-110.00728607177734,-110.7711410522461,0.0,1.0,1.0,-110.0,-110.0,0.007289063185453415,0.7711355090141296,0.0345197468996048,504.0152587890625,pf_fs_cognitive,5.0,0.0,48.0,0.0,pf,budget_dual,0.0,120.99328247386397,2.6711986442748445,1.8734976170072932,0.9575991570306457,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,8.0,8.0,8.0,0.5
281.929931640625,279.8338317871094,2.237539052963257,2.9559497960462977e-08,2.4508031606674194,0.8480117321014404,-7.1751580238342285,-120.0,6.208151578903198,8.209853887557983,0.8650793433189392,0.860615074634552,25.407148361206055,0.0,14.842801608145237,1.0073719643015084e-14,9.763271903451016e-15,-109.96810150146484,-110.11114501953125,7.371981849838352e-17,0.5,0.3333333432674408,-110.0,-110.0,-0.0318986177444458,0.11114010959863663,0.13026420772075653,279.8338623046875,du_pf_soft,5.0,0.0,16.0,0.0,pf,budget_dual,1.0,56.79444653827271,1.5839203523983796,1.1646806694736909,0.9837465435623582,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
264.8958740234375,263.5041809082031,2.1023480892181396,0.007105996948439497,2.2982780933380127,0.8576478362083435,-7.7836012840271,-120.0,5.728563547134399,7.583798885345459,0.8650793433189392,0.8596230149269104,28.48561668395996,0.0,14.564668904989958,1.00742236276187e-14,9.743478437539577e-15,-109.96788787841797,-110.12017822265625,7.422380310199983e-17,0.5,0.3333333432674408,-110.0,-110.0,-0.032115839421749115,0.12017735093832016,0.1414516568183899,263.5041809082031,du_pf_soft,5.0,0.0,16.0,0.0,pf,budget_dual,1.0,55.06144639280262,1.5608404889674519,1.2162078919807422,0.9852405687148563,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,,,,
397.4013366699219,394.5065002441406,3.1539788246154785,0.0,3.6244980096817017,0.8168399930000305,-6.405263423919678,-120.0,9.91482162475586,12.50711441040039,0.841269850730896,0.8447420597076416,16.781091690063477,0.0,14.564342848025262,1.0033779498453202e-14,9.596153997023637e-15,-109.9853515625,-110.1909408569336,3.37796739365015e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.01464557833969593,0.1909419745206833,0.07519353181123734,394.50653076171875,du_pf_cognitive,5.0,0.0,16.0,0.0,pf,budget_dual,1.0,92.66693790160785,2.1160346822914025,1.4757048653196825,0.9750437760926055,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,8.0,8.0,8.0,0.5
392.69818115234375,389.7230224609375,3.116652250289917,0.0,3.4510626792907715,0.8313467502593994,-7.091087818145752,-120.0,9.822465419769287,12.357571125030518,0.8730158805847168,0.8447420597076416,15.25202465057373,0.0,14.705720192752779,9.962865053076125e-15,9.560813241365346e-15,-110.01615905761719,-110.20965576171875,0.0,1.0,1.0,-110.0,-110.0,0.01615743711590767,0.20966123044490814,0.07623448222875595,389.7230224609375,du_pf_cognitive,5.0,0.0,16.0,0.0,pf,budget_dual,1.0,91.90013768553317,2.100438195925135,1.5143311923050162,0.9770264344794776,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,8.0,8.0,8.0,0.5
216.9500732421875,216.02731323242188,1.7218259572982788,0.0,1.8723933696746826,0.8427422642707825,-9.389753341674805,-120.0,4.037532567977905,5.774115681648254,0.841269850730896,0.8338293433189392,71.51763153076172,0.0,43.59176270104945,1.0867512334369715e-14,1.0237507015893859e-14,-109.6386947631836,-109.90235137939453,8.675125098530148e-16,0.0833333358168602,0.0833333358168602,-110.0,-110.0,-0.3613015413284302,-0.09764492511749268,0.20415113866329193,216.02731323242188,pf_fs_soft,5.0,1.0,48.0,0.0,pf,budget_dual,0.0,85.59414935728978,1.9891634223228454,1.5542220367026967,0.98417330747016,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
210.39785766601562,209.35955810546875,1.669824242591858,0.0,1.8337640762329102,0.8480628132820129,-10.70347785949707,-120.0,3.7852442264556885,5.672463655471802,0.841269850730896,0.8189483880996704,68.27618408203125,0.0,43.49071267992258,1.0813756235405168e-14,1.0252270800164501e-14,-109.66023254394531,-109.89762115478516,8.137564108884679e-16,0.1666666716337204,0.1666666716337204,-110.0,-110.0,-0.3397656977176666,-0.1023796796798706,0.224391907453537,209.35955810546875,pf_fs_soft,5.0,1.0,48.0,0.0,pf,budget_dual,0.0,82.27827730163256,1.9371111740668594,1.5343305579890683,0.9845383444053428,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,,,,
