algorithm,sweep_value,batch_index,iteration,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot
pf_fs_soft,5.0,0.0,1.0,538.7059326171875,0.0,0.0,1.2900335788726807,6.0
pf_fs_soft,5.0,0.0,2.0,644.7915649414062,0.0,0.0,0.6515194177627563,6.0
pf_fs_soft,5.0,0.0,3.0,658.864990234375,0.0,0.0,0.14562435448169708,6.0
pf_fs_soft,5.0,0.0,4.0,669.2761840820312,0.0,0.0,0.12746784090995789,6.0
pf_fs_soft,5.0,0.0,5.0,677.1351318359375,0.0,0.0,0.11485050618648529,6.0
pf_fs_soft,5.0,0.0,6.0,683.24755859375,0.0,0.0,0.10846488177776337,6.0
pf_fs_soft,5.0,0.0,7.0,688.0394897460938,0.0,0.0,0.10041452944278717,6.0
pf_fs_soft,5.0,0.0,8.0,691.7810668945312,0.0,0.0,0.09078294038772583,6.0
pf_fs_soft,5.0,0.0,9.0,694.77978515625,0.0,0.0,0.08160092681646347,6.0
pf_fs_soft,5.0,0.0,10.0,697.3182983398438,0.0,0.0,0.07360225915908813,6.0
pf_fs_soft,5.0,0.0,11.0,699.4041748046875,0.0,0.0,0.05907563865184784,6.0
pf_fs_soft,5.0,0.0,12.0,701.2860107421875,0.0,0.0,0.05283524468541145,6.0
pf_fs_soft,5.0,0.0,13.0,702.9779052734375,0.0,0.0,0.053730789572000504,6.0
pf_fs_soft,5.0,0.0,14.0,704.5347900390625,0.0,0.0,0.054102178663015366,6.0
pf_fs_soft,5.0,0.0,15.0,705.6346435546875,0.0,0.0,0.061662707477808,6.0
pf_fs_soft,5.0,0.0,16.0,706.993408203125,0.0,0.0,0.05404776334762573,6.0
pf_fs_soft,5.0,0.0,17.0,708.14892578125,0.0,0.0,0.0532599575817585,6.0
pf_fs_soft,5.0,0.0,18.0,709.273193359375,0.0,0.0,0.050543174147605896,6.0
pf_fs_soft,5.0,0.0,19.0,709.9143676757812,0.0,0.0,0.06538472324609756,6.0
pf_fs_soft,5.0,0.0,20.0,711.1365966796875,0.0,0.0,0.05458076298236847,6.0
pf_fs_cognitive,5.0,0.0,1.0,537.2281494140625,0.0,0.0,1.2920887470245361,6.0
pf_fs_cognitive,5.0,0.0,2.0,639.2058715820312,0.0,0.0,0.6619347333908081,6.0
pf_fs_cognitive,5.0,0.0,3.0,653.652587890625,0.0,0.0,0.14633798599243164,6.0
pf_fs_cognitive,5.0,0.0,4.0,664.964599609375,0.0,0.0,0.13581809401512146,6.0
pf_fs_cognitive,5.0,0.0,5.0,673.1885375976562,0.0,0.0,0.13904333114624023,6.0
pf_fs_cognitive,5.0,0.0,6.0,678.56298828125,0.0,0.0,0.11726225167512894,6.0
pf_fs_cognitive,5.0,0.0,7.0,682.6595458984375,0.0,0.0,0.10481049120426178,6.0
pf_fs_cognitive,5.0,0.0,8.0,685.9122314453125,0.0,0.0,0.09898808598518372,6.0
pf_fs_cognitive,5.0,0.0,9.0,688.8515014648438,0.0,0.0,0.09114615619182587,6.0
pf_fs_cognitive,5.0,0.0,10.0,690.74169921875,0.0,0.0,0.08976193517446518,6.0
pf_fs_cognitive,5.0,0.0,11.0,692.9434814453125,0.0,0.0,0.07721372693777084,6.0
pf_fs_cognitive,5.0,0.0,12.0,695.9146728515625,0.0,0.0,0.09224606305360794,6.0
pf_fs_cognitive,5.0,0.0,13.0,644.2442626953125,0.0,0.0,0.3793471157550812,6.0
pf_fs_cognitive,5.0,0.0,14.0,683.1411743164062,0.0,0.0,0.40999484062194824,6.0
pf_fs_cognitive,5.0,0.0,15.0,618.917236328125,0.0,0.0,0.6055594086647034,6.0
pf_fs_cognitive,5.0,0.0,16.0,660.1724853515625,0.0,0.0,0.5212199687957764,6.0
pf_fs_cognitive,5.0,0.0,17.0,669.1344604492188,0.0,0.0,0.14443552494049072,6.0
pf_fs_cognitive,5.0,0.0,18.0,672.3961181640625,0.0,0.0,0.06769870221614838,6.0
pf_fs_cognitive,5.0,0.0,19.0,674.794189453125,0.0,0.0,0.07880249619483948,6.0
pf_fs_cognitive,5.0,0.0,20.0,677.2022705078125,0.0,0.0,0.2059275060892105,6.0
du_pf_soft,5.0,0.0,1.0,495.75152587890625,0.0,0.0,1.260007381439209,6.0
du_pf_soft,5.0,0.0,2.0,638.968505859375,0.0,0.0,0.6502231955528259,6.0
du_pf_soft,5.0,0.0,3.0,654.9862060546875,0.0,0.0,0.1357886791229248,6.0
du_pf_soft,5.0,0.0,4.0,665.2540283203125,0.0,0.0,0.1143592968583107,6.0
du_pf_soft,5.0,0.0,5.0,673.341064453125,0.0,0.0,0.11462273448705673,6.0
du_pf_soft,5.0,0.0,6.0,679.04296875,0.0,0.0,0.12597061693668365,6.0
du_pf_soft,5.0,0.0,7.0,678.2269287109375,0.0,0.0,0.23932115733623505,6.0
du_pf_soft,5.0,0.0,8.0,627.8726196289062,0.0,0.0,0.44785454869270325,6.0
du_pf_soft,5.0,0.0,9.0,666.0196533203125,0.0,0.0,0.4194234609603882,6.0
du_pf_soft,5.0,0.0,10.0,679.430908203125,0.0,0.0,0.2108728438615799,6.0
du_pf_cognitive,5.0,0.0,1.0,349.8249816894531,0.0,0.0,1.1297880411148071,6.0
du_pf_cognitive,5.0,0.0,2.0,641.7876586914062,0.0,0.0,0.719904363155365,6.0
du_pf_cognitive,5.0,0.0,3.0,660.81787109375,0.0,0.0,0.1436309963464737,6.0
du_pf_cognitive,5.0,0.0,4.0,671.843994140625,0.0,0.0,0.10885091125965118,6.0
du_pf_cognitive,5.0,0.0,5.0,680.8585205078125,0.0,0.0,0.10803493857383728,6.0
du_pf_cognitive,5.0,0.0,6.0,688.116943359375,0.0,0.0,0.10643092542886734,6.0
du_pf_cognitive,5.0,0.0,7.0,693.7371826171875,0.0,0.0,0.10261646658182144,6.0
du_pf_cognitive,5.0,0.0,8.0,698.2000122070312,0.0,0.0,0.0939629003405571,6.0
du_pf_cognitive,5.0,0.0,9.0,701.6185913085938,0.0,0.0,0.08215336501598358,6.0
du_pf_cognitive,5.0,0.0,10.0,704.2952880859375,0.0,0.0,0.06988299638032913,6.0
pf_fs_soft,5.0,1.0,1.0,552.60546875,0.0,0.0,1.2885078191757202,6.0
pf_fs_soft,5.0,1.0,2.0,673.09521484375,0.0,0.0,0.690824031829834,6.0
pf_fs_soft,5.0,1.0,3.0,684.27587890625,0.0,0.0,0.12174651026725769,6.0
pf_fs_soft,5.0,1.0,4.0,693.3157348632812,0.0,0.0,0.10727083683013916,6.0
pf_fs_soft,5.0,1.0,5.0,700.093017578125,0.0,0.0,0.0939977616071701,6.0
pf_fs_soft,5.0,1.0,6.0,705.2047119140625,0.0,0.0,0.0841311663389206,6.0
pf_fs_soft,5.0,1.0,7.0,709.2376708984375,0.0,0.0,0.07442165166139603,6.0
pf_fs_soft,5.0,1.0,8.0,712.5022583007812,0.0,0.0,0.06819132715463638,6.0
pf_fs_soft,5.0,1.0,9.0,715.2636108398438,0.0,0.0,0.0624125599861145,6.0
pf_fs_soft,5.0,1.0,10.0,717.6422119140625,0.0,0.0,0.0565660260617733,6.0
pf_fs_soft,5.0,1.0,11.0,719.7328491210938,0.0,0.0,0.052361395210027695,6.0
pf_fs_soft,5.0,1.0,12.0,721.5327758789062,0.0,0.0,0.04756706580519676,6.0
pf_fs_soft,5.0,1.0,13.0,723.1206665039062,0.0,0.0,0.042174987494945526,6.0
pf_fs_soft,5.0,1.0,14.0,724.4501953125,0.0,0.0,0.037590768188238144,6.0
pf_fs_soft,5.0,1.0,15.0,725.7127075195312,0.0,0.0,0.034966032952070236,6.0
pf_fs_soft,5.0,1.0,16.0,726.8515625,0.0,0.0,0.0330803208053112,6.0
pf_fs_soft,5.0,1.0,17.0,727.9387817382812,0.0,0.0,0.03203384205698967,6.0
pf_fs_soft,5.0,1.0,18.0,729.0345458984375,0.0,0.0,0.03143247216939926,6.0
pf_fs_soft,5.0,1.0,19.0,730.10595703125,0.0,0.0,0.03292769938707352,6.0
pf_fs_soft,5.0,1.0,20.0,731.065673828125,0.0,0.0,0.030567195266485214,6.0
pf_fs_cognitive,5.0,1.0,1.0,548.7806396484375,0.0,0.0,1.2893660068511963,6.0
pf_fs_cognitive,5.0,1.0,2.0,664.931396484375,0.0,0.0,0.6857354640960693,6.0
pf_fs_cognitive,5.0,1.0,3.0,676.317138671875,0.0,0.0,0.12464944273233414,6.0
pf_fs_cognitive,5.0,1.0,4.0,685.5997314453125,0.0,0.0,0.10546065866947174,6.0
pf_fs_cognitive,5.0,1.0,5.0,692.5260009765625,0.0,0.0,0.09331172704696655,6.0
pf_fs_cognitive,5.0,1.0,6.0,697.697021484375,0.0,0.0,0.08546282351016998,6.0
pf_fs_cognitive,5.0,1.0,7.0,701.64990234375,0.0,0.0,0.07587775588035583,6.0
pf_fs_cognitive,5.0,1.0,8.0,704.861572265625,0.0,0.0,0.06484755128622055,6.0
pf_fs_cognitive,5.0,1.0,9.0,707.5690307617188,0.0,0.0,0.057964667677879333,6.0
pf_fs_cognitive,5.0,1.0,10.0,709.9967041015625,0.0,0.0,0.052235763520002365,6.0
pf_fs_cognitive,5.0,1.0,11.0,712.074951171875,0.0,0.0,0.04900234937667847,6.0
pf_fs_cognitive,5.0,1.0,12.0,713.9710083007812,0.0,0.0,0.04671178758144379,6.0
pf_fs_cognitive,5.0,1.0,13.0,715.7626953125,0.0,0.0,0.04575353115797043,6.0
pf_fs_cognitive,5.0,1.0,14.0,717.35693359375,0.0,0.0,0.04493981972336769,6.0
pf_fs_cognitive,5.0,1.0,15.0,718.8758544921875,0.0,0.0,0.04430420696735382,6.0
pf_fs_cognitive,5.0,1.0,16.0,720.2595825195312,0.0,0.0,0.042421795427799225,6.0
pf_fs_cognitive,5.0,1.0,17.0,721.3982543945312,0.0,0.0,0.039171766489744186,6.0
pf_fs_cognitive,5.0,1.0,18.0,722.4840698242188,0.0,0.0,0.03329630568623543,6.0
pf_fs_cognitive,5.0,1.0,19.0,723.49267578125,0.0,0.0,0.030583012849092484,6.0
pf_fs_cognitive,5.0,1.0,20.0,724.39404296875,0.0,0.0,0.0297682024538517,6.0
du_pf_soft,5.0,1.0,1.0,499.11395263671875,0.0,0.0,1.2601717710494995,6.0
du_pf_soft,5.0,1.0,2.0,662.5478515625,0.0,0.0,0.6761842966079712,6.0
du_pf_soft,5.0,1.0,3.0,677.66357421875,0.0,0.0,0.12626536190509796,6.0
du_pf_soft,5.0,1.0,4.0,686.6842651367188,0.0,0.0,0.10403116047382355,6.0
du_pf_soft,5.0,1.0,5.0,693.971923828125,0.0,0.0,0.09415536373853683,6.0
du_pf_soft,5.0,1.0,6.0,699.7332763671875,0.0,0.0,0.08474086970090866,6.0
du_pf_soft,5.0,1.0,7.0,704.3345947265625,0.0,0.0,0.07529580593109131,6.0
du_pf_soft,5.0,1.0,8.0,708.0672607421875,0.0,0.0,0.06862987577915192,6.0
du_pf_soft,5.0,1.0,9.0,711.1436767578125,0.0,0.0,0.06285065412521362,6.0
du_pf_soft,5.0,1.0,10.0,713.8308715820312,0.0,0.0,0.0593678280711174,6.0
du_pf_cognitive,5.0,1.0,1.0,355.2868347167969,0.0,0.0,1.1243243217468262,6.0
du_pf_cognitive,5.0,1.0,2.0,671.1112060546875,0.0,0.0,0.7478699088096619,6.0
du_pf_cognitive,5.0,1.0,3.0,691.142333984375,0.0,0.0,0.15509648621082306,6.0
du_pf_cognitive,5.0,1.0,4.0,700.775146484375,0.0,0.0,0.10829656571149826,6.0
du_pf_cognitive,5.0,1.0,5.0,708.313232421875,0.0,0.0,0.09905213117599487,6.0
du_pf_cognitive,5.0,1.0,6.0,714.0325927734375,0.0,0.0,0.08666884154081345,6.0
du_pf_cognitive,5.0,1.0,7.0,718.4596557617188,0.0,0.0,0.07496292889118195,6.0
du_pf_cognitive,5.0,1.0,8.0,721.8842163085938,0.0,0.0,0.06634286046028137,6.0
