sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction,num_bs_ant,num_ut_per_sector
327.778076171875,315.38946533203125,3.9021198749542236,0.0,4.356256484985352,0.6903180480003357,-13.349080085754395,-120.0,0.75,0.7529761791229248,0.0794326663017273,0.0,6.063705405220389,2.9547941801248744e-15,7.872599497489325e-16,-115.29472351074219,-122.3719253540039,0.0,1.0,1.0,-110.0,-110.0,5.294727802276611,12.371930122375488,0.027510492131114006,315.38946533203125,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,70.1707468280369,2.4035586626943735,1.5336305596492767,0.9134433978557288,6.0,,,,,16,4
327.2543029785156,313.6572265625,3.8958845138549805,0.0,4.3954243659973145,0.7013821601867676,-13.132110595703125,-120.0,0.7857142686843872,0.7648809552192688,0.0794326663017273,0.0,2.7356186895631254,5.241974567157565e-16,2.496892986339087e-16,-122.80506134033203,-126.5606918334961,0.0,1.0,1.0,-110.0,-110.0,12.80505084991455,16.56068992614746,0.026887137442827225,313.6572265625,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,69.9070985323236,2.393950051629344,1.4747874024780987,0.9168184714722626,6.0,4.0,4.0,4.0,0.5,16,4
310.297119140625,290.8739013671875,3.6940133571624756,3.224674394175516e-09,4.219710826873779,0.7043773531913757,-7.202800273895264,-120.0,0.773809552192688,0.769345223903656,0.0794326663017273,0.0,1.6141022648662329,3.5898031339783986e-15,8.691635888254503e-16,-114.44929504394531,-122.32303619384766,0.0,1.0,1.0,-110.0,-110.0,4.449293613433838,12.32303524017334,0.05115817114710808,290.8739013671875,du_pf_soft,5.0,0.0,10.0,0.0,pf,budget_dual,1.0,66.3045515837859,2.3069484725411664,1.3780933997414728,0.9041536680280066,6.0,,,,,16,4
316.34521484375,298.2625427246094,3.766014575958252,0.0,4.200469017028809,0.6977806687355042,-8.264237403869629,-120.0,0.773809552192688,0.7633928656578064,0.0794326663017273,0.0,1.4039406506344676,9.55480798952755e-16,3.20023579381676e-16,-120.19778442382812,-125.56441497802734,0.0,1.0,1.0,-110.0,-110.0,10.197779655456543,15.564414978027344,0.05214860662817955,298.2625732421875,du_pf_cognitive,5.0,0.0,10.0,0.0,pf,budget_dual,1.0,67.03071933741057,2.3233395021491647,1.4185954716001286,0.9073321263011236,6.0,4.0,4.0,4.0,0.5,16,4
350.87054443359375,353.40985107421875,4.177030086517334,0.0,4.734877824783325,0.70622318983078,-11.45337963104248,-120.0,0.7976190447807312,0.7648809552192688,0.07943267375230789,0.0,2.733727267012,7.420211058822065e-15,1.787536615512823e-15,-111.29582977294922,-119.28882598876953,0.0,1.0,1.0,-110.0,-110.0,1.2958372831344604,9.28882884979248,0.025262054055929184,353.40985107421875,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,74.3166270229299,2.5290243138962816,1.5115495718861103,0.9190000307585421,6.0,,,,,16,4
348.00323486328125,347.8884582519531,4.142895698547363,0.0,4.5312559604644775,0.6962223649024963,-10.99913215637207,-120.0,0.7857142686843872,0.773809552192688,0.07943267375230789,0.0,2.7237907266244292,1.9129921476383153e-15,6.155181434020515e-16,-117.18287658691406,-123.61591339111328,0.0,1.0,1.0,-110.0,-110.0,7.182868003845215,13.615917205810547,0.02676130272448063,347.8884582519531,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,74.1599075616355,2.5298492654393363,1.5503279524936435,0.9162511469889467,6.0,4.0,4.0,4.0,0.5,16,4
331.58251953125,324.27044677734375,3.947411060333252,0.0,4.2916600704193115,0.7224065661430359,-5.481174468994141,-120.0,0.8095238208770752,0.8020833134651184,0.0794326588511467,0.0,1.4082401851192117,7.064046833512314e-15,1.9160656066874275e-15,-111.50945281982422,-118.96649932861328,0.0,1.0,1.0,-110.0,-110.0,1.5094642639160156,8.966504096984863,0.05417522042989731,324.27044677734375,du_pf_soft,5.0,1.0,10.0,0.0,pf,budget_dual,1.0,70.68341266062109,2.42966616734032,1.4353658075514435,0.913254100495498,6.0,,,,,16,4
336.037109375,329.8788757324219,4.000441551208496,0.0,4.340039968490601,0.7203323245048523,-6.819324493408203,-120.0,0.8214285969734192,0.78125,0.07943267375230789,0.0,1.4077776651829481,1.717095661553261e-15,6.027050760089357e-16,-117.65205383300781,-123.3446273803711,0.0,1.0,1.0,-110.0,-110.0,7.652054309844971,13.344630241394043,0.05477563291788101,329.8788757324219,du_pf_cognitive,5.0,1.0,10.0,0.0,pf,budget_dual,1.0,71.52689463503638,2.4560583148203343,1.495358592902255,0.9118849709679896,6.0,4.0,4.0,4.0,0.5,16,4
324.091064453125,320.71429443359375,3.858227014541626,0.0,4.2761595249176025,0.6875931620597839,-15.021651268005371,-120.0,0.773809552192688,0.742559552192688,0.0794326663017273,0.0,2.723148041870445,3.17113190056778e-15,1.3051473286449997e-15,-114.98785400390625,-119.59619903564453,0.0,1.0,1.0,-110.0,-110.0,4.987856864929199,9.596198081970215,0.02896161936223507,320.71429443359375,pf_fs_soft,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,71.55716207010612,2.425704304240414,1.6819607975003479,0.9281638751454852,6.0,,,,,16,4
327.9833068847656,326.5593566894531,3.9045631885528564,0.0,4.6332786083221436,0.6733999252319336,-14.720964431762695,-120.0,0.761904776096344,0.7395833134651184,0.0794326663017273,0.0,2.72846749285236,1.0967358248851447e-15,4.92574487481642e-16,-119.59898376464844,-123.59123992919922,0.0,1.0,1.0,-110.0,-110.0,9.598979949951172,13.591233253479004,0.030415736138820648,326.559326171875,pf_fs_cognitive,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,71.68947991499714,2.430710884274287,1.6394536811060187,0.928059248569362,6.0,4.0,4.0,4.0,0.5,16,4
