algorithm,num_bs_ant,num_ut_per_sector,sweep_value,iteration,batch_index,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot
du_pf_cognitive,16,4,5.0,1.0,3.5,179.33081245422363,0.0,0.0,0.9319896772503853,6.0
du_pf_cognitive,16,4,5.0,2.0,3.5,245.9986572265625,0.0,0.0,0.3800147473812103,6.0
du_pf_cognitive,16,4,5.0,3.0,3.5,267.767147064209,0.0,0.0,0.2038708757609129,6.0
du_pf_cognitive,16,4,5.0,4.0,3.5,280.67112731933594,0.0,0.0,0.14845282398164272,6.0
du_pf_cognitive,16,4,5.0,5.0,3.5,289.6040496826172,0.0,0.0,0.11703755334019661,6.0
du_pf_cognitive,16,4,5.0,6.0,3.5,296.3036460876465,0.0,0.0,0.09629122726619244,6.0
du_pf_cognitive,16,4,5.0,7.0,3.5,301.6736068725586,0.0,0.0,0.08136063069105148,6.0
du_pf_cognitive,16,4,5.0,8.0,3.5,306.12977600097656,0.0,0.0,0.07054114528000355,6.0
du_pf_cognitive,16,4,5.0,9.0,3.5,309.93979263305664,0.0,0.0,0.06275295000523329,6.0
du_pf_cognitive,16,4,5.0,10.0,3.5,313.2499809265137,0.0,0.0,0.05640223529189825,6.0
du_pf_cognitive,16,6,5.0,1.0,3.5,196.34320449829102,0.0,0.0,0.9279187470674515,6.0
du_pf_cognitive,16,6,5.0,2.0,3.5,271.84729766845703,0.0,2.065140440788869e-17,0.38022540509700775,6.0
du_pf_cognitive,16,6,5.0,3.0,3.5,302.86467361450195,0.0,2.4326045091314658e-17,0.22639958187937737,6.0
du_pf_cognitive,16,6,5.0,4.0,3.5,321.496036529541,0.0,3.938565561878568e-17,0.16554013825953007,6.0
du_pf_cognitive,16,6,5.0,5.0,3.5,333.8371810913086,0.0,6.183404042427437e-17,0.12908812146633863,6.0
du_pf_cognitive,16,6,5.0,6.0,3.5,342.68572998046875,0.0,8.952270043707019e-17,0.10417150240391493,6.0
du_pf_cognitive,16,6,5.0,7.0,3.5,349.50444412231445,0.0,1.205648697671642e-16,0.08700564876198769,6.0
du_pf_cognitive,16,6,5.0,8.0,3.5,354.9948043823242,0.0,1.5336600889135016e-16,0.07496992126107216,6.0
du_pf_cognitive,16,6,5.0,9.0,3.5,359.6341781616211,0.0,1.8552912044801683e-16,0.06639537867158651,6.0
du_pf_cognitive,16,6,5.0,10.0,3.5,363.6466941833496,0.0,2.1329009589868449e-16,0.059458869975060225,6.0
du_pf_cognitive,16,8,5.0,1.0,3.5,205.6987648010254,0.0,0.0,0.928522601723671,6.0
du_pf_cognitive,16,8,5.0,2.0,3.5,289.0063247680664,0.0,0.0,0.39397571235895157,6.0
du_pf_cognitive,16,8,5.0,3.0,3.5,325.6753463745117,0.0,0.0,0.2395888715982437,6.0
