algorithm,sweep_value,batch_index,iteration,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot,num_bs_ant,num_ut_per_sector
pf_fs_soft,5.0,0.0,1.0,198.60250854492188,0.0,0.0,1.1290501356124878,6.0,16,4
pf_fs_soft,5.0,0.0,2.0,235.77566528320312,0.0,0.0,0.3020816743373871,6.0,16,4
pf_fs_soft,5.0,0.0,3.0,254.92665100097656,0.0,0.0,0.19563870131969452,6.0,16,4
pf_fs_soft,5.0,0.0,4.0,266.67254638671875,0.0,0.0,0.14392398297786713,6.0,16,4
pf_fs_soft,5.0,0.0,5.0,274.8298034667969,0.0,0.0,0.11295555531978607,6.0,16,4
pf_fs_soft,5.0,0.0,6.0,280.9521484375,0.0,0.0,0.09222307801246643,6.0,16,4
pf_fs_soft,5.0,0.0,7.0,285.81048583984375,0.0,0.0,0.07637020200490952,6.0,16,4
pf_fs_soft,5.0,0.0,8.0,289.869873046875,0.0,0.0,0.06497721374034882,6.0,16,4
pf_fs_soft,5.0,0.0,9.0,293.38604736328125,0.0,0.0,0.0576600655913353,6.0,16,4
pf_fs_soft,5.0,0.0,10.0,296.50177001953125,0.0,0.0,0.05218840017914772,6.0,16,4
pf_fs_soft,5.0,0.0,11.0,299.3144226074219,0.0,0.0,0.04814175143837929,6.0,16,4
pf_fs_soft,5.0,0.0,12.0,301.87109375,0.0,0.0,0.04502832517027855,6.0,16,4
pf_fs_soft,5.0,0.0,13.0,304.1824035644531,0.0,0.0,0.042473625391721725,6.0,16,4
pf_fs_soft,5.0,0.0,14.0,306.24822998046875,0.0,0.0,0.03961525112390518,6.0,16,4
pf_fs_soft,5.0,0.0,15.0,308.09033203125,0.0,0.0,0.03592175990343094,6.0,16,4
pf_fs_soft,5.0,0.0,16.0,309.7598876953125,0.0,0.0,0.03281402587890625,6.0,16,4
pf_fs_soft,5.0,0.0,17.0,311.30255126953125,0.0,0.0,0.030830102041363716,6.0,16,4
pf_fs_soft,5.0,0.0,18.0,312.74310302734375,0.0,0.0,0.029470449313521385,6.0,16,4
pf_fs_soft,5.0,0.0,19.0,314.10009765625,0.0,0.0,0.02836032211780548,6.0,16,4
pf_fs_soft,5.0,0.0,20.0,315.38946533203125,0.0,0.0,0.027510492131114006,6.0,16,4
pf_fs_cognitive,5.0,0.0,1.0,203.46493530273438,0.0,0.0,1.1284387111663818,6.0,16,4
pf_fs_cognitive,5.0,0.0,2.0,239.55960083007812,0.0,0.0,0.29168644547462463,6.0,16,4
pf_fs_cognitive,5.0,0.0,3.0,257.5111083984375,0.0,0.0,0.18659110367298126,6.0,16,4
pf_fs_cognitive,5.0,0.0,4.0,268.3860778808594,0.0,0.0,0.13404370844364166,6.0,16,4
pf_fs_cognitive,5.0,0.0,5.0,275.7585144042969,0.0,0.0,0.10061023384332657,6.0,16,4
pf_fs_cognitive,5.0,0.0,6.0,281.3536071777344,0.0,0.0,0.08102776110172272,6.0,16,4
pf_fs_cognitive,5.0,0.0,7.0,285.900634765625,0.0,0.0,0.0689200833439827,6.0,16,4
pf_fs_cognitive,5.0,0.0,8.0,289.70361328125,0.0,0.0,0.05948502942919731,6.0,16,4
pf_fs_cognitive,5.0,0.0,9.0,292.9723205566406,0.0,0.0,0.05274602398276329,6.0,16,4
pf_fs_cognitive,5.0,0.0,10.0,295.84295654296875,0.0,0.0,0.04793883487582207,6.0,16,4
pf_fs_cognitive,5.0,0.0,11.0,298.3968505859375,0.0,0.0,0.04395047202706337,6.0,16,4
pf_fs_cognitive,5.0,0.0,12.0,300.68829345703125,0.0,0.0,0.040487516671419144,6.0,16,4
pf_fs_cognitive,5.0,0.0,13.0,302.76641845703125,0.0,0.0,0.037657730281353,6.0,16,4
pf_fs_cognitive,5.0,0.0,14.0,304.67364501953125,0.0,0.0,0.03554390370845795,6.0,16,4
pf_fs_cognitive,5.0,0.0,15.0,306.4404296875,0.0,0.0,0.03386961296200752,6.0,16,4
pf_fs_cognitive,5.0,0.0,16.0,308.08447265625,0.0,0.0,0.032267916947603226,6.0,16,4
pf_fs_cognitive,5.0,0.0,17.0,309.6175842285156,0.0,0.0,0.030901489779353142,6.0,16,4
pf_fs_cognitive,5.0,0.0,18.0,311.0513610839844,0.0,0.0,0.02991725504398346,6.0,16,4
pf_fs_cognitive,5.0,0.0,19.0,312.39398193359375,0.0,0.0,0.028375746682286263,6.0,16,4
pf_fs_cognitive,5.0,0.0,20.0,313.6572265625,0.0,0.0,0.026887137442827225,6.0,16,4
du_pf_soft,5.0,0.0,1.0,194.9288330078125,0.0,0.0,1.0839627981185913,6.0,16,4
du_pf_soft,5.0,0.0,2.0,232.3883056640625,0.0,0.0,0.2887999415397644,6.0,16,4
du_pf_soft,5.0,0.0,3.0,251.10455322265625,0.0,0.0,0.18914224207401276,6.0,16,4
du_pf_soft,5.0,0.0,4.0,262.31658935546875,0.0,0.0,0.1374582201242447,6.0,16,4
du_pf_soft,5.0,0.0,5.0,269.9686584472656,0.0,0.0,0.10683254152536392,6.0,16,4
du_pf_soft,5.0,0.0,6.0,275.7783203125,0.0,0.0,0.08693422377109528,6.0,16,4
du_pf_soft,5.0,0.0,7.0,280.4988708496094,0.0,0.0,0.07419008761644363,6.0,16,4
du_pf_soft,5.0,0.0,8.0,284.5001220703125,0.0,0.0,0.06630772352218628,6.0,16,4
du_pf_soft,5.0,0.0,9.0,287.91436767578125,0.0,0.0,0.058861780911684036,6.0,16,4
du_pf_soft,5.0,0.0,10.0,290.8739013671875,0.0,0.0,0.05115817114710808,6.0,16,4
du_pf_cognitive,5.0,0.0,1.0,174.6565399169922,0.0,0.0,0.9323021173477173,6.0,16,4
du_pf_cognitive,5.0,0.0,2.0,236.5517578125,0.0,0.0,0.37760868668556213,6.0,16,4
du_pf_cognitive,5.0,0.0,3.0,257.16973876953125,0.0,0.0,0.20897124707698822,6.0,16,4
du_pf_cognitive,5.0,0.0,4.0,268.9758605957031,0.0,0.0,0.1475992202758789,6.0,16,4
du_pf_cognitive,5.0,0.0,5.0,277.181640625,0.0,0.0,0.11556225270032883,6.0,16,4
du_pf_cognitive,5.0,0.0,6.0,283.3861999511719,0.0,0.0,0.0956389307975769,6.0,16,4
du_pf_cognitive,5.0,0.0,7.0,288.23687744140625,0.0,0.0,0.07978756725788116,6.0,16,4
du_pf_cognitive,5.0,0.0,8.0,292.12701416015625,0.0,0.0,0.06631077080965042,6.0,16,4
du_pf_cognitive,5.0,0.0,9.0,295.4063720703125,0.0,0.0,0.05810946971178055,6.0,16,4
du_pf_cognitive,5.0,0.0,10.0,298.2625732421875,0.0,0.0,0.05214860662817955,6.0,16,4
pf_fs_soft,5.0,1.0,1.0,226.61471557617188,0.0,0.0,1.1171191930770874,6.0,16,4
pf_fs_soft,5.0,1.0,2.0,265.7100830078125,0.0,0.0,0.3101870119571686,6.0,16,4
pf_fs_soft,5.0,1.0,3.0,285.2044677734375,0.0,0.0,0.18641085922718048,6.0,16,4
pf_fs_soft,5.0,1.0,4.0,298.0322570800781,0.0,0.0,0.13639064133167267,6.0,16,4
pf_fs_soft,5.0,1.0,5.0,307.94793701171875,0.0,0.0,0.10775976628065109,6.0,16,4
pf_fs_soft,5.0,1.0,6.0,315.806640625,0.0,0.0,0.0883234366774559,6.0,16,4
pf_fs_soft,5.0,1.0,7.0,322.1152648925781,0.0,0.0,0.07674261182546616,6.0,16,4
pf_fs_soft,5.0,1.0,8.0,327.52886962890625,0.0,0.0,0.06892656534910202,6.0,16,4
pf_fs_soft,5.0,1.0,9.0,331.97540283203125,0.0,0.0,0.06054113060235977,6.0,16,4
pf_fs_soft,5.0,1.0,10.0,335.4500427246094,0.0,0.0,0.05317631736397743,6.0,16,4
pf_fs_soft,5.0,1.0,11.0,338.2818603515625,0.0,0.0,0.047860607504844666,6.0,16,4
pf_fs_soft,5.0,1.0,12.0,340.711181640625,0.0,0.0,0.04379706084728241,6.0,16,4
pf_fs_soft,5.0,1.0,13.0,342.8726806640625,0.0,0.0,0.04010707512497902,6.0,16,4
pf_fs_soft,5.0,1.0,14.0,344.81707763671875,0.0,0.0,0.03705023601651192,6.0,16,4
pf_fs_soft,5.0,1.0,15.0,346.57269287109375,0.0,0.0,0.03410852327942848,6.0,16,4
pf_fs_soft,5.0,1.0,16.0,348.1698913574219,0.0,0.0,0.03156024590134621,6.0,16,4
pf_fs_soft,5.0,1.0,17.0,349.63128662109375,0.0,0.0,0.029805993661284447,6.0,16,4
pf_fs_soft,5.0,1.0,18.0,350.9869384765625,0.0,0.0,0.02835121564567089,6.0,16,4
pf_fs_soft,5.0,1.0,19.0,352.2394714355469,0.0,0.0,0.026824450120329857,6.0,16,4
pf_fs_soft,5.0,1.0,20.0,353.40985107421875,0.0,0.0,0.025262054055929184,6.0,16,4
pf_fs_cognitive,5.0,1.0,1.0,220.4504852294922,0.0,0.0,1.1183260679244995,6.0,16,4
pf_fs_cognitive,5.0,1.0,2.0,259.1980285644531,0.0,0.0,0.3039054870605469,6.0,16,4
pf_fs_cognitive,5.0,1.0,3.0,278.22296142578125,0.0,0.0,0.18660502135753632,6.0,16,4
pf_fs_cognitive,5.0,1.0,4.0,290.40301513671875,0.0,0.0,0.1363583654165268,6.0,16,4
pf_fs_cognitive,5.0,1.0,5.0,299.3316345214844,0.0,0.0,0.10614828020334244,6.0,16,4
pf_fs_cognitive,5.0,1.0,6.0,306.653564453125,0.0,0.0,0.09110790491104126,6.0,16,4
pf_fs_cognitive,5.0,1.0,7.0,313.140380859375,0.0,0.0,0.08080621063709259,6.0,16,4
pf_fs_cognitive,5.0,1.0,8.0,318.863037109375,0.0,0.0,0.07454805076122284,6.0,16,4
pf_fs_cognitive,5.0,1.0,9.0,323.849853515625,0.0,0.0,0.06919331103563309,6.0,16,4
pf_fs_cognitive,5.0,1.0,10.0,328.17584228515625,0.0,0.0,0.061256617307662964,6.0,16,4
pf_fs_cognitive,5.0,1.0,11.0,331.8162536621094,0.0,0.0,0.05412568151950836,6.0,16,4
pf_fs_cognitive,5.0,1.0,12.0,334.64434814453125,0.0,0.0,0.048428554087877274,6.0,16,4
pf_fs_cognitive,5.0,1.0,13.0,336.95758056640625,0.0,0.0,0.043775491416454315,6.0,16,4
pf_fs_cognitive,5.0,1.0,14.0,338.9944763183594,0.0,0.0,0.03985343128442764,6.0,16,4
pf_fs_cognitive,5.0,1.0,15.0,340.8204040527344,0.0,0.0,0.03616180643439293,6.0,16,4
pf_fs_cognitive,5.0,1.0,16.0,342.47418212890625,0.0,0.0,0.03315094858407974,6.0,16,4
pf_fs_cognitive,5.0,1.0,17.0,343.98931884765625,0.0,0.0,0.031080029904842377,6.0,16,4
pf_fs_cognitive,5.0,1.0,18.0,345.38751220703125,0.0,0.0,0.02945774607360363,6.0,16,4
pf_fs_cognitive,5.0,1.0,19.0,346.6822509765625,0.0,0.0,0.028050096705555916,6.0,16,4
pf_fs_cognitive,5.0,1.0,20.0,347.8884582519531,0.0,0.0,0.02676130272448063,6.0,16,4
du_pf_soft,5.0,1.0,1.0,218.334228515625,0.0,0.0,1.0790069103240967,6.0,16,4
du_pf_soft,5.0,1.0,2.0,259.5406494140625,0.0,0.0,0.29443955421447754,6.0,16,4
du_pf_soft,5.0,1.0,3.0,278.8275146484375,0.0,0.0,0.18095260858535767,6.0,16,4
du_pf_soft,5.0,1.0,4.0,291.09674072265625,0.0,0.0,0.13361431658267975,6.0,16,4
du_pf_soft,5.0,1.0,5.0,299.70965576171875,0.0,0.0,0.1046496257185936,6.0,16,4
du_pf_soft,5.0,1.0,6.0,306.27081298828125,0.0,0.0,0.08612919598817825,6.0,16,4
du_pf_soft,5.0,1.0,7.0,311.65655517578125,0.0,0.0,0.07361295819282532,6.0,16,4
du_pf_soft,5.0,1.0,8.0,316.3292541503906,0.0,0.0,0.06567715108394623,6.0,16,4
du_pf_soft,5.0,1.0,9.0,320.49957275390625,0.0,0.0,0.0592602863907814,6.0,16,4
du_pf_soft,5.0,1.0,10.0,324.27044677734375,0.0,0.0,0.05417522042989731,6.0,16,4
du_pf_cognitive,5.0,1.0,1.0,188.88864135742188,0.0,0.0,0.925335705280304,6.0,16,4
du_pf_cognitive,5.0,1.0,2.0,259.8951110839844,0.0,0.0,0.39335188269615173,6.0,16,4
du_pf_cognitive,5.0,1.0,3.0,281.48687744140625,0.0,0.0,0.19917425513267517,6.0,16,4
du_pf_cognitive,5.0,1.0,4.0,294.42919921875,0.0,0.0,0.1437692642211914,6.0,16,4
du_pf_cognitive,5.0,1.0,5.0,303.61590576171875,0.0,0.0,0.11303701996803284,6.0,16,4
du_pf_cognitive,5.0,1.0,6.0,310.9559631347656,0.0,0.0,0.09488267451524734,6.0,16,4
du_pf_cognitive,5.0,1.0,7.0,317.1417236328125,0.0,0.0,0.08066895604133606,6.0,16,4
du_pf_cognitive,5.0,1.0,8.0,322.2253723144531,0.0,0.0,0.0694001242518425,6.0,16,4
du_pf_cognitive,5.0,1.0,9.0,326.4139099121094,0.0,0.0,0.060724057257175446,6.0,16,4
du_pf_cognitive,5.0,1.0,10.0,329.8788757324219,0.0,0.0,0.05477563291788101,6.0,16,4
pf_fs_soft,5.0,2.0,1.0,210.67877197265625,0.0,0.0,1.128659725189209,6.0,16,4
pf_fs_soft,5.0,2.0,2.0,244.7008056640625,0.0,0.0,0.29117119312286377,6.0,16,4
pf_fs_soft,5.0,2.0,3.0,262.2016906738281,0.0,0.0,0.18255513906478882,6.0,16,4
pf_fs_soft,5.0,2.0,4.0,273.14068603515625,0.0,0.0,0.13417570292949677,6.0,16,4
pf_fs_soft,5.0,2.0,5.0,280.9271545410156,0.0,0.0,0.10479438304901123,6.0,16,4
pf_fs_soft,5.0,2.0,6.0,286.9345703125,0.0,0.0,0.08686717599630356,6.0,16,4
pf_fs_soft,5.0,2.0,7.0,291.73980712890625,0.0,0.0,0.07321973890066147,6.0,16,4
pf_fs_soft,5.0,2.0,8.0,295.71234130859375,0.0,0.0,0.06302396953105927,6.0,16,4
pf_fs_soft,5.0,2.0,9.0,299.10235595703125,0.0,0.0,0.0552021823823452,6.0,16,4
pf_fs_soft,5.0,2.0,10.0,302.0755310058594,0.0,0.0,0.05053205043077469,6.0,16,4
pf_fs_soft,5.0,2.0,11.0,304.7080993652344,0.0,0.0,0.046333685517311096,6.0,16,4
pf_fs_soft,5.0,2.0,12.0,307.0699462890625,0.0,0.0,0.04261087253689766,6.0,16,4
pf_fs_soft,5.0,2.0,13.0,309.218017578125,0.0,0.0,0.039878930896520615,6.0,16,4
pf_fs_soft,5.0,2.0,14.0,311.18597412109375,0.0,0.0,0.037236087024211884,6.0,16,4
pf_fs_soft,5.0,2.0,15.0,313.009033203125,0.0,0.0,0.034882284700870514,6.0,16,4
