sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction,num_bs_ant,num_ut_per_sector
239.4128875732422,232.89678955078125,2.8501534461975098,0.0,3.216911554336548,0.785905659198761,-12.013826370239258,-120.0,8.782875537872314,11.446243047714233,0.8214285969734192,0.8117559552192688,2.7162041664123535,0.0,38.35437113197986,9.942900486509341e-15,7.027396988434041e-15,-110.02486419677734,-111.93933868408203,0.0,1.0,1.0,-110.0,-110.0,0.024868756532669067,1.9393428564071655,0.05588175356388092,232.89678955078125,pf_fs_soft,5.0,0.0,40.0,0.0,pf,budget_dual,0.0,56.89060899861235,2.0122307088127975,1.4266477071283066,0.9601717647661835,8.0,,,,,16,4
284.6128845214844,273.3365173339844,3.3882486820220947,0.0,3.9808605909347534,0.7616826891899109,-12.592456817626953,-120.0,11.056158065795898,14.123780727386475,0.8095238208770752,0.7976190447807312,4.046001434326172,0.0,34.77650888718199,9.986265185276972e-15,6.209342308854731e-15,-110.00597381591797,-112.6269302368164,0.0,1.0,1.0,-110.0,-110.0,0.005968824960291386,2.6269302368164062,0.03338367119431496,273.3365173339844,pf_fs_cognitive,5.0,0.0,40.0,0.0,pf,budget_dual,0.0,67.85572365573228,2.310666699298144,1.5189887548740693,0.9453178373214421,8.0,8.0,8.0,8.0,0.5,16,4
198.88040161132812,196.04342651367188,2.367623805999756,0.006277748711363544,2.5948240756988525,0.7920276522636414,-5.881779193878174,-120.0,6.284221649169922,9.513636827468872,0.8214285969734192,0.8139880895614624,7.015867710113525,0.0,14.214652818976901,1.0028826049777659e-14,8.37841453930465e-15,-109.98750305175781,-110.87552642822266,2.882622526095835e-17,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.012500965036451817,0.8755266070365906,0.09088219702243805,196.04342651367188,du_pf_soft,5.0,0.0,16.0,0.0,pf,budget_dual,1.0,45.663807852593706,1.749902903356708,1.2839097700233226,0.971163147933668,8.0,,,,,16,4
251.88311767578125,244.47213745117188,2.9986085891723633,0.00017750520637491743,3.408462643623352,0.7716633677482605,-8.30886459350586,-120.0,9.128352642059326,12.20608401298523,0.7976190447807312,0.8013392686843872,8.2145414352417,0.0,14.035780930076726,1.0040987748834336e-14,7.895586277611912e-15,-109.98223876953125,-111.1619644165039,4.0987924317635593e-17,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.01776454597711563,1.1619619131088257,0.05699511989951134,244.47210693359375,du_pf_cognitive,5.0,0.0,16.0,0.0,pf,budget_dual,1.0,59.45935341190809,2.08039873342822,1.4232834654715336,0.9550763300686235,8.0,8.0,8.0,8.0,0.5,16,4
247.9381103515625,240.26876831054688,2.9516441822052,0.0,3.428446888923645,0.7338632941246033,-19.085834503173828,-120.0,9.654245853424072,12.594144105911255,0.761904776096344,0.7596726417541504,1.3196356296539307,0.0,34.872744255000725,9.984078146207161e-15,7.810171475210789e-15,-110.00692749023438,-111.28221893310547,0.0,1.0,1.0,-110.0,-110.0,0.0069200159050524235,1.2822154760360718,0.0458570197224617,240.26876831054688,pf_fs_soft,5.0,1.0,40.0,0.0,pf,budget_dual,0.0,61.71601741685393,2.1322098157566343,1.424344092915306,0.9601506073668217,8.0,,,,,16,4
272.00567626953125,263.38189697265625,3.2381627559661865,0.0,3.6967668533325195,0.7177372574806213,-19.96470069885254,-120.0,10.543780326843262,14.441361665725708,0.761904776096344,0.7410714030265808,2.7265772819519043,0.0,34.861494351993315,9.982908393707003e-15,6.439073314259622e-15,-110.00743103027344,-112.17700958251953,0.0,1.0,1.0,-110.0,-110.0,0.007429128047078848,2.1770126819610596,0.03963026404380798,263.38189697265625,pf_fs_cognitive,5.0,1.0,40.0,0.0,pf,budget_dual,0.0,68.94983595989754,2.331415296750411,1.511666224125162,0.9546110315299359,8.0,8.0,8.0,8.0,0.5,16,4
218.48956298828125,211.17498779296875,2.6010661125183105,0.0,2.9129430055618286,0.7341214418411255,-15.31139087677002,-120.0,7.76606011390686,10.7737877368927,0.8095238208770752,0.7626488208770752,4.250763893127441,0.0,14.0111874549184,9.980412187611445e-15,9.140739956668784e-15,-110.00851440429688,-110.43973541259766,0.0,1.0,1.0,-110.0,-110.0,0.008515378460288048,0.439736008644104,0.07542002201080322,211.17498779296875,du_pf_soft,5.0,1.0,16.0,0.0,pf,budget_dual,1.0,53.412796777662095,1.9319787775987345,1.3768167546566545,0.9585946259986169,8.0,,,,,16,4
251.23794555664062,242.68588256835938,2.9909279346466064,0.0,3.448530912399292,0.7149689197540283,-15.769021034240723,-120.0,9.358248233795166,13.038979768753052,0.773809552192688,0.7455357313156128,5.759958744049072,0.0,14.026252294890583,1.0026473839283134e-14,7.993017936435733e-15,-109.98851776123047,-111.09207916259766,2.6474014766433157e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.011482390575110912,1.0920861959457397,0.05117221176624298,242.68588256835938,du_pf_cognitive,5.0,1.0,16.0,0.0,pf,budget_dual,1.0,63.341555538347244,2.1810747786463023,1.478210475873366,0.9536677177193181,8.0,8.0,8.0,8.0,0.5,16,4
247.26132202148438,238.1605224609375,2.943587064743042,0.0,3.6220006942749023,0.750442385673523,-15.61308765411377,-120.0,9.621396541595459,12.496038913726807,0.773809552192688,0.7782738208770752,1.121587872505188,0.0,35.02099229581654,1.008925676836657e-14,8.605570141033414e-15,-109.9614028930664,-110.939697265625,8.925694384986915e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.03859195113182068,0.9396988749504089,0.04299718886613846,238.1605224609375,pf_fs_soft,5.0,2.0,40.0,0.0,pf,budget_dual,0.0,64.82586326675458,2.214737539357774,1.4449116760623748,0.9566009832306638,8.0,,,,,16,4
291.07012939453125,277.0635681152344,3.465120553970337,0.0,4.14143967628479,0.7254573106765747,-16.570358276367188,-120.0,11.86436653137207,15.105239629745483,0.7976190447807312,0.7589285969734192,2.247581720352173,0.0,34.93877373787109,9.98558078265559e-15,7.958359889332928e-15,-110.00627136230469,-111.29773712158203,0.0,1.0,1.0,-110.0,-110.0,0.006266611162573099,1.2977343797683716,0.025716157630085945,277.0635681152344,pf_fs_cognitive,5.0,2.0,40.0,0.0,pf,budget_dual,0.0,73.60371929700086,2.4752906325255966,1.55097117755991,0.9436158195305684,8.0,8.0,8.0,8.0,0.5,16,4
