step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction,learning_rate
1.0,20.0,-1079.56103515625,40.51303482055664,532.5234375,1079.56103515625,4.226376533508301,0.0,2.128314256668091,0.40449976921081543,-23.26978874206543,-120.0,0.6111111044883728,0.5773809552192688,79.43264770507812,0.0,0.0,1.4180185888348906e-12,2.9279459716133327e-13,-88.48318481445312,-98.07848358154297,1.4080185585171878e-12,0.0,0.0,-110.0,-110.0,-21.516817092895508,-11.921517372131348,0.29560258984565735,1079.5611572265625,2.0,2.0,2.0,0.5,0.0020000000949949026
2.0,0.0,-863.4273681640625,23.72553253173828,460.56829833984375,863.4273681640625,3.655303955078125,0.0,2.843070387840271,0.4688812792301178,-23.486661911010742,-120.0,0.6190476417541504,0.5833333134651184,74.83618927001953,0.0,0.0,4.676463209729587e-13,1.5241959441542746e-13,-93.30081939697266,-100.2076644897461,4.576463448653645e-13,0.0,0.0,-110.0,-110.0,-16.699176788330078,-9.792338371276855,0.060368817299604416,863.4273681640625,2.0,2.0,2.0,0.5,0.0020000000949949026
3.0,-10.0,-628.5994873046875,3.0559091567993164,414.2727355957031,628.5994873046875,3.2878787517547607,0.0,3.5333279371261597,0.5648691058158875,-22.375160217285156,-120.0,0.6746031641960144,0.6547619104385376,79.43265533447266,0.0,0.0,4.157929642950586e-12,6.801473446949036e-13,-83.81122589111328,-95.04276275634766,4.147929829473318e-12,0.0,0.0,-110.0,-110.0,-26.188772201538086,-14.957229614257812,0.050633665174245834,628.5994262695312,2.0,2.0,2.0,0.5,0.0020000000949949026
4.0,5.0,-833.210693359375,24.489030838012695,457.431884765625,833.210693359375,3.6304118633270264,0.0,1.9174229502677917,0.46038544178009033,-27.553913116455078,-120.0,0.5873016119003296,0.5694444179534912,60.214473724365234,0.0,0.0,7.99519684398925e-13,1.8974085540593433e-13,-90.9717025756836,-99.15372467041016,7.895197082913308e-13,0.0,0.0,-110.0,-110.0,-19.028289794921875,-10.846275329589844,0.06647154688835144,833.210693359375,2.0,2.0,2.0,0.5,0.0020000000949949026
5.0,10.0,-1013.904541015625,24.627702713012695,499.3114013671875,1013.904541015625,3.9627888202667236,0.0,2.39547336101532,0.41806560754776,-27.18219566345215,-120.0,0.5714285969734192,0.5694444179534912,79.43266296386719,0.0,0.0,5.908675783893036e-13,1.5612585822690622e-13,-92.28509521484375,-99.0092544555664,5.808676022817094e-13,0.0,0.0,-110.0,-110.0,-17.714900970458984,-10.990742683410645,0.1439906507730484,1013.904541015625,2.0,2.0,2.0,0.5,0.0020000000949949026
6.0,10.0,-920.2471923828125,14.393769264221191,502.6396789550781,920.2471923828125,3.989203691482544,0.0,2.690795421600342,0.4383222460746765,-23.74561309814453,-120.0,0.6111111044883728,0.579365074634552,74.37568664550781,0.0,0.0,3.6584364010439074e-13,1.3877858280955668e-13,-94.3670425415039,-99.81395721435547,3.5584363689174225e-13,0.0,0.0,-110.0,-110.0,-15.632955551147461,-10.186047554016113,0.0944388210773468,920.2471923828125,2.0,2.0,2.0,0.5,0.0020000000949949026
7.0,0.0,-832.9478759765625,15.9596529006958,481.38006591796875,832.9478759765625,3.820476770401001,0.0,3.033000946044922,0.4885419011116028,-19.958364486694336,-120.0,0.6349206566810608,0.6230158805847168,71.4711685180664,0.0,0.0,4.969094797094287e-13,2.4770157171054297e-13,-93.03722381591797,-97.24718475341797,4.869095036018345e-13,0.0,0.0,-110.0,-110.0,-16.962772369384766,-12.752814292907715,0.05480320379137993,832.9478759765625,2.0,2.0,2.0,0.5,0.0020000000949949026
8.0,-10.0,-619.0965576171875,69.95941162109375,437.43255615234375,619.0965576171875,3.471686840057373,0.0,3.5615592002868652,0.5859469175338745,-18.17644500732422,-120.0,0.6904761791229248,0.670634925365448,77.80382537841797,0.0,0.0,3.885233280931377e-12,5.192736973920475e-13,-84.10582733154297,-96.06314849853516,3.875233467454109e-12,0.0,0.0,-110.0,-110.0,-25.8941707611084,-13.93683910369873,0.06401392817497253,619.0965576171875,2.0,2.0,2.0,0.5,0.0020000000949949026
9.0,15.0,-1105.541015625,16.60177993774414,496.18927001953125,1105.541015625,3.9380099773406982,0.0,1.4317084550857544,0.36310768127441406,-32.46226501464844,-120.0,0.5158730149269104,0.494047611951828,79.43267059326172,0.0,0.0,5.207942909389585e-13,1.9959462685056883e-13,-92.83333587646484,-97.7213363647461,5.107943148313643e-13,0.0,0.0,-110.0,-110.0,-17.16666030883789,-12.278658866882324,0.11171506345272064,1105.541015625,2.0,2.0,2.0,0.5,0.0020000000949949026
10.0,0.0,-777.8224487304688,27.159584045410156,463.001953125,777.8224487304688,3.674618721008301,0.0,2.7075124979019165,0.48798924684524536,-22.64215850830078,-120.0,0.6428571343421936,0.6111111044883728,79.43265533447266,0.0,0.0,3.7003755094799917e-13,1.3045963506534697e-13,-94.31754302978516,-100.06761932373047,3.600375477353507e-13,0.0,0.0,-110.0,-110.0,-15.68245792388916,-9.932381629943848,0.05833542346954346,777.8224487304688,2.0,2.0,2.0,0.5,0.0020000000949949026
11.0,20.0,-1081.63232421875,1225.2821044921875,516.5191650390625,1081.63232421875,4.099358558654785,0.0,1.9046648144721985,0.38913658261299133,-27.877782821655273,-120.0,0.5317460298538208,0.5297619104385376,79.43266296386719,0.0,0.0,1.029166227066447e-12,2.1856638948800772e-13,-89.8751449584961,-100.33106231689453,1.0191661967487442e-12,0.0,0.0,-110.0,-110.0,-20.124855041503906,-9.668930053710938,0.14097663760185242,1081.63232421875,2.0,2.0,2.0,0.5,0.0020000000949949026
12.0,15.0,-1038.596435546875,12.750770568847656,557.1011352539062,1038.596435546875,4.421437740325928,0.0,2.472657084465027,0.44147300720214844,-23.94894027709961,-120.0,0.5634920597076416,0.5515872836112976,79.43266296386719,0.0,0.0,1.1490615316883668e-12,2.586409005803786e-13,-89.39656829833984,-97.96942138671875,1.139061501370664e-12,0.0,0.0,-110.0,-110.0,-20.60343360900879,-12.0305757522583,0.10043331235647202,1038.596435546875,2.0,2.0,2.0,0.5,0.0020000000949949026
13.0,-10.0,-665.377685546875,64.36310577392578,431.3353271484375,665.377685546875,3.4232962131500244,0.0,3.4638577699661255,0.5779032111167908,-20.944791793823242,-120.0,0.6904761791229248,0.6805555820465088,70.69779968261719,0.0,0.0,1.245369367526561e-12,3.283850242511571e-13,-89.04701232910156,-97.3395767211914,1.2353693372088581e-12,0.0,0.0,-110.0,-110.0,-20.95298194885254,-12.660422325134277,0.054966118186712265,665.3775634765625,2.0,2.0,2.0,0.5,0.0020000000949949026
14.0,10.0,-949.843505859375,21.448049545288086,503.602783203125,949.843505859375,3.99684739112854,0.0,2.088272511959076,0.4293352961540222,-25.586503982543945,-120.0,0.5873016119003296,0.557539701461792,50.15064239501953,0.0,0.0,7.075874716884478e-13,1.9978463328129692e-13,-91.502197265625,-98.8233871459961,6.975874955808536e-13,0.0,0.0,-110.0,-110.0,-18.497802734375,-11.176617622375488,0.08237550407648087,949.8435668945312,2.0,2.0,2.0,0.5,0.0020000000949949026
15.0,20.0,-964.0125732421875,512.2244262695312,492.1456298828125,964.0125732421875,3.9059176445007324,0.0,2.041432499885559,0.4192858934402466,-26.55838966369629,-120.0,0.5396825671195984,0.533730149269104,79.43267059326172,0.0,0.0,6.417370974898251e-13,2.1651224649948952e-13,-91.92642974853516,-98.20137786865234,6.317371213822309e-13,0.0,0.0,-110.0,-110.0,-18.073572158813477,-11.798632621765137,0.2267579436302185,964.012451171875,2.0,2.0,2.0,0.5,0.0020000000949949026
16.0,5.0,-870.8422241210938,23.528635025024414,475.1365051269531,870.8422241210938,3.7709245681762695,0.0,2.604670763015747,0.4612157642841339,-25.941011428833008,-120.0,0.5714285969734192,0.5714285969734192,59.79591369628906,0.0,0.0,2.917618132768779e-13,1.4460340477112643e-13,-95.34971618652344,-99.00186920166016,2.817618100642294e-13,0.0,0.0,-110.0,-110.0,-14.650284767150879,-10.998133659362793,0.06355404108762741,870.84228515625,2.0,2.0,2.0,0.5,0.0020000000949949026
17.0,20.0,-1144.206787109375,5.445956707000732,539.5191040039062,1144.206787109375,4.28189754486084,0.0,3.1503933668136597,0.40091463923454285,-27.152069091796875,-120.0,0.579365074634552,0.5773809552192688,79.43265533447266,0.0,0.0,4.1580822986164723e-13,1.6994569542860133e-13,-93.81107330322266,-99.22846221923828,4.0580822664899874e-13,0.0,0.0,-110.0,-110.0,-16.18893051147461,-10.771533012390137,0.13634690642356873,1144.2066650390625,2.0,2.0,2.0,0.5,0.0020000000949949026
18.0,15.0,-730.4354858398438,608082.875,343.4839172363281,730.4354858398438,2.726062774658203,0.0,0.8932996392250061,0.316214382648468,-31.74732208251953,-120.0,0.4920634925365448,0.454365074634552,72.45352935791016,0.0,0.0,4.676423094249205e-13,6.762460329125947e-14,-93.30086517333984,-105.04810333251953,4.576423333173263e-13,0.0833333358168602,0.0833333358168602,-110.0,-110.0,-16.699138641357422,-4.951893329620361,1.2097152471542358,730.4354248046875,2.0,2.0,2.0,0.5,0.0020000000949949026
19.0,-5.0,-681.908447265625,24.41673469543457,438.1826171875,681.908447265625,3.47763991355896,0.0,3.6512850522994995,0.5497069954872131,-20.484661102294922,-120.0,0.6428571343421936,0.6349206566810608,79.43265533447266,0.0,0.0,4.998049500312685e-13,1.1323201491025836e-13,-93.01199340820312,-100.8856430053711,4.898049739236743e-13,0.0,0.0,-110.0,-110.0,-16.988006591796875,-9.11435317993164,0.05334118753671646,681.908447265625,2.0,2.0,2.0,0.5,0.0020000000949949026
20.0,15.0,-1129.7841796875,33.484092712402344,515.0966186523438,1129.7841796875,4.08806848526001,0.0,1.6715953350067139,0.38909199833869934,-27.448253631591797,-120.0,0.5317460298538208,0.5317460298538208,76.67667388916016,0.0,0.0,7.598708988421077e-13,2.4004477333812446e-13,-91.1926040649414,-97.67313385009766,7.498709227345135e-13,0.0,0.0,-110.0,-110.0,-18.807397842407227,-12.326854705810547,0.12353570759296417,1129.7841796875,2.0,2.0,2.0,0.5,0.0020000000949949026
21.0,-10.0,-658.7689208984375,67.35588836669922,423.6966552734375,658.7689208984375,3.3626718521118164,0.0,3.50967538356781,0.5602505207061768,-18.090904235839844,-120.0,0.6666666865348816,0.6607142686843872,79.43267059326172,0.0,0.0,4.916180852167218e-13,2.389930430207049e-13,-93.0837173461914,-96.6944580078125,4.816181091091276e-13,0.0,0.0,-110.0,-110.0,-16.916278839111328,-13.305549621582031,0.07773832976818085,658.7689208984375,2.0,2.0,2.0,0.5,0.0020000000949949026
22.0,-5.0,-755.6396484375,19.397708892822266,474.22174072265625,755.6396484375,3.763664722442627,0.0,3.5999826192855835,0.5660355687141418,-18.425033569335938,-120.0,0.6904761791229248,0.6865079402923584,79.43266296386719,0.0,0.0,6.033336807584333e-13,2.6900817727895654e-13,-92.19441986083984,-96.45093536376953,5.933337046508391e-13,0.0,0.0,-110.0,-110.0,-17.80557632446289,-13.54906177520752,0.041829995810985565,755.6396484375,2.0,2.0,2.0,0.5,0.0020000000949949026
23.0,15.0,-830.4967041015625,11824.8056640625,409.85211181640625,830.4967041015625,3.2527945041656494,0.0,0.8948509395122528,0.3828057646751404,-32.3402214050293,-120.0,0.4761904776096344,0.4523809552192688,79.43266296386719,0.0,0.0,1.4251638064122218e-12,4.245096028171469e-13,-88.46134948730469,-95.69579315185547,1.415163776094519e-12,0.0,0.0,-110.0,-110.0,-21.53864860534668,-14.304203033447266,1.1106728315353394,830.4967041015625,2.0,2.0,2.0,0.5,0.0020000000949949026
24.0,5.0,-934.4747924804688,75.32717895507812,449.9354248046875,934.4747924804688,3.570916175842285,0.0,1.9940187335014343,0.4266749322414398,-28.640180587768555,-120.0,0.5714285969734192,0.5515872836112976,79.43266296386719,0.0,0.0,6.161256943006121e-13,2.3297932593563386e-13,-92.10330963134766,-97.7702407836914,6.06125718193018e-13,0.0,0.0,-110.0,-110.0,-17.896692276000977,-12.229751586914062,0.08081149309873581,934.4747314453125,2.0,2.0,2.0,0.5,0.0020000000949949026
25.0,5.0,-1019.0987548828125,45.478355407714844,496.6628112792969,1019.0987548828125,3.9417684078216553,0.0,2.6517893075942993,0.4353276193141937,-26.631654739379883,-120.0,0.6190476417541504,0.5932539701461792,72.73637390136719,0.0,0.0,1.229941929553613e-12,2.74201234634619e-13,-89.10115051269531,-98.50411224365234,1.2199418992359101e-12,0.0,0.0,-110.0,-110.0,-20.898845672607422,-11.495890617370605,0.07898645848035812,1019.0986938476562,2.0,2.0,2.0,0.5,0.0020000000949949026
26.0,-10.0,-652.5242309570312,15.21076488494873,451.169677734375,652.5242309570312,3.580711841583252,0.0,3.782891631126404,0.619970977306366,-12.388429641723633,-120.0,0.761904776096344,0.7222222089767456,76.21223449707031,0.0,0.0,5.15966555505315e-13,1.6812393762322825e-13,-92.87378692626953,-98.54434967041016,5.059665793977208e-13,0.0,0.0,-110.0,-110.0,-17.126216888427734,-11.455647468566895,0.049289438873529434,652.5242309570312,2.0,2.0,2.0,0.5,0.0020000000949949026
27.0,20.0,-792.8659057617188,73011.4921875,430.14532470703125,792.8659057617188,3.413851737976074,0.0,1.228959858417511,0.368779718875885,-29.658096313476562,-120.0,0.5317460298538208,0.4920634925365448,52.29137420654297,0.0,0.0,1.9512791989834133e-12,3.1580443013261295e-13,-87.0968017578125,-101.1322250366211,1.9412791686657105e-12,0.0,0.0,-110.0,-110.0,-22.903194427490234,-8.867777824401855,0.5802042484283447,792.865966796875,2.0,2.0,2.0,0.5,0.0020000000949949026
28.0,20.0,-1000.2034301757812,205.92930603027344,546.4708862304688,1000.2034301757812,4.337070465087891,0.0,2.7809977531433105,0.422904372215271,-16.841535568237305,-120.0,0.6428571343421936,0.613095223903656,79.43266296386719,0.0,0.0,2.0598030659596533e-12,2.718102164785824e-13,-86.86174774169922,-99.292236328125,2.0498030356419505e-12,0.0,0.0,-110.0,-110.0,-23.13825798034668,-10.70776081085205,0.35616523027420044,1000.203369140625,2.0,2.0,2.0,0.5,0.0020000000949949026
29.0,5.0,-849.9183349609375,200.12840270996094,497.86199951171875,849.9183349609375,3.9512856006622314,0.0,3.1396703720092773,0.4928649961948395,-20.43478012084961,-120.0,0.6190476417541504,0.60317462682724,53.555484771728516,0.0,0.0,2.7694928056605506e-13,1.2933825831087237e-13,-95.57599639892578,-99.71844482421875,2.6694927735340657e-13,0.0,0.0,-110.0,-110.0,-14.424002647399902,-10.281542778015137,0.08834609389305115,849.9183349609375,2.0,2.0,2.0,0.5,0.0020000000949949026
30.0,15.0,-1073.346435546875,52.66172790527344,514.9653930664062,1073.346435546875,4.087027072906494,0.0,1.39221853017807,0.38885554671287537,-29.494958877563477,-120.0,0.523809552192688,0.5277777910232544,79.43265533447266,0.0,0.0,9.409404679028288e-13,2.9411279726769546e-13,-90.2643814086914,-96.81414794921875,9.30940437585126e-13,0.0,0.0,-110.0,-110.0,-19.735620498657227,-13.185847282409668,0.10670710355043411,1073.346435546875,2.0,2.0,2.0,0.5,0.0020000000949949026
31.0,10.0,-861.5044555664062,135528.21875,413.18670654296875,861.5044555664062,3.27925968170166,0.0,1.5874338746070862,0.41417673230171204,-34.77096939086914,-120.0,0.5317460298538208,0.5019841194152832,79.43266296386719,0.0,0.0,5.025264059044243e-13,1.3714039398451255e-13,-92.98841094970703,-100.29683685302734,4.925264297968301e-13,0.0,0.0,-110.0,-110.0,-17.01158905029297,-9.703158378601074,0.6894146800041199,861.5045166015625,2.0,2.0,2.0,0.5,0.0020000000949949026
32.0,-5.0,-656.8175048828125,25.175033569335938,402.400146484375,656.8175048828125,3.1936519145965576,0.0,2.735287070274353,0.5198917388916016,-28.52914810180664,-120.0,0.6269841194152832,0.5972222089767456,76.62932586669922,0.0,0.0,1.917647247592913e-12,4.445099073980413e-13,-87.17230987548828,-96.8770523071289,1.90764721727521e-12,0.0,0.0,-110.0,-110.0,-22.827688217163086,-13.122944831848145,0.04453961178660393,656.8175048828125,2.0,2.0,2.0,0.5,0.0020000000949949026
33.0,15.0,-1003.215087890625,2608.173095703125,503.6786804199219,1003.215087890625,3.9974498748779297,0.0,2.0137757658958435,0.39874157309532166,-30.964519500732422,-120.0,0.5317460298538208,0.523809552192688,79.43266296386719,0.0,0.0,2.6435412019132354e-12,3.716811743364329e-13,-85.77813720703125,-98.621826171875,2.6335411715955326e-12,0.0,0.0,-110.0,-110.0,-24.221860885620117,-11.378177642822266,0.3430018424987793,1003.2150268554688,2.0,2.0,2.0,0.5,0.0020000000949949026
34.0,-5.0,-818.8717041015625,74.73036193847656,492.94232177734375,818.8717041015625,3.912240743637085,0.0,3.9007277488708496,0.5524975061416626,-11.550437927246094,-120.0,0.7063491940498352,0.6865079402923584,78.99263763427734,0.0,0.0,4.5086596131907464e-13,2.0174455910102612e-13,-93.45952606201172,-98.46920013427734,4.4086595810642615e-13,0.0,0.0,-110.0,-110.0,-16.540475845336914,-11.530804634094238,0.05186164751648903,818.8717041015625,2.0,2.0,2.0,0.5,0.0020000000949949026
35.0,0.0,-968.41015625,6.860055923461914,481.6414794921875,968.41015625,3.8225514888763428,0.0,2.4457013607025146,0.443493127822876,-21.801307678222656,-120.0,0.5634920597076416,0.5714285969734192,75.3197021484375,0.0,0.0,4.466202256116214e-13,1.0875371783680698e-13,-93.5006103515625,-100.7629165649414,4.366202223989729e-13,0.0,0.0,-110.0,-110.0,-16.4993839263916,-9.237083435058594,0.10807830095291138,968.41015625,2.0,2.0,2.0,0.5,0.0020000000949949026
36.0,15.0,-893.05126953125,22.278993606567383,523.2339477539062,893.05126953125,4.152650356292725,0.0,2.560302257537842,0.42397060990333557,-20.023895263671875,-120.0,0.6507936716079712,0.60317462682724,79.43266296386719,0.0,0.0,8.557987760289543e-13,2.037945143586531e-13,-90.67628479003906,-98.1526870727539,8.457987999213601e-13,0.0,0.0,-110.0,-110.0,-19.323715209960938,-11.847306251525879,0.24826501309871674,893.0513305664062,2.0,2.0,2.0,0.5,0.0020000000949949026
37.0,15.0,-601.0820922851562,6518.09423828125,328.9855041503906,601.0820922851562,2.6109960079193115,0.0,1.2302691340446472,0.3489493429660797,-33.34501266479492,-120.0,0.523809552192688,0.4305555522441864,79.43267059326172,0.0,0.0,1.1821819564938885e-12,2.651335910801994e-13,-89.27316284179688,-98.1203842163086,1.1721819261761857e-12,0.0,0.0,-110.0,-110.0,-20.726842880249023,-11.879623413085938,1.1564966440200806,601.0820922851562,2.0,2.0,2.0,0.5,0.0020000000949949026
38.0,20.0,-1094.66796875,24.907651901245117,539.6849365234375,1094.66796875,4.2832136154174805,0.0,2.2729198932647705,0.40175479650497437,-22.42745590209961,-120.0,0.5873016119003296,0.5753968358039856,75.48430633544922,0.0,0.0,4.649235098470872e-13,2.2325117286520896e-13,-93.32618713378906,-97.22341918945312,4.54923533739493e-13,0.0,0.0,-110.0,-110.0,-16.673812866210938,-12.77657413482666,0.22984565794467926,1094.66796875,2.0,2.0,2.0,0.5,0.0020000000949949026
39.0,20.0,-851.5853271484375,116099.0859375,464.5192565917969,851.5853271484375,3.6866607666015625,0.0,1.6950757503509521,0.4069455862045288,-29.385000228881836,-120.0,0.5476190447807312,0.4920634925365448,75.34528350830078,0.0,0.0,5.011148830960654e-13,1.4548671783357753e-13,-93.00062561035156,-100.87887573242188,4.911149069884713e-13,0.0,0.0,-110.0,-110.0,-16.999372482299805,-9.121126174926758,0.6542648673057556,851.5853271484375,2.0,2.0,2.0,0.5,0.0020000000949949026
40.0,20.0,-1065.2740478515625,357.561279296875,511.0147399902344,1065.2740478515625,4.055672645568848,0.0,2.8876025676727295,0.42036905884742737,-17.649547576904297,-120.0,0.6349206566810608,0.60317462682724,79.43267059326172,0.0,0.0,2.1025338588220865e-12,3.7201318414670226e-13,-86.77257537841797,-97.0458984375,2.0925338285043837e-12,0.0,0.0,-110.0,-110.0,-23.227428436279297,-12.95409870147705,0.7256612777709961,1065.2740478515625,2.0,2.0,2.0,0.5,0.0020000000949949026
41.0,15.0,-954.8236083984375,22417.8125,443.69842529296875,954.8236083984375,3.521416187286377,0.0,1.2418540120124817,0.36939650774002075,-29.29967498779297,-120.0,0.5158730149269104,0.5039682388305664,79.43267822265625,0.0,0.0,2.3262995262757213e-12,4.74125513155732e-13,-86.33333587646484,-95.42769622802734,2.3162994959580185e-12,0.0,0.0,-110.0,-110.0,-23.666656494140625,-14.572306632995605,0.9148464202880859,954.8236083984375,2.0,2.0,2.0,0.5,0.0020000000949949026
42.0,20.0,-1029.1083984375,10.525534629821777,553.3739013671875,1029.1083984375,4.3918561935424805,0.0,2.531370759010315,0.43512147665023804,-21.060028076171875,-120.0,0.6428571343421936,0.6111111044883728,78.14472961425781,0.0,0.0,3.363313588137379e-13,1.1614433102335314e-13,-94.7323226928711,-100.56526947021484,3.263313556010894e-13,0.0,0.0,-110.0,-110.0,-15.26767349243164,-9.434732437133789,0.09515415132045746,1029.1083984375,2.0,2.0,2.0,0.5,0.0020000000949949026
43.0,0.0,-873.595947265625,2.7210276126861572,508.2099304199219,873.595947265625,4.033411979675293,0.0,2.946749448776245,0.4765956401824951,-22.31947135925293,-120.0,0.6111111044883728,0.5952380895614624,79.43267059326172,0.0,0.0,7.153025459276374e-13,2.2369031540264706e-13,-91.4551010131836,-98.8143310546875,7.053025698200432e-13,0.0,0.0,-110.0,-110.0,-18.544897079467773,-11.1856689453125,0.05019328370690346,873.595947265625,2.0,2.0,2.0,0.5,0.0020000000949949026
44.0,10.0,-1017.3306274414062,20.684185028076172,523.4144897460938,1017.3306274414062,4.154083251953125,0.0,2.5979197025299072,0.4495863914489746,-22.69901466369629,-120.0,0.5873016119003296,0.5932539701461792,79.43265533447266,0.0,0.0,1.7285057933580372e-12,2.804735610428821e-13,-87.623291015625,-98.10611724853516,1.7185057630403344e-12,0.0,0.0,-110.0,-110.0,-22.376708984375,-11.893879890441895,0.14025168120861053,1017.33056640625,2.0,2.0,2.0,0.5,0.0020000000949949026
45.0,15.0,-1041.23974609375,8.099767684936523,523.0745239257812,1041.23974609375,4.151385307312012,0.0,2.1023887395858765,0.40551117062568665,-29.404016494750977,-120.0,0.5873016119003296,0.5476190447807312,79.43265533447266,0.0,0.0,1.7281873848640217e-11,1.665027057201618e-12,-77.62409210205078,-95.11685943603516,1.727187316780121e-11,0.0,0.0,-110.0,-110.0,-32.37590408325195,-14.883132934570312,0.09127216041088104,1041.2396240234375,2.0,2.0,2.0,0.5,0.0020000000949949026
46.0,10.0,-828.8673095703125,21.548128128051758,474.6172180175781,828.8673095703125,3.76680326461792,0.0,2.5633859634399414,0.4246535897254944,-26.72422981262207,-120.0,0.6269841194152832,0.5952380895614624,65.53064727783203,0.0,0.0,5.870281474459893e-13,2.0466697184685217e-13,-92.31341552734375,-98.43573760986328,5.770281713383951e-13,0.0,0.0,-110.0,-110.0,-17.686588287353516,-11.564261436462402,0.0801074430346489,828.8673095703125,2.0,2.0,2.0,0.5,0.0020000000949949026
47.0,-10.0,-674.426025390625,8.565176010131836,445.54022216796875,674.426025390625,3.5360333919525146,0.0,3.569853901863098,0.596147894859314,-15.026532173156738,-120.0,0.6984127163887024,0.7023809552192688,79.43265533447266,0.0,0.0,5.4289199004353694e-12,6.969498762832149e-13,-82.65287017822266,-95.93560791015625,5.418920086958101e-12,0.0,0.0,-110.0,-110.0,-27.34713363647461,-14.064396858215332,0.05869469419121742,674.426025390625,2.0,2.0,2.0,0.5,0.0020000000949949026
48.0,-5.0,-691.860595703125,20.25251007080078,471.61077880859375,691.860595703125,3.7429425716400146,0.0,4.06468653678894,0.5862731337547302,-18.988079071044922,-120.0,0.6984127163887024,0.6785714030265808,70.31592559814453,0.0,0.0,8.140975957596219e-13,1.942583599404482e-13,-90.89323425292969,-98.71585845947266,8.040976196520278e-13,0.0,0.0,-110.0,-110.0,-19.10676383972168,-11.284133911132812,0.03913145884871483,691.860595703125,2.0,2.0,2.0,0.5,0.0020000000949949026
49.0,0.0,-819.877685546875,20.44386863708496,462.3759765625,819.877685546875,3.6696505546569824,0.0,2.523281693458557,0.47225770354270935,-21.892229080200195,-120.0,0.6269841194152832,0.6091269850730896,48.27715301513672,0.0,0.0,1.3205058791224134e-12,2.9701314649931143e-13,-88.79259490966797,-97.28948974609375,1.3105058488047105e-12,0.0,0.0,-110.0,-110.0,-21.207401275634766,-12.710515022277832,0.058589525520801544,819.877685546875,2.0,2.0,2.0,0.5,0.0020000000949949026
