step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,learning_rate
1.0,0.0,-258.78466796875,567.7540283203125,223.05059814453125,258.78466796875,1.7702428102493286,0.0,1.8950992226600647,0.7578923106193542,-10.222188949584961,-120.0,4.3447816371917725,6.354609966278076,0.8015872836112976,0.8015872836112976,71.43621063232422,0.0,0.0,1.0225134405633315e-14,8.932339358458125e-15,-109.9032974243164,-110.68512725830078,2.25134581116615e-16,0.5,0.5,-110.0,-110.0,-0.09669039398431778,0.6851310729980469,0.205434188246727,258.78466796875,0.0007999999797903001
2.0,15.0,-288.0711669921875,1517.66796875,222.5902862548828,288.0711669921875,1.7665895223617554,0.0,1.9103851914405823,0.7032495141029358,-16.589359283447266,-120.0,4.407591342926025,6.7760748863220215,0.7539682388305664,0.7539682388305664,69.50025177001953,0.0,0.0,1.0072361002167688e-14,8.557644169844818e-15,-109.96868896484375,-110.92340087890625,7.236117765098762e-17,0.6666666865348816,0.6666666865348816,-110.0,-110.0,-0.0313129723072052,0.923396646976471,0.20810115337371826,288.0711669921875,0.0007999999797903001
3.0,15.0,-297.81988525390625,578.61474609375,234.7441864013672,297.81988525390625,1.8630491495132446,0.0,2.049446702003479,0.7014173269271851,-14.270182609558105,-120.0,4.9684460163116455,7.1611714363098145,0.7460317611694336,0.7460317611694336,69.84878540039062,0.0,0.0,1.0305792271002659e-14,8.665486710623341e-15,-109.86918640136719,-110.68295288085938,3.057924464859585e-16,0.8333333134651184,0.6666666865348816,-110.0,-110.0,-0.13081395626068115,0.6829549670219421,0.1998734474182129,297.81988525390625,0.0007999999797903001
4.0,0.0,-284.2774658203125,1705.2935791015625,212.60801696777344,284.2774658203125,1.687365174293518,0.0,1.794078767299652,0.7218383550643921,-16.59608268737793,-120.0,3.923343777656555,6.6114630699157715,0.7777777910232544,0.7777777910232544,68.51878356933594,0.0,0.0,1.3661892662086492e-14,1.0538490009305308e-14,-108.64488983154297,-109.79421997070312,3.661892837569791e-15,0.1666666716337204,0.1666666716337204,-110.0,-110.0,-1.3551087379455566,-0.20578372478485107,0.2219076007604599,284.2774963378906,0.0007999999797903001
5.0,15.0,-265.5517578125,1046.819091796875,214.83486938476562,265.5517578125,1.7050386667251587,0.0,1.861391544342041,0.6810880303382874,-18.13306999206543,-120.0,4.2053303718566895,6.598604202270508,0.7222222089767456,0.7222222089767456,63.46519470214844,0.0,0.0,1.0893352768491602e-14,9.775874906673213e-15,-109.62837982177734,-110.174072265625,8.933529439749018e-16,0.1666666716337204,0.1666666716337204,-110.0,-110.0,-0.37161585688591003,0.17407667636871338,0.29217612743377686,265.5517272949219,0.0007999999797903001
6.0,-5.0,-295.91436767578125,1035.9510498046875,243.30093383789062,295.91436767578125,1.9309598207473755,0.0,2.1136707067489624,0.7867011427879333,-10.244832038879395,-120.0,5.221713542938232,7.128317356109619,0.8492063283920288,0.8492063283920288,71.15830993652344,0.0,0.0,1.00941831119878e-14,9.477584631001085e-15,-109.95928192138672,-110.2509994506836,9.418328747110016e-17,0.6666666865348816,0.5833333134651184,-110.0,-110.0,-0.04071186110377312,0.2509980797767639,0.182584747672081,295.91436767578125,0.0007999999797903001
7.0,10.0,-274.7319030761719,2627.18603515625,220.27447509765625,274.7319030761719,1.748210072517395,0.0,1.9887819290161133,0.7212404012680054,-15.62434196472168,-120.0,4.726093530654907,6.5796685218811035,0.7698412537574768,0.7698412537574768,67.57439422607422,0.0,0.0,1.0095126706691042e-14,8.727936755758506e-15,-109.95887756347656,-110.7769546508789,9.512688217434145e-17,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-0.04111793637275696,0.77695232629776,0.25363242626190186,274.7319030761719,0.0007999999797903001
8.0,10.0,-265.79632568359375,5348.44140625,209.5543670654297,265.79632568359375,1.6631299257278442,0.0,1.8513148427009583,0.6977484822273254,-16.71581268310547,-120.0,4.163527011871338,6.053595542907715,0.7301587462425232,0.7301587462425232,68.96945190429688,0.0,0.0,1.1305919647209596e-14,9.316860129259582e-15,-109.4669418334961,-110.43790435791016,1.3059198226928956e-15,0.4166666567325592,0.4166666567325592,-110.0,-110.0,-0.5330589413642883,0.43791452050209045,0.3236525058746338,265.79632568359375,0.0007999999797903001
9.0,15.0,-277.7950439453125,1797.5037841796875,225.2414093017578,277.7950439453125,1.7876302003860474,0.0,1.886245846748352,0.7096948623657227,-13.116205215454102,-120.0,4.308359146118164,6.886075019836426,0.7777777910232544,0.7777777910232544,56.5826301574707,0.0,0.0,1.022401632214294e-14,9.502275641413548e-15,-109.9037857055664,-110.2640380859375,2.240164976262393e-16,0.3333333432674408,0.3333333432674408,-110.0,-110.0,-0.09621530026197433,0.26403817534446716,0.22323311865329742,277.7950134277344,0.0007999999797903001
10.0,25.0,-320.9194641113281,1198.9906005859375,249.95201110839844,320.9194641113281,1.9837461709976196,0.0,2.107430338859558,0.7739512920379639,-8.76408863067627,-120.0,5.1972386837005615,7.13901948928833,0.841269850730896,0.841269850730896,58.296302795410156,0.0,0.0,1.0082681251597034e-14,8.237040505243171e-15,-109.96424102783203,-111.06768798828125,8.268142708033402e-17,0.6666666865348816,0.6666666865348816,-110.0,-110.0,-0.03576048091053963,1.0676876306533813,0.1909669190645218,320.9194641113281,0.0007999999797903001
11.0,25.0,-281.5226745605469,2573.01025390625,217.14755249023438,281.5226745605469,1.7233933210372925,0.0,1.8247856497764587,0.6546092629432678,-20.441816329956055,-120.0,4.051454544067383,6.811534881591797,0.7063491940498352,0.7063491940498352,62.28152847290039,0.0,0.0,1.417756293224312e-14,9.679994165175815e-15,-108.4839859008789,-110.33072662353516,4.17756310772642e-15,0.4166666567325592,0.4166666567325592,-110.0,-110.0,-1.516015887260437,0.33072760701179504,0.22427861392498016,281.5226745605469,0.0007999999797903001
12.0,0.0,-260.68743896484375,320.8053894042969,209.61659240722656,260.68743896484375,1.6636236906051636,0.0,1.9093992710113525,0.697522759437561,-16.569995880126953,-120.0,4.403578281402588,6.485095024108887,0.7142857313156128,0.7142857313156128,70.2046127319336,0.0,0.0,1.0292039844071038e-14,8.915117484574551e-15,-109.87498474121094,-110.8348617553711,2.9204001955433767e-16,0.3333333432674408,0.3333333432674408,-110.0,-110.0,-0.12501464784145355,0.8348522186279297,0.2789232134819031,260.6874694824219,0.0007999999797903001
13.0,20.0,-308.88946533203125,446.10247802734375,237.1253662109375,308.88946533203125,1.88194739818573,0.0,2.07104229927063,0.7173743844032288,-17.801767349243164,-120.0,5.054058313369751,7.266345977783203,0.761904776096344,0.761904776096344,50.926513671875,0.0,0.0,1.0057060199008486e-14,9.204890843962036e-15,-109.97528839111328,-110.41297149658203,5.706037449178594e-17,0.8333333134651184,0.75,-110.0,-110.0,-0.024710500612854958,0.41298046708106995,0.17993468046188354,308.88946533203125,0.0007999999797903001
