sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
587.4029541015625,614.2634887695312,4.661928176879883,0.0,4.981344699859619,0.6640817523002625,-8.807247161865234,-120.0,0.7777777910232544,0.7624008059501648,76.79131317138672,0.0,2.72610266180709,2.429927136241017e-12,8.173565990698961e-13,-86.1440658569336,-92.4063720703125,2.419927105923314e-12,0.0,0.0,-110.0,-110.0,-23.855932235717773,-17.593626022338867,0.03028343804180622,614.2634887695312,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,125.54442209485535,2.7812952652310683,1.9448116316753137,0.9445168578113958,6.0,,,,
584.3845825195312,613.6710205078125,4.637972831726074,0.0,4.870215177536011,0.6645493507385254,-8.527459144592285,-120.0,0.7777777910232544,0.766865074634552,73.74840545654297,0.0,2.712296090554446,6.215414467825031e-13,2.662446001513996e-13,-92.06529998779297,-96.74678802490234,6.115414706749089e-13,0.0,0.0,-110.0,-110.0,-17.934701919555664,-13.253207206726074,0.031227419152855873,613.6710205078125,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,125.47171985912402,2.7796326102579556,1.9175487795967832,0.944024995460603,6.0,8.0,8.0,8.0,0.5
569.698486328125,589.166259765625,4.521416664123535,0.0,4.795341730117798,0.6913287043571472,-2.9328081607818604,-120.0,0.817460298538208,0.7996031641960144,79.43265533447266,0.0,1.6613785540685058,2.0719005938002466e-12,8.286368011027612e-13,-86.83631134033203,-92.23788452148438,2.061900563482544e-12,0.0,0.0,-110.0,-110.0,-23.1636905670166,-17.762115478515625,0.05385157838463783,589.166259765625,du_pf_soft,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,122.54881369595266,2.7226582578961573,1.9061609632641674,0.938377758919948,6.0,,,,
569.818115234375,588.8280639648438,4.522366046905518,5.911900302635331e-08,4.677026271820068,0.6894555687904358,-3.011475086212158,-120.0,0.8253968358039856,0.79067462682724,69.343017578125,0.0,1.6637597582302988,5.914216056994437e-13,2.5941258147664514e-13,-92.28102111816406,-96.8701400756836,5.814216295918495e-13,0.0,0.0,-110.0,-110.0,-17.71897315979004,-13.129852294921875,0.0520755909383297,588.828125,du_pf_cognitive,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,122.4964671905785,2.721044765173437,1.9085095201464681,0.9390697181312936,6.0,8.0,8.0,8.0,0.5
566.7236938476562,575.4364013671875,4.497807025909424,0.0,4.668079853057861,0.6669657230377197,-13.537581443786621,-120.0,0.7460317611694336,0.745039701461792,79.43265533447266,0.0,2.7229286008514464,3.480033752487066e-12,9.448051065466534e-13,-84.58416748046875,-92.3038558959961,3.4700337221693633e-12,0.0,0.0,-110.0,-110.0,-25.415836334228516,-17.696142196655273,0.027716198936104774,575.4364624023438,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,119.91908049685131,2.6645706629416144,1.8657274103462396,0.945759037283573,6.0,,,,
566.5634765625,569.424560546875,4.496535301208496,0.0,4.734979152679443,0.6745834350585938,-13.272932052612305,-120.0,0.761904776096344,0.7529761791229248,79.43265533447266,0.0,2.712805903982371,1.0645997972069665e-12,2.9172752538317304e-13,-89.72813415527344,-96.63225555419922,1.0545997668892637e-12,0.0,0.0,-110.0,-110.0,-20.271862030029297,-13.367749214172363,0.026658762246370316,569.424560546875,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,119.86450809385667,2.664587438386163,1.8468084696023848,0.9453816742658817,6.0,8.0,8.0,8.0,0.5
551.6827392578125,554.1171875,4.378434658050537,0.0,4.708796501159668,0.6951574683189392,-8.75816535949707,-120.0,0.817460298538208,0.7728174328804016,79.43266296386719,0.0,1.6671796524897218,3.537175977466611e-12,1.0160668964184771e-12,-84.51343536376953,-91.99262237548828,3.5271759471489084e-12,0.0,0.0,-110.0,-110.0,-25.4865665435791,-18.007373809814453,0.05081688240170479,554.1171875,du_pf_soft,5.0,1.0,12.0,0.0,pf,budget_dual,1.0,116.83356177184295,2.603317627725899,1.8198211015629275,0.9428196458726082,6.0,,,,
551.9591064453125,553.0022583007812,4.380627632141113,0.0,4.535117149353027,0.6883025765419006,-9.518162727355957,-120.0,0.8015872836112976,0.7708333134651184,79.43267059326172,0.0,1.6637558108195662,1.2195356486818798e-12,3.04570089851644e-13,-89.13805389404297,-96.6553726196289,1.209535618364177e-12,0.0,0.0,-110.0,-110.0,-20.8619441986084,-13.344619750976562,0.048621635884046555,553.0022583007812,du_pf_cognitive,5.0,1.0,12.0,0.0,pf,budget_dual,1.0,117.00519547779047,2.6076429207565854,1.8055204188333869,0.9421324905930918,6.0,8.0,8.0,8.0,0.5
599.250732421875,589.8103637695312,4.755958080291748,0.0,4.949634075164795,0.686772346496582,-10.24062442779541,-120.0,0.817460298538208,0.7733134627342224,67.81246185302734,0.0,2.713962074369192,1.2059260924915383e-12,4.790566814766306e-13,-89.1867904663086,-94.66095733642578,1.1959260621738355e-12,0.0,0.0,-110.0,-110.0,-20.81320571899414,-15.339045524597168,0.028996272012591362,589.8103637695312,pf_fs_soft,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,119.08305429718885,2.6632498826403856,1.7219089781514274,0.931489468383541,6.0,,,,
597.7548828125,591.1250610351562,4.744086265563965,0.0,4.962651968002319,0.687972366809845,-9.629836082458496,-120.0,0.817460298538208,0.7757936716079712,74.94271850585938,0.0,2.7144421208649874,3.7779341829392854e-13,1.698889103398174e-13,-94.22745513916016,-98.72750854492188,3.6779341508128005e-13,0.0,0.0,-110.0,-110.0,-15.772544860839844,-11.272491455078125,0.031582124531269073,591.1250610351562,pf_fs_cognitive,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,117.757455569871,2.635680730815804,1.7477068076207543,0.9311166315992905,6.0,8.0,8.0,8.0,0.5
