step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,learning_rate
1.0,15.0,-974.6390991210938,28.993867874145508,531.45703125,974.6390991210938,4.2179131507873535,0.0,2.8249690532684326,0.43462347984313965,-20.766592025756836,-120.0,0.6190476417541504,0.5992063283920288,77.46947479248047,0.0,0.0,2.353201834781604e-12,6.698132174777494e-13,-86.28340911865234,-93.20137786865234,2.3432018044639014e-12,0.0,0.0,-110.0,-110.0,-23.716590881347656,-16.798620223999023,0.08141663670539856,974.6390991210938,0.0020000000949949026
2.0,20.0,-975.1295776367188,119.16192626953125,475.75177001953125,975.1295776367188,3.7758076190948486,0.0,2.176435947418213,0.3893459141254425,-21.84902000427246,-120.0,0.5873016119003296,0.5555555820465088,79.43264770507812,0.0,0.0,3.868649758181908e-12,7.591254014283066e-13,-84.1244125366211,-93.94168090820312,3.85864994470464e-12,0.0,0.0,-110.0,-110.0,-25.875593185424805,-16.058320999145508,0.5094491243362427,975.129638671875,0.0020000000949949026
3.0,-5.0,-693.3648681640625,15.96330738067627,431.858642578125,693.3648681640625,3.4274494647979736,0.0,3.496081233024597,0.5123650431632996,-24.905864715576172,-120.0,0.6269841194152832,0.6210317611694336,79.43267059326172,0.0,0.0,6.205425062688619e-12,1.1396674619648661e-12,-82.0722885131836,-92.51058197021484,6.1954252492113504e-12,0.0,0.0,-110.0,-110.0,-27.92771339416504,-17.48942756652832,0.056152671575546265,693.3649291992188,0.0020000000949949026
4.0,0.0,-829.970703125,19.05148696899414,441.88812255859375,829.970703125,3.5070486068725586,0.0,2.4993512630462646,0.4731852114200592,-28.12563705444336,-120.0,0.5952380895614624,0.5753968358039856,79.22736358642578,0.0,0.0,2.019735290473279e-12,4.911226048238959e-13,-86.94705963134766,-95.1518783569336,2.0097352601555762e-12,0.0,0.0,-110.0,-110.0,-23.05294418334961,-14.848118782043457,0.05595139414072037,829.970703125,0.0020000000949949026
5.0,5.0,-867.5738525390625,655.1610107421875,482.70391845703125,867.5738525390625,3.8309834003448486,0.0,3.153456687927246,0.4944418668746948,-21.80283546447754,-120.0,0.6349206566810608,0.625,79.43267059326172,0.0,0.0,1.3586241506824415e-12,3.5519200428102415e-13,-88.66900634765625,-95.8966064453125,1.3486241203647387e-12,0.0,0.0,-110.0,-110.0,-21.330991744995117,-14.103398323059082,0.07355272024869919,867.5737915039062,0.0020000000949949026
6.0,0.0,-835.1502075195312,17.88409423828125,473.2168884277344,835.1502075195312,3.7556896209716797,0.0,2.5384907722473145,0.4774583578109741,-25.9932918548584,-120.0,0.5952380895614624,0.5714285969734192,77.2454833984375,0.0,0.0,1.2187103539881838e-12,4.234747318435095e-13,-89.14099884033203,-94.73571014404297,1.208710323670481e-12,0.0,0.0,-110.0,-110.0,-20.859004974365234,-15.26428508758545,0.05912501737475395,835.150146484375,0.0020000000949949026
7.0,20.0,-1011.3031005859375,18220.724609375,468.14923095703125,1011.3031005859375,3.7154700756073,0.0,1.9833967685699463,0.38515040278434753,-25.46165657043457,-120.0,0.579365074634552,0.5198412537574768,79.43267059326172,0.0,0.0,3.508742775493179e-12,1.4101570388821982e-12,-84.5484848022461,-89.79666900634766,3.498742745175476e-12,0.0,0.0,-110.0,-110.0,-25.451515197753906,-20.203325271606445,1.0923877954483032,1011.302978515625,0.0020000000949949026
8.0,15.0,-1067.323486328125,9.708022117614746,540.8577270507812,1067.323486328125,4.2925214767456055,0.0,2.2515125274658203,0.4152590334415436,-28.766992568969727,-120.0,0.5634920597076416,0.5535714030265808,79.43266296386719,0.0,0.0,1.6015784184975068e-11,1.7334423826897982e-12,-77.95452117919922,-92.85070037841797,1.6005783504136062e-11,0.0,0.0,-110.0,-110.0,-32.04548263549805,-17.149293899536133,0.09046240895986557,1067.323486328125,0.0020000000949949026
9.0,5.0,-917.1234130859375,32.384525299072266,453.1949462890625,917.1234130859375,3.596785306930542,0.0,2.378969669342041,0.4413284659385681,-28.95598030090332,-120.0,0.5555555820465088,0.5515872836112976,77.71324920654297,0.0,0.0,1.4283380251126077e-12,4.4831911620579756e-13,-88.45169067382812,-94.89238739013672,1.4183379947949049e-12,0.0,0.0,-110.0,-110.0,-21.548309326171875,-15.107612609863281,0.0745491161942482,917.1234741210938,0.0020000000949949026
10.0,-5.0,-683.98388671875,30.45918846130371,421.3790588378906,683.98388671875,3.344278335571289,0.0,2.456855058670044,0.4961443245410919,-22.6939697265625,-120.0,0.6349206566810608,0.6150793433189392,68.81069946289062,0.0,0.0,2.3359211700352267e-12,5.253694072664128e-13,-86.31541442871094,-94.94428253173828,2.325921139717524e-12,0.0,0.0,-110.0,-110.0,-23.684581756591797,-15.05571460723877,0.04792321100831032,683.98388671875,0.0020000000949949026
11.0,-10.0,-658.8265380859375,38.73215866088867,413.57208251953125,658.8265380859375,3.282318115234375,0.0,3.269732356071472,0.554458737373352,-21.933305740356445,-120.0,0.658730149269104,0.6527777910232544,79.43267059326172,0.0,0.0,1.0139141262688334e-11,1.1205320525620177e-12,-79.93998718261719,-94.9432144165039,1.0129141449211065e-11,0.0,0.0,-110.0,-110.0,-30.060012817382812,-15.05678653717041,0.09205431491136551,658.8265380859375,0.0020000000949949026
12.0,15.0,-902.2615966796875,2898.770263671875,474.89874267578125,902.2615966796875,3.7690377235412598,0.0,2.873488426208496,0.4301421344280243,-20.230106353759766,-120.0,0.6428571343421936,0.6091269850730896,79.43267822265625,0.0,0.0,2.508107957432948e-11,2.4217598412756836e-12,-76.00653839111328,-93.51519775390625,2.5071078893490473e-11,0.0,0.0,-110.0,-110.0,-33.99346160888672,-16.484804153442383,0.8318358659744263,902.2615966796875,0.0020000000949949026
13.0,20.0,-1026.59814453125,9.394725799560547,537.325439453125,1026.59814453125,4.2644877433776855,0.0,2.760043144226074,0.4205564856529236,-23.945213317871094,-120.0,0.6269841194152832,0.6091269850730896,79.43265533447266,0.0,0.0,3.9350306867136364e-12,1.071749026332336e-12,-84.05052185058594,-91.92253875732422,3.925030873236368e-12,0.0,0.0,-110.0,-110.0,-25.949481964111328,-18.077463150024414,0.10123598575592041,1026.59814453125,0.0020000000949949026
14.0,0.0,-838.2514038085938,12.70726203918457,489.48968505859375,838.2514038085938,3.884838819503784,0.0,3.4241467714309692,0.504611611366272,-20.986913681030273,-120.0,0.6428571343421936,0.6150793433189392,45.02743911743164,0.0,0.0,2.087399263855927e-12,4.842140685808183e-13,-86.80394744873047,-95.96539306640625,2.077399233538224e-12,0.0,0.0,-110.0,-110.0,-23.196056365966797,-14.034607887268066,0.05561535432934761,838.2513427734375,0.0020000000949949026
15.0,15.0,-1010.02978515625,19.71161460876465,526.7120971679688,1010.02978515625,4.180254936218262,0.0,2.5558135509490967,0.419695109128952,-19.969453811645508,-120.0,0.60317462682724,0.5892857313156128,64.84783935546875,0.0,0.0,2.1445243584411466e-12,7.02107642858163e-13,-86.68669128417969,-92.80399322509766,2.134524328123444e-12,0.0,0.0,-110.0,-110.0,-23.313308715820312,-17.19600486755371,0.10195820778608322,1010.02978515625,0.0020000000949949026
16.0,10.0,-956.28271484375,82.40068054199219,474.06427001953125,956.28271484375,3.7624149322509766,0.0,1.2896643280982971,0.3784337341785431,-27.478961944580078,-120.0,0.5555555820465088,0.5357142686843872,79.4326400756836,0.0,0.0,9.82462917444027e-13,3.556882707204251e-13,-90.07684326171875,-95.26052856445312,9.724628871263241e-13,0.0,0.0,-110.0,-110.0,-19.92316246032715,-14.739470481872559,0.4092431664466858,956.2827758789062,0.0020000000949949026
17.0,5.0,-817.092529296875,29.597883224487305,445.84051513671875,817.092529296875,3.538416862487793,0.0,2.0378405451774597,0.42646628618240356,-26.769319534301758,-120.0,0.5476190447807312,0.5297619104385376,69.16908264160156,0.0,0.0,8.884312014366402e-13,3.4463144144014635e-13,-90.51376342773438,-96.25943756103516,8.78431225329046e-13,0.0,0.0,-110.0,-110.0,-19.486238479614258,-13.740569114685059,0.20802918076515198,817.092529296875,0.0020000000949949026
18.0,10.0,-968.949462890625,18.72808837890625,524.6614379882812,968.949462890625,4.163979530334473,0.0,2.4172720909118652,0.4476192593574524,-22.819103240966797,-120.0,0.6111111044883728,0.5853174328804016,79.43266296386719,0.0,0.0,2.043751235955571e-12,5.333707108791386e-13,-86.89571380615234,-94.6382064819336,2.033751205637868e-12,0.0,0.0,-110.0,-110.0,-23.104280471801758,-15.361790657043457,0.09265980124473572,968.949462890625,0.0020000000949949026
19.0,-5.0,-707.2662963867188,105.093017578125,427.9296569824219,707.2662963867188,3.3962671756744385,0.0,3.0282613039016724,0.503582239151001,-22.102783203125,-120.0,0.6190476417541504,0.6051587462425232,79.05767059326172,0.0,0.0,3.957661455500361e-12,5.479783293793616e-13,-84.0256118774414,-95.94879150390625,3.9476616420230926e-12,0.0,0.0,-110.0,-110.0,-25.97438621520996,-14.051207542419434,0.04931550845503807,707.2662963867188,0.0020000000949949026
20.0,20.0,-717.7064819335938,189078.234375,299.9075012207031,717.7064819335938,2.380218267440796,0.0,0.3412870466709137,0.28921157121658325,-35.60025405883789,-120.0,0.4047619104385376,0.3789682686328888,79.43267059326172,0.0,0.0,3.6829876171387554e-13,1.7324818879851933e-13,-94.3379898071289,-98.83736419677734,3.5829875850122705e-13,0.0,0.0,-110.0,-110.0,-15.662002563476562,-11.162632942199707,0.9618600606918335,717.7064208984375,0.0020000000949949026
21.0,-5.0,-743.1201171875,12.369868278503418,468.15850830078125,743.1201171875,3.715543746948242,0.0,3.1214728355407715,0.5121635794639587,-23.294239044189453,-120.0,0.6349206566810608,0.6111111044883728,69.83395385742188,0.0,0.0,1.766373072115135e-12,5.205307213908272e-13,-87.52916717529297,-93.98224639892578,1.7563730417974321e-12,0.0,0.0,-110.0,-110.0,-22.4708251953125,-16.01774787902832,0.07106997072696686,743.1201782226562,0.0020000000949949026
22.0,20.0,-1038.9993896484375,476.8327941894531,486.59515380859375,1038.9993896484375,3.8618662357330322,0.0,1.6392213702201843,0.37166497111320496,-30.737123489379883,-120.0,0.5396825671195984,0.5019841194152832,79.43266296386719,0.0,0.0,6.654763979457856e-12,7.966921393431914e-13,-81.76866912841797,-95.6322250366211,6.644764165980588e-12,0.0,0.0,-110.0,-110.0,-28.231325149536133,-14.367777824401855,0.4838811457157135,1038.9993896484375,0.0020000000949949026
23.0,0.0,-769.872314453125,29.490589141845703,486.51788330078125,769.872314453125,3.861253023147583,0.0,3.2175759077072144,0.5058169960975647,-23.106719970703125,-120.0,0.6269841194152832,0.613095223903656,79.43266296386719,0.0,0.0,2.5059275401279058e-12,8.820175492751936e-13,-86.01032257080078,-91.67908477783203,2.495927509810203e-12,0.0,0.0,-110.0,-110.0,-23.989683151245117,-18.320913314819336,0.06793251633644104,769.8722534179688,0.0020000000949949026
24.0,0.0,-788.4549560546875,28.955312728881836,457.54364013671875,788.4549560546875,3.631298780441284,0.0,2.891383409500122,0.5179141759872437,-23.987289428710938,-120.0,0.6666666865348816,0.6428571343421936,71.75415802001953,0.0,0.0,3.502041755545915e-12,7.57638960249829e-13,-84.5567855834961,-94.1487045288086,3.492041725228212e-12,0.0,0.0,-110.0,-110.0,-25.443212509155273,-15.851296424865723,0.05136972665786743,788.4548950195312,0.0020000000949949026
25.0,10.0,-1000.1629638671875,23.1345272064209,503.48626708984375,1000.1629638671875,3.995922803878784,0.0,2.157097339630127,0.4172804653644562,-24.194522857666016,-120.0,0.5714285969734192,0.5535714030265808,79.43266296386719,0.0,0.0,3.115278651363851e-12,6.995918601371276e-13,-85.06502532958984,-93.9918212890625,3.105278621046148e-12,0.0,0.0,-110.0,-110.0,-24.934968948364258,-16.008180618286133,0.10245507210493088,1000.1629638671875,0.0020000000949949026
26.0,-5.0,-723.3382568359375,16.43286895751953,478.86474609375,723.3382568359375,3.800513744354248,0.0,4.241258859634399,0.6091939806938171,-16.63713836669922,-120.0,0.7063491940498352,0.7003968358039856,56.653202056884766,0.0,0.0,1.4297508489635735e-12,4.906632283634138e-13,-88.44740295410156,-94.40606689453125,1.4197508186458707e-12,0.0,0.0,-110.0,-110.0,-21.552602767944336,-15.5939302444458,0.037952180951833725,723.3382568359375,0.0020000000949949026
27.0,20.0,-1158.4029541015625,147.63531494140625,548.4542236328125,1158.4029541015625,4.352811336517334,0.0,2.242901086807251,0.4027664363384247,-25.915250778198242,-120.0,0.5952380895614624,0.5773809552192688,79.43266296386719,0.0,0.0,4.282185283449591e-12,1.4832324821481557e-12,-83.68334197998047,-90.6630630493164,4.272185469972323e-12,0.0,0.0,-110.0,-110.0,-26.316654205322266,-19.336933135986328,0.12005835026502609,1158.403076171875,0.0020000000949949026
28.0,5.0,-922.2393798828125,31.506061553955078,493.5486755371094,922.2393798828125,3.917052984237671,0.0,2.6785519123077393,0.4580080509185791,-23.33202362060547,-120.0,0.6269841194152832,0.5972222089767456,70.68498229980469,0.0,0.0,3.329865246384789e-12,5.969250159269801e-13,-84.7757339477539,-94.06481170654297,3.319865216067086e-12,0.0,0.0,-110.0,-110.0,-25.224266052246094,-15.93519115447998,0.08655285835266113,922.2393798828125,0.0020000000949949026
29.0,20.0,-1061.2249755859375,673.12939453125,502.0213623046875,1061.2249755859375,3.9842965602874756,0.0,1.904469907283783,0.38865911960601807,-25.354469299316406,-120.0,0.579365074634552,0.5496031641960144,79.43266296386719,0.0,0.0,6.109446173789557e-13,2.399466530415145e-13,-92.13998413085938,-97.57553100585938,6.009446412713615e-13,0.0,0.0,-110.0,-110.0,-17.86001968383789,-12.424469947814941,0.44577059149742126,1061.2249755859375,0.0020000000949949026
30.0,-10.0,-607.4888916015625,13.960338592529297,425.81451416015625,607.4888916015625,3.3794803619384766,0.0,3.5222092866897583,0.6052344441413879,-17.48065757751465,-120.0,0.6984127163887024,0.6904761791229248,79.43266296386719,0.0,0.0,1.9766454098513186e-12,7.195666046518057e-13,-87.04071044921875,-93.08004760742188,1.966645379533616e-12,0.0,0.0,-110.0,-110.0,-22.959287643432617,-16.919954299926758,0.06658448278903961,607.4888916015625,0.0020000000949949026
31.0,5.0,-913.4531860351562,114.4372787475586,459.0440673828125,913.4531860351562,3.643206834793091,0.0,2.4131146669387817,0.43903544545173645,-26.777793884277344,-120.0,0.5476190447807312,0.545634925365448,79.43266296386719,0.0,0.0,9.864315310761929e-13,4.099577665186982e-13,-90.059326171875,-94.69210052490234,9.7643150075849e-13,0.0,0.0,-110.0,-110.0,-19.940670013427734,-15.307891845703125,0.08248648047447205,913.4532470703125,0.0020000000949949026
32.0,0.0,-830.6235961914062,19.941028594970703,432.8511962890625,830.6235961914062,3.4353270530700684,0.0,2.751675009727478,0.4735569953918457,-30.020511627197266,-120.0,0.579365074634552,0.5734127163887024,79.43266296386719,0.0,0.0,5.746467971606828e-12,1.2844092109332017e-12,-82.4059829711914,-92.72897338867188,5.7364681581295596e-12,0.0,0.0,-110.0,-110.0,-27.594009399414062,-17.27102279663086,0.05275785177946091,830.62353515625,0.0020000000949949026
