step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,learning_rate
33.0,-10.0,-677.3775634765625,35.30854797363281,471.670166015625,677.3775634765625,3.7434139251708984,0.0,3.806746006011963,0.5816929340362549,-16.542381286621094,-120.0,0.6904761791229248,0.6884920597076416,79.43266296386719,0.0,0.0,1.7279821670768136e-11,1.9342294692997752e-12,-77.62460327148438,-92.4215087890625,1.726982098992913e-11,0.0,0.0,-110.0,-110.0,-32.37539291381836,-17.578493118286133,0.06720543652772903,677.3776245117188,0.0020000000949949026
34.0,15.0,-1138.9853515625,19.538654327392578,572.1881713867188,1138.9853515625,4.541175842285156,0.0,3.136141538619995,0.439772367477417,-18.20028305053711,-120.0,0.6746031641960144,0.6408730149269104,74.05684661865234,0.0,0.0,3.7100361845177066e-12,1.0185161091261219e-12,-84.30621337890625,-93.31371307373047,3.700036371040438e-12,0.0,0.0,-110.0,-110.0,-25.693782806396484,-16.686290740966797,0.14967475831508636,1138.9853515625,0.0020000000949949026
35.0,-5.0,-770.8311767578125,15.714530944824219,483.77630615234375,770.8311767578125,3.839494466781616,0.0,3.8610979318618774,0.5659351348876953,-16.555667877197266,-120.0,0.682539701461792,0.6626983880996704,54.740177154541016,0.0,0.0,6.50521682962063e-13,2.287355688971454e-13,-91.86737823486328,-97.21975708007812,6.405217068544689e-13,0.0,0.0,-110.0,-110.0,-18.132617950439453,-12.780240058898926,0.045042891055345535,770.8311767578125,0.0020000000949949026
36.0,-10.0,-718.912353515625,24.961410522460938,448.160888671875,718.912353515625,3.5568325519561768,0.0,3.6624040603637695,0.5582662224769592,-16.8592472076416,-120.0,0.682539701461792,0.6607142686843872,68.89891052246094,0.0,0.0,2.1859907547300272e-12,6.832006206429486e-13,-86.60350799560547,-92.77093505859375,2.1759907244123244e-12,0.0,0.0,-110.0,-110.0,-23.396482467651367,-17.22907066345215,0.055923283100128174,718.9124145507812,0.0020000000949949026
37.0,10.0,-839.77685546875,2237.605712890625,479.0487365722656,839.77685546875,3.801974058151245,0.0,2.4428244829177856,0.4562210738658905,-24.493627548217773,-120.0,0.60317462682724,0.567460298538208,79.43266296386719,0.0,0.0,3.026407032966083e-12,8.060793243828968e-13,-85.19072723388672,-93.51439666748047,3.0164070026483802e-12,0.0,0.0,-110.0,-110.0,-24.809274673461914,-16.485605239868164,0.549400269985199,839.77685546875,0.0020000000949949026
38.0,20.0,-1036.3612060546875,9.909507751464844,549.8264770507812,1036.3612060546875,4.363702297210693,0.0,2.5686434507369995,0.42995989322662354,-21.72352409362793,-120.0,0.6190476417541504,0.60317462682724,79.43265533447266,0.0,0.0,1.7148097178343313e-12,6.161475409743877e-13,-87.6578369140625,-93.56817626953125,1.7048096875166285e-12,0.0,0.0,-110.0,-110.0,-22.3421573638916,-16.431821823120117,0.10864093899726868,1036.361328125,0.0020000000949949026
39.0,10.0,-988.254638671875,6.453001976013184,525.220458984375,988.254638671875,4.168416500091553,0.0,2.5342319011688232,0.44190749526023865,-26.447160720825195,-120.0,0.5952380895614624,0.5753968358039856,79.43265533447266,0.0,0.0,1.5575576852583373e-12,6.474655880883695e-13,-88.0755615234375,-93.01570892333984,1.5475576549406345e-12,0.0,0.0,-110.0,-110.0,-21.924442291259766,-16.98430061340332,0.0886259526014328,988.254638671875,0.0020000000949949026
40.0,20.0,-1181.0274658203125,16.0727596282959,567.536865234375,1181.0274658203125,4.504261016845703,0.0,2.543922543525696,0.40173646807670593,-26.021503448486328,-120.0,0.579365074634552,0.5714285969734192,79.43265533447266,0.0,0.0,2.902575749197389e-12,6.941257464643247e-13,-85.37216186523438,-93.49893951416016,2.8925757188796863e-12,0.0,0.0,-110.0,-110.0,-24.627836227416992,-16.501052856445312,0.15714658796787262,1181.0274658203125,0.0020000000949949026
41.0,0.0,-758.0900268554688,20.609769821166992,457.56475830078125,758.0900268554688,3.6314663887023926,0.0,3.5208780765533447,0.5040934085845947,-26.78070831298828,-120.0,0.5952380895614624,0.5813491940498352,76.20929718017578,0.0,0.0,5.6177701379667155e-12,9.297995316390195e-13,-82.50435638427734,-93.65277099609375,5.607770324489447e-12,0.0,0.0,-110.0,-110.0,-27.49563980102539,-16.34722900390625,0.04880135506391525,758.0899658203125,0.0020000000949949026
42.0,20.0,-948.5830688476562,3237.48974609375,495.5586242675781,948.5830688476562,3.933004856109619,0.0,1.492984414100647,0.38595739006996155,-27.786029815673828,-120.0,0.5555555820465088,0.5059523582458496,66.12895965576172,0.0,0.0,4.86729797091745e-13,1.2686295698845218e-13,-93.12712097167969,-100.4676284790039,4.767298209841508e-13,0.0,0.0,-110.0,-110.0,-16.872879028320312,-9.532376289367676,0.7159590721130371,948.5830078125,0.0020000000949949026
43.0,15.0,-1150.465087890625,5208.65087890625,532.96240234375,1150.465087890625,4.229860305786133,0.0,1.7255375385284424,0.3972068727016449,-26.136653900146484,-120.0,0.5396825671195984,0.5357142686843872,79.43266296386719,0.0,0.0,2.7093303728992213e-12,6.696245662997369e-13,-85.67137908935547,-93.9269027709961,2.6993303425815185e-12,0.0,0.0,-110.0,-110.0,-24.3286190032959,-16.07309913635254,0.12916620075702667,1150.465087890625,0.0020000000949949026
44.0,-10.0,-680.8069458007812,16.520654678344727,455.5452880859375,680.8069458007812,3.61543869972229,0.0,3.706064820289612,0.5960987210273743,-16.36338996887207,-120.0,0.6984127163887024,0.682539701461792,79.43265533447266,0.0,0.0,1.7434503276833602e-12,5.092991458253981e-13,-87.58590698242188,-94.59664154052734,1.7334502973656574e-12,0.0,0.0,-110.0,-110.0,-22.41409683227539,-15.403347969055176,0.04218894615769386,680.8069458007812,0.0020000000949949026
45.0,-5.0,-719.4243774414062,9.590959548950195,428.18890380859375,719.4243774414062,3.398324728012085,0.0,2.899144411087036,0.5081984996795654,-26.227863311767578,-120.0,0.6190476417541504,0.6091269850730896,79.43267059326172,0.0,0.0,2.8556358666609327e-11,3.535080431507631e-12,-75.44296264648438,-89.3543930053711,2.854635798577032e-11,0.0,0.0,-110.0,-110.0,-34.55702590942383,-20.64560890197754,0.053643710911273956,719.4244384765625,0.0020000000949949026
46.0,15.0,-923.4611206054688,483.76800537109375,450.6378479003906,923.4611206054688,3.576490879058838,0.0,0.8713785409927368,0.36662763357162476,-33.02755355834961,-120.0,0.5,0.4861111044883728,79.43267059326172,0.0,0.0,2.3128241943143335e-12,7.7092265947723e-13,-86.35857391357422,-93.32511138916016,2.3028241639966307e-12,0.0,0.0,-110.0,-110.0,-23.64142608642578,-16.674890518188477,0.4104616940021515,923.461181640625,0.0020000000949949026
47.0,10.0,-1014.4268188476562,178.62808227539062,494.93023681640625,1014.4268188476562,3.9280178546905518,0.0,1.844481647014618,0.4036008417606354,-28.768028259277344,-120.0,0.5714285969734192,0.5436508059501648,79.43266296386719,0.0,0.0,1.0626133653546255e-11,1.7168354411734033e-12,-79.73624420166016,-91.39077758789062,1.0616133840068986e-11,0.0,0.0,-110.0,-110.0,-30.26375389099121,-18.609220504760742,0.2440374493598938,1014.4267578125,0.0020000000949949026
48.0,10.0,-963.1221313476562,347.74163818359375,498.7782897949219,963.1221313476562,3.9585578441619873,0.0,2.7108027935028076,0.43968135118484497,-22.141902923583984,-120.0,0.60317462682724,0.5892857313156128,79.43267059326172,0.0,0.0,6.871067517039142e-12,9.551707298369183e-13,-81.62975311279297,-93.38582611083984,6.861067703561874e-12,0.0,0.0,-110.0,-110.0,-28.370243072509766,-16.614168167114258,0.10875649005174637,963.1221313476562,0.0020000000949949026
49.0,-10.0,-640.512451171875,185.66302490234375,439.5025634765625,640.512451171875,3.4881155490875244,0.0,3.843062996864319,0.5894379615783691,-16.72512435913086,-120.0,0.682539701461792,0.682539701461792,71.26373291015625,0.0,0.0,3.76554907047244e-12,1.0480341637933432e-12,-84.24171447753906,-92.05281829833984,3.755549256995172e-12,0.0,0.0,-110.0,-110.0,-25.758283615112305,-17.947185516357422,0.06215348467230797,640.512451171875,0.0020000000949949026
50.0,-5.0,-748.6387939453125,25.890682220458984,502.6424560546875,748.6387939453125,3.9892258644104004,0.0,3.876796007156372,0.5730950832366943,-15.479930877685547,-120.0,0.7063491940498352,0.682539701461792,78.01101684570312,0.0,0.0,4.690701820020404e-12,8.402616167961507e-13,-83.28761291503906,-93.3839340209961,4.680702006543136e-12,0.0,0.0,-110.0,-110.0,-26.712379455566406,-16.61607551574707,0.04964087903499603,748.6387939453125,0.0020000000949949026
51.0,-10.0,-626.4584350585938,38.04867935180664,417.01031494140625,626.4584350585938,3.309605598449707,0.0,3.377406358718872,0.6030744910240173,-15.583342552185059,-120.0,0.7063491940498352,0.6884920597076416,72.64996337890625,0.0,0.0,5.994026455735657e-12,9.661499031365928e-13,-82.22281646728516,-93.57489013671875,5.984026642258389e-12,0.0,0.0,-110.0,-110.0,-27.777185440063477,-16.42510414123535,0.04702809080481529,626.4584350585938,0.0020000000949949026
52.0,5.0,-893.2325439453125,3.662992238998413,463.9993591308594,893.2325439453125,3.682534694671631,0.0,2.3682448863983154,0.44083502888679504,-30.32432746887207,-120.0,0.579365074634552,0.5595238208770752,79.43266296386719,0.0,0.0,3.8494619818141285e-12,7.355244885376422e-13,-84.14599609375,-94.08026123046875,3.83946216833686e-12,0.0,0.0,-110.0,-110.0,-25.854000091552734,-15.91974925994873,0.06413888931274414,893.2325439453125,0.0020000000949949026
53.0,10.0,-963.4423828125,36.61897277832031,514.768798828125,963.4423828125,4.0854668617248535,0.0,2.907301425933838,0.4628902077674866,-20.81943130493164,-120.0,0.6349206566810608,0.6111111044883728,79.43267059326172,0.0,0.0,1.4109541443194096e-12,4.4970323580424687e-13,-88.50486755371094,-94.29735565185547,1.4009541140017068e-12,0.0,0.0,-110.0,-110.0,-21.495128631591797,-15.702644348144531,0.08015749603509903,963.4423828125,0.0020000000949949026
54.0,-10.0,-665.2880859375,15.48105239868164,424.4695739746094,665.2880859375,3.3688061237335205,0.0,3.4017510414123535,0.5735804438591003,-18.747880935668945,-120.0,0.6666666865348816,0.6507936716079712,79.43267059326172,0.0,0.0,4.1646499616965205e-12,7.808561197815422e-13,-83.80420684814453,-93.23721313476562,4.154650148219252e-12,0.0,0.0,-110.0,-110.0,-26.195785522460938,-16.762788772583008,0.055376242846250534,665.2880859375,0.0020000000949949026
55.0,-10.0,-657.9268798828125,34.21184539794922,462.73944091796875,657.9268798828125,3.6725351810455322,0.0,3.6132549047470093,0.6167305707931519,-13.203371047973633,-120.0,0.7460317611694336,0.726190447807312,79.43266296386719,0.0,0.0,8.091887403194331e-12,1.6526852586115637e-12,-80.91950225830078,-91.23807525634766,8.081887589717063e-12,0.0,0.0,-110.0,-110.0,-29.08049774169922,-18.76191520690918,0.04778221622109413,657.9268798828125,0.0020000000949949026
56.0,5.0,-830.2347412109375,23.121150970458984,495.35986328125,830.2347412109375,3.931427478790283,0.0,3.216294765472412,0.49648547172546387,-24.415626525878906,-120.0,0.6111111044883728,0.601190447807312,79.43266296386719,0.0,0.0,1.7986745990197783e-12,6.219043834597426e-13,-87.45046997070312,-93.8108139038086,1.7886745687020755e-12,0.0,0.0,-110.0,-110.0,-22.54952621459961,-16.189191818237305,0.06827189773321152,830.2347412109375,0.0020000000949949026
57.0,10.0,-1016.053466796875,32.14470291137695,523.200439453125,1016.053466796875,4.152384281158447,0.0,3.4355828762054443,0.45734331011772156,-24.542156219482422,-120.0,0.5952380895614624,0.5932539701461792,78.9856185913086,0.0,0.0,4.630132215133198e-12,1.026059987842276e-12,-83.34407043457031,-92.6618423461914,4.62013240165593e-12,0.0,0.0,-110.0,-110.0,-26.655935287475586,-17.338150024414062,0.0803380012512207,1016.0534057617188,0.0020000000949949026
