algorithm,tau_rms_ns,batch_index,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,rate_gap_bps_per_hz,fairness_gap,coverage_gap,protection_gap
pf_fs_soft,10.0,0.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,1.23223876953125,-0.0049707524009668935,-0.0158730149269104,0.0
pf_fs_cognitive,10.0,0.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,-0.9698486328125,-0.0032184820073889453,-0.023809492588043213,0.0
du_pf_soft,10.0,0.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,4.56591796875,-0.005792441306771923,-0.02380955219268799,0.0
du_pf_cognitive,10.0,0.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,2.6287841796875,-0.0036120414346080265,-0.0158730149269104,0.0
pf_fs_soft,10.0,1.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,-2.28253173828125,-0.0031704710034972106,-0.0158730149269104,0.0
pf_fs_cognitive,10.0,1.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,4.6419677734375,-0.0016666063338326431,0.0158730149269104,0.0
du_pf_soft,10.0,1.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,-1.30694580078125,-0.0017991404684973844,-0.0158730149269104,0.0
du_pf_cognitive,10.0,1.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,-4.296966552734375,-0.0006130808297682977,-0.007936477661132812,0.0
pf_fs_soft,10.0,2.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,5.52044677734375,-0.0019589672681520343,-0.0317460298538208,0.0
pf_fs_cognitive,10.0,2.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,-1.237548828125,-0.002365189997675654,0.0,0.0
du_pf_soft,10.0,2.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,8.054931640625,-0.0015513518111652802,-0.0317460298538208,0.0
du_pf_cognitive,10.0,2.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,4.33782958984375,-0.003851513252515093,-0.03968256711959839,0.0
