algorithm,sweep_value,batch_index,iteration,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot,num_bs_ant,num_ut_per_sector
pf_fs_soft,5.0,0.0,1.0,209.76365661621094,0.0,1.058840057868932e-14,1.1174007654190063,6.0,16,4
pf_fs_soft,5.0,0.0,2.0,246.33724975585938,0.0,1.0233932536856446e-14,0.2884322702884674,6.0,16,4
pf_fs_soft,5.0,0.0,3.0,265.4593200683594,0.0,9.682614038081672e-15,0.18806487321853638,6.0,16,4
pf_fs_soft,5.0,0.0,4.0,277.37481689453125,0.0,9.420147326847771e-15,0.13925060629844666,6.0,16,4
pf_fs_soft,5.0,0.0,5.0,285.6973876953125,0.0,9.342887757662812e-15,0.10513769835233688,6.0,16,4
pf_fs_soft,5.0,0.0,6.0,291.90789794921875,0.0,9.291405942161643e-15,0.08530683070421219,6.0,16,4
pf_fs_soft,5.0,0.0,7.0,296.9210510253906,0.0,9.244168608759165e-15,0.07314549386501312,6.0,16,4
pf_fs_soft,5.0,0.0,8.0,301.16650390625,0.0,9.206274048764902e-15,0.06532198935747147,6.0,16,4
pf_fs_soft,5.0,0.0,9.0,304.8534851074219,0.0,9.158262527248634e-15,0.05966199189424515,6.0,16,4
pf_fs_soft,5.0,0.0,10.0,308.0804138183594,0.0,9.080065292591064e-15,0.0532989464700222,6.0,16,4
pf_fs_soft,5.0,0.0,11.0,310.95037841796875,0.0,8.97145788106117e-15,0.04721430316567421,6.0,16,4
pf_fs_soft,5.0,0.0,12.0,313.57525634765625,0.0,8.845063624671884e-15,0.043281082063913345,6.0,16,4
pf_fs_soft,5.0,0.0,13.0,316.0479431152344,0.0,8.68344465613808e-15,0.0407872200012207,6.0,16,4
pf_fs_soft,5.0,0.0,14.0,318.3837585449219,0.0,8.514320975691603e-15,0.0388219989836216,6.0,16,4
pf_fs_soft,5.0,0.0,15.0,320.51153564453125,0.0,8.355641211484771e-15,0.03622182458639145,6.0,16,4
pf_fs_soft,5.0,0.0,16.0,322.3799133300781,0.0,8.209315422813643e-15,0.03365672752261162,6.0,16,4
pf_fs_soft,5.0,0.0,17.0,324.0401916503906,0.0,8.078796963004176e-15,0.031407225877046585,6.0,16,4
pf_fs_soft,5.0,0.0,18.0,325.56292724609375,0.0,7.968151590203188e-15,0.029281221330165863,6.0,16,4
pf_fs_soft,5.0,0.0,19.0,326.9851989746094,0.0,7.878998831405831e-15,0.02749049849808216,6.0,16,4
pf_fs_soft,5.0,0.0,20.0,328.3255615234375,0.0,7.810827078711963e-15,0.026234284043312073,6.0,16,4
pf_fs_cognitive,5.0,0.0,1.0,212.33058166503906,0.0,3.568863632489325e-15,1.1175473928451538,6.0,16,4
pf_fs_cognitive,5.0,0.0,2.0,247.09495544433594,0.0,3.99753345456757e-15,0.2756820619106293,6.0,16,4
pf_fs_cognitive,5.0,0.0,3.0,264.1932373046875,0.0,4.126246887166439e-15,0.17694324254989624,6.0,16,4
