sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
341.7342529296875,337.8515930175781,4.068264961242676,0.0,4.385751724243164,0.6439223289489746,-18.653762817382812,-120.0,0.738095223903656,0.706845223903656,56.56068420410156,0.0,5.531516664661467,2.6124478014893926e-12,7.55480367934519e-13,-85.82952117919922,-92.9222183227539,2.6024477711716898e-12,0.0,0.0,-110.0,-110.0,-24.17047691345215,-17.077775955200195,0.027912650257349014,337.8515930175781,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,74.43098201921312,2.5269075482650263,1.4078347458257676,0.9179163050842728,6.0,,,,
339.9998474121094,340.8656921386719,4.047617435455322,0.0,4.513878345489502,0.6315275430679321,-19.44724464416504,-120.0,0.7142857313156128,0.7016369104385376,58.75404739379883,0.0,2.7315011960454285,5.651952972481056e-13,2.2264807185423674e-13,-92.47801971435547,-97.43647003173828,5.551953211405114e-13,0.0,0.0,-110.0,-110.0,-17.52198600769043,-12.563529968261719,0.026999032124876976,340.86572265625,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,74.41670007329849,2.5230127094347536,1.4327124794899375,0.9219577480895715,6.0,8.0,8.0,8.0,0.5
330.81451416015625,324.8530578613281,3.938267946243286,0.0,4.372761964797974,0.6587637066841125,-13.301487922668457,-120.0,0.738095223903656,0.7165178656578064,66.03826904296875,0.0,1.852723979856819,2.9296469764017452e-12,9.156551385169909e-13,-85.33184814453125,-91.98306274414062,2.9196469460840424e-12,0.0,0.0,-110.0,-110.0,-24.668153762817383,-18.016937255859375,0.047311630100011826,324.85302734375,du_pf_soft,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,72.47727101576588,2.473167135918889,1.4515880383642996,0.9130865069018326,6.0,,,,
329.8593444824219,325.1733093261719,3.9268970489501953,0.0,4.2921459674835205,0.6494384407997131,-12.682822227478027,-120.0,0.726190447807312,0.7127976417541504,58.837860107421875,0.0,1.6666404800489545,6.643759977928432e-13,2.430714592278893e-13,-91.77586364746094,-97.00601959228516,6.54376021685249e-13,0.0,0.0,-110.0,-110.0,-18.224138259887695,-12.993980407714844,0.04932275041937828,325.17327880859375,du_pf_cognitive,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,72.27817060299506,2.467451338524531,1.4115658767463781,0.9147931484526158,6.0,8.0,8.0,8.0,0.5
321.92431640625,323.572265625,3.832432270050049,0.0,3.7899181842803955,0.5797730684280396,-22.050939559936523,-120.0,0.726190447807312,0.668154776096344,54.58277130126953,0.0,2.7215979658067226,1.1173645559151013e-12,4.5273442113302753e-13,-89.51805114746094,-94.20555877685547,1.1073645255973985e-12,0.0,0.0,-110.0,-110.0,-20.481948852539062,-15.794445037841797,0.029276181012392044,323.572265625,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,71.09367904379948,2.432529369105553,1.4297760914771342,0.9159848224577026,6.0,,,,
324.6174621582031,327.6593933105469,3.8644936084747314,0.0,3.9560240507125854,0.5811198949813843,-22.448535919189453,-120.0,0.7023809552192688,0.668154776096344,56.06842041015625,0.0,2.7334282817319036,4.120873564258942e-13,1.6810054596135687e-13,-93.85010528564453,-98.44324493408203,4.0208735321324574e-13,0.0,0.0,-110.0,-110.0,-16.149892807006836,-11.55675220489502,0.027824468910694122,327.6593933105469,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,71.21940090437192,2.4351717913149584,1.4713886544438601,0.916196974627868,6.0,8.0,8.0,8.0,0.5
312.8311767578125,313.4421081542969,3.7241806983947754,0.0,3.7694462537765503,0.600014328956604,-15.37928295135498,-120.0,0.738095223903656,0.7023809552192688,68.17101287841797,0.0,1.6760034142062068,1.3910000538561174e-12,5.48653949963146e-13,-88.56672668457031,-93.4422607421875,1.3810000235384146e-12,0.0,0.0,-110.0,-110.0,-21.433269500732422,-16.557741165161133,0.047782402485609055,313.4421081542969,du_pf_soft,5.0,1.0,12.0,0.0,pf,budget_dual,1.0,68.9775599984394,2.375085363009543,1.4161906522026024,0.9124243822055845,6.0,,,,
313.5773620605469,312.0014343261719,3.7330639362335205,0.0,4.0515265464782715,0.5992285013198853,-15.38688850402832,-120.0,0.7023809552192688,0.694940447807312,59.58929443359375,0.0,1.6733642797917128,4.182657367159115e-13,1.8425589016785732e-13,-93.78547668457031,-98.1703872680664,4.08265733503263e-13,0.0,0.0,-110.0,-110.0,-16.214523315429688,-11.829602241516113,0.04496870934963226,312.00146484375,du_pf_cognitive,5.0,1.0,12.0,0.0,pf,budget_dual,1.0,69.06836389394186,2.376461974129914,1.4287545804947377,0.9143187869018367,6.0,8.0,8.0,8.0,0.5
351.56707763671875,338.8328552246094,4.185322284698486,0.0,4.561203956604004,0.6582580208778381,-16.071006774902344,-120.0,0.7857142686843872,0.7254464030265808,45.695274353027344,0.0,2.727555870078504,2.7348993295733814e-12,7.072593921110537e-13,-85.63058471679688,-93.31404876708984,2.7248992992556786e-12,0.0,0.0,-110.0,-110.0,-24.369413375854492,-16.68595314025879,0.0266487468034029,338.83282470703125,pf_fs_soft,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,72.59671512629026,2.4812765579752187,1.486487569664711,0.9167503147612955,6.0,,,,
353.23883056640625,337.398681640625,4.20522403717041,0.0,4.689297914505005,0.6595836877822876,-15.799638748168945,-120.0,0.773809552192688,0.722470223903656,48.699737548828125,0.0,2.7114148256368935,5.395282202773355e-13,2.3219680301764245e-13,-92.67985534667969,-97.1850357055664,5.295282441697413e-13,0.0,0.0,-110.0,-110.0,-17.320140838623047,-12.814964294433594,0.027893446385860443,337.398681640625,pf_fs_cognitive,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,72.60604027899359,2.4821917356640957,1.4779527005576445,0.9166435469931556,6.0,8.0,8.0,8.0,0.5
