algorithm,num_bs_ant,num_ut_per_sector,sweep_value,iteration,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot
du_pf_cognitive,16,8,5.0,6.0,208.85693264007568,0.0,1.2916108951149287e-16,0.16947758337482807,8.0
du_pf_cognitive,16,8,5.0,7.0,219.34347438812256,0.0,1.1376033646451518e-16,0.15382784744724626,8.0
du_pf_cognitive,16,8,5.0,8.0,230.17968606948853,0.0,9.83799651478308e-17,0.14347137184813616,8.0
du_pf_cognitive,16,8,5.0,9.0,241.45964908599854,0.0,6.286326486452715e-17,0.1311020180583,8.0
du_pf_cognitive,16,8,5.0,10.0,252.20443153381348,0.0,4.68470365022508e-17,0.12131642620079215,8.0
du_pf_cognitive,16,8,5.0,11.0,262.4523329734802,0.0,2.918237614549918e-17,0.11392882326617834,8.0
du_pf_cognitive,16,8,5.0,12.0,272.23649072647095,0.0,1.6556317745269368e-17,0.10704412590712305,8.0
du_pf_cognitive,16,8,5.0,13.0,281.36390352249146,0.0,1.04342018305317e-17,0.09973021643236277,8.0
du_pf_cognitive,16,8,5.0,14.0,289.5042734146118,0.0,1.2294974396971787e-17,0.09463565936312075,8.0
du_pf_cognitive,16,8,5.0,15.0,297.0574679374695,0.0,1.8710534288373867e-17,0.08999217732343819,8.0
du_pf_cognitive,16,8,5.0,16.0,304.0584816932678,0.0,1.1379914116141127e-17,0.08421280025504524,8.0
du_pf_cognitive,16,8,5.0,17.0,310.4198489189148,0.0,1.5691020650089897e-17,0.0785987470299005,8.0
du_pf_cognitive,16,8,5.0,18.0,316.135422706604,0.0,1.1135942157552287e-17,0.07508369081187989,8.0
du_pf_cognitive,16,8,5.0,19.0,321.6262035369873,0.0,1.2694456310720597e-17,0.07138359057717021,8.0
du_pf_cognitive,16,8,5.0,20.0,327.61634349823,0.0,2.0476942090533906e-17,0.05114186642458657,8.0
du_pf_cognitive,32,4,5.0,1.0,228.04726457595825,0.0,1.559309437696444e-15,0.6413053702563047,8.0
du_pf_cognitive,32,4,5.0,2.0,255.49200630187988,0.0,1.1167016355315699e-15,0.6113920751959085,8.0
du_pf_cognitive,32,4,5.0,3.0,226.53622341156006,0.0,1.7417279619945673e-15,0.5618174970149994,8.0
du_pf_cognitive,32,4,5.0,4.0,221.91509819030762,0.0,1.613660047910845e-15,0.3925182390958071,8.0
du_pf_cognitive,32,4,5.0,5.0,222.66448259353638,0.0,1.1431801236907557e-15,0.3527572052553296,8.0
du_pf_cognitive,32,4,5.0,6.0,220.78752040863037,0.0,1.4640396716518125e-15,0.3218227783218026,8.0
du_pf_cognitive,32,4,5.0,7.0,219.15787076950073,0.0,1.4702145683070758e-15,0.29926135018467903,8.0
du_pf_cognitive,32,4,5.0,8.0,219.03363609313965,0.0,1.4384120810277028e-15,0.28487182920798654,8.0
du_pf_cognitive,32,4,5.0,9.0,220.87075853347778,0.0,1.7032551696649054e-15,0.2730252332985401,8.0
du_pf_cognitive,32,4,5.0,10.0,222.1756362915039,0.0,1.6300178423091018e-15,0.25918610300868744,8.0
du_pf_cognitive,32,4,5.0,11.0,223.01344537734985,0.0,1.5174824478352141e-15,0.2517917342483997,8.0
du_pf_cognitive,32,4,5.0,12.0,224.31460666656494,0.0,1.5760600700937695e-15,0.2497203950770199,8.0
du_pf_cognitive,32,4,5.0,13.0,225.95373058319092,0.0,1.6864948228584661e-15,0.24278993764892218,8.0
du_pf_cognitive,32,4,5.0,14.0,228.49127006530762,0.0,1.5131384393652206e-15,0.23818252515047786,8.0
du_pf_cognitive,32,4,5.0,15.0,231.63568878173828,0.0,9.758521795622373e-16,0.23704624315723774,8.0
du_pf_cognitive,32,4,5.0,16.0,235.90879011154175,0.0,5.200364073623697e-16,0.23374623060226438,8.0
du_pf_cognitive,32,4,5.0,17.0,239.80920314788818,0.0,3.411527633113753e-16,0.22314038220793006,8.0
du_pf_cognitive,32,4,5.0,18.0,243.77323722839355,0.0,2.451858097418148e-16,0.21921316999942062,8.0
du_pf_cognitive,32,4,5.0,19.0,247.86971759796143,0.0,1.9903098444592798e-16,0.21835109917446968,8.0
du_pf_cognitive,32,4,5.0,20.0,256.0164451599121,0.0,1.3171889078418444e-16,0.15710206516087052,8.0
du_pf_cognitive,32,6,5.0,1.0,254.11191844940186,0.0,2.2920205979910975e-16,0.6357880290597677,8.0
du_pf_cognitive,32,6,5.0,2.0,291.963830947876,0.0,3.713379470570848e-16,0.5587646998465061,8.0
du_pf_cognitive,32,6,5.0,3.0,265.0815658569336,0.0,6.067450525904243e-16,0.460891917347908,8.0
du_pf_cognitive,32,6,5.0,4.0,262.2627863883972,0.0,5.660823359849752e-16,0.3008039044216275,8.0
du_pf_cognitive,32,6,5.0,5.0,263.76228046417236,0.0,4.1541934157721144e-16,0.26185531495139003,8.0
du_pf_cognitive,32,6,5.0,6.0,264.273717880249,0.0,3.244270654464347e-16,0.2386669968254864,8.0
du_pf_cognitive,32,6,5.0,7.0,264.08723163604736,0.0,3.1918814019788724e-16,0.22106133028864858,8.0
du_pf_cognitive,32,6,5.0,8.0,265.15850830078125,0.0,3.735987574026453e-16,0.21045506326481697,8.0
du_pf_cognitive,32,6,5.0,9.0,266.46269702911377,0.0,3.958315723230578e-16,0.19877610402181742,8.0
du_pf_cognitive,32,6,5.0,10.0,268.1549758911133,0.0,4.060791357376179e-16,0.19008768070489165,8.0
du_pf_cognitive,32,6,5.0,11.0,269.3027033805847,0.0,4.032583572045835e-16,0.18470712751150128,8.0
du_pf_cognitive,32,6,5.0,12.0,271.32591581344604,0.0,4.0315155164389065e-16,0.18055642535910008,8.0
du_pf_cognitive,32,6,5.0,13.0,273.3815197944641,0.0,3.8196341951501835e-16,0.17572359088808295,8.0
du_pf_cognitive,32,6,5.0,14.0,275.66842317581177,0.0,3.2556680121652456e-16,0.1734945587813854,8.0
du_pf_cognitive,32,6,5.0,15.0,278.2677721977234,0.0,2.8696570986513317e-16,0.17229081038385624,8.0
du_pf_cognitive,32,6,5.0,16.0,281.49562215805054,0.0,2.993919214293702e-16,0.16781511623412368,8.0
du_pf_cognitive,32,6,5.0,17.0,284.8446774482727,0.0,3.588327761402959e-16,0.1630298930685967,8.0
du_pf_cognitive,32,6,5.0,18.0,288.0938329696655,0.0,3.5630197404279813e-16,0.1625178535468876,8.0
du_pf_cognitive,32,6,5.0,19.0,291.7693061828613,0.0,3.2941058379160537e-16,0.1599628834519535,8.0
du_pf_cognitive,32,6,5.0,20.0,299.46953296661377,0.0,2.222020736438818e-16,0.1167978376615792,8.0
du_pf_cognitive,32,8,5.0,1.0,275.8641400337219,0.0,8.472203532938805e-16,0.6305613685399294,8.0
du_pf_cognitive,32,8,5.0,2.0,323.76576232910156,0.0,6.040386764448285e-16,0.5164254801347852,8.0
du_pf_cognitive,32,8,5.0,3.0,301.09533405303955,0.0,1.0978530613425731e-15,0.4045262597501278,8.0
du_pf_cognitive,32,8,5.0,4.0,299.06093883514404,0.0,1.041753725138786e-15,0.25633670482784504,8.0
du_pf_cognitive,32,8,5.0,5.0,302.161904335022,0.0,8.492544764469319e-16,0.21537017310038206,8.0
du_pf_cognitive,32,8,5.0,6.0,304.0475082397461,0.0,8.501563283077414e-16,0.19445425039157269,8.0
du_pf_cognitive,32,8,5.0,7.0,306.5736861228943,0.0,8.358755116357115e-16,0.17817383678629992,8.0
du_pf_cognitive,32,8,5.0,8.0,308.80086612701416,0.0,8.381005877788098e-16,0.16879129782319066,8.0
du_pf_cognitive,32,8,5.0,9.0,311.4924011230469,0.0,7.93890735418276e-16,0.15743157407268876,8.0
du_pf_cognitive,32,8,5.0,10.0,313.84410429000854,0.0,6.566284904503451e-16,0.14973622979596254,8.0
du_pf_cognitive,32,8,5.0,11.0,316.7166862487793,0.0,4.908616809831754e-16,0.14513798383995888,8.0
du_pf_cognitive,32,8,5.0,12.0,320.1388359069824,0.0,3.4032640326198994e-16,0.14179277606308457,8.0
du_pf_cognitive,32,8,5.0,13.0,323.7672920227051,0.0,2.534971352482904e-16,0.13786951801739628,8.0
du_pf_cognitive,32,8,5.0,14.0,327.4878091812134,0.0,2.1175889855806515e-16,0.1359562971629202,8.0
du_pf_cognitive,32,8,5.0,15.0,331.66546154022217,0.0,1.7754252619769483e-16,0.13410496897995466,8.0
du_pf_cognitive,32,8,5.0,16.0,336.6505126953125,0.0,1.4265752720458568e-16,0.13032698351889846,8.0
du_pf_cognitive,32,8,5.0,17.0,341.8919506072998,0.0,1.1108675637584579e-16,0.12648997642099855,8.0
du_pf_cognitive,32,8,5.0,18.0,347.27134704589844,0.0,1.0433651259115985e-16,0.12559087504632765,8.0
du_pf_cognitive,32,8,5.0,19.0,353.37171363830566,0.0,8.516439828609159e-17,0.12361133284866806,8.0
du_pf_cognitive,32,8,5.0,20.0,363.6130590438843,0.0,4.447873238172778e-17,0.09023581165820356,8.0
du_pf_cognitive,64,4,5.0,1.0,344.2615852355957,0.0,1.8955819148030952e-16,0.5509065203368664,8.0
du_pf_cognitive,64,4,5.0,2.0,410.60139751434326,0.0,1.7902284862191973e-16,0.4576885011047125,8.0
du_pf_cognitive,64,4,5.0,3.0,315.92756605148315,0.0,4.451709503330452e-16,0.8873028606176376,8.0
du_pf_cognitive,64,4,5.0,4.0,427.5584840774536,0.0,2.1429766805922308e-16,0.6765577625483274,8.0
du_pf_cognitive,64,4,5.0,5.0,434.6954860687256,0.0,1.3894937578018396e-16,0.5892813429236412,8.0
du_pf_cognitive,64,4,5.0,6.0,372.69831562042236,0.0,1.8493680618986963e-16,0.7194729652255774,8.0
du_pf_cognitive,64,4,5.0,7.0,316.2884912490845,0.0,2.011104768012169e-16,0.6131574921309948,8.0
du_pf_cognitive,64,4,5.0,8.0,303.8094644546509,0.0,2.5943298332397095e-16,0.5656295781955123,8.0
du_pf_cognitive,64,4,5.0,9.0,312.3387222290039,0.0,2.7558968680659355e-16,0.577004799619317,8.0
du_pf_cognitive,64,4,5.0,10.0,306.6134729385376,0.0,2.517059517324232e-16,0.5855182316154242,8.0
du_pf_cognitive,64,4,5.0,11.0,304.9350929260254,0.0,2.22164910073321e-16,0.5546254627406597,8.0
du_pf_cognitive,64,4,5.0,12.0,301.28050994873047,0.0,2.857836753872398e-16,0.5696071796119213,8.0
du_pf_cognitive,64,4,5.0,13.0,304.4745569229126,0.0,2.938221768753607e-16,0.5612714877352118,8.0
du_pf_cognitive,64,4,5.0,14.0,296.3762893676758,0.0,3.4073737306008584e-16,0.5611665481701493,8.0
du_pf_cognitive,64,4,5.0,15.0,296.48719787597656,0.0,4.128518258954061e-16,0.5669299373403192,8.0
du_pf_cognitive,64,4,5.0,16.0,295.2412157058716,0.0,2.176250252342748e-16,0.5618341146036983,8.0
du_pf_cognitive,64,4,5.0,17.0,294.67290592193604,0.0,1.4201322629930077e-16,0.5604184130206704,8.0
du_pf_cognitive,64,4,5.0,18.0,287.7039465904236,0.0,4.852075772415754e-16,0.5573050193488598,8.0
du_pf_cognitive,64,4,5.0,19.0,290.15521812438965,0.0,9.347823842162937e-17,0.5674988366663456,8.0
du_pf_cognitive,64,4,5.0,20.0,302.72696685791016,0.0,2.5929073472839143e-16,0.44788737688213587,8.0
du_pf_cognitive,64,6,5.0,1.0,407.28392219543457,0.0,6.149779481399401e-17,0.5440727882087231,8.0
du_pf_cognitive,64,6,5.0,2.0,489.40142822265625,0.0,8.653341528709136e-17,0.4420245848596096,8.0
du_pf_cognitive,64,6,5.0,3.0,448.3177185058594,0.0,1.126890250746957e-16,0.5412127412855625,8.0
du_pf_cognitive,64,6,5.0,4.0,488.6539249420166,0.0,4.4397417218791364e-17,0.4045220771804452,8.0
du_pf_cognitive,64,6,5.0,5.0,467.3498811721802,0.0,5.853153837226865e-17,0.3719384744763374,8.0
du_pf_cognitive,64,6,5.0,6.0,439.5781421661377,0.0,1.2415295427129261e-16,0.3737335028126836,8.0
du_pf_cognitive,64,6,5.0,7.0,437.12489318847656,0.0,9.780273866405659e-17,0.3240885981358588,8.0
du_pf_cognitive,64,6,5.0,8.0,432.3979558944702,0.0,5.600084215388922e-17,0.32809386029839516,8.0
du_pf_cognitive,64,6,5.0,9.0,428.6735029220581,0.0,1.7276147519669754e-16,0.3262875168584287,8.0
du_pf_cognitive,64,6,5.0,10.0,421.8016414642334,0.0,8.54952705311128e-17,0.3080624178983271,8.0
du_pf_cognitive,64,6,5.0,11.0,415.73146057128906,0.0,1.2635788691211397e-16,0.2910494189709425,8.0
du_pf_cognitive,64,6,5.0,12.0,416.13164615631104,0.0,8.179693939494332e-17,0.2910019932314753,8.0
du_pf_cognitive,64,6,5.0,13.0,414.4941453933716,0.0,1.38020312985944e-16,0.29806533362716436,8.0
du_pf_cognitive,64,6,5.0,14.0,408.92510986328125,0.0,1.5093108033556967e-16,0.28458624379709363,8.0
du_pf_cognitive,64,6,5.0,15.0,409.6928596496582,0.0,2.4355500662055427e-16,0.27621862199157476,8.0
du_pf_cognitive,64,6,5.0,16.0,408.866491317749,0.0,1.547160470603755e-16,0.2817545239813626,8.0
du_pf_cognitive,64,6,5.0,17.0,406.9334602355957,0.0,1.6874185387572265e-16,0.27800320833921427,8.0
du_pf_cognitive,64,6,5.0,18.0,402.45532608032227,0.0,1.0681818677771694e-16,0.26697584614157677,8.0
du_pf_cognitive,64,6,5.0,19.0,405.83622550964355,0.0,8.83919114524857e-17,0.2774112336337566,8.0
du_pf_cognitive,64,6,5.0,20.0,412.4536552429199,0.0,4.717240303311486e-17,0.2229620963335037,8.0
du_pf_cognitive,64,8,5.0,1.0,464.5154342651367,0.0,5.990989920546782e-17,0.5365151632577181,8.0
du_pf_cognitive,64,8,5.0,2.0,563.1330890655518,0.0,6.40621341222472e-17,0.40893368236720556,8.0
du_pf_cognitive,64,8,5.0,3.0,548.2051057815552,0.0,7.600238700277665e-17,0.37243062350898976,8.0
du_pf_cognitive,64,8,5.0,4.0,563.0034008026123,0.0,6.352956215666106e-17,0.24597214628010985,8.0
du_pf_cognitive,64,8,5.0,5.0,547.0596408843994,0.0,7.668115156110296e-17,0.2333582513965666,8.0
du_pf_cognitive,64,8,5.0,6.0,537.5861387252808,0.0,7.418094852882468e-17,0.19792200811207292,8.0
du_pf_cognitive,64,8,5.0,7.0,537.4643049240112,0.0,7.168908347712094e-17,0.1907160296104848,8.0
du_pf_cognitive,64,8,5.0,8.0,530.1334733963013,0.0,6.893662344523849e-17,0.19015970593318338,8.0
du_pf_cognitive,64,8,5.0,9.0,529.646598815918,0.0,7.463104066117194e-17,0.175989122595638,8.0
du_pf_cognitive,64,8,5.0,10.0,524.6444625854492,0.0,7.658991023081591e-17,0.17196200415492055,8.0
du_pf_cognitive,64,8,5.0,11.0,524.0259199142456,0.0,6.967221862036964e-17,0.16638017492368812,8.0
du_pf_cognitive,64,8,5.0,12.0,520.6817646026611,0.0,7.008215609706112e-17,0.16785672865808007,8.0
du_pf_cognitive,64,8,5.0,13.0,520.0250053405762,0.0,6.349448969868881e-17,0.1638568486087024,8.0
du_pf_cognitive,64,8,5.0,14.0,516.523115158081,0.0,5.650959131783383e-17,0.16239859955385322,8.0
du_pf_cognitive,64,8,5.0,15.0,515.9921073913574,0.0,5.1060575428587716e-17,0.16111577744595704,8.0
du_pf_cognitive,64,8,5.0,16.0,514.0261898040771,0.0,4.64602071431516e-17,0.1620977176353335,8.0
du_pf_cognitive,64,8,5.0,17.0,513.3834075927734,0.0,4.1422055172883024e-17,0.15950302383862433,8.0
du_pf_cognitive,64,8,5.0,18.0,510.2806148529053,0.0,4.1326446328961695e-17,0.15843653026968235,8.0
du_pf_cognitive,64,8,5.0,19.0,512.025972366333,0.0,5.3827964416165524e-17,0.16148330899886784,8.0
du_pf_cognitive,64,8,5.0,20.0,515.4699172973633,0.0,4.7712360067209874e-17,0.1236701814923435,8.0
du_pf_cognitive,96,4,5.0,1.0,411.2212152481079,0.0,7.074281532613988e-17,0.5172616075724363,8.0
du_pf_cognitive,96,4,5.0,2.0,508.4393062591553,0.0,3.986240281919184e-17,0.41502067912369967,8.0
du_pf_cognitive,96,4,5.0,3.0,366.0289316177368,0.0,5.60457349000937e-17,0.9610034171491861,8.0
du_pf_cognitive,96,4,5.0,4.0,394.52448081970215,0.0,4.268897823395904e-17,0.7418789323419333,8.0
du_pf_cognitive,96,4,5.0,5.0,335.1211881637573,0.0,4.800683636527875e-17,0.9474183227866888,8.0
du_pf_cognitive,96,4,5.0,6.0,426.4069423675537,0.0,3.750505718742392e-17,0.7645325306802988,8.0
du_pf_cognitive,96,4,5.0,7.0,433.8199806213379,0.0,3.4086326333187156e-17,0.7707199491560459,8.0
du_pf_cognitive,96,4,5.0,8.0,492.9957666397095,0.0,1.5042643398746332e-17,0.5750979767180979,8.0
du_pf_cognitive,96,4,5.0,9.0,505.3613681793213,0.0,1.300865259459274e-17,0.46872615930624306,8.0
du_pf_cognitive,96,4,5.0,10.0,518.9699144363403,0.0,1.5557665900456548e-17,0.3159345819149166,8.0
du_pf_cognitive,96,4,5.0,11.0,526.5767965316772,0.0,1.3744565407079116e-17,0.1822983792517334,8.0
du_pf_cognitive,96,4,5.0,12.0,530.2980852127075,0.0,1.0435366500834175e-17,0.11247344070579852,8.0
du_pf_cognitive,96,4,5.0,13.0,534.9733810424805,0.0,7.40470908533789e-18,0.07917316682869564,8.0
du_pf_cognitive,96,4,5.0,14.0,532.5939836502075,0.0,6.298510526003376e-18,0.16673112020362166,8.0
du_pf_cognitive,96,4,5.0,15.0,536.3546371459961,0.0,9.543387867816193e-18,0.14001459529390553,8.0
du_pf_cognitive,96,4,5.0,16.0,531.5593881607056,0.0,1.052327263889141e-17,0.21465905709192154,8.0
du_pf_cognitive,96,4,5.0,17.0,536.1828718185425,0.0,4.819538060538164e-18,0.18000901892082763,8.0
du_pf_cognitive,96,4,5.0,18.0,533.6048412322998,0.0,9.09549272717588e-18,0.17787647616933097,8.0
du_pf_cognitive,96,4,5.0,19.0,535.202898979187,0.0,4.0177419666231635e-18,0.30255920300260186,8.0
du_pf_cognitive,96,4,5.0,20.0,535.8153400421143,0.0,6.4866312496326354e-18,0.2113255233271047,8.0
du_pf_cognitive,96,6,5.0,1.0,524.0007057189941,0.0,3.2524874034483057e-17,0.4993865191936493,8.0
du_pf_cognitive,96,6,5.0,2.0,642.2243156433105,0.0,4.1140496127259774e-17,0.3812034297734499,8.0
du_pf_cognitive,96,6,5.0,3.0,630.0881423950195,0.0,3.955665039501264e-17,0.4228749964386225,8.0
du_pf_cognitive,96,6,5.0,4.0,654.5948009490967,0.0,4.3462875180173854e-17,0.28343516960740084,8.0
du_pf_cognitive,96,6,5.0,5.0,648.5687446594238,0.0,4.5750817049826126e-17,0.2058334467001259,8.0
du_pf_cognitive,96,6,5.0,6.0,633.5491695404053,0.0,3.8019735581999313e-17,0.2626202120445668,8.0
du_pf_cognitive,96,6,5.0,7.0,639.2049865722656,0.0,4.432322242656781e-17,0.28660339722409844,8.0
du_pf_cognitive,96,6,5.0,8.0,623.1681308746338,0.0,3.844399320945531e-17,0.3069747611880302,8.0
du_pf_cognitive,96,6,5.0,9.0,614.7256374359131,0.0,3.881229372283332e-17,0.3611402250826359,8.0
du_pf_cognitive,96,6,5.0,10.0,589.2831993103027,0.0,5.450164677680831e-17,0.4463962409645319,8.0
du_pf_cognitive,96,6,5.0,11.0,611.2976589202881,0.0,3.670074646444676e-17,0.4904401060193777,8.0
du_pf_cognitive,96,6,5.0,12.0,578.1617822647095,0.0,4.0501595057013617e-17,0.542038232088089,8.0
du_pf_cognitive,96,6,5.0,13.0,576.4194612503052,0.0,3.5652622601558366e-17,0.5631489148363471,8.0
du_pf_cognitive,96,6,5.0,14.0,552.2034769058228,0.0,3.28406849749109e-17,0.5445687547326088,8.0
du_pf_cognitive,96,6,5.0,15.0,533.7268915176392,0.0,4.23233246985412e-17,0.5793836051598191,8.0
du_pf_cognitive,96,6,5.0,16.0,534.1660346984863,0.0,4.396077173448177e-17,0.5427913460880518,8.0
du_pf_cognitive,96,6,5.0,17.0,518.1373510360718,0.0,5.2620016024042086e-17,0.5258381059393287,8.0
du_pf_cognitive,96,6,5.0,18.0,512.7216186523438,0.0,5.994174235032866e-17,0.5052088489755988,8.0
du_pf_cognitive,96,6,5.0,19.0,510.31950855255127,0.0,4.295791119471228e-17,0.5405612345784903,8.0
du_pf_cognitive,96,6,5.0,20.0,528.0882415771484,0.0,4.497215554328301e-17,0.4334878120571375,8.0
du_pf_cognitive,96,8,5.0,1.0,602.6787166595459,0.0,3.227158471347442e-17,0.4953161459416151,8.0
du_pf_cognitive,96,8,5.0,2.0,741.5497608184814,0.0,4.073270270271603e-17,0.37191737722605467,8.0
du_pf_cognitive,96,8,5.0,3.0,755.153413772583,0.0,5.071387425536469e-17,0.2647767034359276,8.0
du_pf_cognitive,96,8,5.0,4.0,768.2644519805908,0.0,5.56746021202983e-17,0.1495753449853509,8.0
du_pf_cognitive,96,8,5.0,5.0,770.7179622650146,0.0,6.416748384506195e-17,0.13457970879971978,8.0
du_pf_cognitive,96,8,5.0,6.0,768.1754245758057,0.0,6.195357794895563e-17,0.14361521136015648,8.0
du_pf_cognitive,96,8,5.0,7.0,767.691240310669,0.0,6.702375835254226e-17,0.1431722114793956,8.0
du_pf_cognitive,96,8,5.0,8.0,755.5679817199707,0.0,6.490098790760458e-17,0.14968302380293605,8.0
du_pf_cognitive,96,8,5.0,9.0,749.9077434539795,0.0,6.93205146588019e-17,0.14525701082311568,8.0
du_pf_cognitive,96,8,5.0,10.0,740.7810745239258,0.0,6.614318819453261e-17,0.14963166834786532,8.0
du_pf_cognitive,96,8,5.0,11.0,737.8542804718018,0.0,6.161508240740913e-17,0.15420577861368653,8.0
du_pf_cognitive,96,8,5.0,12.0,727.0790977478027,0.0,7.040238749068245e-17,0.16232240782119328,8.0
du_pf_cognitive,96,8,5.0,13.0,729.0785255432129,0.0,6.398312183013614e-17,0.16638862062245605,8.0
du_pf_cognitive,96,8,5.0,14.0,713.3087768554688,0.0,6.546005612257202e-17,0.1842517396435141,8.0
du_pf_cognitive,96,8,5.0,15.0,721.0380229949951,0.0,5.717059465404741e-17,0.19561127806082362,8.0
du_pf_cognitive,96,8,5.0,16.0,703.5287055969238,0.0,6.274256266954341e-17,0.2254560242872685,8.0
du_pf_cognitive,96,8,5.0,17.0,707.8469657897949,0.0,6.183446394074799e-17,0.22605529474094507,8.0
