sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction,num_bs_ant,num_ut_per_sector
293.9852600097656,290.198974609375,3.4998245239257812,0.0,3.9185125827789307,0.7499179840087891,-8.54450511932373,-120.0,11.498751640319824,14.259472370147705,0.8095238208770752,0.8095238208770752,2.3363983631134033,0.0,56.45735334418714,1.0000001518582595e-14,8.241817771065685e-15,-110.0,-110.98824310302734,1.6940658945086007e-21,1.0,0.9166666865348816,-110.0,-110.0,-7.765790996927535e-07,0.9882423281669617,0.031521059572696686,290.198974609375,pf_fs_soft,5.0,0.0,56.0,0.0,pf,budget_dual,0.0,63.05852257305663,2.1680978165708877,1.5633192830453118,0.9561595507911447,8.0,,,,,16,4
317.83935546875,316.255615234375,3.783801794052124,0.0,4.426394701004028,0.7314903736114502,-13.165027618408203,-120.0,13.117945194244385,16.25809383392334,0.7857142686843872,0.7857142686843872,4.804088115692139,0.0,53.50240578595549,1.0001778593705934e-14,7.318904224264556e-15,-109.99922943115234,-111.61519622802734,1.7787691892340307e-18,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.0007725059986114502,1.6152019500732422,0.023726237937808037,316.255615234375,pf_fs_cognitive,5.0,0.0,56.0,0.0,pf,budget_dual,0.0,71.94475104438554,2.415066497539679,1.6253545324729703,0.952429429006344,8.0,8.0,8.0,8.0,0.5,16,4
236.74403381347656,234.7767791748047,2.8183813095092773,0.0,2.990615487098694,0.7548861503601074,-6.4038987159729,-120.0,8.418513774871826,10.754379987716675,0.8452380895614624,0.8452380895614624,4.215471267700195,0.0,19.198160991072655,9.996946270741849e-15,8.619190430825263e-15,-110.00132751464844,-110.7499771118164,0.0,1.0,1.0,-110.0,-110.0,0.0013261946151033044,0.7499839663505554,0.07561051845550537,234.77674865722656,du_pf_soft,5.0,0.0,20.0,0.0,pf,budget_dual,1.0,42.30742215210335,1.6831262886723177,1.268267285950053,0.9693547899487646,8.0,,,,,16,4
292.29180908203125,290.733154296875,3.4796643257141113,0.0,3.7186317443847656,0.7689292430877686,-3.321068286895752,-120.0,10.851107597351074,13.850712776184082,0.8333333134651184,0.8333333134651184,10.6770658493042,0.0,19.031335433013737,9.981991057025127e-15,8.834004762512532e-15,-110.00782775878906,-110.63231658935547,0.0,1.0,1.0,-110.0,-110.0,0.007828105241060257,0.6323156952857971,0.05033792927861214,290.733154296875,du_pf_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,1.0,62.43173878016187,2.1469242673442883,1.4866382701369119,0.9620619087730282,8.0,8.0,8.0,8.0,0.5,16,4
246.03521728515625,245.88389587402344,2.928990602493286,0.0,3.3169018030166626,0.7136881351470947,-15.957822799682617,-120.0,9.52556037902832,12.746079683303833,0.7857142686843872,0.7857142686843872,1.9602819681167603,0.0,52.599147437140346,1.0020946102269352e-14,7.199625044632205e-15,-109.99090576171875,-111.79367065429688,2.0946277752651593e-17,0.9166666865348816,0.8333333134651184,-110.0,-110.0,-0.009087450802326202,1.7936657667160034,0.049628034234046936,245.88388061523438,pf_fs_soft,5.0,1.0,56.0,0.0,pf,budget_dual,0.0,55.32036750528787,1.9682936862647773,1.4081433970276902,0.9658031442750291,8.0,,,,,16,4
270.082275390625,265.861572265625,3.2152652740478516,0.0,3.6652532815933228,0.6822200417518616,-19.19192886352539,-120.0,10.67694616317749,14.020259618759155,0.761904776096344,0.761904776096344,3.9496212005615234,0.0,51.99851818289608,1.0026881262130763e-14,6.465622714958361e-15,-109.98834228515625,-112.3672866821289,2.6881437614062476e-17,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.011658885516226292,2.367288589477539,0.04707431048154831,265.8615417480469,pf_fs_cognitive,5.0,1.0,56.0,0.0,pf,budget_dual,0.0,65.73716882546127,2.2405599525093494,1.5345657958949654,0.9559795155022227,8.0,8.0,8.0,8.0,0.5,16,4
223.8564910888672,223.03932189941406,2.6649582386016846,0.0,2.89560067653656,0.7137730717658997,-11.036127090454102,-120.0,8.089874744415283,11.000378847122192,0.7976190447807312,0.7976190447807312,9.440681457519531,0.0,18.99000662751496,1.0021706737855986e-14,8.51000618985829e-15,-109.9905776977539,-110.80062103271484,2.1706913339285955e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.009416903369128704,0.800611674785614,0.06861831247806549,223.03933715820312,du_pf_soft,5.0,1.0,20.0,0.0,pf,budget_dual,1.0,45.255677922630255,1.7435722327508518,1.237468973868948,0.9685160673938077,8.0,,,,,16,4
256.1604919433594,253.4729766845703,3.049529552459717,0.0,3.286874771118164,0.7004685401916504,-10.605612754821777,-120.0,9.42499828338623,13.531561374664307,0.7857142686843872,0.7857142686843872,9.11398696899414,0.0,18.657887461595237,1.0043184105266566e-14,8.420981333035968e-15,-109.98128509521484,-110.92352294921875,4.3184280749865994e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.01871440000832081,0.9235262870788574,0.05664877966046333,253.4729766845703,du_pf_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,1.0,56.67403929219906,2.0007304822890966,1.3576160170678926,0.9652570634378931,8.0,8.0,8.0,8.0,0.5,16,4
284.55548095703125,280.5860290527344,3.3875651359558105,0.0,3.9709028005599976,0.7719510197639465,-7.70575475692749,-120.0,11.667416095733643,13.469767332077026,0.8452380895614624,0.8452380895614624,1.4757424592971802,0.0,52.44979012478143,1.0021401805994975e-14,7.746084962421528e-15,-109.99070739746094,-111.373291015625,2.1401981478274407e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.009284859523177147,1.3732861280441284,0.030360665172338486,280.5860290527344,pf_fs_soft,5.0,2.0,56.0,0.0,pf,budget_dual,0.0,63.75032282779252,2.181437309768465,1.4924293271420022,0.9619116236118966,8.0,,,,,16,4
330.709716796875,327.56451416015625,3.9370205402374268,0.0,4.2691802978515625,0.7509372234344482,-9.007036209106445,-120.0,12.620223045349121,16.858067512512207,0.8214285969734192,0.8214285969734192,2.9677815437316895,0.0,52.13961623609066,9.992541699416126e-15,7.13617550061928e-15,-110.00323486328125,-111.6055908203125,0.0,1.0,1.0,-110.0,-110.0,0.0032402316574007273,1.6055946350097656,0.019594591110944748,327.56451416015625,pf_fs_cognitive,5.0,2.0,56.0,0.0,pf,budget_dual,0.0,72.18440175018706,2.42145143478166,1.5758883612939907,0.9542208583893633,8.0,8.0,8.0,8.0,0.5,16,4
258.64654541015625,254.726318359375,3.0791256427764893,0.0,3.3010449409484863,0.773652195930481,-4.97163200378418,-120.0,9.472518920898438,12.52010178565979,0.8452380895614624,0.8452380895614624,3.7055251598358154,0.0,18.71008000243455,1.0043766863934277e-14,8.791662432512237e-15,-109.98103332519531,-110.65523529052734,4.376703941757695e-17,0.75,0.75,-110.0,-110.0,-0.018966326490044594,0.6552305817604065,0.06622301042079926,254.72633361816406,du_pf_soft,5.0,2.0,20.0,0.0,pf,budget_dual,1.0,55.1870844210811,1.9661063702467951,1.3432945585007863,0.9660679263368758,8.0,,,,,16,4
298.6678161621094,293.2013244628906,3.5555691719055176,0.0,3.6389448642730713,0.7562580704689026,-6.821164131164551,-120.0,10.590906143188477,13.834670066833496,0.8452380895614624,0.8452380895614624,5.216401100158691,0.0,18.967709326185286,1.0004215507495185e-14,8.492385363456558e-15,-109.9981689453125,-110.76043701171875,4.215682978484653e-18,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.0018305238336324692,0.7604444622993469,0.04508331045508385,293.20135498046875,du_pf_cognitive,5.0,2.0,20.0,0.0,pf,budget_dual,1.0,65.06028508695297,2.220578233294007,1.5320917976313173,0.9580058336427669,8.0,8.0,8.0,8.0,0.5,16,4
259.8553161621094,253.44046020507812,3.093515634536743,0.0,3.4151417016983032,0.7326745390892029,-15.317349433898926,-120.0,9.85303258895874,12.675695180892944,0.7976190447807312,0.7976190447807312,2.1418819427490234,0.0,52.72640705294907,1.001487880526817e-14,8.183170903863692e-15,-109.99354553222656,-111.15471649169922,1.487898075146904e-17,0.75,0.75,-110.0,-110.0,-0.006457134149968624,1.1547117233276367,0.050046585500240326,253.44046020507812,pf_fs_soft,5.0,3.0,56.0,0.0,pf,budget_dual,0.0,57.32218917530267,2.027118505754914,1.2766439250314883,0.9566690353778388,8.0,,,,,16,4
293.6154479980469,284.1333312988281,3.495421886444092,0.0,3.834020495414734,0.7056483030319214,-15.4317045211792,-120.0,11.22545051574707,14.337852478027344,0.7857142686843872,0.7857142686843872,7.808833122253418,0.0,53.02734060306102,1.0077072199420316e-14,7.53616648116939e-15,-109.9666519165039,-111.70266723632812,7.707237490361604e-17,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.03334377333521843,1.7026704549789429,0.02987045980989933,284.1333312988281,pf_fs_cognitive,5.0,3.0,56.0,0.0,pf,budget_dual,0.0,68.94424210598609,2.3548090061721645,1.462943794723159,0.935754196676601,8.0,8.0,8.0,8.0,0.5,16,4
188.86306762695312,184.99908447265625,2.2483699321746826,0.0,2.182947039604187,0.6831178069114685,-12.667182922363281,-120.0,5.4906229972839355,9.04747462272644,0.7976190447807312,0.7976190447807312,12.711952209472656,0.0,18.93585063703358,1.0083668892013533e-14,8.804632201000594e-15,-109.96381378173828,-110.69324493408203,8.366906749683253e-17,0.75,0.6666666865348816,-110.0,-110.0,-0.03618593141436577,0.6932438015937805,0.09983842819929123,184.9990692138672,du_pf_soft,5.0,3.0,20.0,0.0,pf,budget_dual,1.0,41.340845402807346,1.6729532998533703,1.1225461061472246,0.9594182404894215,8.0,,,,,16,4
245.20108032226562,239.24691772460938,2.919060468673706,0.0,2.956419587135315,0.7151601314544678,-10.685970306396484,-120.0,8.299912452697754,11.96143126487732,0.7976190447807312,0.7976190447807312,12.266404151916504,0.0,18.888919391669333,1.0096896158517856e-14,9.118730652567329e-15,-109.95811462402344,-110.42220306396484,9.689633400115569e-17,0.9166666865348816,0.8333333134651184,-110.0,-110.0,-0.041878972202539444,0.4222032129764557,0.06434955447912216,239.24691772460938,du_pf_cognitive,5.0,3.0,20.0,0.0,pf,budget_dual,1.0,58.18840749712898,2.053788659888121,1.2963012853407956,0.9523953604093978,8.0,8.0,8.0,8.0,0.5,16,4
