algorithm,num_bs_ant,num_ut_per_sector,sweep_value,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,num_iterations_or_layers,converged,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
du_pf_soft,64,8,5.0,454.8782615661621,453.59511280059814,2.707608684897423,0.14405938433756252,2.8007525838911533,0.8767127022147179,0.14628282375633717,-91.97043209522963,7.754945985972881,9.51668580621481,0.9257812481373549,0.9257812481373549,74.39536356925964,0.0,18.096092990337638,1.0463010135751868e-14,9.434404453067058e-15,-109.8350157737732,-110.3347761631012,4.63010311235168e-16,0.5468750037252903,0.5052083360496908,-110.0,-110.0,-0.16498448342142064,0.33477587753441185,0.17514158925041554,453.5951147079468,20.0,0.0,1.0,112.35719014665871,1.9664463527945102,1.5726614000051018,0.9868041081514961,8.0,,,,
du_pf_soft,96,4,5.0,512.7370166778564,495.550009727478,6.104012116789818,0.15209668936668097,6.221182346343994,0.7714168038219213,4.961635948624462,-109.60862301290035,18.66403989493847,24.964772403240204,0.8783482108265162,0.8783482108265162,31.228028018027544,0.0,18.142491027887445,8.709287267399339e-15,3.708543177139822e-15,-110.80104160308838,-116.36807823181152,8.231810288552113e-18,0.9401041641831398,0.9296875,-110.0,-110.0,0.8010416564105434,6.3680783323943615,0.5511060461867601,495.55001068115234,20.0,0.0,1.0,113.5225696403926,3.9840169017294507,2.675736298963019,0.9402971049117106,8.0,,,,
du_pf_soft,96,6,5.0,461.8482151031494,460.47608947753906,3.665462017059326,2.1207199431955814,3.6254824064671993,0.9223121087998152,9.101945132017136,5.08004979416728,10.543544888496399,12.682751029729843,0.980654751881957,0.980654751881957,74.63845586776733,0.0,18.231392872490687,1.072790047294566e-14,9.451407024826632e-15,-109.7749490737915,-110.32872414588928,7.279006484289597e-16,0.6171874981373549,0.5937499972060323,-110.0,-110.0,-0.22504982406098858,0.32872443168162135,0.4997806288301945,460.4760866165161,20.0,0.0,1.0,115.8497656362405,2.520994884233968,2.1259835038539676,0.9905674385962245,8.0,,,,
du_pf_soft,96,8,5.0,606.6558208465576,605.284553527832,3.61104653775692,1.7141571550597712,3.637222893536091,0.908287862315774,6.486493594944477,-4.128602914512157,10.58210700750351,12.569940455257893,0.9605654776096344,0.9605654776096344,75.84960627555847,0.0,18.345236206165282,1.0631368680749179e-14,9.49434391901634e-15,-109.78514456748962,-110.30458569526672,6.313688562324785e-16,0.5859375018626451,0.5546875009313226,-110.0,-110.0,-0.2148530772537924,0.3045873513328843,0.27548762271180743,605.2845668792725,20.0,0.0,1.0,151.60423180612358,2.4800970137167484,2.0366176142509276,0.989579910501398,8.0,,,,
pf_fs_cognitive,16,4,5.0,293.3240637779236,288.4459524154663,3.4919531419873238,0.0,3.9729471430182457,0.7120728176087141,-14.821430951356888,-120.0,11.666287899017334,14.911739453673363,0.7790178563445807,0.7790178563445807,4.854532480239868,0.0,51.51691701548407,1.0014925445019828e-14,7.2690125278334e-15,-109.99356079101562,-111.8150954246521,2.3141390105240714e-17,0.9296875055879354,0.9244791716337204,-110.0,-110.0,-0.006438044585911987,1.8150960467755795,0.02935604506637897,288.4459547996521,56.0,0.0,0.0,70.80207736981029,2.3890025300567648,1.5849104218723646,0.9500810490556425,8.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,16,6,5.0,342.16007900238037,335.1180896759033,2.7155561819672585,0.0,3.189455173909664,0.5855661649256945,-32.295316994190216,-120.0,9.082827918231487,13.41235476732254,0.6448412761092186,0.6448412761092186,4.163862518966198,0.0,50.550406824593665,9.984198848402145e-15,7.310512232104744e-15,-110.00692677497864,-111.76893854141235,9.770630925696761e-18,0.9635416716337204,0.9583333376795053,-110.0,-110.0,0.006927774747645704,1.7689395043998957,0.023869867553003084,335.11808681488037,56.0,0.0,0.0,81.75642630293194,1.990150475813544,1.1927559627885418,0.9291865414344144,8.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,16,8,5.0,383.50566005706787,382.5701551437378,2.2827717810869217,0.0,2.154569523409009,0.49182485323399305,-45.338884472846985,-120.0,5.313479375094175,12.71617504954338,0.5444568451493979,0.5444568451493979,4.6114514246582985,0.0,51.04678868161864,9.989208730647799e-15,7.13235224535828e-15,-110.00477027893066,-111.82880473136902,1.3281503082727031e-17,0.9453125037252903,0.9401041697710752,-110.0,-110.0,0.004771714581693228,1.8288064636290073,0.020107187301618926,382.57015800476074,56.0,0.0,0.0,87.13728530643334,1.7597991706072658,1.0138803381999708,0.9157611806214405,8.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,32,4,5.0,379.89213943481445,378.36905097961426,4.522525459527969,0.7967552192255951,4.698907159268856,0.879543412476778,6.893076855689287,-66.79615818709135,13.938908569514751,16.36087429150939,0.9378720205277205,0.9378720205277205,12.430915266275406,0.0,50.5829722355993,1.0016032543551669e-14,7.817410324657142e-15,-109.99307084083557,-111.35299324989319,2.2153537930505386e-17,0.9244791716337204,0.9166666716337204,-110.0,-110.0,-0.0069281069150326354,1.3529963605105877,0.06893136084545398,378.3690538406372,56.0,0.0,0.0,89.78116776773759,2.946686347073136,2.299861710627385,0.9828681053208022,8.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,32,6,5.0,456.9849691390991,452.5341491699219,3.626864828169346,0.0,4.027264799922705,0.7750708926469088,-6.992999691516161,-120.0,11.817945152521133,14.685116976499557,0.8373015858232975,0.8373015858232975,11.813920795917511,0.0,50.26691345733707,1.0006040387040485e-14,8.137137098400144e-15,-109.99748587608337,-111.11331295967102,2.7540508656365126e-17,0.9244791716337204,0.9088541697710752,-110.0,-110.0,-0.002512836307506184,1.113313659094274,0.0531175410142168,452.53414821624756,56.0,0.0,0.0,111.14438904361441,2.4657754909349423,1.7427024153495365,0.9663955656332941,8.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,32,8,5.0,551.8303050994873,542.875054359436,3.2847041934728622,0.0,3.8468950614333153,0.6833254378288984,-18.364721089601517,-120.0,11.255139842629433,14.728058986365795,0.7434895783662796,0.7434895783662796,9.813727304339409,0.0,50.160038108966546,1.0004259553208442e-14,8.216634316873513e-15,-109.99820160865784,-111.00697612762451,1.838953527114409e-17,0.9192708358168602,0.9166666679084301,-110.0,-110.0,-0.0017971738573123602,1.0069784428924322,0.03656985610723492,542.8750438690186,56.0,0.0,0.0,131.60071367497977,2.252411984801757,1.4720963699741563,0.9499290346052487,8.0,8.0,8.0,8.0,0.5
