step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
1.0,15.0,-904.8031005859375,4.789424896240234,502.1818542480469,904.8031005859375,3.985570192337036,0.0,3.1268492937088013,0.47393888235092163,-17.8099365234375,-120.0,0.658730149269104,0.6408730149269104,0.07943267375230789,0.0,0.0,2.5967067665083826e-15,5.5579755606029505e-16,-115.85576629638672,-124.88729095458984,0.0,1.0,1.0,-110.0,-110.0,5.855770587921143,14.887288093566895,0.10432785004377365,904.8031005859375,2.0,2.0,2.0,0.5
2.0,0.0,-832.8937377929688,1.9590646028518677,454.06585693359375,832.8937377929688,3.6036972999572754,0.0,2.5020331144332886,0.47270718216896057,-17.490581512451172,-120.0,0.6269841194152832,0.625,0.0794326663017273,0.0,0.0,1.1798183220660037e-15,3.685618230422384e-16,-119.28185272216797,-126.10343170166016,0.0,1.0,1.0,-110.0,-110.0,9.281847953796387,16.10343360900879,0.08241256326436996,832.893798828125,2.0,2.0,2.0,0.5
3.0,-10.0,-608.1053466796875,1.898255705833435,418.95611572265625,608.1053466796875,3.3250484466552734,0.0,3.6575632095336914,0.5757123827934265,-20.438600540161133,-120.0,0.6507936716079712,0.648809552192688,0.07943267375230789,0.0,0.0,5.534046562205661e-15,1.0114321955583482e-15,-112.56957244873047,-122.4976806640625,0.0,1.0,1.0,-110.0,-110.0,2.5695717334747314,12.49768352508545,0.05965249985456467,608.1052856445312,2.0,2.0,2.0,0.5
4.0,5.0,-783.981689453125,3.8771445751190186,455.1103820800781,783.981689453125,3.6119871139526367,0.0,2.8285346031188965,0.48955535888671875,-21.05254554748535,-120.0,0.6269841194152832,0.6269841194152832,0.0794326663017273,0.0,0.0,1.578676078411805e-15,4.639975546049725e-16,-118.01707458496094,-125.30489349365234,0.0,1.0,1.0,-110.0,-110.0,8.017069816589355,15.30489444732666,0.085030697286129,783.981689453125,2.0,2.0,2.0,0.5
5.0,5.0,-852.7049560546875,2.5303847789764404,480.0341491699219,852.7049560546875,3.8097949028015137,0.0,3.0389071702957153,0.47551706433296204,-18.83294105529785,-120.0,0.6269841194152832,0.60317462682724,0.07943267375230789,0.0,0.0,8.725083631154799e-16,2.56126775502821e-16,-120.59230041503906,-126.73906707763672,0.0,1.0,1.0,-110.0,-110.0,10.592304229736328,16.73906898498535,0.09979503601789474,852.7049560546875,2.0,2.0,2.0,0.5
6.0,5.0,-803.723876953125,3.625154972076416,480.096923828125,803.723876953125,3.810292959213257,0.0,3.230457901954651,0.47853896021842957,-18.098791122436523,-120.0,0.60317462682724,0.613095223903656,0.0794326663017273,0.0,0.0,9.16372017228603e-16,3.242324860965826e-16,-120.37928009033203,-126.03143310546875,0.0,1.0,1.0,-110.0,-110.0,10.379281044006348,16.031436920166016,0.10017778724431992,803.723876953125,2.0,2.0,2.0,0.5
7.0,0.0,-793.7305908203125,2.9889395236968994,477.216552734375,793.7305908203125,3.787432909011841,0.0,2.9163488149642944,0.5167648792266846,-15.723357200622559,-120.0,0.6666666865348816,0.64682537317276,0.0794326663017273,0.0,0.0,9.962090017929387e-16,6.022040030810756e-16,-120.0165023803711,-123.01001739501953,0.0,1.0,1.0,-110.0,-110.0,10.016495704650879,13.010016441345215,0.07093153893947601,793.7305908203125,2.0,2.0,2.0,0.5
8.0,-10.0,-623.804443359375,1.46943998336792,435.3880615234375,623.804443359375,3.455460786819458,0.0,3.6654746532440186,0.5743481516838074,-15.72360897064209,-120.0,0.6746031641960144,0.6726190447807312,0.07943267375230789,0.0,0.0,5.495543409038796e-15,7.517295116500156e-16,-112.59989166259766,-124.32260131835938,0.0,1.0,1.0,-110.0,-110.0,2.59989333152771,14.322596549987793,0.05204165726900101,623.804443359375,2.0,2.0,2.0,0.5
9.0,10.0,-938.1184692382812,3.752002477645874,468.1593017578125,938.1184692382812,3.715549945831299,0.0,1.763973891735077,0.39973002672195435,-23.332698822021484,-120.0,0.5555555820465088,0.545634925365448,0.07943267375230789,0.0,0.0,8.556824771347468e-16,3.7429504495506795e-16,-120.67687225341797,-124.8268051147461,0.0,1.0,1.0,-110.0,-110.0,10.676873207092285,14.826805114746094,0.11379930377006531,938.118408203125,2.0,2.0,2.0,0.5
10.0,0.0,-732.4490966796875,2.0030977725982666,458.43780517578125,732.4490966796875,3.638395309448242,0.0,3.102403163909912,0.5013771057128906,-18.045063018798828,-120.0,0.6507936716079712,0.6329365372657776,0.07943267375230789,0.0,0.0,1.1798083694288734e-15,3.3675562999372103e-16,-119.28189086914062,-126.11959838867188,0.0,1.0,1.0,-110.0,-110.0,9.281885147094727,16.119596481323242,0.08051873743534088,732.4490966796875,2.0,2.0,2.0,0.5
