algorithm,tau_rms_ns,channel_modeling,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,sweep_value,batch_index,num_iterations_or_layers,converged,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
du_pf_cognitive,10.0,flat,555.6559677124023,542.5068206787109,4.4099679589271545,6.718071654532309e-10,4.716000407934189,0.6968250647187233,-6.778763324022293,-120.0,0.7976190447807312,0.775545634329319,68.15724039077759,0.0,1.3681650331272976,6.589123506799827e-13,2.1034932286669375e-13,-92.07765007019043,-98.07913017272949,6.489123576317295e-13,0.0,0.0,-110.0,-110.0,-17.922350883483887,-11.92086672782898,0.05857108533382416,542.5068283081055,5.0,3.5,10.0,0.0,1.0,115.74152399989421,2.604851912542463,1.6311453195225605,0.9218123399187841,6.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,4.0,4.0,4.0,0.5
du_pf_cognitive,10.0,selective,557.9189758300781,543.3505630493164,4.427928328514099,1.8138785029542248e-08,4.73389795422554,0.7085473239421844,-7.651248395442963,-120.0,0.8204365000128746,0.7695932537317276,66.80706453323364,0.0,1.3659979103722435,6.816619446366797e-13,2.1352182801942727e-13,-92.16841125488281,-97.98660182952881,6.71661944812163e-13,0.0,0.0,-110.0,-110.0,-17.831587433815002,-12.01339864730835,0.05859679356217384,543.3505630493164,5.0,3.5,10.0,0.0,1.0,116.01530402448309,2.607291028818141,1.644566342292373,0.9240973849292589,6.0,20000000.0,2000000.0,1023750.0,0.0511875,0.511875,1.0,1.0,4.0,4.0,4.0,0.5
du_pf_cognitive,20.0,flat,548.7897491455078,533.8088455200195,4.355474233627319,4.70264849283808e-09,4.626168191432953,0.6925665959715843,-6.657230645418167,-120.0,0.7986111119389534,0.7734375,66.84013986587524,0.0,1.3690183657490707,1.0774636120380182e-12,2.561174810102908e-13,-90.5304126739502,-97.83726596832275,1.0674636020491061e-12,0.0,0.0,-110.0,-110.0,-19.469584941864014,-12.162732720375061,0.05981023283675313,533.8088455200195,5.0,3.5,10.0,0.0,1.0,114.85853056924657,2.5806123596242836,1.6467226242532942,0.9281004147127003,6.0,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,4.0,4.0,4.0,0.5
du_pf_cognitive,20.0,selective,551.91943359375,538.1638717651367,4.380312979221344,8.800657735896777e-08,4.618642300367355,0.7059773281216621,-8.90717202425003,-120.0,0.8273809477686882,0.7562003806233406,66.40506935119629,0.0,1.3664533668779768,9.752064031255583e-13,2.536068262267181e-13,-90.58735847473145,-97.66870403289795,9.65206396524778e-13,0.0,0.0,-110.0,-110.0,-19.412641286849976,-12.33129596710205,0.06082234811037779,538.1638641357422,5.0,3.5,10.0,0.0,1.0,115.48858445174673,2.586841927596755,1.693341576820168,0.9324641637062514,6.0,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,4.0,4.0,4.0,0.5
du_pf_cognitive,50.0,flat,538.6227722167969,524.3731117248535,4.274783939123154,8.12885747603076e-08,4.587372004985809,0.6969432532787323,-6.533524334430695,-120.0,0.7886904776096344,0.7709573358297348,65.14733505249023,0.0,1.3710025952277647,5.842963205014273e-13,1.951232618947578e-13,-92.84733963012695,-98.37606239318848,5.742963274531741e-13,0.0,0.0,-110.0,-110.0,-17.152660846710205,-11.623932838439941,0.061815709341317415,524.373104095459,5.0,3.5,10.0,0.0,1.0,114.22682944586636,2.5630134818775936,1.6549697600330981,0.9320781441627295,6.0,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,4.0,4.0,4.0,0.5
du_pf_cognitive,50.0,selective,542.7246398925781,531.0683212280273,4.307338356971741,0.023736944606106536,4.488400995731354,0.7287843227386475,-11.14491119980812,-120.0,0.8482142761349678,0.7416914701461792,63.2758731842041,0.0,1.3675129645089328,5.85796121083549e-13,2.050012483172884e-13,-92.60690689086914,-98.07484245300293,5.757961280352959e-13,0.0,0.0,-110.0,-110.0,-17.39309310913086,-11.925159692764282,0.06166721973568201,531.0683212280273,5.0,3.5,10.0,0.0,1.0,115.49156033063655,2.5765642877745467,1.7338961939746098,0.9401024564354227,6.0,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,4.0,4.0,4.0,0.5
du_pf_cognitive,100.0,flat,565.1083374023438,550.8992462158203,4.484986782073975,0.0,4.792103588581085,0.6985500529408455,-5.5013623386621475,-120.0,0.8085317462682724,0.7813740074634552,65.8336033821106,0.0,1.3624227555192192,7.503442989555478e-13,2.321117998732537e-13,-91.59920978546143,-97.93909740447998,7.403442991310311e-13,0.0,0.0,-110.0,-110.0,-18.400790572166443,-12.060904145240784,0.06033802079036832,550.8992538452148,5.0,3.5,10.0,0.0,1.0,117.04630372955413,2.6237964571838117,1.667682964099188,0.9281963769952213,6.0,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,4.0,4.0,4.0,0.5
du_pf_cognitive,100.0,selective,567.0466079711914,552.843132019043,4.500369846820831,0.09061124498715589,4.610322743654251,0.7452047169208527,-11.211566269397736,-120.0,0.8749999925494194,0.7399553582072258,66.23790836334229,0.0,1.3592268637512461,8.406184040141932e-13,2.500978228361277e-13,-91.07303142547607,-97.5332612991333,8.306184041896765e-13,0.0,0.0,-110.0,-110.0,-18.926968336105347,-12.466737627983093,0.060805970802903175,552.8431396484375,5.0,3.5,10.0,0.0,1.0,118.4356203748788,2.636867212537155,1.7730868263931663,0.9396388617749089,6.0,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,4.0,4.0,4.0,0.5
du_pf_cognitive,200.0,flat,555.2981567382812,545.559253692627,4.407128274440765,5.602595494202944e-07,4.724260598421097,0.686311349272728,-6.455817520618439,-120.0,0.7827380895614624,0.7681051567196846,61.20634984970093,0.0,1.3658018877540599,6.907596341438043e-13,2.2541115177345363e-13,-92.28849792480469,-97.9727668762207,6.807596343192876e-13,0.0,0.0,-110.0,-110.0,-17.71150243282318,-12.027232646942139,0.062591718044132,545.5592575073242,5.0,3.5,10.0,0.0,1.0,116.79236239332974,2.6247526055153223,1.6759574445304977,0.9248013864848909,6.0,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,4.0,4.0,4.0,0.5
du_pf_cognitive,200.0,selective,560.3165588378906,548.9635238647461,4.446956753730774,0.3070693030676921,4.52506747841835,0.7414671927690506,-12.957768082618713,-120.0,0.878968246281147,0.7234622910618782,59.72776412963867,0.0,1.3614565011157538,7.200497386923924e-13,2.381942968806747e-13,-91.97737693786621,-97.73939800262451,7.100497354797439e-13,0.0,0.0,-110.0,-110.0,-18.02262270450592,-12.260602831840515,0.06224661972373724,548.9635314941406,5.0,3.5,10.0,0.0,1.0,118.33573806346054,2.6382039676913407,1.7840467222661003,0.9374963785338009,6.0,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,4.0,4.0,4.0,0.5
