sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction,num_bs_ant,num_ut_per_sector
248.397216796875,247.0994873046875,2.9571096897125244,0.0,3.422046184539795,0.7235789895057678,-18.602943420410156,-120.0,9.778670310974121,12.657767057418823,0.7857142686843872,0.757440447807312,2.7058496475219727,0.0,46.30045330990106,9.7580016644532e-15,7.427178751846179e-15,-110.10639190673828,-111.45849609375,0.0,1.0,1.0,-110.0,-110.0,0.10639093071222305,1.4585014581680298,0.037648361176252365,247.0994873046875,pf_fs_soft,5.0,0.0,48.0,0.0,pf,budget_dual,0.0,64.00765378757623,2.187620075163036,1.602718289691417,0.960473385421942,8.0,,,,,16,4
278.37548828125,278.8631286621094,3.3139939308166504,0.0,3.6599286794662476,0.6974612474441528,-20.343042373657227,-120.0,11.223052024841309,15.000814199447632,0.773809552192688,0.7321428656578064,5.973413467407227,0.0,43.05787689378485,9.99038430649947e-15,7.580233370250294e-15,-110.00418090820312,-111.41634368896484,0.0,1.0,1.0,-110.0,-110.0,0.004178055562078953,1.4163380861282349,0.025032280012965202,278.8631591796875,pf_fs_cognitive,5.0,0.0,48.0,0.0,pf,budget_dual,0.0,71.99506591035222,2.411831951282166,1.6798875879500432,0.9552119962701272,8.0,8.0,8.0,8.0,0.5,16,4
213.21434020996094,211.30636596679688,2.5382659435272217,0.0,2.8976768255233765,0.7413594722747803,-11.81505298614502,-120.0,7.4984869956970215,10.33069396018982,0.7976190447807312,0.7805059552192688,4.7674784660339355,0.0,14.753339837770909,9.600437442637902e-15,7.950701017423855e-15,-110.17709350585938,-111.06595611572266,0.0,1.0,1.0,-110.0,-110.0,0.17708969116210938,1.0659619569778442,0.07651250064373016,211.30636596679688,du_pf_soft,5.0,0.0,16.0,0.0,pf,budget_dual,1.0,54.639944721692856,1.9515179832950706,1.4148861196171456,0.9658717150293531,8.0,,,,,16,4
259.1280517578125,256.7751159667969,3.084857702255249,0.0,3.4519790410995483,0.7162280678749084,-13.94147777557373,-120.0,9.66226863861084,13.484642267227173,0.773809552192688,0.7641369104385376,7.342963218688965,0.0,14.344998891232535,9.954894473042462e-15,8.463681957972952e-15,-110.0196304321289,-110.80108642578125,0.0,1.0,1.0,-110.0,-110.0,0.019633548334240913,0.8010892868041992,0.04295520484447479,256.77508544921875,du_pf_cognitive,5.0,0.0,16.0,0.0,pf,budget_dual,1.0,66.08734620877834,2.2478425821264625,1.5954126408846871,0.9553330517247074,8.0,8.0,8.0,8.0,0.5,16,4
319.0140686035156,314.31390380859375,3.7977864742279053,0.0,4.20735239982605,0.7427331209182739,-14.222262382507324,-120.0,12.797261714935303,16.64674139022827,0.7976190447807312,0.777529776096344,2.270226001739502,0.0,42.67325383936986,9.962366150670192e-15,8.796697196350716e-15,-110.01637268066406,-110.637939453125,0.0,1.0,1.0,-110.0,-110.0,0.016375098377466202,0.6379321217536926,0.017981018871068954,314.31390380859375,pf_fs_soft,5.0,1.0,48.0,0.0,pf,budget_dual,0.0,74.97792030715834,2.5180045935020714,1.6880152118815137,0.9437563685758423,8.0,,,,,16,4
340.59710693359375,336.54595947265625,4.054727554321289,0.0,4.3321521282196045,0.7135197520256042,-16.210086822509766,-120.0,13.49373722076416,18.3992280960083,0.8214285969734192,0.7589285969734192,4.885026931762695,0.0,43.261529670795426,9.990259792656223e-15,8.380341539259654e-15,-110.00422668457031,-110.8857650756836,0.0,1.0,1.0,-110.0,-110.0,0.004231846425682306,0.8857671618461609,0.014355607330799103,336.54595947265625,pf_fs_cognitive,5.0,1.0,48.0,0.0,pf,budget_dual,0.0,80.88858926857517,2.714449006825898,1.7747612289780543,0.9331089320150513,8.0,8.0,8.0,8.0,0.5,16,4
275.0845031738281,270.53436279296875,3.274815559387207,0.0,3.6276861429214478,0.7561629414558411,-9.560317993164062,-120.0,10.305232524871826,13.532454490661621,0.7976190447807312,0.793154776096344,4.4327545166015625,0.0,14.534776017535478,9.898293190408088e-15,9.32088353575904e-15,-110.04439544677734,-110.31426239013672,0.0,1.0,1.0,-110.0,-110.0,0.04439660161733627,0.31425777077674866,0.05567045509815216,270.5343322753906,du_pf_soft,5.0,1.0,16.0,0.0,pf,budget_dual,1.0,64.46434420009052,2.2126723512616464,1.4743692803586141,0.9526945268443908,8.0,,,,,16,4
315.74871826171875,309.2721252441406,3.758913278579712,0.0,4.100813627243042,0.7174248099327087,-11.365498542785645,-120.0,11.938915252685547,16.77959680557251,0.7857142686843872,0.7700892686843872,6.991350173950195,0.0,14.513369030086324,9.968053129878057e-15,8.867287228108995e-15,-110.0138931274414,-110.59417724609375,0.0,1.0,1.0,-110.0,-110.0,0.01389662828296423,0.5941832661628723,0.031099434942007065,309.27215576171875,du_pf_cognitive,5.0,1.0,16.0,0.0,pf,budget_dual,1.0,74.97012486652498,2.527902089503962,1.6914262545466683,0.9362722805893593,8.0,8.0,8.0,8.0,0.5,16,4
260.8505554199219,254.12216186523438,3.1053638458251953,0.0,3.756956458091736,0.7394915819168091,-16.12874984741211,-120.0,10.130980014801025,13.445937871932983,0.761904776096344,0.7686011791229248,1.6813949346542358,0.0,43.097524208016694,1.0038874401630937e-14,6.977299648285159e-15,-109.98314666748047,-111.9659652709961,3.8874577114236114e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.016850242391228676,1.9659653902053833,0.045561425387859344,254.12217712402344,pf_fs_soft,5.0,2.0,48.0,0.0,pf,budget_dual,0.0,63.55883745833427,2.1777560162225376,1.5487638790500768,0.9585782769478831,8.0,,,,,16,4
306.3690185546875,296.656005859375,3.647250175476074,0.0,4.423233509063721,0.707693338394165,-17.557329177856445,-120.0,12.564420223236084,16.440929412841797,0.761904776096344,0.742559552192688,3.0669658184051514,0.0,42.87698492407799,9.996191564385845e-15,7.062379449155644e-15,-110.00165557861328,-111.74893951416016,0.0,1.0,1.0,-110.0,-110.0,0.001654315972700715,1.7489484548568726,0.026426609605550766,296.656005859375,pf_fs_cognitive,5.0,2.0,48.0,0.0,pf,budget_dual,0.0,73.23184279208996,2.4600670041020076,1.656727047925405,0.9445240754922485,8.0,8.0,8.0,8.0,0.5,16,4
