algorithm,sweep_value,batch_index,iteration,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot,num_bs_ant,num_ut_per_sector
pf_fs_soft,5.0,0.0,1.0,115.0457992553711,0.0,7.274318951019931e-18,0.9006277918815613,8.0,16,4
pf_fs_soft,5.0,0.0,2.0,125.759521484375,0.0,9.227322817504172e-17,0.823392927646637,8.0,16,4
pf_fs_soft,5.0,0.0,3.0,134.04457092285156,0.0,9.988720733791062e-17,0.42701277136802673,8.0,16,4
pf_fs_soft,5.0,0.0,4.0,141.4183349609375,0.0,9.411044263763629e-17,0.31197166442871094,8.0,16,4
pf_fs_soft,5.0,0.0,5.0,148.1515350341797,0.0,9.083496623060391e-17,0.2580120265483856,8.0,16,4
pf_fs_soft,5.0,0.0,6.0,154.854248046875,0.0,4.748466702307608e-17,0.22789804637432098,8.0,16,4
pf_fs_soft,5.0,0.0,7.0,162.56216430664062,0.0,5.2479620313034686e-17,0.2019789069890976,8.0,16,4
pf_fs_soft,5.0,0.0,8.0,170.63168334960938,0.0,0.0,0.1834537237882614,8.0,16,4
pf_fs_soft,5.0,0.0,9.0,177.7056884765625,0.0,0.0,0.16783222556114197,8.0,16,4
pf_fs_soft,5.0,0.0,10.0,184.14111328125,0.0,0.0,0.1539182811975479,8.0,16,4
pf_fs_soft,5.0,0.0,11.0,190.13710021972656,0.0,0.0,0.14328265190124512,8.0,16,4
pf_fs_soft,5.0,0.0,12.0,195.75245666503906,0.0,0.0,0.1332615315914154,8.0,16,4
pf_fs_soft,5.0,0.0,13.0,201.50933837890625,0.0,0.0,0.12371575832366943,8.0,16,4
pf_fs_soft,5.0,0.0,14.0,206.96102905273438,0.0,0.0,0.11405821144580841,8.0,16,4
pf_fs_soft,5.0,0.0,15.0,212.03851318359375,0.0,0.0,0.10513988882303238,8.0,16,4
pf_fs_soft,5.0,0.0,16.0,216.40670776367188,0.0,0.0,0.09724897891283035,8.0,16,4
