algorithm,num_bs_ant,num_ut_per_sector,sweep_value,iteration,batch_index,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot
du_pf_cognitive,16,4,5.0,1.0,11.5,136.47500324249268,0.0,1.7156722932714792e-16,0.8874091804027557,8.0
du_pf_cognitive,16,4,5.0,2.0,11.5,169.02416483561197,0.0,1.426038553148133e-16,0.5769306172927221,8.0
du_pf_cognitive,16,4,5.0,3.0,11.5,176.52045249938965,0.0,1.468861715518153e-16,0.32417331511775654,8.0
du_pf_cognitive,16,4,5.0,4.0,11.5,183.91261100769043,0.0,1.2286442304680175e-16,0.25759169024725753,8.0
du_pf_cognitive,16,4,5.0,5.0,11.5,192.62969144185385,0.0,9.937111722175647e-17,0.21994206371406713,8.0
du_pf_cognitive,16,4,5.0,6.0,11.5,201.60439236958823,0.0,9.190159246943389e-17,0.19427015942831835,8.0
du_pf_cognitive,16,4,5.0,7.0,11.5,210.66528765360513,0.0,8.189809806932113e-17,0.17318873417874178,8.0
du_pf_cognitive,16,4,5.0,8.0,11.5,219.13066164652506,0.0,7.10508529746247e-17,0.15522465544442335,8.0
du_pf_cognitive,16,4,5.0,9.0,11.5,226.6962693532308,0.0,6.065168830902577e-17,0.13821457140147686,8.0
du_pf_cognitive,16,4,5.0,10.0,11.5,233.0849609375,0.0,4.979752577859341e-17,0.12601661899437508,8.0
du_pf_cognitive,16,4,5.0,11.0,11.5,238.73844464619955,0.0,4.016414948339132e-17,0.11486624646931887,8.0
du_pf_cognitive,16,4,5.0,12.0,11.5,243.6252873738607,0.0,2.7414468389161714e-17,0.10518318849305312,8.0
du_pf_cognitive,16,4,5.0,13.0,11.5,247.9296735127767,0.0,1.9185966823059813e-17,0.09657285766055186,8.0
du_pf_cognitive,16,4,5.0,14.0,11.5,251.7124169667562,0.0,1.2383727567976278e-17,0.08944411141177018,8.0
du_pf_cognitive,16,4,5.0,15.0,11.5,255.17785453796387,0.0,1.250294745530232e-17,0.08328524169822533,8.0
du_pf_cognitive,16,4,5.0,16.0,11.5,259.2177728017171,0.0,1.0266004027682652e-17,0.049192497972398996,8.0
du_pf_cognitive,16,6,5.0,1.0,11.5,143.6378049850464,0.0,8.78756448711342e-17,0.8917046611507734,8.0
du_pf_cognitive,16,6,5.0,2.0,11.5,181.26814333597818,0.0,3.6645821671773236e-17,0.5398455138007799,8.0
du_pf_cognitive,16,6,5.0,3.0,11.5,190.71404012044272,0.0,3.643946326999841e-17,0.30246534074346226,8.0
du_pf_cognitive,16,6,5.0,4.0,11.5,199.33274141947427,0.0,2.040258847963274e-17,0.2376333853850762,8.0
du_pf_cognitive,16,6,5.0,5.0,11.5,209.39439328511557,0.0,1.5484468136597988e-17,0.20404642509917417,8.0
du_pf_cognitive,16,6,5.0,6.0,11.5,219.9759349822998,0.0,1.6605092725815427e-17,0.1813159262140592,8.0
du_pf_cognitive,16,6,5.0,7.0,11.5,230.9366226196289,0.0,1.871180483779475e-17,0.16268492552141348,8.0
du_pf_cognitive,16,6,5.0,8.0,11.5,241.63450622558594,0.0,6.59605731850605e-18,0.14669888156155744,8.0
du_pf_cognitive,16,6,5.0,9.0,11.5,251.8341547648112,0.0,6.554729169287934e-18,0.13158564797292152,8.0
du_pf_cognitive,16,6,5.0,10.0,11.5,260.90604972839355,0.0,5.062574753581077e-18,0.1204919870942831,8.0
du_pf_cognitive,16,6,5.0,11.0,11.5,269.17357126871747,0.0,6.7826869112177476e-18,0.11007625237107277,8.0
du_pf_cognitive,16,6,5.0,12.0,11.5,276.43187777201337,0.0,1.599131147641128e-17,0.10101229604333639,8.0
du_pf_cognitive,16,6,5.0,13.0,11.5,282.8661708831787,0.0,1.4081216887313366e-17,0.0928023171921571,8.0
du_pf_cognitive,16,6,5.0,14.0,11.5,288.55519421895343,0.0,1.2480324617002736e-17,0.08608530430744092,8.0
du_pf_cognitive,16,6,5.0,15.0,11.5,293.63027064005536,0.0,1.0881549929060245e-17,0.08004757855087519,8.0
du_pf_cognitive,16,6,5.0,16.0,11.5,298.7573356628418,0.0,1.45648374071561e-17,0.04727913268531362,8.0
du_pf_cognitive,16,8,5.0,1.0,11.5,149.9632085164388,0.0,2.6638812084929373e-16,0.8909443741043409,8.0
du_pf_cognitive,16,8,5.0,2.0,11.5,194.205109278361,0.0,1.2078774531141048e-16,0.5229317483802637,8.0
du_pf_cognitive,16,8,5.0,3.0,11.5,206.79222106933594,0.0,9.759570087127199e-17,0.2922600482900937,8.0
du_pf_cognitive,16,8,5.0,4.0,11.5,216.72041765848795,0.0,5.849337777334288e-17,0.22520004647473493,8.0
du_pf_cognitive,16,8,5.0,5.0,11.5,227.71295928955078,0.0,3.7802268696051637e-17,0.19215244551499686,8.0
