step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
22.0,-5.0,-721.9962158203125,23.764755249023438,479.241455078125,721.9962158203125,3.8035035133361816,0.0,3.6950318813323975,0.5799351334571838,-13.324698448181152,-120.0,0.6984127163887024,0.7003968358039856,67.6664810180664,0.0,0.0,5.378101393047063e-13,2.429019171131669e-13,-92.69371032714844,-96.87728881835938,5.278101631971122e-13,0.0,0.0,-110.0,-110.0,-17.306289672851562,-13.122714042663574,0.059522658586502075,721.9962158203125,2.0,2.0,2.0,0.5
23.0,15.0,-1024.01806640625,25.188446044921875,530.606689453125,1024.01806640625,4.2111639976501465,0.0,2.5771679878234863,0.4279076159000397,-21.912857055664062,-120.0,0.5634920597076416,0.5714285969734192,77.03138732910156,0.0,0.0,7.161433989225086e-13,2.829292789635618e-13,-91.44999694824219,-96.84908294677734,7.061434228149144e-13,0.0,0.0,-110.0,-110.0,-18.55000114440918,-13.150921821594238,0.14473450183868408,1024.0181884765625,2.0,2.0,2.0,0.5
24.0,0.0,-773.7678833007812,25.424522399902344,444.0804748535156,773.7678833007812,3.5244481563568115,0.0,2.686564087867737,0.4902653098106384,-18.449525833129883,-120.0,0.5952380895614624,0.5853174328804016,76.87522888183594,0.0,0.0,4.4614754056947203e-13,1.9754716525793858e-13,-93.50521087646484,-98.568359375,4.3614753735682354e-13,0.0,0.0,-110.0,-110.0,-16.49478530883789,-11.43164348602295,0.08395123481750488,773.7678833007812,2.0,2.0,2.0,0.5
25.0,0.0,-875.0388793945312,16.03730010986328,492.755859375,875.0388793945312,3.9107608795166016,0.0,3.373911738395691,0.4964574873447418,-19.76941680908203,-120.0,0.6428571343421936,0.6349206566810608,73.48965454101562,0.0,0.0,7.404819487612235e-13,2.0820307012735934e-13,-91.30485534667969,-99.3449935913086,7.304819726536294e-13,0.0,0.0,-110.0,-110.0,-18.695144653320312,-10.654999732971191,0.07117012143135071,875.0389404296875,2.0,2.0,2.0,0.5
26.0,-10.0,-633.0726928710938,29.270565032958984,455.5523376464844,633.0726928710938,3.615494728088379,0.0,3.58916175365448,0.633683443069458,-8.570484161376953,-120.0,0.7777777910232544,0.7460317611694336,79.43265533447266,0.0,0.0,4.976339978111921e-13,1.637979031923753e-13,-93.03089904785156,-98.69110107421875,4.876340217035979e-13,0.0,0.0,-110.0,-110.0,-16.969099044799805,-11.308897972106934,0.05250448361039162,633.07275390625,2.0,2.0,2.0,0.5
27.0,15.0,-840.389892578125,2321.99365234375,493.08648681640625,840.389892578125,3.9133849143981934,0.0,2.7133911848068237,0.4375813603401184,-20.672056198120117,-120.0,0.5873016119003296,0.5833333134651184,79.43265533447266,0.0,0.0,2.863104718586751e-12,5.142395298647628e-13,-85.43162536621094,-96.67334747314453,2.853104688269048e-12,0.0,0.0,-110.0,-110.0,-24.56837272644043,-13.32664966583252,0.3397320806980133,840.389892578125,2.0,2.0,2.0,0.5
28.0,15.0,-882.0322875976562,9.47148609161377,548.5254516601562,882.0322875976562,4.353376388549805,0.0,3.3834863901138306,0.4921451807022095,-12.206466674804688,-120.0,0.6984127163887024,0.6646825671195984,62.27394485473633,0.0,0.0,1.926889203751614e-12,2.5726076542491316e-13,-87.15143585205078,-99.44898223876953,1.916889173433911e-12,0.0,0.0,-110.0,-110.0,-22.848567962646484,-10.55101203918457,0.1167716458439827,882.0323486328125,2.0,2.0,2.0,0.5
29.0,5.0,-814.5037841796875,21291.525390625,496.8929443359375,814.5037841796875,3.9435946941375732,0.0,3.3425434827804565,0.5089868903160095,-13.840469360351562,-120.0,0.6666666865348816,0.636904776096344,79.43267059326172,0.0,0.0,2.5157916657032875e-13,1.4354510147803617e-13,-95.99325561523438,-99.01949310302734,2.4157916335768026e-13,0.0,0.0,-110.0,-110.0,-14.006747245788574,-10.98050308227539,0.4425492584705353,814.5037231445312,2.0,2.0,2.0,0.5
30.0,15.0,-995.113037109375,37.8860969543457,514.2762451171875,995.113037109375,4.081557273864746,0.0,1.7211501002311707,0.4153366684913635,-23.038921356201172,-120.0,0.5555555820465088,0.5515872836112976,79.43265533447266,0.0,0.0,6.975658657475126e-13,2.438481816642579e-13,-91.56414031982422,-97.61514282226562,6.875658896399184e-13,0.0,0.0,-110.0,-110.0,-18.43585205078125,-12.384860038757324,0.12042015045881271,995.1130981445312,2.0,2.0,2.0,0.5
31.0,5.0,-947.9042358398438,41.85995101928711,462.13934326171875,947.9042358398438,3.6677725315093994,0.0,2.330505609512329,0.43614259362220764,-26.919504165649414,-120.0,0.5555555820465088,0.5595238208770752,75.02951049804688,0.0,0.0,3.3835925055715477e-13,1.3945709008162527e-13,-94.70622253417969,-99.37958526611328,3.283592473445063e-13,0.0,0.0,-110.0,-110.0,-15.293781280517578,-10.62041187286377,0.0971243754029274,947.904296875,2.0,2.0,2.0,0.5
32.0,-5.0,-628.4164428710938,23.573137283325195,410.720947265625,628.4164428710938,3.259690046310425,0.0,3.1041595935821533,0.5378812551498413,-21.86041831970215,-120.0,0.6507936716079712,0.613095223903656,67.2141342163086,0.0,0.0,1.683606596150633e-12,4.12241123399007e-13,-87.73759460449219,-97.08919525146484,1.6736065658329302e-12,0.0,0.0,-110.0,-110.0,-22.262405395507812,-12.910801887512207,0.06740324944257736,628.4164428710938,2.0,2.0,2.0,0.5
33.0,10.0,-963.9483642578125,43.48377227783203,527.2738037109375,963.9483642578125,4.184712886810303,0.0,3.084111452102661,0.45550990104675293,-23.676288604736328,-120.0,0.579365074634552,0.5734127163887024,79.43266296386719,0.0,0.0,2.4981529431894467e-12,3.5156675747688437e-13,-86.02381134033203,-98.2568588256836,2.488152912871744e-12,0.0,0.0,-110.0,-110.0,-23.9761905670166,-11.743145942687988,0.11043369024991989,963.9483642578125,2.0,2.0,2.0,0.5
34.0,-5.0,-780.838623046875,14.73312759399414,503.47845458984375,780.838623046875,3.9958608150482178,0.0,3.7930878400802612,0.5705578923225403,-6.981013298034668,-120.0,0.7142857313156128,0.7222222089767456,66.93199157714844,0.0,0.0,4.4337756664909744e-13,1.9281810577451847e-13,-93.53226470947266,-98.70183563232422,4.3337756343644895e-13,0.0,0.0,-110.0,-110.0,-16.467737197875977,-11.298171997070312,0.06203378736972809,780.838623046875,2.0,2.0,2.0,0.5
35.0,0.0,-902.7750244140625,5183.39990234375,482.26531982421875,902.7750244140625,3.827502489089966,0.0,2.373237729072571,0.4666993021965027,-14.520476341247559,-120.0,0.6269841194152832,0.6071428656578064,61.731224060058594,0.0,0.0,3.992047577922042e-13,9.513595559127244e-14,-93.98804473876953,-101.42081451416016,3.892047545795557e-13,0.0,0.0,-110.0,-110.0,-16.0119571685791,-8.579188346862793,0.10564275085926056,902.7750244140625,2.0,2.0,2.0,0.5
36.0,10.0,-789.601806640625,9.44073486328125,518.8794555664062,789.601806640625,4.118091106414795,0.0,3.0203884840011597,0.48814857006073,-14.370695114135742,-120.0,0.658730149269104,0.6547619104385376,68.20530700683594,0.0,0.0,7.686951661138586e-13,1.6992246639705583e-13,-91.1424560546875,-98.96480560302734,7.586951900062644e-13,0.0,0.0,-110.0,-110.0,-18.857542037963867,-11.035194396972656,0.0957624688744545,789.6017456054688,2.0,2.0,2.0,0.5
37.0,10.0,-945.2464599609375,10.398149490356445,515.7734375,945.2464599609375,4.093440055847168,0.0,2.575434684753418,0.44034284353256226,-21.49815559387207,-120.0,0.6190476417541504,0.5853174328804016,79.43265533447266,0.0,0.0,3.0013529639036363e-13,1.71787998865143e-13,-95.2268295288086,-98.38815307617188,2.9013529317771514e-13,0.0,0.0,-110.0,-110.0,-14.773170471191406,-11.611845970153809,0.11950702965259552,945.2464599609375,2.0,2.0,2.0,0.5
38.0,15.0,-939.2273559570312,15.205240249633789,528.5411376953125,939.2273559570312,4.194770812988281,0.0,3.0478440523147583,0.46506133675575256,-15.773300170898438,-120.0,0.6190476417541504,0.6150793433189392,56.88408279418945,0.0,0.0,3.6708326265830205e-13,1.737698933313922e-13,-94.35235595703125,-98.20995330810547,3.5708325944565356e-13,0.0,0.0,-110.0,-110.0,-15.647645950317383,-11.790045738220215,0.11173500120639801,939.2273559570312,2.0,2.0,2.0,0.5
39.0,15.0,-1010.863525390625,78.28385162353516,540.0770263671875,1010.863525390625,4.286325454711914,0.0,3.2085529565811157,0.4486442804336548,-20.01723289489746,-120.0,0.60317462682724,0.5972222089767456,78.84905242919922,0.0,0.0,9.11047062443493e-13,2.3313943549145566e-13,-90.40459442138672,-97.66890716552734,9.010470863358988e-13,0.0,0.0,-110.0,-110.0,-19.595407485961914,-12.331097602844238,0.12264706194400787,1010.8635864257812,2.0,2.0,2.0,0.5
40.0,15.0,-1000.1031494140625,38.58650588989258,539.43017578125,1000.1031494140625,4.281191825866699,0.0,3.5104445219039917,0.4829387962818146,-11.816211700439453,-120.0,0.658730149269104,0.6607142686843872,79.43267059326172,0.0,0.0,7.066606414612986e-13,1.986778254935151e-13,-91.50788879394531,-98.618408203125,6.966606653537044e-13,0.0,0.0,-110.0,-110.0,-18.492109298706055,-11.381591796875,0.1029011681675911,1000.1032104492188,2.0,2.0,2.0,0.5
41.0,10.0,-966.00439453125,16.096628189086914,487.87322998046875,966.00439453125,3.872009754180908,0.0,2.1441560983657837,0.40608319640159607,-20.595943450927734,-120.0,0.5873016119003296,0.557539701461792,79.43265533447266,0.0,0.0,1.6446029650965532e-12,3.2831474084532575e-13,-87.83939361572266,-97.6300277709961,1.6346029347788504e-12,0.0,0.0,-110.0,-110.0,-22.16061019897461,-12.369975090026855,0.23952461779117584,966.00439453125,2.0,2.0,2.0,0.5
42.0,15.0,-896.258056640625,8.317774772644043,537.854248046875,896.258056640625,4.268684387207031,0.0,2.9732654094696045,0.4823799729347229,-16.863447189331055,-120.0,0.6507936716079712,0.6448412537574768,54.86018371582031,0.0,0.0,2.439181940195462e-13,9.498369972493759e-14,-96.12755584716797,-101.14252471923828,2.339181908068977e-13,0.0,0.0,-110.0,-110.0,-13.872442245483398,-8.857471466064453,0.10758519917726517,896.2581176757812,2.0,2.0,2.0,0.5
43.0,0.0,-829.2102661132812,6.619158744812012,514.8605346679688,829.2102661132812,4.0861945152282715,0.0,3.274912476539612,0.49403420090675354,-16.277666091918945,-120.0,0.6190476417541504,0.613095223903656,79.43265533447266,0.0,0.0,6.664302898591601e-13,2.1708943507853934e-13,-91.762451171875,-98.9599380493164,6.564303137515659e-13,0.0,0.0,-110.0,-110.0,-18.237546920776367,-11.040066719055176,0.06183772534132004,829.210205078125,2.0,2.0,2.0,0.5
44.0,5.0,-891.0458984375,16.836380004882812,516.9027099609375,891.0458984375,4.102402687072754,0.0,2.992162346839905,0.5017077326774597,-17.19138526916504,-120.0,0.658730149269104,0.625,68.68527221679688,0.0,0.0,1.8902097768946913e-12,2.802118346384441e-13,-87.23490142822266,-98.54208374023438,1.8802097465769885e-12,0.0,0.0,-110.0,-110.0,-22.765098571777344,-11.45791244506836,0.08851157873868942,891.0458984375,2.0,2.0,2.0,0.5
45.0,10.0,-907.1666259765625,8.147073745727539,499.86419677734375,907.1666259765625,3.9671761989593506,0.0,2.341997981071472,0.44195517897605896,-23.353649139404297,-120.0,0.5952380895614624,0.5694444179534912,79.43266296386719,0.0,0.0,1.7113581385341803e-11,1.6212173747573444e-12,-77.66658782958984,-95.7282485961914,1.7103580704502797e-11,0.0,0.0,-110.0,-110.0,-32.33340835571289,-14.271751403808594,0.09342000633478165,907.1666259765625,2.0,2.0,2.0,0.5
46.0,5.0,-720.5989990234375,17.791746139526367,466.5782470703125,720.5989990234375,3.7030019760131836,0.0,2.8371798992156982,0.4791223108768463,-22.124008178710938,-120.0,0.6507936716079712,0.6190476417541504,58.93083953857422,0.0,0.0,4.495088383547202e-13,1.7095470818042496e-13,-93.47261810302734,-99.16547393798828,4.3950883514207173e-13,0.0,0.0,-110.0,-110.0,-16.52738380432129,-10.83452320098877,0.07941345870494843,720.5989990234375,2.0,2.0,2.0,0.5
47.0,-10.0,-645.0271606445312,762.8330688476562,453.114990234375,645.0271606445312,3.5961506366729736,0.0,3.7319027185440063,0.6132250428199768,-12.016063690185547,-120.0,0.7222222089767456,0.7202380895614624,77.85794067382812,0.0,0.0,4.840019444257715e-12,6.406369033352954e-13,-83.15152740478516,-96.04852294921875,4.830019630780447e-12,0.0,0.0,-110.0,-110.0,-26.84847068786621,-13.951478004455566,0.05927010998129845,645.0272216796875,2.0,2.0,2.0,0.5
48.0,-10.0,-600.777099609375,19.6304988861084,462.95880126953125,600.777099609375,3.674276113510132,0.0,3.923662304878235,0.6442154049873352,-11.49511432647705,-120.0,0.7539682388305664,0.72817462682724,76.79730987548828,0.0,0.0,1.0039036659262313e-12,2.3897263291480786e-13,-89.98307800292969,-97.9403305053711,9.939036356085285e-13,0.0,0.0,-110.0,-110.0,-20.01692008972168,-12.059674263000488,0.04773588478565216,600.777099609375,2.0,2.0,2.0,0.5
49.0,0.0,-781.0733642578125,18.345705032348633,469.2932434082031,781.0733642578125,3.7245495319366455,0.0,2.95803439617157,0.49709296226501465,-15.93404483795166,-120.0,0.658730149269104,0.6408730149269104,46.45277786254883,0.0,0.0,1.3238156230943599e-12,2.8289818946626577e-13,-88.78172302246094,-97.5748291015625,1.313815592776657e-12,0.0,0.0,-110.0,-110.0,-21.21827507019043,-12.4251708984375,0.07024861872196198,781.0732421875,2.0,2.0,2.0,0.5
50.0,-5.0,-726.2107543945312,14.22447395324707,516.128173828125,726.2107543945312,4.096255302429199,0.0,4.289072513580322,0.5648960471153259,-12.154151916503906,-120.0,0.682539701461792,0.6726190447807312,78.46385955810547,0.0,0.0,1.05417237439287e-12,2.576677749204642e-13,-89.77088165283203,-97.5047378540039,1.0441723440751671e-12,0.0,0.0,-110.0,-110.0,-20.229116439819336,-12.495258331298828,0.0612373910844326,726.2107543945312,2.0,2.0,2.0,0.5
51.0,0.0,-722.0675048828125,51.016136169433594,433.142578125,722.0675048828125,3.4376394748687744,0.0,3.022562265396118,0.558032751083374,-16.59891128540039,-120.0,0.682539701461792,0.6607142686843872,69.44425964355469,0.0,0.0,2.8309880481525163e-12,5.269982041901378e-13,-85.48062133789062,-98.18001556396484,2.8209880178348135e-12,0.0,0.0,-110.0,-110.0,-24.519378662109375,-11.819984436035156,0.06705932319164276,722.0674438476562,2.0,2.0,2.0,0.5
52.0,10.0,-882.9486694335938,14.395951271057129,489.99005126953125,882.9486694335938,3.8888099193573,0.0,2.3011521100997925,0.4283108711242676,-24.63608169555664,-120.0,0.5873016119003296,0.567460298538208,76.93431854248047,0.0,0.0,1.6336898197091831e-12,3.15857664459282e-13,-87.86830139160156,-98.41754150390625,1.6236897893914803e-12,0.0,0.0,-110.0,-110.0,-22.131696701049805,-11.58245849609375,0.10917908698320389,882.9486083984375,2.0,2.0,2.0,0.5
53.0,0.0,-806.6175537109375,7.288756847381592,507.723388671875,806.6175537109375,4.029550552368164,0.0,3.510706901550293,0.5243036150932312,-14.968619346618652,-120.0,0.6746031641960144,0.6607142686843872,51.174076080322266,0.0,0.0,1.832608771765859e-13,1.1305605567392754e-13,-97.36930084228516,-99.78018951416016,1.732608739639374e-13,0.0,0.0,-110.0,-110.0,-12.630697250366211,-10.219803810119629,0.06205961853265762,806.6176147460938,2.0,2.0,2.0,0.5
54.0,-5.0,-706.7468872070312,31.089622497558594,454.7830810546875,706.7468872070312,3.609389543533325,0.0,3.800603151321411,0.5554566383361816,-14.5909423828125,-120.0,0.6269841194152832,0.6388888955116272,75.5680923461914,0.0,0.0,5.267678654385932e-13,1.6316005350177493e-13,-92.78380584716797,-98.62814331054688,5.16767889330999e-13,0.0,0.0,-110.0,-110.0,-17.2161922454834,-11.371857643127441,0.06056180223822594,706.746826171875,2.0,2.0,2.0,0.5
55.0,-10.0,-694.8519287109375,18.69305992126465,458.05426025390625,694.8519287109375,3.6353511810302734,0.0,3.650454521179199,0.5695323944091797,-11.28956413269043,-120.0,0.6984127163887024,0.6984127163887024,66.84815979003906,0.0,0.0,2.20615366253174e-12,5.365795156288267e-13,-86.56363677978516,-96.0970458984375,2.1961536322140374e-12,0.0,0.0,-110.0,-110.0,-23.436359405517578,-13.9029541015625,0.057074978947639465,694.8519287109375,2.0,2.0,2.0,0.5
