algorithm,num_bs_ant,num_ut_per_sector,sweep_value,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,batch_index,num_iterations_or_layers,converged,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
du_pf_cognitive,16,4,5.0,334.55607986450195,328.3452606201172,3.9828104972839355,8.397584355668289e-09,4.244643323123455,0.6516162343323231,-12.073976665735245,-120.0,0.7574404701590538,0.7292131707072258,59.55531144142151,0.0,1.6755846917512827,1.0798129968306314e-12,3.445310214490846e-13,-90.26443243026733,-96.17224788665771,1.0698129970061147e-12,0.0,0.0,-110.0,-110.0,-19.735565900802612,-13.827752590179443,0.04516183282248676,328.34525871276855,7.5,12.0,0.0,1.0,70.5453094911981,2.412382318641158,1.5010841990138108,0.9199968669481777,6.0,8.0,8.0,8.0,0.5
du_pf_cognitive,16,6,5.0,380.28053092956543,367.23643493652344,3.0180994421243668,0.0,2.813249386847019,0.5528391636908054,-26.80558168888092,-120.0,0.646329365670681,0.6125062070786953,62.62767744064331,0.0,1.6705856753978878,1.0827614676980468e-12,3.1163030767271827e-13,-90.49619722366333,-96.7800645828247,1.0727614712616618e-12,0.0,0.0,-110.0,-110.0,-19.50380164384842,-13.2199347615242,0.045150757068768144,367.2364311218262,7.5,12.0,0.0,1.0,78.89358741594117,1.9741596484147501,1.1195837127422053,0.897144793880303,6.0,8.0,8.0,8.0,0.5
du_pf_cognitive,16,8,5.0,419.1676025390625,406.1768207550049,2.4950452148914337,0.0,1.7341968677937984,0.47579004243016243,-37.4895213842392,-120.0,0.5580357201397419,0.5236002560704947,60.37103891372681,0.0,1.6605824081925675,1.235086077532835e-12,3.477252318210915e-13,-89.89635944366455,-96.30050563812256,1.2250860861786478e-12,0.0,0.0,-110.0,-110.0,-20.103641271591187,-13.69949322938919,0.04528511478565633,406.1768093109131,7.5,12.0,0.0,1.0,80.78867168318754,1.7172971394077805,0.9215704482731193,0.887713725364364,6.0,8.0,8.0,8.0,0.5
du_pf_cognitive,32,4,5.0,492.26494789123535,488.939905166626,5.860297054052353,0.0753711444366968,6.244064122438431,0.7950450628995895,6.127019323408604,-120.0,0.8876488097012043,0.8684895820915699,75.57578754425049,0.0,1.6437910397653468,8.792095198585648e-13,2.438150431942625e-13,-91.27935218811035,-97.5961480140686,8.69209521728114e-13,0.0,0.0,-110.0,-110.0,-18.720646023750305,-12.403851330280304,0.05249622464179993,488.93990898132324,7.5,12.0,0.0,1.0,97.68151999188382,3.261318287706175,2.3546086494701397,0.9614461938236673,6.0,8.0,8.0,8.0,0.5
du_pf_cognitive,32,6,5.0,565.8873863220215,555.9254112243652,4.491169720888138,4.366743633354986e-09,4.848391681909561,0.6819591745734215,-9.029277473688126,-120.0,0.7876984141767025,0.7616877481341362,76.81605577468872,0.0,1.6404223107965663,7.936049651365972e-13,2.332354958039379e-13,-92.00999164581299,-97.83934545516968,7.836049619239487e-13,0.0,0.0,-110.0,-110.0,-17.99000656604767,-12.160653710365295,0.04936243291012943,555.925422668457,7.5,12.0,0.0,1.0,117.77867532936482,2.637061491445127,1.6851891383600404,0.9297740767030915,6.0,8.0,8.0,8.0,0.5
du_pf_cognitive,32,8,5.0,614.6167755126953,605.9067687988281,3.6584331691265106,0.0,3.808266334235668,0.5998176634311676,-18.803763031959534,-120.0,0.7031250074505806,0.6801990382373333,77.6277961730957,0.0,1.6631696206168272,7.593153316260695e-13,2.4366625592784665e-13,-91.73883819580078,-97.53380489349365,7.493153318015528e-13,0.0,0.0,-110.0,-110.0,-18.261160016059875,-12.466194987297058,0.05022778338752687,605.9067611694336,7.5,12.0,0.0,1.0,129.85402766967445,2.2689444636715215,1.3590559145559986,0.9087833105557016,6.0,8.0,8.0,8.0,0.5
du_pf_cognitive,64,4,5.0,759.0724716186523,755.2897186279297,9.036577045917511,2.6964582250453533,9.445747256278992,0.8976517766714096,21.330490589141846,-56.526005217805505,0.9613095261156559,0.9428013414144516,79.43267107009888,0.0,1.6506125759333372,6.959692611579809e-13,1.7364419067740435e-13,-92.11761856079102,-99.37337493896484,6.859692562512665e-13,0.0,0.0,-110.0,-110.0,-17.882380604743958,-10.62662410736084,0.1080690398812294,755.2897148132324,7.5,12.0,0.0,1.0,129.95755398955066,4.746886751669476,3.7030650109494276,0.9810674062191685,6.0,8.0,8.0,8.0,0.5
du_pf_cognitive,64,6,5.0,861.4362525939941,867.5291519165039,6.836795657873154,0.09869218840018246,7.332227528095245,0.8055626600980759,9.625716149806976,-120.0,0.9027777574956417,0.8826884925365448,79.43267393112183,0.0,1.670992682367796,5.380459439598595e-13,1.5135914516436534e-13,-93.3141188621521,-99.70299577713013,5.280459526056723e-13,0.0,0.0,-110.0,-110.0,-16.685879468917847,-10.297002375125885,0.057582873618230224,867.5291786193848,7.5,12.0,0.0,1.0,163.78257402946372,3.7151094455981006,2.8321659277620057,0.9756207788687232,6.0,8.0,8.0,8.0,0.5
du_pf_cognitive,64,8,5.0,939.261157989502,943.8764381408691,5.590840220451355,4.884025143203626e-08,5.941852793097496,0.7401040270924568,0.40274474024772644,-120.0,0.8459821380674839,0.8261021114885807,79.4326720237732,0.0,1.6964812362857629,6.633198840799216e-13,1.83708627262834e-13,-93.10046100616455,-98.94531536102295,6.533198791732072e-13,0.0,0.0,-110.0,-110.0,-16.89953923225403,-11.054683268070221,0.05707443715073168,943.8764419555664,7.5,12.0,0.0,1.0,189.1307853061832,3.145218130553517,2.2401579369042115,0.9599967795983615,6.0,8.0,8.0,8.0,0.5
du_pf_soft,16,4,5.0,334.25511360168457,327.51705169677734,3.9792275577783585,7.725780215572805e-09,4.310912691056728,0.6549406461417675,-12.388302624225616,-120.0,0.762648805975914,0.7296316921710968,65.11632919311523,0.0,1.688061640423257,4.73244463365316e-12,1.2215008023889595e-12,-83.88887691497803,-91.33357238769531,4.722444698203147e-12,0.0,0.0,-110.0,-110.0,-26.111122608184814,-18.666427850723267,0.04601314174942672,327.5170555114746,7.5,12.0,0.0,1.0,70.4944670578467,2.4106934725828744,1.5028602603669667,0.9200563845939033,6.0,,,,
