algorithm,sweep_value,batch_index,iteration,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot,num_bs_ant,num_ut_per_sector
pf_fs_soft,5.0,0.0,1.0,177.3959197998047,0.0,1.5686511334669917e-12,0.8347666263580322,6.0,16,4
pf_fs_soft,5.0,0.0,2.0,282.2060546875,0.0,3.089918295187677e-12,1.0239511728286743,6.0,16,4
pf_fs_soft,5.0,0.0,3.0,304.14410400390625,0.0,3.2379316242114875e-12,0.2179366499185562,6.0,16,4
pf_fs_soft,5.0,0.0,4.0,316.3917236328125,0.0,3.28788493826615e-12,0.14852577447891235,6.0,16,4
pf_fs_soft,5.0,0.0,5.0,324.7070617675781,0.0,3.3374305923039582e-12,0.11341032385826111,6.0,16,4
pf_fs_soft,5.0,0.0,6.0,331.12237548828125,0.0,3.3644094454832185e-12,0.09161625057458878,6.0,16,4
pf_fs_soft,5.0,0.0,7.0,336.12347412109375,0.0,3.375481101228206e-12,0.0776444524526596,6.0,16,4
pf_fs_soft,5.0,0.0,8.0,340.03131103515625,0.0,3.384125878830302e-12,0.0671490952372551,6.0,16,4
pf_fs_soft,5.0,0.0,9.0,343.05682373046875,0.0,3.394404765946768e-12,0.05831477791070938,6.0,16,4
pf_fs_soft,5.0,0.0,10.0,345.42645263671875,0.0,3.4034222922557644e-12,0.05068865418434143,6.0,16,4
pf_fs_soft,5.0,0.0,11.0,347.4145812988281,0.0,3.4088879722476984e-12,0.04529186338186264,6.0,16,4
pf_fs_soft,5.0,0.0,12.0,349.1705322265625,0.0,3.411228114216791e-12,0.041348282247781754,6.0,16,4
pf_fs_soft,5.0,0.0,13.0,350.7684326171875,0.0,3.412342674050106e-12,0.03865990787744522,6.0,16,4
pf_fs_soft,5.0,0.0,14.0,352.2503662109375,0.0,3.4132707511097538e-12,0.036604415625333786,6.0,16,4
pf_fs_soft,5.0,0.0,15.0,353.63232421875,0.0,3.416566942554544e-12,0.034047599881887436,6.0,16,4
pf_fs_soft,5.0,0.0,16.0,354.89801025390625,0.0,3.424502001414531e-12,0.03189706802368164,6.0,16,4
pf_fs_soft,5.0,0.0,17.0,356.0826721191406,0.0,3.4379098960007903e-12,0.03045406937599182,6.0,16,4
pf_fs_soft,5.0,0.0,18.0,357.2066650390625,0.0,3.4555494316662605e-12,0.02921595796942711,6.0,16,4
pf_fs_soft,5.0,0.0,19.0,358.26715087890625,0.0,3.474960120000703e-12,0.02757544256746769,6.0,16,4
pf_fs_soft,5.0,0.0,20.0,359.2567138671875,0.0,3.4948480741314736e-12,0.025649283081293106,6.0,16,4
pf_fs_cognitive,5.0,0.0,1.0,178.71075439453125,0.0,3.0615904234553015e-13,0.8351535797119141,6.0,16,4
pf_fs_cognitive,5.0,0.0,2.0,285.98211669921875,0.0,6.304748932130233e-13,1.0423145294189453,6.0,16,4
pf_fs_cognitive,5.0,0.0,3.0,308.69793701171875,0.0,6.605444273152794e-13,0.22001083195209503,6.0,16,4
pf_fs_cognitive,5.0,0.0,4.0,321.76788330078125,0.0,6.721290191080698e-13,0.14816167950630188,6.0,16,4
pf_fs_cognitive,5.0,0.0,5.0,331.3741455078125,0.0,6.91145708373031e-13,0.1157756820321083,6.0,16,4
pf_fs_cognitive,5.0,0.0,6.0,338.25860595703125,0.0,7.129194695525143e-13,0.09367382526397705,6.0,16,4
pf_fs_cognitive,5.0,0.0,7.0,342.73907470703125,0.0,7.359155060511491e-13,0.075498066842556,6.0,16,4
