sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_violation_watt,protection_satisfaction,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
709.7813720703125,710.0831298828125,8.44977855682373,1.3966475248336805,8.817124366760254,0.9094786047935486,18.76677703857422,-120.0,0.9404761791229248,0.9404761791229248,0.07943267375230789,0.0,2.7436079434119165,1.4245613982742005e-15,4.3756483269471796e-16,1.4145614331780346e-15,0.0,0.03491447865962982,710.0830078125,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,125.65891855954065,4.4917773468904745,3.671190954850244,0.9873161014256414,6.0,,,,
708.9356689453125,708.7390747070312,8.43971061706543,5.698748135566712,8.700002670288086,0.9249875545501709,18.9539852142334,-120.0,0.9642857313156128,0.9464285969734192,0.07943267375230789,0.0,2.7338114348240197,2.3934265883429943e-16,1.519675177907639e-16,2.2934266726835396e-16,0.0,0.030358480289578438,708.739013671875,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,125.68704357915125,4.4948490406367005,3.739337594693994,0.9868211252787296,6.0,2.0,2.0,2.0,0.5
704.4600830078125,704.4430541992188,8.386429786682129,5.161447811126709,8.532177925109863,0.9396962523460388,23.26498031616211,11.679194211959839,0.988095223903656,0.976190447807312,0.07943267375230789,0.0,1.1414072033949196,7.882730011538486e-16,3.6023379510483414e-16,7.782729831181236e-16,0.0,0.07416948676109314,704.443115234375,du_pf_soft,5.0,0.0,8.0,0.0,pf,budget_dual,1.0,124.53524058443696,4.430415206212298,3.707147193113803,0.9881383124896844,6.0,,,,
710.162353515625,709.814453125,8.454313278198242,5.2436935186386116,8.563316345214844,0.9317941665649414,22.449796676635742,11.553405046463013,0.9642857313156128,0.9583333134651184,0.07943267375230789,0.0,1.1381045710295439,1.9900606314843299e-16,1.421679553959625e-16,1.8900605834759772e-16,0.0,0.08331198245286942,709.814453125,du_pf_cognitive,5.0,0.0,8.0,0.0,pf,budget_dual,1.0,124.85401584911439,4.443801988886266,3.791504936404013,0.9894699038400697,6.0,2.0,2.0,2.0,0.5
704.46142578125,702.330322265625,8.386445999145508,4.753437113761902,8.574860095977783,0.9311670064926147,22.669437408447266,7.759272217750549,0.988095223903656,0.976190447807312,0.07943267375230789,0.0,2.7296991464681923,1.2960521006156198e-15,4.869775055244224e-16,1.286052135519454e-15,0.0,0.03259729593992233,702.330322265625,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,125.8532093961209,4.49833095558614,3.9403175112553597,0.9887246502225968,6.0,,,,
701.01171875,696.244384765625,8.345377922058105,5.226778125762939,8.407955646514893,0.9383209347724915,22.388498306274414,9.993810176849365,0.988095223903656,0.9732142686843872,0.07943267375230789,0.0,2.736495988443494,4.4000563754157003e-16,1.9059465540528336e-16,4.3000564597562457e-16,0.0,0.02593202516436577,696.244384765625,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,125.90426571898547,4.501905728995801,3.8484662350032806,0.9887311586636661,6.0,2.0,2.0,2.0,0.5
691.19482421875,688.1466064453125,8.228509902954102,5.054791522026062,8.513994216918945,0.9406358003616333,23.29098892211914,11.546304941177368,0.988095223903656,0.988095223903656,0.07943267375230789,0.0,1.1450186125002801,1.0629789149591007e-15,4.617820869918696e-16,1.0529789498629348e-15,0.0,0.06546569615602493,688.1466064453125,du_pf_soft,5.0,1.0,8.0,0.0,pf,budget_dual,1.0,124.29292049503833,4.412472097159091,3.8821198610832215,0.9901320189236823,6.0,,,,
684.111083984375,681.719970703125,8.144179344177246,4.947742819786072,8.283052444458008,0.9402790665626526,22.98586082458496,11.850394487380981,0.988095223903656,0.9821428656578064,0.07943267375230789,0.0,1.1488124476745725,3.3510518629599603e-16,1.6385144298030095e-16,3.2510519473005056e-16,0.0,0.07026421278715134,681.7199096679688,du_pf_cognitive,5.0,1.0,8.0,0.0,pf,budget_dual,1.0,124.4116814383389,4.419147872077687,3.842848017428017,0.9901588650702194,6.0,2.0,2.0,2.0,0.5
700.6192016601562,696.6204223632812,8.340704917907715,4.647039985656739,8.330809593200684,0.9316104054450989,22.170658111572266,7.773960113525391,0.988095223903656,0.9732142686843872,0.07943267375230789,0.0,2.726144216954708,1.4121607300472791e-15,4.2600243591800274e-16,1.4021607649511133e-15,0.0,0.037480175495147705,696.6204223632812,pf_fs_soft,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,125.21368244257124,4.465598157451606,3.8321834424559587,0.9882089130359543,6.0,,,,
707.9483032226562,704.4017333984375,8.427955627441406,4.876076650619507,8.660515785217285,0.9345186352729797,21.70620346069336,8.819043397903442,0.988095223903656,0.9672619104385376,0.07943267375230789,0.0,2.7326377513818443,3.445372422708075e-16,1.67932791827307e-16,3.34537250704862e-16,0.0,0.03770937770605087,704.4016723632812,pf_fs_cognitive,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,123.73588093205795,4.38729992924434,3.6776781900297157,0.9885901834733343,6.0,2.0,2.0,2.0,0.5
