algorithm,num_bs_ant,num_ut_per_sector,sweep_value,iteration,batch_index,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot
du_pf_cognitive,16,4,5.0,1.0,9.5,130.94961547851562,0.0,9.654278244897175e-17,0.8909863263368607,8.0
du_pf_cognitive,16,4,5.0,2.0,9.5,161.11450576782227,0.0,1.8628329740842837e-16,0.5739254236221314,8.0
du_pf_cognitive,16,4,5.0,3.0,9.5,167.44343185424805,0.0,1.300020661731743e-16,0.3256342798471451,8.0
du_pf_cognitive,16,4,5.0,4.0,9.5,174.25863494873047,0.0,5.917893094781103e-17,0.26065563037991524,8.0
du_pf_cognitive,16,4,5.0,5.0,9.5,182.8492004394531,0.0,3.5278837549846885e-17,0.2249194048345089,8.0
du_pf_cognitive,16,4,5.0,6.0,9.5,191.7602798461914,0.0,2.1638091912321543e-17,0.1994587190449238,8.0
du_pf_cognitive,16,4,5.0,7.0,9.5,200.82260665893554,0.0,4.766550855731487e-18,0.17774717062711715,8.0
du_pf_cognitive,16,4,5.0,8.0,9.5,209.80745620727538,0.0,1.3994847761125002e-17,0.1594533532857895,8.0
du_pf_cognitive,16,4,5.0,9.0,9.5,218.34759445190429,0.0,2.1289326096289585e-18,0.14183435998857022,8.0
du_pf_cognitive,16,4,5.0,10.0,9.5,225.79998092651368,0.0,4.2970404930684285e-18,0.12865314893424512,8.0
du_pf_cognitive,16,4,5.0,11.0,9.5,232.47192611694337,0.0,1.1883702843388382e-17,0.11649199426174164,8.0
du_pf_cognitive,16,4,5.0,12.0,9.5,238.23402938842773,0.0,1.7119382896956664e-17,0.1058099202811718,8.0
du_pf_cognitive,16,4,5.0,13.0,9.5,243.2253677368164,0.0,1.3851106269975946e-17,0.09638015851378441,8.0
du_pf_cognitive,16,4,5.0,14.0,9.5,247.57071228027343,0.0,1.477526156707775e-17,0.08855711743235588,8.0
du_pf_cognitive,16,4,5.0,15.0,9.5,251.39363174438478,0.0,1.2878034820170207e-17,0.08174282759428024,8.0
du_pf_cognitive,16,4,5.0,16.0,9.5,255.2239791870117,0.0,1.8295064627745633e-17,0.04798108907416463,8.0
du_pf_cognitive,16,6,5.0,1.0,9.5,142.0234245300293,0.0,5.357457980395032e-17,0.8914466470479965,8.0
du_pf_cognitive,16,6,5.0,2.0,9.5,180.41294174194337,0.0,5.0793601231525e-17,0.5353941172361374,8.0
du_pf_cognitive,16,6,5.0,3.0,9.5,190.88516387939453,0.0,4.0576605118448906e-17,0.30107865631580355,8.0
du_pf_cognitive,16,6,5.0,4.0,9.5,200.12309875488282,0.0,4.776643253298022e-17,0.23575190752744674,8.0
du_pf_cognitive,16,6,5.0,5.0,9.5,210.57059631347656,0.0,3.987958170615334e-17,0.20123101323843,8.0
du_pf_cognitive,16,6,5.0,6.0,9.5,221.20875091552733,0.0,3.3854509297391414e-17,0.17814940437674523,8.0
du_pf_cognitive,16,6,5.0,7.0,9.5,231.89378814697267,0.0,2.5388076176405782e-17,0.15940448194742202,8.0
du_pf_cognitive,16,6,5.0,8.0,9.5,242.250830078125,0.0,1.129399850550994e-17,0.14364612773060798,8.0
du_pf_cognitive,16,6,5.0,9.0,9.5,252.0361297607422,0.0,8.505142526675155e-18,0.12867423631250857,8.0
du_pf_cognitive,16,6,5.0,10.0,9.5,260.51906433105466,0.0,4.6324231885337686e-18,0.11771170608699322,8.0
du_pf_cognitive,16,6,5.0,11.0,9.5,268.08265151977537,0.0,1.1347912152602675e-17,0.10745172426104546,8.0
du_pf_cognitive,16,6,5.0,12.0,9.5,274.71085052490236,0.0,9.668796389613113e-18,0.09857213608920574,8.0
du_pf_cognitive,16,6,5.0,13.0,9.5,280.54139251708983,0.0,1.0000325085168445e-17,0.09067444764077663,8.0
du_pf_cognitive,16,6,5.0,14.0,9.5,285.6016220092773,0.0,1.2628244804024912e-17,0.08402561359107494,8.0
du_pf_cognitive,16,6,5.0,15.0,9.5,290.0983062744141,0.0,2.033755752510729e-17,0.07817856967449188,8.0
du_pf_cognitive,16,6,5.0,16.0,9.5,294.959765625,0.0,2.09697829169379e-17,0.04686043877154589,8.0
du_pf_cognitive,16,8,5.0,1.0,9.5,149.55220565795898,0.0,2.648231568931625e-17,0.8935592472553253,8.0
du_pf_cognitive,16,8,5.0,2.0,9.5,192.62074356079103,0.0,2.7464492743304972e-17,0.50779629945755,8.0
du_pf_cognitive,16,8,5.0,3.0,9.5,205.40094833374025,0.0,2.0954070455766333e-17,0.28760160952806474,8.0
du_pf_cognitive,16,8,5.0,4.0,9.5,216.4424690246582,0.0,2.0139732980276048e-17,0.22428085952997207,8.0
du_pf_cognitive,16,8,5.0,5.0,9.5,228.702392578125,0.0,1.5566940911228983e-17,0.1917818658053875,8.0
du_pf_cognitive,16,8,5.0,6.0,9.5,241.29378662109374,0.0,2.9155805780734996e-17,0.1702772080898285,8.0
du_pf_cognitive,16,8,5.0,7.0,9.5,253.81021728515626,0.0,1.3371431511945837e-17,0.152854473143816,8.0
du_pf_cognitive,16,8,5.0,8.0,9.5,265.72010269165037,0.0,1.1167409431542784e-17,0.13795330226421357,8.0
du_pf_cognitive,16,8,5.0,9.0,9.5,276.7783920288086,0.0,1.2104397277795491e-17,0.1235289614647627,8.0
du_pf_cognitive,16,8,5.0,10.0,9.5,286.35292663574216,0.0,7.447198375554534e-18,0.11292857713997365,8.0
du_pf_cognitive,16,8,5.0,11.0,9.5,295.0788101196289,0.0,1.3749843481131695e-17,0.10298839844763279,8.0
du_pf_cognitive,16,8,5.0,12.0,9.5,302.7703521728516,0.0,7.046424736561162e-18,0.09435992129147053,8.0
du_pf_cognitive,16,8,5.0,13.0,9.5,309.58536834716796,0.0,1.0915205371497816e-17,0.08673385679721832,8.0
du_pf_cognitive,16,8,5.0,14.0,9.5,315.57066955566404,0.0,1.3473837795268881e-17,0.08049510605633259,8.0
du_pf_cognitive,16,8,5.0,15.0,9.5,320.88142852783204,0.0,1.100761666604326e-17,0.07491681054234504,8.0
du_pf_cognitive,16,8,5.0,16.0,9.5,326.7485595703125,0.0,1.910770803734141e-17,0.04528767634183169,8.0
du_pf_cognitive,32,4,5.0,1.0,9.5,216.06207122802735,0.0,1.5165616700819896e-17,0.8878030002117157,8.0
du_pf_cognitive,32,4,5.0,2.0,9.5,247.8392646789551,0.0,2.6862591130986067e-17,0.9143648624420166,8.0
du_pf_cognitive,32,4,5.0,3.0,9.5,240.3852767944336,0.0,3.108699854882744e-17,0.425540991127491,8.0
du_pf_cognitive,32,4,5.0,4.0,9.5,236.3516586303711,0.0,3.8586967076995914e-17,0.33563965260982515,8.0
du_pf_cognitive,32,4,5.0,5.0,9.5,236.80430603027344,0.0,3.628451976812191e-17,0.30004407465457916,8.0
du_pf_cognitive,32,4,5.0,6.0,9.5,239.12900619506837,0.0,3.4413720449168707e-17,0.2802590191364288,8.0
du_pf_cognitive,32,4,5.0,7.0,9.5,242.24468917846679,0.0,3.0432030322363054e-17,0.2653037816286087,8.0
du_pf_cognitive,32,4,5.0,8.0,9.5,245.477791595459,0.0,3.120359263401699e-17,0.25341225117444993,8.0
du_pf_cognitive,32,4,5.0,9.0,9.5,249.55690155029296,0.0,1.9450968139216215e-17,0.24061034098267556,8.0
du_pf_cognitive,32,4,5.0,10.0,9.5,253.65969619750976,0.0,2.5273938486763265e-17,0.23255327120423316,8.0
du_pf_cognitive,32,4,5.0,11.0,9.5,258.5347076416016,0.0,1.2255084439112031e-17,0.22419803217053413,8.0
du_pf_cognitive,32,4,5.0,12.0,9.5,263.9139518737793,0.0,2.090223203939437e-17,0.21529879793524742,8.0
du_pf_cognitive,32,4,5.0,13.0,9.5,269.662703704834,0.0,2.735509843816708e-17,0.20546823255717755,8.0
du_pf_cognitive,32,4,5.0,14.0,9.5,275.62223587036135,0.0,1.988892652459405e-17,0.1968560203909874,8.0
du_pf_cognitive,32,4,5.0,15.0,9.5,281.7351928710938,0.0,1.9007504039681224e-17,0.18758475184440612,8.0
du_pf_cognitive,32,4,5.0,16.0,9.5,292.8221549987793,0.0,3.094033479401036e-17,0.11226771119982004,8.0
du_pf_cognitive,32,6,5.0,1.0,9.5,233.57151641845704,0.0,1.6056653009684055e-17,0.8918771147727966,8.0
du_pf_cognitive,32,6,5.0,2.0,9.5,285.1575927734375,0.0,3.593321285324819e-17,0.8199730783700943,8.0
du_pf_cognitive,32,6,5.0,3.0,9.5,282.2509735107422,0.0,4.5655626428422505e-17,0.35513251572847365,8.0
du_pf_cognitive,32,6,5.0,4.0,9.5,280.74453887939455,0.0,4.322519244121838e-17,0.26865430921316147,8.0
du_pf_cognitive,32,6,5.0,5.0,9.5,283.33544464111327,0.0,4.521449166949246e-17,0.23481390848755837,8.0
du_pf_cognitive,32,6,5.0,6.0,9.5,287.1951629638672,0.0,5.235459825001995e-17,0.21486913934350013,8.0
du_pf_cognitive,32,6,5.0,7.0,9.5,291.6332809448242,0.0,4.203468763385246e-17,0.2000790573656559,8.0
du_pf_cognitive,32,6,5.0,8.0,9.5,296.5690673828125,0.0,3.464496044376913e-17,0.18878492042422296,8.0
du_pf_cognitive,32,6,5.0,9.0,9.5,302.11197967529296,0.0,3.373558587159691e-17,0.1776192866265774,8.0
du_pf_cognitive,32,6,5.0,10.0,9.5,307.50587310791013,0.0,3.7097967859017584e-17,0.1704501412808895,8.0
du_pf_cognitive,32,6,5.0,11.0,9.5,313.14693450927734,0.0,2.7577741048352873e-17,0.1621891599148512,8.0
du_pf_cognitive,32,6,5.0,12.0,9.5,318.93053283691404,0.0,2.532675099102457e-17,0.1548484902828932,8.0
du_pf_cognitive,32,6,5.0,13.0,9.5,324.8164825439453,0.0,2.7542970345868084e-17,0.1482439860701561,8.0
du_pf_cognitive,32,6,5.0,14.0,9.5,330.75870513916016,0.0,1.5819822597631754e-17,0.14261144921183586,8.0
du_pf_cognitive,32,6,5.0,15.0,9.5,336.9883773803711,0.0,2.383474480608348e-17,0.13689522296190262,8.0
du_pf_cognitive,32,6,5.0,16.0,9.5,347.3922424316406,0.0,3.21745465014546e-17,0.08297349009662866,8.0
du_pf_cognitive,32,8,5.0,1.0,9.5,253.57214584350587,0.0,1.9879947975353153e-17,0.8954908579587937,8.0
du_pf_cognitive,32,8,5.0,2.0,9.5,316.5687774658203,0.0,2.2454225097660007e-16,0.7768687427043914,8.0
du_pf_cognitive,32,8,5.0,3.0,9.5,316.8524200439453,0.0,3.486977145829989e-16,0.33123529702425003,8.0
du_pf_cognitive,32,8,5.0,4.0,9.5,316.6668106079102,0.0,3.7130019585741687e-16,0.2445245563983917,8.0
du_pf_cognitive,32,8,5.0,5.0,9.5,320.10303497314453,0.0,3.608225677064706e-16,0.21107420474290847,8.0
du_pf_cognitive,32,8,5.0,6.0,9.5,324.55777435302736,0.0,3.5874348298578755e-16,0.19158500358462333,8.0
du_pf_cognitive,32,8,5.0,7.0,9.5,329.5189010620117,0.0,3.4193834931226223e-16,0.1771049380302429,8.0
du_pf_cognitive,32,8,5.0,8.0,9.5,334.84976959228516,0.0,3.174061152257622e-16,0.16604183837771416,8.0
du_pf_cognitive,32,8,5.0,9.0,9.5,340.66996307373046,0.0,2.898459924627122e-16,0.15519396737217903,8.0
du_pf_cognitive,32,8,5.0,10.0,9.5,346.48889923095703,0.0,2.871270167020259e-16,0.14839845150709152,8.0
du_pf_cognitive,32,8,5.0,11.0,9.5,352.8843246459961,0.0,2.572676653553015e-16,0.14142359457910061,8.0
du_pf_cognitive,32,8,5.0,12.0,9.5,359.7379577636719,0.0,2.642169354128126e-16,0.13534266985952853,8.0
du_pf_cognitive,32,8,5.0,13.0,9.5,366.9983200073242,0.0,2.687452159004814e-16,0.1293487533926964,8.0
du_pf_cognitive,32,8,5.0,14.0,9.5,374.4594253540039,0.0,2.797670203683912e-16,0.12411873452365399,8.0
du_pf_cognitive,32,8,5.0,15.0,9.5,382.1625015258789,0.0,2.522481481098725e-16,0.11896859295666218,8.0
du_pf_cognitive,32,8,5.0,16.0,9.5,394.4470520019531,0.0,1.7454104906723147e-16,0.07261288613080978,8.0
du_pf_cognitive,64,4,5.0,1.0,9.5,319.56500854492185,0.0,3.073234585381206e-17,0.9018553078174592,8.0
du_pf_cognitive,64,4,5.0,2.0,9.5,303.6018882751465,0.0,8.099273984504049e-17,1.9113148987293243,8.0
du_pf_cognitive,64,4,5.0,3.0,9.5,319.25787353515625,0.0,3.871143856859494e-17,0.6338095456361771,8.0
du_pf_cognitive,64,4,5.0,4.0,9.5,306.42969207763673,0.0,3.6494499235746254e-17,0.554037618637085,8.0
du_pf_cognitive,64,4,5.0,5.0,9.5,297.0518096923828,0.0,5.466238186646165e-17,0.5675389498472214,8.0
du_pf_cognitive,64,4,5.0,6.0,9.5,302.65950775146484,0.0,4.3425642788186105e-17,0.5655948936939239,8.0
du_pf_cognitive,64,4,5.0,7.0,9.5,300.35985412597654,0.0,4.034583099196947e-17,0.5837200596928597,8.0
du_pf_cognitive,64,4,5.0,8.0,9.5,298.53185882568357,0.0,4.9549690996834696e-17,0.5854831919074058,8.0
du_pf_cognitive,64,4,5.0,9.0,9.5,299.18358306884767,0.0,4.54420894224197e-17,0.5747469499707222,8.0
du_pf_cognitive,64,4,5.0,10.0,9.5,293.2824081420898,0.0,5.629740956454663e-17,0.5801618367433548,8.0
du_pf_cognitive,64,4,5.0,11.0,9.5,296.1309616088867,0.0,5.634039648661979e-17,0.5774983108043671,8.0
du_pf_cognitive,64,4,5.0,12.0,9.5,295.0403533935547,0.0,3.8337092357555895e-17,0.5894655764102936,8.0
du_pf_cognitive,64,4,5.0,13.0,9.5,291.61844024658205,0.0,8.048655295576131e-17,0.5803672656416893,8.0
du_pf_cognitive,64,4,5.0,14.0,9.5,291.1730010986328,0.0,6.130714357943483e-17,0.5616332456469536,8.0
du_pf_cognitive,64,4,5.0,15.0,9.5,293.19454193115234,0.0,5.360215072638345e-17,0.5696815520524978,8.0
du_pf_cognitive,64,4,5.0,16.0,9.5,309.2164611816406,0.0,4.8898237957101415e-17,0.3696068346500397,8.0
du_pf_cognitive,64,6,5.0,1.0,9.5,363.3263458251953,0.0,9.828504451817912e-18,0.9103365480899811,8.0
du_pf_cognitive,64,6,5.0,2.0,9.5,430.08923492431643,0.0,8.703953864889948e-17,1.3745414197444916,8.0
du_pf_cognitive,64,6,5.0,3.0,9.5,410.33018646240237,0.0,1.9583693966886228e-16,0.45191271901130675,8.0
du_pf_cognitive,64,6,5.0,4.0,9.5,408.0113525390625,0.0,2.1874812210090703e-16,0.3255768924951553,8.0
du_pf_cognitive,64,6,5.0,5.0,9.5,414.05439453125,0.0,1.3595052445185707e-16,0.30921814814209936,8.0
du_pf_cognitive,64,6,5.0,6.0,9.5,417.60068969726564,0.0,1.7198284015993402e-16,0.3056297205388546,8.0
du_pf_cognitive,64,6,5.0,7.0,9.5,413.6056823730469,0.0,1.5909913021901722e-16,0.28808202743530276,8.0
du_pf_cognitive,64,6,5.0,8.0,9.5,415.9697494506836,0.0,1.7350521247603417e-16,0.2716647572815418,8.0
du_pf_cognitive,64,6,5.0,9.0,9.5,416.4621353149414,0.0,1.4119425131842427e-16,0.27368770763278005,8.0
du_pf_cognitive,64,6,5.0,10.0,9.5,417.51720428466797,0.0,1.4897297838953414e-16,0.2722740426659584,8.0
du_pf_cognitive,64,6,5.0,11.0,9.5,413.06139984130857,0.0,1.5494849937088168e-16,0.2611380837857723,8.0
du_pf_cognitive,64,6,5.0,12.0,9.5,413.9469970703125,0.0,1.9911715946039926e-16,0.25012785047292707,8.0
du_pf_cognitive,64,6,5.0,13.0,9.5,414.0496826171875,0.0,1.5168289089768481e-16,0.2504530057311058,8.0
du_pf_cognitive,64,6,5.0,14.0,9.5,414.7281219482422,0.0,1.6011438390959623e-16,0.24688125476241113,8.0
du_pf_cognitive,64,6,5.0,15.0,9.5,413.5292694091797,0.0,1.340125554201866e-16,0.24282468482851982,8.0
du_pf_cognitive,64,6,5.0,16.0,9.5,422.9391265869141,0.0,1.1568551529868212e-16,0.151430581882596,8.0
du_pf_cognitive,64,8,5.0,1.0,9.5,395.54571533203125,0.0,2.407369280050392e-17,0.9189292341470718,8.0
du_pf_cognitive,64,8,5.0,2.0,9.5,496.48061218261716,0.0,3.761846960510535e-17,1.205854845046997,8.0
du_pf_cognitive,64,8,5.0,3.0,9.5,482.7163879394531,0.0,5.563939201947212e-17,0.39178481251001357,8.0
du_pf_cognitive,64,8,5.0,4.0,9.5,475.4182922363281,0.0,5.3293915436877607e-17,0.2692044392228127,8.0
du_pf_cognitive,64,8,5.0,5.0,9.5,482.00804443359374,0.0,5.094369546977846e-17,0.23747458010911943,8.0
du_pf_cognitive,64,8,5.0,6.0,9.5,482.6875244140625,0.0,5.4241787656502534e-17,0.2273101568222046,8.0
du_pf_cognitive,64,8,5.0,7.0,9.5,488.2276840209961,0.0,5.273008795553778e-17,0.2133197918534279,8.0
du_pf_cognitive,64,8,5.0,8.0,9.5,486.2302581787109,0.0,5.444905661869566e-17,0.20605857521295548,8.0
du_pf_cognitive,64,8,5.0,9.0,9.5,490.56421051025393,0.0,4.51251720452045e-17,0.19575072601437568,8.0
du_pf_cognitive,64,8,5.0,10.0,9.5,488.0292495727539,0.0,4.0341468772291114e-17,0.19500943273305893,8.0
du_pf_cognitive,64,8,5.0,11.0,9.5,491.16401824951174,0.0,5.3160380692742965e-17,0.18710075467824935,8.0
du_pf_cognitive,64,8,5.0,12.0,9.5,488.8342987060547,0.0,5.252104022415542e-17,0.18370460122823715,8.0
du_pf_cognitive,64,8,5.0,13.0,9.5,491.6770980834961,0.0,4.673788042512932e-17,0.17730340287089347,8.0
du_pf_cognitive,64,8,5.0,14.0,9.5,489.1101791381836,0.0,5.302477071788755e-17,0.17485111132264136,8.0
du_pf_cognitive,64,8,5.0,15.0,9.5,492.2530776977539,0.0,5.681761484910285e-17,0.17229405641555787,8.0
du_pf_cognitive,64,8,5.0,16.0,9.5,498.62721862792966,0.0,4.8741325103622556e-17,0.10855485312640667,8.0
du_pf_cognitive,96,4,5.0,1.0,9.5,359.36195983886716,0.0,2.136318736929016e-17,0.9116361290216446,8.0
du_pf_cognitive,96,4,5.0,2.0,9.5,120.73701210021973,0.0,5.4852371356530795e-17,2.7661555647850036,8.0
du_pf_cognitive,96,4,5.0,3.0,9.5,299.5641372680664,0.0,0.0,0.7223681330680847,8.0
du_pf_cognitive,96,4,5.0,4.0,9.5,450.01622772216797,0.0,0.0,0.7653344541788101,8.0
du_pf_cognitive,96,4,5.0,5.0,9.5,508.71045837402346,0.0,0.0,0.5202880516648293,8.0
du_pf_cognitive,96,4,5.0,6.0,9.5,526.7870971679688,0.0,4.235164736271502e-23,0.1900036484003067,8.0
