algorithm,sweep_value,batch_index,iteration,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot,num_bs_ant,num_ut_per_sector
pf_fs_soft,5.0,0.0,1.0,119.84359741210938,0.0,1.2854588948190207e-15,0.9035302400588989,8.0,16,4
pf_fs_soft,5.0,0.0,2.0,122.72046661376953,0.0,2.2832205080042765e-15,0.8282660245895386,8.0,16,4
pf_fs_soft,5.0,0.0,3.0,127.65193939208984,0.0,2.1396450353128836e-15,0.46501314640045166,8.0,16,4
pf_fs_soft,5.0,0.0,4.0,132.06900024414062,0.0,1.352722628193432e-15,0.34307989478111267,8.0,16,4
pf_fs_soft,5.0,0.0,5.0,136.41510009765625,0.0,5.984626585530534e-16,0.28665512800216675,8.0,16,4
pf_fs_soft,5.0,0.0,6.0,141.25863647460938,0.0,1.8606603345745765e-16,0.2549518942832947,8.0,16,4
pf_fs_soft,5.0,0.0,7.0,146.63641357421875,0.0,1.35072108933907e-16,0.23105120658874512,8.0,16,4
pf_fs_soft,5.0,0.0,8.0,151.84329223632812,0.0,5.24533622916698e-17,0.2139626443386078,8.0,16,4
pf_fs_soft,5.0,0.0,9.0,156.8987274169922,0.0,4.8104695140466225e-17,0.19988887012004852,8.0,16,4
pf_fs_soft,5.0,0.0,10.0,161.28187561035156,0.0,1.107156765356096e-16,0.18650253117084503,8.0,16,4
pf_fs_soft,5.0,0.0,11.0,166.03073120117188,0.0,1.3464181619670182e-16,0.17504043877124786,8.0,16,4
pf_fs_soft,5.0,0.0,12.0,171.04530334472656,0.0,9.845995682178713e-17,0.1647629290819168,8.0,16,4
pf_fs_soft,5.0,0.0,13.0,175.8158721923828,0.0,9.691750982483704e-17,0.15440241992473602,8.0,16,4
pf_fs_soft,5.0,0.0,14.0,180.71829223632812,0.0,3.762350945114151e-17,0.1446506530046463,8.0,16,4
pf_fs_soft,5.0,0.0,15.0,185.09786987304688,0.0,3.6308067284055584e-17,0.13658031821250916,8.0,16,4
pf_fs_soft,5.0,0.0,16.0,188.71310424804688,0.0,0.0,0.1300753802061081,8.0,16,4
pf_fs_soft,5.0,0.0,17.0,192.0909423828125,0.0,0.0,0.12449432909488678,8.0,16,4
pf_fs_soft,5.0,0.0,18.0,195.4263916015625,0.0,0.0,0.118221215903759,8.0,16,4
pf_fs_soft,5.0,0.0,19.0,198.61892700195312,0.0,0.0,0.1121821328997612,8.0,16,4
pf_fs_soft,5.0,0.0,20.0,201.60325622558594,0.0,0.0,0.107308030128479,8.0,16,4
pf_fs_soft,5.0,0.0,21.0,204.4173583984375,0.0,0.0,0.1029105857014656,8.0,16,4
pf_fs_soft,5.0,0.0,22.0,207.14227294921875,0.0,0.0,0.09868252277374268,8.0,16,4
pf_fs_soft,5.0,0.0,23.0,209.70045471191406,0.0,0.0,0.09425875544548035,8.0,16,4
pf_fs_soft,5.0,0.0,24.0,211.95840454101562,0.0,0.0,0.09064792841672897,8.0,16,4
pf_fs_soft,5.0,0.0,25.0,213.8894805908203,0.0,0.0,0.08778204023838043,8.0,16,4
pf_fs_soft,5.0,0.0,26.0,215.51683044433594,0.0,0.0,0.08604049682617188,8.0,16,4
pf_fs_soft,5.0,0.0,27.0,216.6884765625,0.0,0.0,0.0844518393278122,8.0,16,4
pf_fs_soft,5.0,0.0,28.0,217.54296875,0.0,0.0,0.08221506327390671,8.0,16,4
pf_fs_soft,5.0,0.0,29.0,218.1681365966797,0.0,0.0,0.08034959435462952,8.0,16,4
pf_fs_soft,5.0,0.0,30.0,218.6658477783203,0.0,0.0,0.0785442516207695,8.0,16,4
pf_fs_soft,5.0,0.0,31.0,219.12181091308594,0.0,0.0,0.07699062675237656,8.0,16,4
pf_fs_soft,5.0,0.0,32.0,219.66041564941406,0.0,0.0,0.0754278153181076,8.0,16,4
pf_fs_soft,5.0,0.0,33.0,220.31610107421875,0.0,0.0,0.07347755879163742,8.0,16,4
pf_fs_soft,5.0,0.0,34.0,221.13168334960938,0.0,0.0,0.07237903028726578,8.0,16,4
pf_fs_soft,5.0,0.0,35.0,222.01153564453125,0.0,0.0,0.0710984468460083,8.0,16,4
pf_fs_soft,5.0,0.0,36.0,222.6553955078125,0.0,0.0,0.06961113959550858,8.0,16,4
pf_fs_soft,5.0,0.0,37.0,223.0656280517578,0.0,0.0,0.06813699752092361,8.0,16,4
pf_fs_soft,5.0,0.0,38.0,223.24713134765625,0.0,1.5941160067325932e-18,0.06807578355073929,8.0,16,4
pf_fs_soft,5.0,0.0,39.0,223.30038452148438,0.0,0.0,0.06792230159044266,8.0,16,4
pf_fs_soft,5.0,0.0,40.0,223.50018310546875,0.0,0.0,0.0670275017619133,8.0,16,4
