step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate
1.0,10.0,-824.8656005859375,3.15604829788208,492.97088623046875,824.8656005859375,3.9124672412872314,0.0,3.055907368659973,0.4823446273803711,-15.055468559265137,-120.0,0.658730149269104,0.6527777910232544,0.0794326663017273,0.0,0.0,9.670501466935936e-15,1.798021189333937e-15,-110.1455078125,-120.11995697021484,0.0,1.0,1.0,-110.0,-110.0,0.14550995826721191,10.119955062866211,0.09819918125867844,824.86572265625
2.0,15.0,-929.654541015625,4.295603275299072,508.94805908203125,929.654541015625,4.039270401000977,0.0,2.807330846786499,0.44930577278137207,-11.768610954284668,-120.0,0.682539701461792,0.6527777910232544,0.07943267375230789,0.0,0.0,4.67006067402854e-15,1.1084872423579957e-15,-113.30677795410156,-121.47760009765625,0.0,1.0,1.0,-110.0,-110.0,3.306774616241455,11.47760009765625,0.10882110148668289,929.654541015625
3.0,-5.0,-648.4835815429688,2.3590354919433594,422.59674072265625,648.4835815429688,3.353942394256592,0.0,3.1062041521072388,0.5275911688804626,-21.381397247314453,-120.0,0.6111111044883728,0.6190476417541504,0.07943267375230789,0.0,0.0,1.428210882079093e-14,2.4876741444389673e-15,-108.45207977294922,-119.2378158569336,4.2821089962742295e-15,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-1.5479233264923096,9.237810134887695,0.06085853651165962,648.4835815429688
4.0,0.0,-785.031494140625,2.772429943084717,433.5802917480469,785.031494140625,3.4411134719848633,0.0,2.8126578330993652,0.47702234983444214,-22.87257957458496,-120.0,0.60317462682724,0.5873016119003296,0.07943267375230789,0.0,0.0,3.758096298620093e-15,1.0307541817555213e-15,-114.25031280517578,-121.93006134033203,0.0,1.0,1.0,-110.0,-110.0,4.2503204345703125,11.930061340332031,0.08676715940237045,785.031494140625
5.0,5.0,-801.3570556640625,2.5472636222839355,484.7515563964844,801.3570556640625,3.8472344875335693,0.0,3.3770036697387695,0.5252477526664734,-15.750359535217285,-120.0,0.6666666865348816,0.6527777910232544,0.07943267375230789,0.0,0.0,2.2373466858886413e-15,7.01929268307383e-16,-116.50267028808594,-122.49507904052734,0.0,1.0,1.0,-110.0,-110.0,6.50266695022583,12.495078086853027,0.08510299772024155,801.3569946289062
6.0,-5.0,-713.9127197265625,1.9631026983261108,458.4408264160156,713.9127197265625,3.6384191513061523,0.0,2.763339877128601,0.5227076411247253,-18.38895034790039,-120.0,0.6428571343421936,0.6309523582458496,0.07943267375230789,0.0,0.0,2.5762574853375325e-15,1.0183505489132845e-15,-115.89010620117188,-120.87812042236328,0.0,1.0,1.0,-110.0,-110.0,5.890107154846191,10.878125190734863,0.06829594820737839,713.9126586914062
7.0,15.0,-1002.7860717773438,15.768356323242188,515.9761962890625,1002.7860717773438,4.0950493812561035,0.0,2.839026927947998,0.441486120223999,-16.105091094970703,-120.0,0.6428571343421936,0.6190476417541504,0.0794326663017273,0.0,0.0,4.931871358244792e-15,2.0847077489033906e-15,-113.06988525390625,-118.03851318359375,0.0,1.0,1.0,-110.0,-110.0,3.069882869720459,8.0385103225708,0.32055479288101196,1002.7861328125
8.0,10.0,-908.907470703125,3.455723285675049,514.5125732421875,908.907470703125,4.083433151245117,0.0,3.0229697227478027,0.4640302360057831,-21.109153747558594,-120.0,0.6349206566810608,0.6071428656578064,0.0794326663017273,0.0,0.0,1.2944321924556433e-14,1.8983969229241764e-15,-108.87920379638672,-120.45084381103516,2.9443221000397327e-15,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-1.1207929849624634,10.450848579406738,0.08853449672460556,908.9075317382812
9.0,5.0,-699.08154296875,309.0615539550781,367.4827575683594,699.08154296875,2.916529893875122,0.0,2.141687512397766,0.4554707109928131,-26.341594696044922,-120.0,0.5714285969734192,0.557539701461792,0.07943267375230789,0.0,0.0,1.6537792075921732e-15,6.487503164172715e-16,-117.81521606445312,-122.91715240478516,0.0,1.0,1.0,-110.0,-110.0,7.815224647521973,12.917153358459473,0.7552321553230286,699.08154296875
10.0,-5.0,-672.8936767578125,2.1741018295288086,423.298828125,672.8936767578125,3.3595144748687744,0.0,2.8128838539123535,0.5154488682746887,-17.660661697387695,-120.0,0.6428571343421936,0.6091269850730896,0.07943267375230789,0.0,0.0,4.250030588012288e-15,1.0052806187789138e-15,-113.71607208251953,-121.81378173828125,0.0,1.0,1.0,-110.0,-110.0,3.7160794734954834,11.813786506652832,0.06681504845619202,672.8937377929688
11.0,-10.0,-621.0557250976562,2.5706546306610107,416.7025146484375,621.0557250976562,3.3071627616882324,0.0,2.91567063331604,0.5693069696426392,-19.008813858032227,-120.0,0.6904761791229248,0.6626983880996704,0.0794326663017273,0.0,0.0,8.685887499157961e-15,1.3149814870417405e-15,-110.61186218261719,-122.72786712646484,0.0,1.0,1.0,-110.0,-110.0,0.6118578910827637,12.727859497070312,0.05467405915260315,621.0557250976562
12.0,10.0,-910.5089111328125,3.9762964248657227,549.3814086914062,910.5089111328125,4.360169887542725,0.0,3.5231614112854004,0.5131003856658936,-10.339056968688965,-120.0,0.6904761791229248,0.6666666865348816,0.07943267375230789,0.0,0.0,4.2215944214235405e-15,9.908594593354358e-16,-113.74523162841797,-121.46215057373047,0.0,1.0,1.0,-110.0,-110.0,3.745234966278076,11.462153434753418,0.09891519695520401,910.5089111328125
13.0,15.0,-875.8693237304688,3.8393945693969727,511.8844909667969,875.8693237304688,4.062575340270996,0.0,3.282437801361084,0.48971498012542725,-16.541051864624023,-120.0,0.6904761791229248,0.6626983880996704,0.0794326663017273,0.0,0.0,7.742507942285273e-15,2.4449714019196154e-15,-111.1111831665039,-118.6288833618164,0.0,1.0,1.0,-110.0,-110.0,1.1111832857131958,8.628888130187988,0.08562436699867249,875.8693237304688
14.0,-5.0,-733.0465698242188,2.2944774627685547,473.0909118652344,733.0465698242188,3.7546896934509277,0.0,3.6133848428726196,0.5541151165962219,-15.368486404418945,-120.0,0.6746031641960144,0.658730149269104,0.07943267375230789,0.0,0.0,7.387351262666281e-15,1.5257709299218935e-15,-111.31511688232422,-121.37134552001953,0.0,1.0,1.0,-110.0,-110.0,1.3151122331619263,11.371350288391113,0.06663571298122406,733.0465698242188
15.0,10.0,-873.77197265625,3.992708444595337,505.2887268066406,873.77197265625,4.010228157043457,0.0,2.8938950300216675,0.4726066589355469,-15.327520370483398,-120.0,0.6507936716079712,0.6349206566810608,0.0794326663017273,0.0,0.0,7.15287136704261e-15,1.6648778803000463e-15,-111.45519256591797,-119.37480926513672,0.0,1.0,1.0,-110.0,-110.0,1.4551957845687866,9.374809265136719,0.09870877861976624,873.77197265625
16.0,10.0,-892.1168212890625,4.626845836639404,481.92742919921875,892.1168212890625,3.8248207569122314,0.0,2.3359864950180054,0.43107014894485474,-18.098140716552734,-120.0,0.60317462682724,0.5813491940498352,0.07943267375230789,0.0,0.0,1.211548493907505e-15,6.777364720865833e-16,-119.16658782958984,-122.29285430908203,0.0,1.0,1.0,-110.0,-110.0,9.16659164428711,12.292851448059082,0.17970430850982666,892.1168212890625
17.0,0.0,-793.1180419921875,7.710727691650391,440.7563171386719,793.1180419921875,3.498065948486328,0.0,2.3456227779388428,0.453213632106781,-18.334957122802734,-120.0,0.60317462682724,0.5952380895614624,0.07943267375230789,0.0,0.0,6.568034503995563e-15,1.5997017655032617e-15,-111.82564544677734,-121.47381591796875,0.0,1.0,1.0,-110.0,-110.0,1.8256455659866333,11.473828315734863,0.2235475480556488,793.1180419921875
18.0,5.0,-819.48486328125,2.9205305576324463,499.4934387207031,819.48486328125,3.964233636856079,0.0,2.730450391769409,0.5032384395599365,-15.75034236907959,-120.0,0.6349206566810608,0.6269841194152832,0.0794326663017273,0.0,0.0,2.8436604928297948e-15,9.250782453769564e-16,-115.46123504638672,-121.63982391357422,0.0,1.0,1.0,-110.0,-110.0,5.4612226486206055,11.63982105255127,0.08454153686761856,819.48486328125
19.0,-5.0,-679.4337768554688,1.9089818000793457,429.8857421875,679.4337768554688,3.4117915630340576,0.0,3.2212716341018677,0.5202526450157166,-16.917123794555664,-120.0,0.6428571343421936,0.6388888955116272,0.0794326663017273,0.0,0.0,7.309143016580397e-15,1.1750728199790114e-15,-111.361328125,-122.3919677734375,0.0,1.0,1.0,-110.0,-110.0,1.3613351583480835,12.391975402832031,0.06822085380554199,679.4337158203125
20.0,15.0,-559.6301879882812,8415.7265625,276.38580322265625,559.6301879882812,2.193538188934326,0.0,1.7051262855529785,0.33562079071998596,-25.285499572753906,-120.0,0.5555555820465088,0.4761904776096344,0.0794326663017273,0.0,0.0,1.9190893025508885e-15,7.512904309459826e-16,-117.16903686523438,-122.38140106201172,0.0,1.0,1.0,-110.0,-110.0,7.169047832489014,12.381404876708984,1.1377918720245361,559.6301879882812
