algorithm,tau_rms_ns,channel_modeling,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_violation_watt,protection_satisfaction,final_w_delta,final_history_weighted_sum_rate,sweep_value,batch_index,num_iterations_or_layers,converged,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
du_pf_soft,20.0,flat,499.70152282714844,482.2890319824219,3.965885102748871,3.332139035805426e-07,4.411456346511841,0.7196891158819199,-4.60378885269165,-120.0,0.8055555522441864,0.7864583432674408,0.07926549017429352,0.0,1.1570162256830372,5.671399624987406e-15,1.1068179521771943e-15,5.6613995540121215e-15,0.0,0.07448282279074192,482.28904724121094,5.0,1.5,8.0,0.0,1.0,107.33693190187822,2.427347816510992,1.562771317584066,0.9252932575003938,6.0,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,,,,
du_pf_soft,20.0,selective,497.6425018310547,480.0261917114258,3.9495436549186707,0.0051976804884601435,4.334503531455994,0.7357250452041626,-6.4156105518341064,-120.0,0.8432539701461792,0.7710813581943512,0.07850002683699131,0.0,1.10217452456709,6.592107709752122e-15,1.199173183729442e-15,6.582107638776838e-15,0.0,0.07429663836956024,480.0261993408203,5.0,1.5,8.0,0.0,1.0,107.62554268890663,2.4273479220494725,1.5960620930651388,0.9297812783770449,6.0,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,,,,
du_pf_soft,50.0,flat,524.4786682128906,511.47142028808594,4.162529230117798,0.0012896449005277422,4.491718411445618,0.734016939997673,-0.46162844402715564,-120.0,0.8373015820980072,0.8127480149269104,0.0794326663017273,0.0,1.099690336472122,5.883770160742727e-15,1.1301936527714692e-15,5.873770089767443e-15,0.0,0.07763049565255642,511.47142028808594,5.0,1.5,8.0,0.0,1.0,108.48220462522549,2.4444329570414154,1.6374836356785791,0.9284244153633314,6.0,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,,,,
du_pf_soft,50.0,selective,526.2144317626953,513.5197601318359,4.176304936408997,0.18228361348155886,4.341739356517792,0.7666958570480347,-4.55002361536026,-120.0,0.882936492562294,0.787946417927742,0.07909120246767998,0.0,1.0974698832724243,6.497574174157332e-15,1.1727476615992392e-15,6.487574103182048e-15,0.0,0.07627671211957932,513.519775390625,5.0,1.5,8.0,0.0,1.0,109.2461037094034,2.4471031406403445,1.7125578346970158,0.9385248242482858,6.0,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,,,,
du_pf_soft,100.0,flat,518.8435592651367,504.48072814941406,4.117806077003479,0.00023920826407675122,4.456588864326477,0.7325484603643417,-1.0595571100711823,-120.0,0.8273809552192688,0.805307537317276,0.07904508337378502,0.0,1.0926982591918204,5.043462866847863e-15,1.068614794257445e-15,5.033462795872579e-15,0.0,0.07475018501281738,504.48072814941406,5.0,1.5,8.0,0.0,1.0,108.67802981440313,2.4451411616973973,1.62898013982424,0.9342336208246954,6.0,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,,,,
du_pf_soft,100.0,selective,518.4123916625977,505.54893493652344,4.114384055137634,0.273058601655066,4.241892695426941,0.7849979102611542,-7.644060254096985,-120.0,0.8928571343421936,0.7673611044883728,0.07841597497463226,0.0,1.08971027971711,6.214595924830958e-15,1.1540837141229643e-15,6.2045958538556735e-15,0.0,0.07518574222922325,505.5489501953125,5.0,1.5,8.0,0.0,1.0,109.67308170562349,2.4480278331068646,1.7179933854011034,0.9473335903493542,6.0,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,,,,
du_pf_soft,200.0,flat,511.3759307861328,497.5810852050781,4.058539271354675,1.0077102663430537e-07,4.754771411418915,0.7112969607114792,-3.8876905143260956,-120.0,0.7956349104642868,0.77108134329319,0.07838862389326096,0.0,1.0846815068216529,6.109313541135511e-15,1.116240346682451e-15,6.0993134701602266e-15,0.0,0.075441500172019,497.5811004638672,5.0,1.5,8.0,0.0,1.0,107.88734129997326,2.432957226211647,1.620825119357108,0.930121668347072,6.0,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,,,,
du_pf_soft,200.0,selective,509.0950927734375,499.3110885620117,4.040437281131744,0.20628186571411788,4.246166706085205,0.7663039267063141,-10.66097116470337,-120.0,0.8869047462940216,0.7403273731470108,0.07897130958735943,0.0,1.0819616247026715,7.234780405954166e-15,1.2797251964501583e-15,7.224780334978882e-15,0.0,0.07526430860161781,499.3110809326172,5.0,1.5,8.0,0.0,1.0,108.87744264772533,2.434503590427798,1.7064274921160472,0.943907485336732,6.0,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,,,,
du_pf_soft,400.0,flat,505.9329833984375,498.99073028564453,4.015341222286224,1.9616740920547215e-07,4.371497273445129,0.7143314182758331,-4.685608625411987,-120.0,0.803571417927742,0.7797619104385376,0.07853400334715843,0.0,1.0790179945179261,5.1565950225028706e-15,1.0753192850280894e-15,5.146594951527586e-15,0.0,0.07642109878361225,498.9907455444336,5.0,1.5,8.0,0.0,1.0,108.31006924866097,2.4382953562978917,1.6300289663793843,0.9329972816581054,6.0,499999.99999999994,49999.99999999999,1023750.0,2.0475000000000003,20.475,0.0,0.0,,,,
du_pf_soft,400.0,selective,504.7823715209961,496.4861373901367,4.0062092542648315,0.3213603040203452,4.175379365682602,0.768516480922699,-11.088396430015564,-120.0,0.8710317462682724,0.7318948358297348,0.07842304557561874,0.0,1.0794888692325912,5.413358131507316e-15,1.0961094175508706e-15,5.403358060532032e-15,0.0,0.07977412082254887,496.4861373901367,5.0,1.5,8.0,0.0,1.0,109.21800422606105,2.438040057694855,1.7322499436732557,0.9478321424772272,6.0,499999.99999999994,49999.99999999999,1023750.0,2.0475000000000003,20.475,0.0,0.0,,,,
pf_fs_cognitive,20.0,flat,535.0558319091797,525.6208724975586,4.246474862098694,0.0,4.775582373142242,0.692964494228363,-12.330294489860535,-120.0,0.7738095223903656,0.7584325671195984,0.07862872444093227,0.0,2.6349782899196725,1.6943637589384586e-15,3.987049264558261e-16,1.6843637673725131e-15,0.0,0.030695111490786076,525.6208572387695,5.0,1.5,20.0,0.0,0.0,114.17597951291278,2.552824381366737,1.702834183111701,0.9338977757054837,6.0,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,4.0,4.0,4.0,0.5
pf_fs_cognitive,20.0,selective,534.5902252197266,525.0672378540039,4.242779493331909,0.0,4.672128736972809,0.7109367698431015,-14.349833726882935,-120.0,0.809523805975914,0.74454365670681,0.07917555421590805,0.0,2.6324801336741075,1.5571373540521083e-15,3.8181669752668614e-16,1.5471373624861628e-15,0.0,0.03197626490145922,525.0672302246094,5.0,1.5,20.0,0.0,0.0,114.50790631017968,2.554870287147889,1.7255916414272472,0.9373758908919757,6.0,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,4.0,4.0,4.0,0.5
pf_fs_cognitive,50.0,flat,560.5917510986328,558.4559020996094,4.449140906333923,0.0,4.940750777721405,0.7095532864332199,-8.521506547927856,-120.0,0.8035714328289032,0.7847222238779068,0.07942884601652622,0.0,2.6285581422562245,1.6558408857857902e-15,3.7203461180386675e-16,1.6458408942198447e-15,0.0,0.031183145940303802,558.4559173583984,5.0,1.5,20.0,0.0,0.0,115.42831016843299,2.5724024452750194,1.810694342091447,0.9372467890271783,6.0,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,4.0,4.0,4.0,0.5
pf_fs_cognitive,50.0,selective,563.1520690917969,557.5635223388672,4.469460844993591,0.03423091002812573,4.765866160392761,0.7419934272766113,-11.903194069862366,-120.0,0.855158731341362,0.7604166716337204,0.0784416701644659,0.0,2.622843302000547,1.6970448299747552e-15,3.697470603634636e-16,1.6870448119390302e-15,0.0,0.029880960006266832,557.5635223388672,5.0,1.5,20.0,0.0,0.0,115.40395253065856,2.5619009761062377,1.847555687754912,0.9453457732731978,6.0,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,4.0,4.0,4.0,0.5
pf_fs_cognitive,100.0,flat,553.0059051513672,544.2113342285156,4.388935685157776,0.0,4.812960684299469,0.7127354294061661,-9.585578680038452,-120.0,0.803571417927742,0.7765377163887024,0.07734227366745472,0.0,2.604826799739385,1.7092623008570533e-15,3.7802181786941947e-16,1.6992623092911078e-15,0.0,0.03164127888157964,544.2113494873047,5.0,1.5,20.0,0.0,0.0,115.28016048210915,2.5707448579974854,1.7084233007191236,0.9396036759169114,6.0,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,4.0,4.0,4.0,0.5
pf_fs_cognitive,100.0,selective,553.9733428955078,545.7630615234375,4.396613836288452,0.12374775236511937,4.554095506668091,0.7649514824151993,-15.203685522079468,-120.0,0.8908730149269104,0.7395833432674408,0.07595098577439785,0.0,2.6052731695817783,1.6868561088802497e-15,3.878354952741935e-16,1.6768560908445246e-15,0.0,0.029640656895935535,545.7630615234375,5.0,1.5,20.0,0.0,0.0,116.55603078113381,2.580804398527202,1.8431264582158402,0.9512762014572937,6.0,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,4.0,4.0,4.0,0.5
pf_fs_cognitive,200.0,flat,546.3221130371094,540.7103652954102,4.33588981628418,0.0,5.0478710532188416,0.6857558339834213,-13.47604513168335,-120.0,0.769841268658638,0.7465277761220932,0.07798263430595398,0.0,2.5775889875367284,1.6315287902683256e-15,3.5616143274800287e-16,1.6215287987023802e-15,0.0,0.032868122681975365,540.7103652954102,5.0,1.5,20.0,0.0,0.0,114.41713409541369,2.554416973683502,1.6870907421305816,0.9375082653097733,6.0,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,4.0,4.0,4.0,0.5
pf_fs_cognitive,200.0,selective,546.2358245849609,540.8419036865234,4.3352049589157104,0.04035151399533721,4.531620740890503,0.7514027804136276,-18.13028836250305,-120.0,0.8670634925365448,0.7165178656578064,0.07831266149878502,0.0,2.5744972649845295,1.5516500893313377e-15,3.7778593242849894e-16,1.5416500977653922e-15,0.0,0.03140980005264282,540.8419036865234,5.0,1.5,20.0,0.0,0.0,115.70163820055267,2.5632060025768357,1.8195940602230916,0.9496211110201659,6.0,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,4.0,4.0,4.0,0.5
pf_fs_cognitive,400.0,flat,540.1833114624023,542.6776733398438,4.287169098854065,0.0,4.6534247398376465,0.685136154294014,-12.600274085998535,-120.0,0.7777777761220932,0.757192462682724,0.0794326700270176,0.0,2.570069742301712,1.5737009245169885e-15,3.6385901009229884e-16,1.563700932951043e-15,0.0,0.03186395298689604,542.6776580810547,5.0,1.5,20.0,0.0,0.0,115.08212506674813,2.564372622502389,1.798454094494134,0.939961490665009,6.0,499999.99999999994,49999.99999999999,1023750.0,2.0475000000000003,20.475,0.0,0.0,4.0,4.0,4.0,0.5
pf_fs_cognitive,400.0,selective,542.7712097167969,539.899658203125,4.307708024978638,0.23632536372099366,4.464601278305054,0.7597506642341614,-18.600321531295776,-120.0,0.875,0.7083333432674408,0.07825835607945919,0.0,2.5689088025537785,1.3827281086054255e-15,3.450385732790187e-16,1.3727281435092596e-15,0.0,0.0312872314825654,539.8996887207031,5.0,1.5,20.0,0.0,0.0,115.51280018269914,2.5562845400728467,1.8454399753598159,0.9534631157655815,6.0,499999.99999999994,49999.99999999999,1023750.0,2.0475000000000003,20.475,0.0,0.0,4.0,4.0,4.0,0.5
pf_fs_soft,20.0,flat,535.2389373779297,524.0020217895508,4.247928023338318,0.0,4.866432011127472,0.698810487985611,-12.44478690624237,-120.0,0.7896825224161148,0.757192462682724,0.07943267375230789,0.0,3.5232277839968447,5.929196114187502e-15,1.1324337372796016e-15,5.9191960432122175e-15,0.0,0.031257865484803915,524.0019989013672,5.0,1.5,20.0,0.0,0.0,114.08233005890341,2.550657983822399,1.689820794098408,0.9348310021444659,6.0,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,,,,
pf_fs_soft,20.0,selective,533.8592376708984,525.6077575683594,4.236978054046631,0.0,4.592285454273224,0.7139580249786377,-13.771002054214478,-120.0,0.8194444477558136,0.745783731341362,0.07943266816437244,0.0,2.6371477752982173,6.426125886265248e-15,1.1638260753240464e-15,6.4161258152899635e-15,0.0,0.03143430594354868,525.6077346801758,5.0,1.5,20.0,0.0,0.0,114.60710721412015,2.5559732724748705,1.7602087154519,0.9381639777697353,6.0,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,,,,
pf_fs_soft,50.0,flat,560.3277740478516,557.1116790771484,4.447045922279358,0.0,4.862981498241425,0.7089578807353973,-8.305445551872253,-120.0,0.8075396865606308,0.7810019850730896,0.079432662576437,0.0,2.625445512821898,5.895666526728677e-15,1.1069681681764339e-15,5.885666455753393e-15,0.0,0.03260692721232772,557.1117095947266,5.0,1.5,20.0,0.0,0.0,115.2458008620758,2.5701509061183225,1.808069661320817,0.936079687880516,6.0,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,,,,
pf_fs_soft,50.0,selective,563.1377258300781,559.5125122070312,4.46934711933136,0.011007273988354882,4.650059878826141,0.7442429512739182,-11.626116514205933,-120.0,0.8611110895872116,0.7604166567325592,0.07788540609180927,0.0,2.618491260596784,7.021250917368764e-15,1.180858346176334e-15,7.01125084639348e-15,0.0,0.030757528729736805,559.5124969482422,5.0,1.5,20.0,0.0,0.0,115.04333477532543,2.554808592634826,1.8446610108788166,0.9451594023503022,6.0,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,,,,
pf_fs_soft,100.0,flat,553.7413787841797,545.7858734130859,4.394772887229919,0.0,4.848263442516327,0.7118587642908096,-9.8131263256073,-120.0,0.809523805975914,0.7777777761220932,0.07918833568692207,0.0,2.606218874017941,4.735372049399089e-15,1.0419762698107873e-15,4.725371978423805e-15,0.0,0.03033940214663744,545.785888671875,5.0,1.5,20.0,0.0,0.0,115.3834339652192,2.5710841103186404,1.7323888938081924,0.9409780800278466,6.0,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,,,,
pf_fs_soft,100.0,selective,552.9097442626953,544.5359954833984,4.388172507286072,0.21819943748414516,4.5301443338394165,0.7690546661615372,-14.240339040756226,-120.0,0.8849206268787384,0.7423115074634552,0.0775876883417368,0.0,2.6099595657433383,5.3982301230693546e-15,1.0285639398423789e-15,5.38823005209407e-15,0.0,0.0318486038595438,544.5360107421875,5.0,1.5,20.0,0.0,0.0,116.55765651187556,2.580696960070516,1.8418200266453886,0.9511335963248169,6.0,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,,,,
pf_fs_soft,200.0,flat,548.4132080078125,542.1503601074219,4.352485775947571,0.0,4.929953336715698,0.6832882612943649,-13.085018634796143,-120.0,0.7797619104385376,0.7485119104385376,0.07917097769677639,0.0,2.58274120776332,5.2004643411488285e-15,1.0464377379277635e-15,5.190464270173544e-15,0.0,0.032903965562582016,542.1503524780273,5.0,1.5,20.0,0.0,0.0,114.52937566120312,2.556861912268489,1.69808300511836,0.9376118628244439,6.0,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,,,,
pf_fs_soft,200.0,selective,547.1328125,542.2052993774414,4.342323899269104,0.14509516790676003,4.455357074737549,0.7467057257890701,-17.89280414581299,-120.0,0.8710317313671112,0.717509925365448,0.0768571775406599,0.0,2.5829232664837036,5.5955270722535754e-15,1.1075884080520608e-15,5.585527001278291e-15,0.0,0.031251195818185806,542.2052993774414,5.0,1.5,20.0,0.0,0.0,115.30225586709906,2.555637856458375,1.8352812318044758,0.9498731224538832,6.0,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,,,,
pf_fs_soft,400.0,flat,539.8055648803711,541.8827972412109,4.284171104431152,0.0,4.649590969085693,0.6835843324661255,-12.173794984817505,-120.0,0.7718253880739212,0.758928582072258,0.079432662576437,0.0,2.572910153947305,5.4215661454640066e-15,1.0618564771899805e-15,5.411566074488722e-15,0.0,0.03273521875962615,541.8827972412109,5.0,1.5,20.0,0.0,0.0,115.05861743555734,2.5639303330644676,1.763182212208835,0.940072796104591,6.0,499999.99999999994,49999.99999999999,1023750.0,2.0475000000000003,20.475,0.0,0.0,,,,
pf_fs_soft,400.0,selective,541.0255126953125,535.3053894042969,4.293853282928467,0.2336884813068263,4.47463846206665,0.7620401233434677,-18.734655618667603,-120.0,0.8730158656835556,0.7123015820980072,0.0768680777400732,0.0,2.5675677256367635,4.489994386694721e-15,9.470185957025497e-16,4.479994315719437e-15,0.0,0.030494967941194773,535.305419921875,5.0,1.5,20.0,0.0,0.0,115.96507053372315,2.566302756817553,1.8665943969556726,0.9528466912953631,6.0,499999.99999999994,49999.99999999999,1023750.0,2.0475000000000003,20.475,0.0,0.0,,,,
