algorithm,tau_rms_ns,batch_index,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,rate_gap_bps_per_hz,fairness_gap,coverage_gap,protection_gap
du_pf_cognitive,20.0,1.5,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,-1.2900390625,-0.005927159716295788,-0.0337301641702652,0.0
du_pf_cognitive,50.0,1.5,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,-0.10430145263671875,-0.010923816273643,-0.0634920597076416,0.0
du_pf_cognitive,100.0,1.5,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,-0.0471038818359375,-0.011916100608514363,-0.0892857015132904,0.0
du_pf_cognitive,200.0,1.5,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,-0.5181045532226562,-0.015150805317645982,-0.1071428507566452,0.0
du_pf_cognitive,400.0,1.5,499999.99999999994,49999.99999999999,1023750.0,2.0475000000000003,20.475,0.0,0.0,1.898712158203125,-0.014852130893749066,-0.08333331346511841,0.0
du_pf_soft,20.0,1.5,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,2.2628402709960938,-0.00448802087665115,-0.0376984179019928,0.0
du_pf_soft,50.0,1.5,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,-2.04833984375,-0.01010040888495431,-0.045634910464286804,0.0
du_pf_soft,100.0,1.5,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,-1.068206787109375,-0.013099969524658778,-0.0654761791229248,0.0
du_pf_soft,200.0,1.5,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,-1.7300033569335938,-0.013785816989659944,-0.0912698358297348,0.0
du_pf_soft,400.0,1.5,499999.99999999994,49999.99999999999,1023750.0,2.0475000000000003,20.475,0.0,0.0,2.5045928955078125,-0.014834860819121887,-0.0674603283405304,0.0
pf_fs_cognitive,20.0,1.5,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,0.5536346435546875,-0.0034781151864919924,-0.0357142835855484,0.0
pf_fs_cognitive,50.0,1.5,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,0.8923797607421875,-0.008098984246019597,-0.0515872985124588,0.0
pf_fs_cognitive,100.0,1.5,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,-1.551727294921875,-0.01167252554038234,-0.0873015969991684,0.0
pf_fs_cognitive,200.0,1.5,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,-0.13153839111328125,-0.012112845710392561,-0.0972222238779068,0.0
pf_fs_cognitive,400.0,1.5,499999.99999999994,49999.99999999999,1023750.0,2.0475000000000003,20.475,0.0,0.0,2.77801513671875,-0.013501625100572595,-0.0972222238779068,0.0
pf_fs_soft,20.0,1.5,10000000.0,1000000.0,1023750.0,0.102375,1.02375,1.0,0.0,-1.6057357788085938,-0.0033329756252694076,-0.02976192533969879,0.0
pf_fs_soft,50.0,1.5,3999999.9999999995,399999.99999999994,1023750.0,0.25593750000000004,2.559375,1.0,0.0,-2.4008331298828125,-0.009079714469786143,-0.05357140302658081,0.0
pf_fs_soft,100.0,1.5,1999999.9999999998,199999.99999999997,1023750.0,0.5118750000000001,5.11875,1.0,0.0,1.2498779296875,-0.010155516296970285,-0.0753968209028244,0.0
pf_fs_soft,200.0,1.5,999999.9999999999,99999.99999999999,1023750.0,1.0237500000000002,10.2375,0.0,0.0,-0.05493927001953125,-0.012261259629439247,-0.09126982092857361,0.0
pf_fs_soft,400.0,1.5,499999.99999999994,49999.99999999999,1023750.0,2.0475000000000003,20.475,0.0,0.0,6.5774078369140625,-0.012773895190772072,-0.1011904776096344,0.0
