sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
861.4537353515625,873.926025390625,6.836934566497803,0.002266738098114729,7.157540559768677,0.7893149852752686,6.527472972869873,-120.0,0.89682537317276,0.8670634627342224,79.43267822265625,0.0,2.707499284762889,1.5499463691670545e-12,5.097515833919763e-13,-88.09683227539062,-94.41351318359375,1.5399463388493517e-12,0.0,0.0,-110.0,-110.0,-21.903167724609375,-15.5864839553833,0.03814923018217087,873.9261474609375,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,166.75983194276398,3.796266323536357,2.946312603947505,0.9799599433974402,6.0,,,,
862.0703125,878.5279541015625,6.841827869415283,4.28303752109116e-06,7.359423875808716,0.7856675982475281,6.610414505004883,-120.0,0.89682537317276,0.8645833134651184,79.43267059326172,0.0,2.701965771615505,6.033598100307902e-13,2.0183145790515084e-13,-92.1942367553711,-98.33390045166016,5.93359833923196e-13,0.0,0.0,-110.0,-110.0,-17.80576515197754,-11.666096687316895,0.036919813603162766,878.5280151367188,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,166.86581995435168,3.7962395775266744,2.967721678389102,0.9814028871307773,6.0,8.0,8.0,8.0,0.5
828.5266723632812,836.9352416992188,6.575608730316162,0.07669753581285477,7.136016130447388,0.8095976114273071,10.072184562683105,-120.0,0.9047619104385376,0.8864087462425232,79.43267822265625,0.0,1.6541534992866218,1.312403094186343e-12,4.819683606209491e-13,-88.81932830810547,-94.7716064453125,1.3024030638686401e-12,0.0,0.0,-110.0,-110.0,-21.18067169189453,-15.228394508361816,0.06168084219098091,836.9352416992188,du_pf_soft,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,162.58253928676217,3.6713104873629336,2.867317455048206,0.9802964077619564,6.0,,,,
834.2197265625,842.1743774414062,6.620791435241699,0.049586979672312737,7.304607629776001,0.8057800531387329,10.28199577331543,-120.0,0.89682537317276,0.8834325671195984,79.43267059326172,0.0,1.6543058976531029,5.483256535453174e-13,1.9298930129755393e-13,-92.60961151123047,-98.7152328491211,5.383256774377232e-13,0.0,0.0,-110.0,-110.0,-17.390384674072266,-11.28476333618164,0.06345650553703308,842.1743774414062,du_pf_cognitive,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,163.21496166408468,3.690667601229456,2.8354339882043913,0.9797970296515713,6.0,8.0,8.0,8.0,0.5
909.6689453125,929.0447998046875,7.219594955444336,0.02664049371753663,7.870366096496582,0.8003225922584534,8.551572799682617,-120.0,0.8888888955116272,0.8779761791229248,79.43267059326172,0.0,2.715071439743042,3.006110117775851e-12,5.41141784160537e-13,-85.21995544433594,-95.321044921875,2.996110087458148e-12,0.0,0.0,-110.0,-110.0,-24.78005027770996,-14.678955078125,0.03208685293793678,929.0447998046875,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,161.99351959644184,3.664045780627487,2.8085113505980965,0.9750312583272689,6.0,,,,
910.0940551757812,925.4453735351562,7.222968578338623,0.0006073476976489189,7.7670488357543945,0.7966665029525757,8.1073637008667,-120.0,0.89682537317276,0.8695436716079712,79.43267822265625,0.0,2.734632859006524,7.580953551543368e-13,1.826655146586198e-13,-91.2027587890625,-98.9980697631836,7.480953790467426e-13,0.0,0.0,-110.0,-110.0,-18.797239303588867,-11.001933097839355,0.03421527147293091,925.4453125,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,164.0487660923789,3.7264103363972856,2.872565321154866,0.973910746698204,6.0,8.0,8.0,8.0,0.5
877.509521484375,885.3267211914062,6.964361190795898,0.23404273763298988,7.3760082721710205,0.813785195350647,11.745914459228516,-120.0,0.9047619104385376,0.8913690447807312,79.43267822265625,0.0,1.6701332493685186,3.056916915780694e-12,5.099683696163648e-13,-85.14716339111328,-95.82843017578125,3.0469168854629913e-12,0.0,0.0,-110.0,-110.0,-24.852834701538086,-14.171562194824219,0.06641943752765656,885.3267822265625,du_pf_soft,5.0,1.0,12.0,0.0,pf,budget_dual,1.0,162.01756193878438,3.672747367568841,2.7883299691283847,0.9697280481949048,6.0,,,,
882.7451171875,893.4620971679688,7.005913734436035,0.39431583136320114,7.308758974075317,0.8126930594444275,12.130980491638184,-120.0,0.9126983880996704,0.8948412537574768,79.43267059326172,0.0,1.6715022418648005,6.203341334533319e-13,1.5570259925129504e-13,-92.07374572753906,-99.63231658935547,6.103341573457377e-13,0.0,0.0,-110.0,-110.0,-17.926258087158203,-10.367687225341797,0.05751362442970276,893.462158203125,du_pf_cognitive,5.0,1.0,12.0,0.0,pf,budget_dual,1.0,162.81109121341925,3.6943814059277877,2.806741222803473,0.9706590986606433,6.0,8.0,8.0,8.0,0.5
926.0904541015625,927.423095703125,7.349924087524414,0.07640019059181213,7.865370750427246,0.8281744122505188,11.728340148925781,-120.0,0.9285714030265808,0.9047619104385376,79.43267059326172,0.0,2.7360926610417664,8.723755767249541e-13,3.512316576904234e-13,-90.59296417236328,-95.19940185546875,8.6237560061736e-13,0.0,0.0,-110.0,-110.0,-19.40703582763672,-14.800591468811035,0.02914499305188656,927.423095703125,pf_fs_soft,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,169.18442604544555,3.8722118805727272,2.98526578625527,0.9790270914295197,6.0,,,,
923.9727783203125,926.9496459960938,7.333117485046387,0.042943218104483094,7.837551832199097,0.8297103643417358,11.80820369720459,-120.0,0.9365079402923584,0.9027777910232544,79.43267059326172,0.0,2.7263865480199456,2.84854903337059e-13,1.214763017823653e-13,-95.45376586914062,-99.65277099609375,2.748549001244105e-13,0.0,0.0,-110.0,-110.0,-14.546236991882324,-10.347228050231934,0.030689356848597527,926.9496459960938,pf_fs_cognitive,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,169.20485165161514,3.8715114499656846,3.0371031748822626,0.9793698313674346,6.0,8.0,8.0,8.0,0.5
