algorithm,sweep_value,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,batch_index,num_iterations_or_layers,converged,used_unfolding,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots
du_pf_cognitive,15.0,451.5119390487671,449.563925743103,3.5834280885756016,0.0,3.9471811447292566,0.7723096320405602,-6.307449943386018,-120.0,11.55824539810419,14.51314251869917,0.8377976147457957,0.8377976147457957,14.746760971844196,0.0,87.00799826721777,1.001737620250381e-14,8.541292754663446e-15,-109.9924920797348,-110.85048580169678,2.3865245933118518e-17,0.9010416669771075,0.8932291669771075,-110.0,-110.0,-0.0075085278299766856,0.8504850461613387,0.04775047366274521,449.5639262199402,31.5,56.0,0.0,1.0,8.0,8.0,8.0,0.5,110.84084578542091,2.457383793777767,1.7616312895055881,0.9695795940360161,8.0
edge_fs_soft,15.0,343.6157879829407,396.6853721141815,2.7271094266325235,0.0,3.0437589157372713,0.7153450762853026,-15.31093955039978,-120.0,8.514807565137744,11.389936065301299,0.780753968283534,0.780753968283534,18.994743686169386,0.0,10.86420642821031,1.009191762972614e-14,8.55665851466179e-15,-109.9640337228775,-110.84743785858154,1.0347276397808708e-16,0.8450520834885538,0.8255208325572312,-110.0,-110.0,-0.035967209848609016,0.8474381376290694,0.10040317429229617,396.68536901474,31.5,56.0,0.0,0.0,,,,,,,,,
pf_fs_cognitive,15.0,478.50854206085205,476.3622627258301,3.797686852514744,0.0,4.224320134148002,0.760037824511528,-6.988379200920463,-120.0,12.44609273597598,15.617702551186085,0.8286210261285305,0.828690780326724,11.481538526713848,0.0,86.92751987930387,1.0013085583579273e-14,8.06900362100758e-15,-109.99438869953156,-111.17890739440918,2.666594713832506e-17,0.9244791707023978,0.9114583376795053,-110.0,-110.0,-0.005611498342320331,1.178907273337245,0.05379166058264673,476.36226177215576,31.5,56.0,0.0,0.0,8.0,8.0,8.0,0.5,117.12064010102173,2.585587599559461,1.8415631676015642,0.9662163606683716,8.0
