sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots
464.617919921875,466.0326843261719,3.687443733215332,0.0,4.018773913383484,0.7981094717979431,-2.7761034965515137,-120.0,11.821125030517578,14.158272743225098,0.8571428656578064,0.8571428656578064,24.620624542236328,0.0,88.0641193811316,1.005332647777699e-14,7.740984130013163e-15,-109.9769058227539,-111.5281753540039,5.3326653260288986e-17,0.75,0.75,-110.0,-110.0,-0.023098016157746315,1.5281786918640137,0.051975641399621964,466.0326843261719,pf_fs_cognitive,15.0,3.0,56.0,0.0,pf,budget_dual,0.0,8.0,8.0,8.0,0.5,117.38254468760762,2.578050723577296,1.9007562327398633,0.9708667113047782,8.0
300.48321533203125,343.4730529785156,2.3847873210906982,0.0,2.619437575340271,0.7394152879714966,-14.904847145080566,-120.0,7.112595558166504,9.65644359588623,0.8015872836112976,0.8015872836112976,23.18868064880371,0.0,11.075313911074772,1.0000001518582595e-14,7.171584018913352e-15,-110.0,-111.74346923828125,1.6940658945086007e-21,1.0,0.9166666865348816,-110.0,-110.0,-7.765790996927535e-07,1.7434611320495605,0.12796497344970703,343.47308349609375,edge_fs_soft,15.0,3.0,56.0,0.0,edge_boost,budget_dual,0.0,,,,,,,,,
425.8379211425781,429.68359375,3.3796660900115967,0.0,3.6923364400863647,0.8109543323516846,-6.3543314933776855,-120.0,10.765276432037354,12.89451789855957,0.8650793433189392,0.8650793433189392,11.604652404785156,0.0,88.40204121172428,1.0031041887967676e-14,9.140067412508664e-15,-109.98653411865234,-110.41201782226562,3.10420634509756e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.013460573740303516,0.41201791167259216,0.06001538410782814,429.68359375,du_pf_cognitive,15.0,4.0,56.0,0.0,pf,budget_dual,1.0,8.0,8.0,8.0,0.5,109.97025355871682,2.4310658388542405,1.854725475163164,0.972422195710326,8.0
506.3343200683594,504.9090881347656,4.018526554107666,0.0,4.4620020389556885,0.7976188659667969,-4.4459547996521,-120.0,13.23029613494873,15.910757064819336,0.8571428656578064,0.8571428656578064,6.054246425628662,0.0,87.61656714137644,9.884013061950327e-15,8.66950079976038e-15,-110.05066680908203,-110.6954574584961,0.0,1.0,1.0,-110.0,-110.0,0.05066706985235214,0.6954507231712341,0.05355751886963844,504.9090881347656,pf_fs_cognitive,15.0,4.0,56.0,0.0,pf,budget_dual,0.0,8.0,8.0,8.0,0.5,119.83697554291598,2.638113514633395,1.848497020122621,0.9651193128579819,8.0
370.1427001953125,438.8757629394531,2.937640428543091,0.0,3.4424288272857666,0.6921871304512024,-18.71874237060547,-120.0,9.943614482879639,12.990506172180176,0.7539682388305664,0.7539682388305664,4.536348342895508,0.0,10.943138153059408,9.9999998245167e-15,8.13585140826533e-15,-110.0,-111.11615753173828,0.0,1.0,1.0,-110.0,-110.0,0.0,1.1161597967147827,0.0668235793709755,438.8757629394531,edge_fs_soft,15.0,4.0,56.0,0.0,edge_boost,budget_dual,0.0,,,,,,,,,
375.8621520996094,371.81085205078125,2.9830329418182373,0.0,3.1648945808410645,0.7899702787399292,-5.3008646965026855,-120.0,9.013834476470947,11.677635192871094,0.8730158805847168,0.8730158805847168,11.740462303161621,0.0,88.28818085370585,1.0024797561080517e-14,8.779216977418229e-15,-109.98924255371094,-110.6516342163086,2.4797736563816897e-17,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.010756243951618671,0.6516284346580505,0.0768098384141922,371.81085205078125,du_pf_cognitive,15.0,5.0,56.0,0.0,pf,budget_dual,1.0,8.0,8.0,8.0,0.5,95.45852593270885,2.1692465636285228,1.487143976021211,0.9703440557512726,8.0
471.74945068359375,463.938232421875,3.7440433502197266,0.0,4.176748037338257,0.7773723006248474,-5.328741073608398,-120.0,12.32622480392456,14.830367088317871,0.841269850730896,0.841269850730896,5.086877346038818,0.0,87.68994623492472,1.0061025160234584e-14,8.411405625567258e-15,-109.97358703613281,-110.91131591796875,6.102533571788332e-17,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.02642255276441574,0.9113063216209412,0.05615963414311409,463.938232421875,pf_fs_cognitive,15.0,5.0,56.0,0.0,pf,budget_dual,0.0,8.0,8.0,8.0,0.5,105.03845309090423,2.347241115323251,1.5985103792199262,0.9661673917706457,8.0
321.1133728027344,365.54266357421875,2.5485188961029053,0.0,2.712448835372925,0.7089619040489197,-16.692468643188477,-120.0,7.471789360046387,10.302734375,0.7936508059501648,0.7936508059501648,13.056526184082031,0.0,10.953829385107383,1.0060073942234817e-14,9.25605671617388e-15,-109.97399139404297,-110.34827423095703,6.007411771811674e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.026011858135461807,0.3482798635959625,0.12379626929759979,365.54266357421875,edge_fs_soft,15.0,5.0,56.0,0.0,edge_boost,budget_dual,0.0,,,,,,,,,
514.8514404296875,514.6397705078125,4.086122512817383,0.0,4.569499731063843,0.7780281901359558,-3.8367223739624023,-120.0,13.568657398223877,16.478988647460938,0.841269850730896,0.841269850730896,12.649237632751465,0.0,87.6542696163524,1.0073773853123708e-14,8.335153178556584e-15,-109.96808624267578,-110.9229736328125,7.37740286070078e-17,0.75,0.75,-110.0,-110.0,-0.03192208334803581,0.9229721426963806,0.03679203614592552,514.6397705078125,du_pf_cognitive,15.0,6.0,56.0,0.0,pf,budget_dual,1.0,8.0,8.0,8.0,0.5,121.46526093316199,2.6665632353072195,1.9011558989707784,0.9689220921361816,8.0
553.8670654296875,545.1117553710938,4.39577054977417,0.0,4.872895240783691,0.7672197222709656,-6.01870584487915,-120.0,14.518066883087158,18.313739776611328,0.841269850730896,0.841269850730896,11.967949867248535,0.0,87.38749956898391,1.0020005048664953e-14,7.556624867944423e-15,-109.99131774902344,-111.58455657958984,2.0005224148252065e-17,0.75,0.6666666865348816,-110.0,-110.0,-0.008679430931806564,1.5845457315444946,0.023701738566160202,545.1117553710938,pf_fs_cognitive,15.0,6.0,56.0,0.0,pf,budget_dual,0.0,8.0,8.0,8.0,0.5,125.43284587204363,2.75897998158246,1.8629024152918425,0.9645802622265813,8.0
398.507568359375,444.2622375488281,3.1627585887908936,0.0,3.5382105112075806,0.7561814785003662,-9.047301292419434,-120.0,10.260162353515625,12.80557918548584,0.817460298538208,0.817460298538208,13.100057601928711,0.0,10.85786770703271,1.0065179856840866e-14,8.813395603872887e-15,-109.9717788696289,-110.67971801757812,6.518003232416567e-17,0.75,0.6666666865348816,-110.0,-110.0,-0.028215527534484863,0.6797211766242981,0.07656034082174301,444.2622375488281,edge_fs_soft,15.0,6.0,56.0,0.0,edge_boost,budget_dual,0.0,,,,,,,,,
462.5496826171875,467.9533386230469,3.6710293292999268,0.0,3.9157419204711914,0.81849604845047,-2.7333178520202637,-120.0,11.489787578582764,14.115062713623047,0.8809523582458496,0.8809523582458496,8.058438301086426,0.0,86.70516607863829,1.003356096395281e-14,8.89745345949251e-15,-109.9854507446289,-110.79552459716797,3.356113943610989e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.014551037922501564,0.7955231070518494,0.045342400670051575,467.953369140625,du_pf_cognitive,15.0,7.0,56.0,0.0,pf,budget_dual,1.0,8.0,8.0,8.0,0.5,112.75359031604151,2.48033562744571,1.8518827112660856,0.9749140020252244,8.0
490.0633544921875,491.83343505859375,3.8893916606903076,0.0,4.235403299331665,0.7988483905792236,-3.890956163406372,-120.0,12.512918949127197,15.431103706359863,0.8650793433189392,0.8650793433189392,6.047256946563721,0.0,86.36993195884861,9.942925897497758e-15,8.160938830097109e-15,-110.02485656738281,-111.24700164794922,0.0,1.0,1.0,-110.0,-110.0,0.02485794760286808,1.2470022439956665,0.049945343285799026,491.83343505859375,pf_fs_cognitive,15.0,7.0,56.0,0.0,pf,budget_dual,0.0,8.0,8.0,8.0,0.5,119.12779584239622,2.612687726401665,1.9124215286772828,0.9714914920509442,8.0
388.9674072265625,438.3628234863281,3.087042808532715,0.0,3.4689266681671143,0.697940468788147,-15.741960525512695,-120.0,10.028557777404785,12.829230546951294,0.7777777910232544,0.7777777910232544,12.92361068725586,0.0,10.697969802189618,9.93989606064543e-15,8.810280216692886e-15,-110.02618408203125,-110.9166259765625,0.0,1.0,1.0,-110.0,-110.0,0.026181718334555626,0.9166256785392761,0.06569624692201614,438.36285400390625,edge_fs_soft,15.0,7.0,56.0,0.0,edge_boost,budget_dual,0.0,,,,,,,,,
472.6837463378906,470.3057861328125,3.7514584064483643,0.0,4.244667291641235,0.7729840874671936,-7.691474914550781,-120.0,12.54236364364624,15.45228099822998,0.8333333134651184,0.8333333134651184,11.118006706237793,0.0,86.2791515996214,9.988985855103553e-15,7.97669645857509e-15,-110.0047836303711,-111.16234588623047,0.0,1.0,1.0,-110.0,-110.0,0.004785748664289713,1.1623427867889404,0.040714625269174576,470.3057861328125,du_pf_cognitive,15.0,8.0,56.0,0.0,pf,budget_dual,1.0,8.0,8.0,8.0,0.5,117.70472347934441,2.5876104401394233,1.7806322724189414,0.9686533920928738,8.0
478.3765563964844,480.2262878417969,3.7966394424438477,0.0,4.371942758560181,0.7663038372993469,-7.190819263458252,-120.0,12.945876121520996,15.699870109558105,0.8333333134651184,0.8333333134651184,8.323968887329102,0.0,86.20760393026285,9.846660603042307e-15,7.16100034223741e-15,-110.06710815429688,-111.7690658569336,0.0,1.0,1.0,-110.0,-110.0,0.06711003929376602,1.769055962562561,0.05109001323580742,480.2262878417969,pf_fs_cognitive,15.0,8.0,56.0,0.0,pf,budget_dual,0.0,8.0,8.0,8.0,0.5,122.7393286522512,2.6914063771563965,1.9677612873001453,0.9690363804688585,8.0
337.876708984375,396.73486328125,2.681561231613159,0.0,2.9896985292434692,0.685821533203125,-18.485010147094727,-120.0,8.415404319763184,11.586791038513184,0.7539682388305664,0.7539682388305664,13.390837669372559,0.0,10.774977819994092,1.0098264116727672e-14,7.838951960692595e-15,-109.95753479003906,-111.1986083984375,9.826429221097138e-17,0.75,0.75,-110.0,-110.0,-0.042467355728149414,1.1986126899719238,0.10833676159381866,396.73486328125,edge_fs_soft,15.0,8.0,56.0,0.0,edge_boost,budget_dual,0.0,,,,,,,,,
358.14556884765625,354.4621887207031,2.8424251079559326,0.0,3.107809066772461,0.7847402095794678,-8.713000297546387,-120.0,8.819961071014404,11.010666847229004,0.841269850730896,0.841269850730896,13.826164245605469,0.0,86.75093262898736,1.0030433718311547e-14,8.544874301132013e-15,-109.98680114746094,-110.7797622680664,3.043389379484701e-17,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.013197283260524273,0.7797565460205078,0.08443108201026917,354.4621887207031,du_pf_cognitive,15.0,9.0,56.0,0.0,pf,budget_dual,1.0,8.0,8.0,8.0,0.5,95.01184926005084,2.152350269647083,1.6554416319816112,0.9772438518800572,8.0
354.17724609375,347.58184814453125,2.8109304904937744,0.0,3.063777208328247,0.7798820734024048,-7.909996509552002,-120.0,8.669713973999023,10.739653587341309,0.8571428656578064,0.8571428656578064,13.72217082977295,0.0,86.40975045692176,1.0026374736428305e-14,8.460160842011216e-15,-109.98856353759766,-110.87238311767578,2.6374911911604404e-17,0.9166666865348816,0.8333333134651184,-110.0,-110.0,-0.011439306661486626,0.8723902702331543,0.12988433241844177,347.58184814453125,pf_fs_cognitive,15.0,9.0,56.0,0.0,pf,budget_dual,0.0,8.0,8.0,8.0,0.5,104.30177815170319,2.3222089749118155,1.7083297576222427,0.9730835511823456,8.0
362.3271484375,430.4167175292969,2.875612258911133,0.0,3.3030837774276733,0.6893454790115356,-19.571931838989258,-120.0,9.480034351348877,12.660625457763672,0.7460317611694336,0.7460317611694336,10.25452709197998,0.0,10.936443696031347,9.999998977483753e-15,7.42685433822738e-15,-110.0,-111.52062225341797,0.0,1.0,1.0,-110.0,-110.0,5.177192861083313e-07,1.5206197500228882,0.09982926398515701,430.4167175292969,edge_fs_soft,15.0,9.0,56.0,0.0,edge_boost,budget_dual,0.0,,,,,,,,,
502.0198974609375,494.4183044433594,3.9842848777770996,0.0,4.309170246124268,0.7633464336395264,-6.077658176422119,-120.0,12.747098922729492,16.577903747558594,0.8253968358039856,0.8253968358039856,6.85330057144165,0.0,87.09784190682694,9.99871656960161e-15,8.193537740105138e-15,-110.00056457519531,-111.08658599853516,0.0,1.0,1.0,-110.0,-110.0,0.0005575479008257389,1.0865834951400757,0.03131336346268654,494.4183044433594,du_pf_cognitive,15.0,10.0,56.0,0.0,pf,budget_dual,1.0,8.0,8.0,8.0,0.5,119.50287369970947,2.627526859997979,1.8827173658317777,0.9670787870619829,8.0
