algorithm,sweep_value,batch_index,iteration,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot
du_pf_cognitive,15.0,0.0,1.0,243.1945037841797,0.0,8.455591099260779e-17,0.6581124067306519,8.0
du_pf_cognitive,15.0,0.0,2.0,280.24383544921875,0.0,9.250192707080038e-17,0.5828880667686462,8.0
du_pf_cognitive,15.0,0.0,3.0,259.6321105957031,0.0,1.3070057189312756e-16,0.42342108488082886,8.0
du_pf_cognitive,15.0,0.0,4.0,257.6033020019531,0.0,1.9826754306265584e-16,0.2968396842479706,8.0
du_pf_cognitive,15.0,0.0,5.0,264.65838623046875,0.0,9.484397316995852e-17,0.2575210928916931,8.0
du_pf_cognitive,15.0,0.0,6.0,270.5939025878906,0.0,4.81589052490905e-17,0.23961439728736877,8.0
du_pf_cognitive,15.0,0.0,7.0,276.05975341796875,0.0,1.0031665304216855e-16,0.21754387021064758,8.0
du_pf_cognitive,15.0,0.0,8.0,276.79400634765625,0.0,8.679970126988443e-17,0.2066372185945511,8.0
du_pf_cognitive,15.0,0.0,9.0,277.2226867675781,0.0,7.39629169542455e-17,0.18435989320278168,8.0
du_pf_cognitive,15.0,0.0,10.0,278.0459289550781,0.0,6.837249950236712e-17,0.17006149888038635,8.0
du_pf_cognitive,15.0,0.0,11.0,280.6185302734375,0.0,8.689118082818789e-17,0.161211296916008,8.0
du_pf_cognitive,15.0,0.0,12.0,284.4621276855469,0.0,9.329898507416667e-17,0.16001677513122559,8.0
du_pf_cognitive,15.0,0.0,13.0,289.3783264160156,0.0,9.451786548526561e-17,0.15767307579517365,8.0
du_pf_cognitive,15.0,0.0,14.0,294.84912109375,0.0,9.292713761032204e-17,0.15949799120426178,8.0
du_pf_cognitive,15.0,0.0,15.0,300.99554443359375,0.0,9.497695734267744e-17,0.15992704033851624,8.0
du_pf_cognitive,15.0,0.0,16.0,307.8810729980469,0.0,8.372920683608759e-17,0.1541965901851654,8.0
du_pf_cognitive,15.0,0.0,17.0,314.9200744628906,0.0,8.270514400285714e-17,0.14437636733055115,8.0
du_pf_cognitive,15.0,0.0,18.0,321.8938293457031,0.0,9.490495954216083e-17,0.13954061269760132,8.0
du_pf_cognitive,15.0,0.0,19.0,329.8582458496094,0.0,4.2148359455373985e-17,0.13910135626792908,8.0
du_pf_cognitive,15.0,0.0,20.0,339.3968505859375,0.0,7.246451567055265e-17,0.10242515802383423,8.0
du_pf_cognitive,15.0,0.0,21.0,345.4184265136719,0.0,7.046212978324348e-17,0.09762866050004959,8.0
du_pf_cognitive,15.0,0.0,22.0,351.21466064453125,0.0,9.816603638908988e-17,0.09389520436525345,8.0
du_pf_cognitive,15.0,0.0,23.0,356.7205505371094,0.0,7.747895071829811e-17,0.09004372358322144,8.0
du_pf_cognitive,15.0,0.0,24.0,362.0790710449219,0.0,6.13463612048927e-17,0.08594471216201782,8.0
du_pf_cognitive,15.0,0.0,25.0,367.30706787109375,0.0,5.1408123634757996e-17,0.0809861570596695,8.0
du_pf_cognitive,15.0,0.0,26.0,372.57891845703125,0.0,4.173924254185016e-17,0.07601654529571533,8.0
du_pf_cognitive,15.0,0.0,27.0,377.8645935058594,0.0,3.6172542012494896e-17,0.07284628599882126,8.0
du_pf_cognitive,15.0,0.0,28.0,382.9969482421875,0.0,3.999011950577003e-17,0.07113488763570786,8.0
du_pf_cognitive,15.0,0.0,29.0,387.9173889160156,0.0,4.740589295898143e-17,0.07037879526615143,8.0
du_pf_cognitive,15.0,0.0,30.0,392.52642822265625,0.0,5.481404311566754e-17,0.06982370465993881,8.0
du_pf_cognitive,15.0,0.0,31.0,396.7792053222656,0.0,5.910257092761606e-17,0.06810466200113297,8.0
du_pf_cognitive,15.0,0.0,32.0,400.83880615234375,0.0,5.908647730161823e-17,0.06527502834796906,8.0
du_pf_cognitive,15.0,0.0,33.0,404.9056091308594,0.0,5.5053753439740505e-17,0.06253092736005783,8.0
du_pf_cognitive,15.0,0.0,34.0,409.09228515625,0.0,9.136605588853236e-17,0.060135677456855774,8.0
du_pf_cognitive,15.0,0.0,35.0,413.221923828125,0.0,8.128128161852266e-17,0.057999856770038605,8.0
du_pf_cognitive,15.0,0.0,36.0,417.2914733886719,0.0,7.090089284992121e-17,0.056140266358852386,8.0
du_pf_cognitive,15.0,0.0,37.0,421.3027038574219,0.0,6.242632821264193e-17,0.05451637879014015,8.0
du_pf_cognitive,15.0,0.0,38.0,425.1741638183594,0.0,5.566446419471086e-17,0.05307057127356529,8.0
du_pf_cognitive,15.0,0.0,39.0,428.87994384765625,0.0,5.047977552456728e-17,0.05171596631407738,8.0
du_pf_cognitive,15.0,0.0,40.0,432.40771484375,0.0,4.651989649615343e-17,0.05036356300115585,8.0
du_pf_cognitive,15.0,0.0,41.0,435.7512512207031,0.0,4.341043854678289e-17,0.04895619675517082,8.0
du_pf_cognitive,15.0,0.0,42.0,438.90875244140625,0.0,4.0850704980180397e-17,0.0474870502948761,8.0
du_pf_cognitive,15.0,0.0,43.0,441.8808288574219,0.0,3.8697547228259965e-17,0.04598582163453102,8.0
du_pf_cognitive,15.0,0.0,44.0,444.6639099121094,0.0,3.7422762642642243e-17,0.04449992999434471,8.0
du_pf_cognitive,15.0,0.0,45.0,447.25665283203125,0.0,5.4423560926983305e-17,0.04311421141028404,8.0
du_pf_cognitive,15.0,0.0,46.0,449.65399169921875,0.0,7.11253565809436e-17,0.041924819350242615,8.0
du_pf_cognitive,15.0,0.0,47.0,451.85516357421875,0.0,8.728674521455565e-17,0.04096975177526474,8.0
du_pf_cognitive,15.0,0.0,48.0,453.6946105957031,0.0,3.4466617656724735e-17,0.04021959751844406,8.0
du_pf_cognitive,15.0,0.0,49.0,455.501220703125,0.0,3.5279769286088863e-17,0.039616722613573074,8.0
du_pf_cognitive,15.0,0.0,50.0,457.12554931640625,0.0,3.59667130063121e-17,0.03903284668922424,8.0
du_pf_cognitive,15.0,0.0,51.0,458.58233642578125,0.0,3.6725654527051954e-17,0.038467638194561005,8.0
du_pf_cognitive,15.0,0.0,52.0,459.88250732421875,0.0,3.7334671216127796e-17,0.037884652614593506,8.0
du_pf_cognitive,15.0,0.0,53.0,461.03521728515625,0.0,3.7604027693354664e-17,0.03727252036333084,8.0
du_pf_cognitive,15.0,0.0,54.0,462.1242370605469,0.0,3.770228351523616e-17,0.03657233715057373,8.0
du_pf_cognitive,15.0,0.0,55.0,463.1254577636719,0.0,3.6960282653441395e-17,0.03580252826213837,8.0
du_pf_cognitive,15.0,0.0,56.0,464.11376953125,0.0,3.583711696538219e-17,0.03493725135922432,8.0
pf_fs_cognitive,15.0,0.0,1.0,249.26605224609375,0.0,7.519958505723678e-17,0.6789478659629822,8.0
pf_fs_cognitive,15.0,0.0,2.0,270.159423828125,0.0,1.5434380254983684e-16,0.6790851354598999,8.0
pf_fs_cognitive,15.0,0.0,3.0,255.66526794433594,0.0,1.6352818079691522e-16,0.42569321393966675,8.0
pf_fs_cognitive,15.0,0.0,4.0,255.31387329101562,0.0,1.1711162232032682e-16,0.32561326026916504,8.0
pf_fs_cognitive,15.0,0.0,5.0,264.4615173339844,0.0,1.4377283136810318e-16,0.26653459668159485,8.0
pf_fs_cognitive,15.0,0.0,6.0,274.417236328125,0.0,9.474063515039349e-17,0.24983863532543182,8.0
pf_fs_cognitive,15.0,0.0,7.0,278.09521484375,0.0,4.383988425104082e-17,0.23366470634937286,8.0
pf_fs_cognitive,15.0,0.0,8.0,278.2843933105469,0.0,5.1652069123567235e-17,0.22650247812271118,8.0
pf_fs_cognitive,15.0,0.0,9.0,278.99237060546875,0.0,4.874928721332675e-17,0.20573753118515015,8.0
pf_fs_cognitive,15.0,0.0,10.0,282.16534423828125,0.0,9.291527914906048e-17,0.19176703691482544,8.0
pf_fs_cognitive,15.0,0.0,11.0,286.97412109375,0.0,5.29649701918114e-17,0.19192136824131012,8.0
pf_fs_cognitive,15.0,0.0,12.0,293.1011962890625,0.0,5.89517990630048e-17,0.18253692984580994,8.0
pf_fs_cognitive,15.0,0.0,13.0,299.5821533203125,0.0,2.5456728196780742e-17,0.17165230214595795,8.0
pf_fs_cognitive,15.0,0.0,14.0,305.50323486328125,0.0,3.876954502877658e-17,0.16265055537223816,8.0
pf_fs_cognitive,15.0,0.0,15.0,310.2115478515625,0.0,4.311058888345487e-17,0.15645398199558258,8.0
pf_fs_cognitive,15.0,0.0,16.0,314.5214538574219,0.0,4.668760901970978e-17,0.1480950266122818,8.0
pf_fs_cognitive,15.0,0.0,17.0,318.94903564453125,0.0,4.3390956788996043e-17,0.14041243493556976,8.0
pf_fs_cognitive,15.0,0.0,18.0,324.1053466796875,0.0,3.423707172801882e-17,0.13264597952365875,8.0
pf_fs_cognitive,15.0,0.0,19.0,330.8770751953125,0.0,7.614063866163631e-17,0.1268276870250702,8.0
pf_fs_cognitive,15.0,0.0,20.0,339.6493835449219,0.0,4.1488520789462885e-17,0.1238568127155304,8.0
pf_fs_cognitive,15.0,0.0,21.0,349.8522644042969,0.0,2.377197966469194e-17,0.11979008466005325,8.0
pf_fs_cognitive,15.0,0.0,22.0,360.4476623535156,0.0,1.998828348930698e-17,0.11486412584781647,8.0
pf_fs_cognitive,15.0,0.0,23.0,370.4015808105469,0.0,5.7098490974412386e-18,0.1097685769200325,8.0
pf_fs_cognitive,15.0,0.0,24.0,379.1319580078125,0.0,7.951945308823372e-18,0.10458184033632278,8.0
pf_fs_cognitive,15.0,0.0,25.0,387.0529479980469,0.0,8.350220200622344e-17,0.09894684702157974,8.0
pf_fs_cognitive,15.0,0.0,26.0,394.185791015625,0.0,1.4503745155835385e-17,0.0939880907535553,8.0
pf_fs_cognitive,15.0,0.0,27.0,400.8329772949219,0.0,7.515723340987407e-18,0.08924151211977005,8.0
pf_fs_cognitive,15.0,0.0,28.0,406.9841613769531,0.0,3.6958588587546887e-17,0.0838276594877243,8.0
pf_fs_cognitive,15.0,0.0,29.0,412.71588134765625,0.0,0.0,0.07917004078626633,8.0
pf_fs_cognitive,15.0,0.0,30.0,418.2962341308594,0.0,8.470329472543003e-22,0.07563038170337677,8.0
pf_fs_cognitive,15.0,0.0,31.0,423.7363586425781,0.0,1.6940658945086007e-21,0.07356470078229904,8.0
pf_fs_cognitive,15.0,0.0,32.0,429.0064392089844,0.0,0.0,0.07117556035518646,8.0
pf_fs_cognitive,15.0,0.0,33.0,434.2512512207031,0.0,9.827276254044393e-17,0.06780174374580383,8.0
pf_fs_cognitive,15.0,0.0,34.0,439.24591064453125,0.0,8.135920864967006e-17,0.06350933015346527,8.0
pf_fs_cognitive,15.0,0.0,35.0,444.047607421875,0.0,6.910348893584758e-17,0.05938305705785751,8.0
pf_fs_cognitive,15.0,0.0,36.0,448.3765563964844,0.0,6.210360865973805e-17,0.0564984567463398,8.0
pf_fs_cognitive,15.0,0.0,37.0,452.0728759765625,0.0,6.183425218251118e-17,0.054507531225681305,8.0
pf_fs_cognitive,15.0,0.0,38.0,454.9703063964844,0.0,7.347163784483801e-17,0.052981454879045486,8.0
pf_fs_cognitive,15.0,0.0,39.0,457.4631652832031,0.0,8.464061428733322e-17,0.05183091387152672,8.0
pf_fs_cognitive,15.0,0.0,40.0,459.6454772949219,0.0,4.1724842981746835e-18,0.05087747052311897,8.0
pf_fs_cognitive,15.0,0.0,41.0,461.8310852050781,0.0,1.6892378067092512e-17,0.050523824989795685,8.0
pf_fs_cognitive,15.0,0.0,42.0,463.96466064453125,0.0,1.9864616679007852e-17,0.050886742770671844,8.0
pf_fs_cognitive,15.0,0.0,43.0,465.9804382324219,0.0,2.099286456475058e-17,0.05167949199676514,8.0
pf_fs_cognitive,15.0,0.0,44.0,467.8949890136719,0.0,2.167811421907931e-17,0.050824426114559174,8.0
