algorithm,sweep_value,batch_index,iteration,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot
pf_fs_soft,5.0,0.0,1.0,347.05780029296875,0.0,3.122182925337138e-15,1.2291547060012817,6.0
pf_fs_soft,5.0,0.0,2.0,392.62469482421875,0.0,3.13563952601193e-15,0.330504834651947,6.0
pf_fs_soft,5.0,0.0,3.0,411.4543762207031,0.0,2.926750825065416e-15,0.1699550598859787,6.0
pf_fs_soft,5.0,0.0,4.0,423.5798645019531,0.0,2.708994747952333e-15,0.12781588733196259,6.0
pf_fs_soft,5.0,0.0,5.0,432.61749267578125,0.0,2.5401544000267125e-15,0.10735069960355759,6.0
pf_fs_soft,5.0,0.0,6.0,439.6939697265625,0.0,2.4398836985219325e-15,0.09206752479076385,6.0
pf_fs_soft,5.0,0.0,7.0,445.40966796875,0.0,2.478607927288031e-15,0.07482839375734329,6.0
pf_fs_soft,5.0,0.0,8.0,450.42596435546875,0.0,2.531147263423847e-15,0.06373044848442078,6.0
pf_fs_soft,5.0,0.0,9.0,455.0572814941406,0.0,2.589645476343597e-15,0.05829645320773125,6.0
pf_fs_soft,5.0,0.0,10.0,459.3770751953125,0.0,2.6512351477625887e-15,0.055073902010917664,6.0
pf_fs_soft,5.0,0.0,11.0,463.37457275390625,0.0,2.709522872994946e-15,0.05246702581644058,6.0
pf_fs_soft,5.0,0.0,12.0,467.0555419921875,0.0,2.7575320651706094e-15,0.049270838499069214,6.0
pf_fs_soft,5.0,0.0,13.0,470.42437744140625,0.0,2.7952436660482654e-15,0.04547799378633499,6.0
pf_fs_soft,5.0,0.0,14.0,473.5025634765625,0.0,2.8236395985720185e-15,0.042468953877687454,6.0
pf_fs_soft,5.0,0.0,15.0,476.3132019042969,0.0,2.844931254008913e-15,0.0402618870139122,6.0
pf_fs_soft,5.0,0.0,16.0,478.90789794921875,0.0,2.8612468026389254e-15,0.03808734938502312,6.0
pf_fs_soft,5.0,0.0,17.0,481.33209228515625,0.0,2.8864240099631122e-15,0.03612567111849785,6.0
pf_fs_soft,5.0,0.0,18.0,483.5904541015625,0.0,2.9147847906195543e-15,0.03486635535955429,6.0
pf_fs_soft,5.0,0.0,19.0,485.648681640625,0.0,2.9368912917517075e-15,0.03419351205229759,6.0
pf_fs_soft,5.0,0.0,20.0,487.5478515625,0.0,2.9506060257171755e-15,0.03313148766756058,6.0
pf_fs_cognitive,5.0,0.0,1.0,347.869140625,0.0,9.292449063236187e-16,1.2360063791275024,6.0
pf_fs_cognitive,5.0,0.0,2.0,392.4476623535156,0.0,8.416752521046801e-16,0.3228054642677307,6.0
pf_fs_cognitive,5.0,0.0,3.0,411.8039245605469,0.0,7.902131301195346e-16,0.1730184555053711,6.0
pf_fs_cognitive,5.0,0.0,4.0,425.0830078125,0.0,7.541690194776672e-16,0.13564951717853546,6.0
pf_fs_cognitive,5.0,0.0,5.0,435.2906494140625,0.0,7.23370425059468e-16,0.10865442454814911,6.0
pf_fs_cognitive,5.0,0.0,6.0,443.6766357421875,0.0,6.937593178937601e-16,0.09436769038438797,6.0
pf_fs_cognitive,5.0,0.0,7.0,450.6095886230469,0.0,6.635988039826394e-16,0.08274112641811371,6.0
pf_fs_cognitive,5.0,0.0,8.0,456.5048828125,0.0,6.344534061192438e-16,0.07462548464536667,6.0
pf_fs_cognitive,5.0,0.0,9.0,461.6399230957031,0.0,6.179701979052343e-16,0.06835615634918213,6.0
pf_fs_cognitive,5.0,0.0,10.0,466.27392578125,0.0,6.253886712759651e-16,0.06222936138510704,6.0
pf_fs_cognitive,5.0,0.0,11.0,470.54681396484375,0.0,6.310566981216357e-16,0.05803190544247627,6.0
pf_fs_cognitive,5.0,0.0,12.0,474.3488464355469,0.0,6.349596141843467e-16,0.0529160276055336,6.0
pf_fs_cognitive,5.0,0.0,13.0,477.55548095703125,0.0,6.383984091315215e-16,0.048227060586214066,6.0
pf_fs_cognitive,5.0,0.0,14.0,480.376708984375,0.0,6.411182848647143e-16,0.04591826722025871,6.0
pf_fs_cognitive,5.0,0.0,15.0,482.9966125488281,0.0,6.459013740387409e-16,0.04422992840409279,6.0
pf_fs_cognitive,5.0,0.0,16.0,485.45263671875,0.0,6.574649619555382e-16,0.04229549691081047,6.0
pf_fs_cognitive,5.0,0.0,17.0,487.6991271972656,0.0,6.668440519013667e-16,0.04045088589191437,6.0
pf_fs_cognitive,5.0,0.0,18.0,489.7002258300781,0.0,6.737065540213434e-16,0.03635913506150246,6.0
pf_fs_cognitive,5.0,0.0,19.0,491.54510498046875,0.0,6.78224945399353e-16,0.03349077329039574,6.0
pf_fs_cognitive,5.0,0.0,20.0,493.27728271484375,0.0,6.818551168530482e-16,0.029856817796826363,6.0
du_pf_soft,5.0,0.0,1.0,316.26312255859375,0.0,2.8735800258674216e-15,1.1496373414993286,6.0
du_pf_soft,5.0,0.0,2.0,390.0236511230469,0.0,3.1515412990472088e-15,0.35742393136024475,6.0
du_pf_soft,5.0,0.0,3.0,410.4945983886719,0.0,2.9887165791129882e-15,0.1743980199098587,6.0
du_pf_soft,5.0,0.0,4.0,423.5731201171875,0.0,2.8674303549121186e-15,0.13130971789360046,6.0
du_pf_soft,5.0,0.0,5.0,433.4046630859375,0.0,2.760619923779825e-15,0.10856505483388901,6.0
du_pf_soft,5.0,0.0,6.0,441.29681396484375,0.0,2.668435422306008e-15,0.09156941622495651,6.0
du_pf_soft,5.0,0.0,7.0,447.85394287109375,0.0,2.6481307720109017e-15,0.07988917827606201,6.0
du_pf_soft,5.0,0.0,8.0,453.42034912109375,0.0,2.6532608270559473e-15,0.06743983924388885,6.0
du_pf_cognitive,5.0,0.0,1.0,308.28387451171875,0.0,1.009163523688246e-15,1.1367601156234741,6.0
du_pf_cognitive,5.0,0.0,2.0,386.2391357421875,0.0,1.0249298773310823e-15,0.36636659502983093,6.0
du_pf_cognitive,5.0,0.0,3.0,406.34613037109375,0.0,9.013119831846584e-16,0.17700576782226562,6.0
du_pf_cognitive,5.0,0.0,4.0,419.30328369140625,0.0,8.341611169504688e-16,0.12993846833705902,6.0
du_pf_cognitive,5.0,0.0,5.0,429.1040344238281,0.0,8.163101093453212e-16,0.10678867250680923,6.0
du_pf_cognitive,5.0,0.0,6.0,437.5496826171875,0.0,8.074020755972845e-16,0.0926491767168045,6.0
du_pf_cognitive,5.0,0.0,7.0,445.2770690917969,0.0,8.002535939784911e-16,0.09170844405889511,6.0
du_pf_cognitive,5.0,0.0,8.0,451.9031677246094,0.0,7.924158392988694e-16,0.08200395107269287,6.0
pf_fs_soft,5.0,1.0,1.0,330.08587646484375,0.0,2.5403964396913904e-15,1.2239800691604614,6.0
pf_fs_soft,5.0,1.0,2.0,371.014892578125,0.0,2.5557705112005296e-15,0.30648067593574524,6.0
pf_fs_soft,5.0,1.0,3.0,390.4717712402344,0.0,2.455015518608157e-15,0.16913314163684845,6.0
pf_fs_soft,5.0,1.0,4.0,404.2530212402344,0.0,2.3632738036075173e-15,0.13570214807987213,6.0
pf_fs_soft,5.0,1.0,5.0,415.190185546875,0.0,2.314713616499665e-15,0.11529491096735,6.0
pf_fs_soft,5.0,1.0,6.0,424.41448974609375,0.0,2.296564241538847e-15,0.10572683066129684,6.0
pf_fs_soft,5.0,1.0,7.0,432.15618896484375,0.0,2.284986148182828e-15,0.09521513432264328,6.0
pf_fs_soft,5.0,1.0,8.0,438.714599609375,0.0,2.293930180831123e-15,0.08115822821855545,6.0
pf_fs_soft,5.0,1.0,9.0,444.42303466796875,0.0,2.334552186915545e-15,0.06923241913318634,6.0
pf_fs_soft,5.0,1.0,10.0,449.4486083984375,0.0,2.3980387886199123e-15,0.06242821365594864,6.0
pf_fs_soft,5.0,1.0,11.0,454.0875549316406,0.0,2.4753210159362106e-15,0.05879269167780876,6.0
pf_fs_soft,5.0,1.0,12.0,458.476318359375,0.0,2.5618157853450835e-15,0.056200217455625534,6.0
pf_fs_soft,5.0,1.0,13.0,462.5035400390625,0.0,2.6526359284991105e-15,0.05427567660808563,6.0
pf_fs_soft,5.0,1.0,14.0,466.223388671875,0.0,2.7444316418501376e-15,0.052003685384988785,6.0
pf_fs_soft,5.0,1.0,15.0,469.7509460449219,0.0,2.838736266790932e-15,0.04957013949751854,6.0
pf_fs_soft,5.0,1.0,16.0,472.9486083984375,0.0,2.9321231315333762e-15,0.04711945727467537,6.0
pf_fs_soft,5.0,1.0,17.0,475.7515869140625,0.0,3.012394538120535e-15,0.04084011912345886,6.0
pf_fs_soft,5.0,1.0,18.0,478.226806640625,0.0,3.07866449008958e-15,0.036461830139160156,6.0
pf_fs_soft,5.0,1.0,19.0,480.3500061035156,0.0,3.1335151673802164e-15,0.033165767788887024,6.0
pf_fs_soft,5.0,1.0,20.0,482.15826416015625,0.0,3.1783393039159667e-15,0.03059726022183895,6.0
pf_fs_cognitive,5.0,1.0,1.0,326.72509765625,0.0,8.229323717456329e-16,1.2251965999603271,6.0
pf_fs_cognitive,5.0,1.0,2.0,367.2325439453125,0.0,8.527037798966087e-16,0.30563434958457947,6.0
pf_fs_cognitive,5.0,1.0,3.0,385.99957275390625,0.0,8.286037867230925e-16,0.15619008243083954,6.0
pf_fs_cognitive,5.0,1.0,4.0,399.43927001953125,0.0,7.892838290972782e-16,0.12785838544368744,6.0
pf_fs_cognitive,5.0,1.0,5.0,409.89215087890625,0.0,7.4831305719682455e-16,0.10835937410593033,6.0
pf_fs_cognitive,5.0,1.0,6.0,418.60626220703125,0.0,7.069446562671942e-16,0.0940917357802391,6.0
pf_fs_cognitive,5.0,1.0,7.0,426.16021728515625,0.0,6.693968503857135e-16,0.08438928425312042,6.0
pf_fs_cognitive,5.0,1.0,8.0,432.8595275878906,0.0,6.35832958092525e-16,0.07658405601978302,6.0
pf_fs_cognitive,5.0,1.0,9.0,439.0260925292969,0.0,6.04793647498628e-16,0.07052794843912125,6.0
pf_fs_cognitive,5.0,1.0,10.0,444.9052734375,0.0,5.762640955274455e-16,0.06695184111595154,6.0
pf_fs_cognitive,5.0,1.0,11.0,450.40374755859375,0.0,5.782864925681335e-16,0.06258799135684967,6.0
pf_fs_cognitive,5.0,1.0,12.0,455.31134033203125,0.0,5.873674798560877e-16,0.05866700038313866,6.0
pf_fs_cognitive,5.0,1.0,13.0,459.43682861328125,0.0,5.979799556522368e-16,0.05364357680082321,6.0
pf_fs_cognitive,5.0,1.0,14.0,462.950927734375,0.0,6.067211768492236e-16,0.048377618193626404,6.0
pf_fs_cognitive,5.0,1.0,15.0,466.10736083984375,0.0,6.130687358768289e-16,0.04392487555742264,6.0
pf_fs_cognitive,5.0,1.0,16.0,468.9464416503906,0.0,6.18842324203551e-16,0.04027217999100685,6.0
pf_fs_cognitive,5.0,1.0,17.0,471.4195251464844,0.0,6.261666710380182e-16,0.03748657554388046,6.0
pf_fs_cognitive,5.0,1.0,18.0,473.6036071777344,0.0,6.349793606399295e-16,0.035450343042612076,6.0
pf_fs_cognitive,5.0,1.0,19.0,475.614501953125,0.0,6.454890278121057e-16,0.03364625573158264,6.0
pf_fs_cognitive,5.0,1.0,20.0,477.4908142089844,0.0,6.565889710693996e-16,0.03183018043637276,6.0
du_pf_soft,5.0,1.0,1.0,300.84063720703125,0.0,2.623419221049468e-15,1.1613136529922485,6.0
