sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,tau_rms_ns,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,channel_modeling,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
428.713623046875,418.51885986328125,3.402489185333252,0.0,3.8449045419692993,0.7683969736099243,-10.477213859558105,-120.0,11.261040687561035,14.142267227172852,0.817460298538208,0.817460298538208,4.921648979187012,0.0,54.21117498748936,1.0080617879337523e-14,8.148670404889077e-15,-109.96512603759766,-111.0347671508789,8.061805482082254e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.034871604293584824,1.0347622632980347,0.06766855716705322,418.51885986328125,pf_fs_soft,5.0,0.0,56.0,0.0,pf,budget_dual,0.0,85.90425712826286,2.012593002056959,1.3809382432944723,0.9702186893882208,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
397.31939697265625,390.10894775390625,3.1533286571502686,0.0,3.6546069383621216,0.8011829853057861,-11.578141212463379,-120.0,10.208456993103027,12.813225030899048,0.8492063283920288,0.8184523582458496,6.4128522872924805,0.0,51.48597801593132,9.999998977483753e-15,8.9499161391466e-15,-110.0,-110.53692626953125,0.0,1.0,1.0,-110.0,-110.0,5.177192861083313e-07,0.5369278788566589,0.08559449762105942,390.10894775390625,pf_fs_soft,5.0,0.0,56.0,0.0,pf,budget_dual,0.0,80.86342286288122,1.9273826717076363,1.3686096729763861,0.9755403840749948,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,,,,
470.2969055175781,456.982421875,3.7325150966644287,0.0,4.265516042709351,0.7383114695549011,-12.587928771972656,-120.0,12.608452796936035,16.218950271606445,0.7936508059501648,0.7936508059501648,11.980698585510254,0.0,51.59297676500864,1.000472288023059e-14,7.896819557583114e-15,-109.99795532226562,-111.2659912109375,4.723055713889979e-18,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.0020506528671830893,1.2659822702407837,0.04175584390759468,456.9824523925781,pf_fs_cognitive,5.0,0.0,56.0,0.0,pf,budget_dual,0.0,114.54659736836963,2.5375760475763367,1.748197764872498,0.9613672029679671,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,8.0,8.0,8.0,0.5
466.05584716796875,453.9228210449219,3.6988558769226074,0.0,4.2459187507629395,0.780778706073761,-11.574788093566895,-120.0,12.262670040130615,15.436501026153564,0.8333333134651184,0.8025793433189392,10.853126525878906,0.0,51.54909875802696,1.0015262511193276e-14,7.67089215362787e-15,-109.99337768554688,-111.35223388671875,1.5262686676575238e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.0066235726699233055,1.3522300720214844,0.04674370586872101,453.9228210449219,pf_fs_cognitive,5.0,0.0,56.0,0.0,pf,budget_dual,0.0,112.4099896202212,2.487240776099748,1.666918293724712,0.966189557477528,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,8.0,8.0,8.0,0.5
274.7058410644531,271.783935546875,2.1802051067352295,0.0,2.3690590858459473,0.7742169499397278,-9.78182601928711,-120.0,6.197113037109375,8.151323318481445,0.8333333134651184,0.8333333134651184,51.04155349731445,0.0,18.75104568200186,1.0017607098391276e-14,7.981275518687946e-15,-109.99235534667969,-111.09393310546875,1.760727387457514e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.007639970164746046,1.0939377546310425,0.12386948615312576,271.783935546875,du_pf_soft,5.0,0.0,20.0,0.0,pf,budget_dual,1.0,55.223445597282186,1.5680108085935986,1.2129119354609772,0.9796561303431114,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
255.88230895996094,252.5042266845703,2.0308120250701904,0.0,2.1830594539642334,0.8223227858543396,-11.475668907165527,-120.0,5.336011171340942,7.5072221755981445,0.817460298538208,0.8263888955116272,62.389442443847656,0.0,18.510638673091307,1.0084310942987552e-14,8.70860831093511e-15,-109.96353149414062,-110.72421264648438,8.431111847085129e-17,0.75,0.6666666865348816,-110.0,-110.0,-0.036462366580963135,0.7242066860198975,0.14043770730495453,252.50424194335938,du_pf_soft,5.0,0.0,20.0,0.0,pf,budget_dual,1.0,52.06607392555431,1.5267303097260438,1.1668379961481137,0.9827787696403077,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,,,,
343.3538818359375,337.5522155761719,2.7250308990478516,0.0,3.0237282514572144,0.775989294052124,-10.587396621704102,-120.0,8.532441139221191,10.543030738830566,0.841269850730896,0.841269850730896,41.10673522949219,0.0,18.502607417060062,9.9999998245167e-15,8.613700810294108e-15,-110.0,-110.68383026123047,0.0,1.0,1.0,-110.0,-110.0,0.0,0.6838283538818359,0.10411209613084793,337.5522155761719,du_pf_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,1.0,80.29672737237382,1.9202687647502392,1.30285395241019,0.9736844298930578,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,8.0,8.0,8.0,0.5
339.7978210449219,334.6357421875,2.696808099746704,0.0,2.988291382789612,0.8146811723709106,-10.39974594116211,-120.0,8.264603614807129,10.47352933883667,0.8650793433189392,0.8283730149269104,40.40453338623047,0.0,18.58995771687478,1.0000001518582595e-14,8.721927056997737e-15,-110.0,-110.62619018554688,1.6940658945086007e-21,1.0,0.9166666865348816,-110.0,-110.0,-7.765790996927535e-07,0.6261890530586243,0.10398748517036438,334.6357116699219,du_pf_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,1.0,76.53091185395014,1.8571687995141422,1.3943782982484987,0.979897467691324,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,8.0,8.0,8.0,0.5
254.34420776367188,253.30677795410156,2.0186047554016113,0.0,2.0641952753067017,0.8256275653839111,-6.547181129455566,-120.0,5.027317762374878,6.915929317474365,0.8730158805847168,0.8730158805847168,62.54313659667969,0.0,51.51689633005299,1.0020147350200091e-14,8.682258810011924e-15,-109.99125671386719,-110.70484161376953,2.0147525683390788e-17,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-0.008741163648664951,0.7048454284667969,0.16306479275226593,253.30677795410156,pf_fs_soft,5.0,1.0,56.0,0.0,pf,budget_dual,0.0,65.04427764799554,1.6913020924593718,1.3438362671868314,0.982361332348409,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
236.7135009765625,235.8507537841797,1.878678560256958,0.08953005075454712,2.074784278869629,0.8590550422668457,-9.191320419311523,-120.0,4.630771636962891,6.623316049575806,0.8650793433189392,0.8452380895614624,66.78575134277344,0.0,51.47458418644965,1.0097217184004866e-14,9.044075709695176e-15,-109.9579849243164,-110.4935531616211,9.721735948816507e-17,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-0.042016975581645966,0.49355849623680115,0.1884838044643402,235.8507537841797,pf_fs_soft,5.0,1.0,56.0,0.0,pf,budget_dual,0.0,62.438235377772166,1.6530648006307065,1.3175759003655332,0.9867115852909815,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,,,,
457.4745178222656,451.63433837890625,3.6307501792907715,0.0,4.093476057052612,0.7929984927177429,-4.777531623840332,-120.0,12.060431480407715,14.808172225952148,0.8650793433189392,0.8650793433189392,8.963946342468262,0.0,51.43629258405417,1.0065428037494412e-14,8.118513490867982e-15,-109.9716796875,-111.1631088256836,6.542821297771118e-17,0.8333333134651184,0.8333333134651184,-110.0,-110.0,-0.02832261100411415,1.1631087064743042,0.04803744703531265,451.63433837890625,pf_fs_cognitive,5.0,1.0,56.0,0.0,pf,budget_dual,0.0,100.60144564616466,2.256284262286803,1.70415202412947,0.9716232918269118,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,8.0,8.0,8.0,0.5
424.67547607421875,420.7641296386719,3.3704402446746826,0.06684758141636848,3.895060658454895,0.8271306753158569,-7.129680156707764,-120.0,10.913834571838379,13.52496337890625,0.8730158805847168,0.8432539701461792,8.835644721984863,0.0,51.514208741951734,9.976386240013145e-15,8.272496457382289e-15,-110.01026916503906,-111.02278900146484,0.0,1.0,1.0,-110.0,-110.0,0.010267172008752823,1.022786259651184,0.06549472361803055,420.76416015625,pf_fs_cognitive,5.0,1.0,56.0,0.0,pf,budget_dual,0.0,103.51803813433429,2.303021667095571,1.8099617377704074,0.9761888621044285,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,8.0,8.0,8.0,0.5
230.89715576171875,229.9528045654297,1.832517147064209,2.0637902480302728e-06,1.8947749733924866,0.8317220211029053,-3.497483730316162,-59.69447708129883,4.343503713607788,6.2067670822143555,0.8730158805847168,0.8730158805847168,65.26288604736328,0.0,18.49549453565851,1.009872744374982e-14,9.231494454769399e-15,-109.95732879638672,-110.39217376708984,9.872761923311948e-17,0.75,0.75,-110.0,-110.0,-0.04266654700040817,0.39217615127563477,0.14457464218139648,229.9528045654297,du_pf_soft,5.0,1.0,20.0,0.0,pf,budget_dual,1.0,51.39668256114259,1.5162441266020743,1.179461826903566,0.9841711319301577,8.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
