algorithm,tau_rms_ns,channel_modeling,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,sweep_value,num_iterations_or_layers,converged,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
du_pf_soft,100.0,flat,246.23019361495972,244.88378047943115,1.9542078860104084,0.017928468151801488,2.034946722909808,0.8085753973573446,-6.068750750273466,-112.8950105458498,4.897562704980373,6.8499787002801895,0.8581349160522223,0.8581349160522223,59.694425106048584,0.0,18.06809474936017,1.39421772142917e-14,9.802537836256663e-15,-109.05259966850281,-110.27795958518982,3.942177389774999e-15,0.4166666669771075,0.4062500009313226,-110.0,-110.0,-0.9474004672811134,0.27796066551672993,0.14952169079333538,244.88378238677979,5.0,20.0,0.0,1.0,51.368442060848515,1.519368573054392,1.1646181280963164,0.9814653645864816,8.0,2000000.0,200000.0,511875.0,0.2559375,2.559375,1.0,0.0,,,,
du_pf_soft,100.0,selective,227.30620527267456,225.62134838104248,1.8040175177156925,0.5155463099945337,1.9118129257112741,0.8837622068822384,-12.221397817134857,-120.0,4.469625946134329,6.473702792078257,0.871279751881957,0.8149336576461792,64.23155343532562,0.0,18.070541075241636,1.385990752463307e-14,9.919692842545757e-15,-108.97977566719055,-110.20086288452148,3.859907700116369e-15,0.29947916604578495,0.2838541669771075,-110.0,-110.0,-1.0202221453655511,0.20086286804871634,0.1824033027514815,225.6213493347168,5.0,20.0,0.0,1.0,44.898695688472706,1.438616678073492,1.1497721818180107,0.9870826633291259,8.0,2000000.0,200000.0,511875.0,0.2559375,2.559375,1.0,0.0,,,,
du_pf_soft,200.0,flat,246.23019361495972,244.88378047943115,1.9542078860104084,0.017928468151801488,2.034946722909808,0.8085753973573446,-6.068750750273466,-112.8950105458498,4.897562704980373,6.8499787002801895,0.8581349160522223,0.8581349160522223,59.694425106048584,0.0,18.01138090443419,1.39421772142917e-14,9.802537836256663e-15,-109.05259966850281,-110.27795958518982,3.942177389774999e-15,0.4166666669771075,0.4062500009313226,-110.0,-110.0,-0.9474004672811134,0.27796066551672993,0.14952169079333538,244.88378238677979,5.0,20.0,0.0,1.0,51.368442060848515,1.519368573054392,1.1646181280963164,0.9814653645864816,8.0,1000000.0,100000.0,511875.0,0.5118750000000001,5.11875,1.0,0.0,,,,
du_pf_soft,200.0,selective,223.3575530052185,221.69436359405518,1.7726789936423302,0.5670064080040902,1.8826078176498413,0.8893385827541351,-13.259982883930206,-120.0,4.3909741677343845,6.3922199010849,0.8685515765100718,0.8045634906738997,64.78991651535034,0.0,18.05101021333394,1.3908134668973973e-14,9.971064623173122e-15,-108.97607707977295,-110.1731960773468,3.908134844457273e-15,0.27343750069849193,0.2604166700039059,-110.0,-110.0,-1.02392138435971,0.17319816353847273,0.18835263978689906,221.69436311721802,5.0,20.0,0.0,1.0,43.83688789367761,1.426148414059136,1.1489081340265248,0.9875312780765593,8.0,1000000.0,100000.0,511875.0,0.5118750000000001,5.11875,1.0,0.0,,,,
du_pf_soft,400.0,flat,246.23019361495972,244.88378047943115,1.9542078860104084,0.017928468151801488,2.034946722909808,0.8085753973573446,-6.068750750273466,-112.8950105458498,4.897562704980373,6.8499787002801895,0.8581349160522223,0.8581349160522223,59.694425106048584,0.0,18.004746490936668,1.39421772142917e-14,9.802537836256663e-15,-109.05259966850281,-110.27795958518982,3.942177389774999e-15,0.4166666669771075,0.4062500009313226,-110.0,-110.0,-0.9474004672811134,0.27796066551672993,0.14952169079333538,244.88378238677979,5.0,20.0,0.0,1.0,51.368442060848515,1.519368573054392,1.1646181280963164,0.9814653645864816,8.0,500000.0,49999.99999999999,511875.0,1.0237500000000002,10.2375,0.0,0.0,,,,
du_pf_soft,400.0,selective,222.2311520576477,220.5272388458252,1.7637392990291119,0.5751829128712416,1.8573439661413431,0.8912065234035254,-13.637094885110855,-120.0,4.337464351207018,6.380165096372366,0.8717757891863585,0.8023158479481936,65.01139295101166,0.0,18.003058553986193,1.4071746414865091e-14,9.982749892666748e-15,-108.91047787666321,-110.16911578178406,4.071746590348391e-15,0.2708333325572312,0.26302083279006183,-110.0,-110.0,-1.0895203953841701,0.1691158311732579,0.19509280147030947,220.52724409103394,5.0,20.0,0.0,1.0,43.191513585346335,1.4187092726913157,1.1429099623337269,0.9876776526279017,8.0,500000.0,49999.99999999999,511875.0,1.0237500000000002,10.2375,0.0,0.0,,,,
du_pf_soft,800.0,flat,246.23019361495972,244.88378047943115,1.9542078860104084,0.017928468151801488,2.034946722909808,0.8085753973573446,-6.068750750273466,-112.8950105458498,4.897562704980373,6.8499787002801895,0.8581349160522223,0.8581349160522223,59.694425106048584,0.0,17.957132125149656,1.39421772142917e-14,9.802537836256663e-15,-109.05259966850281,-110.27795958518982,3.942177389774999e-15,0.4166666669771075,0.4062500009313226,-110.0,-110.0,-0.9474004672811134,0.27796066551672993,0.14952169079333538,244.88378238677979,5.0,20.0,0.0,1.0,51.368442060848515,1.519368573054392,1.1646181280963164,0.9814653645864816,8.0,250000.0,25000.0,511875.0,2.0475000000000003,20.475,0.0,0.0,,,,
du_pf_soft,800.0,selective,220.6501178741455,218.92522192001343,1.7511914148926735,0.5972592583857477,1.841527633368969,0.8925292994827032,-13.899255156517029,-120.0,4.314953211694956,6.310287516564131,0.8673115037381649,0.8005022332072258,65.71694099903107,0.0,17.97263018222293,1.3832204015073917e-14,9.972454604239566e-15,-108.9665367603302,-110.16667151451111,3.832204190557217e-15,0.2916666679084301,0.27864583395421505,-110.0,-110.0,-1.0334615509491414,0.16667189083364065,0.19606799166649577,218.92522287368774,5.0,20.0,0.0,1.0,42.83216354165786,1.4146546049347162,1.136225166966961,0.9876792925085733,8.0,250000.0,25000.0,511875.0,2.0475000000000003,20.475,0.0,0.0,,,,
pf_fs_cognitive,10.0,flat,463.92327308654785,458.3887948989868,3.6819307059049606,0.0,4.108763333410025,0.7764255534857512,-6.612523773685098,-120.0,12.069712907075882,15.001073405146599,0.8358134869486094,0.8358134869486094,12.226920656859875,0.0,50.61522219306062,1.0026560210173974e-14,8.082011228045879e-15,-109.98893785476685,-111.15099382400513,4.6738854513018666e-17,0.9088541688397527,0.9062500027939677,-110.0,-110.0,-0.011061177165448272,1.1509950039326213,0.05177181347971778,458.3887915611267,5.0,56.0,0.0,0.0,112.31454628147048,2.4930247459864954,1.7441974747508147,0.9647262710316302,8.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,10.0,selective,458.00201654434204,451.13925218582153,3.6349366568028927,0.017524084647979877,4.133110508322716,0.8152934778481722,-7.312736909836531,-120.0,11.908817537128925,14.729760996997356,0.8673114962875843,0.8339843712747097,12.116068825125694,0.0,50.59066005364002,1.0107876114264216e-14,8.335912146547104e-15,-109.96029281616211,-110.98311972618103,1.2369992399340957e-16,0.924479166045785,0.924479166045785,-110.0,-110.0,-0.03970606850025503,0.9831201853230596,0.05594250134890894,451.1392478942871,5.0,56.0,0.0,0.0,111.10709714543528,2.465289240183977,1.7491845891079632,0.9683344121011386,8.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,20.0,flat,463.92327308654785,458.3887948989868,3.6819307059049606,0.0,4.108763333410025,0.7764255534857512,-6.612523773685098,-120.0,12.069712907075882,15.001073405146599,0.8358134869486094,0.8358134869486094,12.226920656859875,0.0,50.038529648139956,1.0026560210173974e-14,8.082011228045879e-15,-109.98893785476685,-111.15099382400513,4.6738854513018666e-17,0.9088541688397527,0.9062500027939677,-110.0,-110.0,-0.011061177165448272,1.1509950039326213,0.05177181347971778,458.3887915611267,5.0,56.0,0.0,0.0,112.31454628147048,2.4930247459864954,1.7441974747508147,0.9647262710316302,8.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,20.0,selective,450.3011703491211,443.9732232093811,3.573818825185299,0.11835071051369193,4.057953970506787,0.8254111390560865,-8.406317301094532,-120.0,11.732750661671162,14.575895495712757,0.8807043582201004,0.8264818973839283,13.16752066463232,0.0,50.08420670736814,1.0028623185386791e-14,8.289715181362091e-15,-109.98932266235352,-111.01360440254211,6.130393014819118e-17,0.9348958386108279,0.9296875046566129,-110.0,-110.0,-0.01067653276913917,1.0136056904837005,0.06063657993217926,443.97322273254395,5.0,56.0,0.0,0.0,109.2580872693867,2.429439477020858,1.7575302830136073,0.970101976648242,8.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,50.0,flat,463.92327308654785,458.3887948989868,3.6819307059049606,0.0,4.108763333410025,0.7764255534857512,-6.612523773685098,-120.0,12.069712907075882,15.001073405146599,0.8358134869486094,0.8358134869486094,12.226920656859875,0.0,50.04740794079407,1.0026560210173974e-14,8.082011228045879e-15,-109.98893785476685,-111.15099382400513,4.6738854513018666e-17,0.9088541688397527,0.9062500027939677,-110.0,-110.0,-0.011061177165448272,1.1509950039326213,0.05177181347971778,458.3887915611267,5.0,56.0,0.0,0.0,112.31454628147048,2.4930247459864954,1.7441974747508147,0.9647262710316302,8.0,4000000.0,400000.0,511875.0,0.12796875,1.2796875,1.0,0.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,50.0,selective,440.78889751434326,434.6186327934265,3.4983245842158794,0.3576661398692522,3.86200244538486,0.8427601419389248,-10.35523347556591,-120.0,11.582125753164291,14.422800783067942,0.9000495932996273,0.8125930018723011,13.810752309858799,0.0,50.03175952778838,1.0047594817581156e-14,8.380954658764568e-15,-109.98093795776367,-110.95777988433838,6.782359568276674e-17,0.9244791688397527,0.9192708367481828,-110.0,-110.0,-0.0190609857936579,0.957781591147068,0.06715212116250763,434.6186332702637,5.0,56.0,0.0,0.0,106.06059466272026,2.366324896920382,1.7372298543402642,0.9732282906003349,8.0,4000000.0,400000.0,511875.0,0.12796875,1.2796875,1.0,0.0,8.0,8.0,8.0,0.5
pf_fs_cognitive,100.0,flat,463.92327308654785,458.3887948989868,3.6819307059049606,0.0,4.108763333410025,0.7764255534857512,-6.612523773685098,-120.0,12.069712907075882,15.001073405146599,0.8358134869486094,0.8358134869486094,12.226920656859875,0.0,50.191984468110604,1.0026560210173974e-14,8.082011228045879e-15,-109.98893785476685,-111.15099382400513,4.6738854513018666e-17,0.9088541688397527,0.9062500027939677,-110.0,-110.0,-0.011061177165448272,1.1509950039326213,0.05177181347971778,458.3887915611267,5.0,56.0,0.0,0.0,112.31454628147048,2.4930247459864954,1.7441974747508147,0.9647262710316302,8.0,2000000.0,200000.0,511875.0,0.2559375,2.559375,1.0,0.0,8.0,8.0,8.0,0.5
