step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_violation_watt,protection_satisfaction,final_w_delta,final_history_weighted_sum_rate
18.0,5.0,-735.51513671875,3.764286518096924,508.6109313964844,735.51513671875,4.036594867706299,0.0,3.0983933210372925,0.5516448020935059,-8.564979553222656,-120.0,0.682539701461792,0.6845238208770752,0.07943268120288849,0.0,0.0,3.1061104751629875e-15,9.301263499843552e-16,3.0961104041877033e-15,0.0,0.10958221554756165,735.51513671875
19.0,-5.0,-622.5114135742188,2.587007522583008,449.4149475097656,622.5114135742188,3.5667853355407715,0.0,3.557623505592346,0.5733436346054077,-8.35563850402832,-120.0,0.7301587462425232,0.7003968358039856,0.07943268120288849,0.0,0.0,6.7585381430636856e-15,1.1190763188689769e-15,6.748538072088401e-15,0.0,0.08480020612478256,622.5114135742188
20.0,10.0,-748.1891479492188,14.123139381408691,438.0039367675781,748.1891479492188,3.476221799850464,0.0,2.433962106704712,0.45806804299354553,-11.764802932739258,-120.0,0.6746031641960144,0.636904776096344,0.07943267375230789,0.0,0.0,2.0703139062724614e-15,8.578749160395962e-16,2.060313835297177e-15,0.0,0.5178205966949463,748.1890869140625
21.0,-5.0,-649.181640625,2.3706820011138916,470.0693359375,649.181640625,3.7307090759277344,9.67402336016221e-08,3.764489769935608,0.5538173317909241,-7.564230442047119,-120.0,0.6746031641960144,0.658730149269104,0.0794326663017273,0.0,0.0,3.5283981157419085e-15,9.143806427696082e-16,3.5183980447666243e-15,0.0,0.08949849009513855,649.181640625
22.0,10.0,-825.0711669921875,7.018855094909668,519.24267578125,825.0711669921875,4.120973587036133,0.0,3.411924719810486,0.5100502967834473,-10.16358470916748,-120.0,0.6904761791229248,0.6746031641960144,0.07943267375230789,0.0,0.0,8.323278623669026e-15,1.7254794877860657e-15,8.313278552693742e-15,0.0,0.11672032624483109,825.0711669921875
23.0,0.0,-646.6161499023438,2.8134570121765137,489.769775390625,646.6161499023438,3.887061595916748,0.0,3.7603431940078735,0.5734670162200928,-8.815000534057617,-120.0,0.7301587462425232,0.6964285969734192,0.07943267375230789,0.0,0.0,3.997112902709259e-15,1.4440405090830892e-15,3.987112831733974e-15,0.0,0.09489282220602036,646.6162109375
24.0,0.0,-686.85546875,2.812382221221924,466.68133544921875,686.85546875,3.70382022857666,0.0,3.480597734451294,0.5709102749824524,-10.421035766601562,-120.0,0.7063491940498352,0.692460298538208,0.07943267375230789,0.0,0.0,6.2283581985205904e-15,1.4680647986869445e-15,6.218358127545306e-15,0.0,0.09941764175891876,686.85546875
25.0,5.0,-747.643310546875,4.250634670257568,499.5962219238281,747.643310546875,3.9650492668151855,0.0,3.3147889375686646,0.5396072864532471,-7.715446949005127,-120.0,0.682539701461792,0.6785714030265808,0.07943267375230789,0.0,0.0,7.366717540071167e-15,1.4865897268807513e-15,7.356717469095882e-15,0.0,0.12561087310314178,747.643310546875
26.0,-5.0,-658.3767700195312,2.29375958442688,482.0698547363281,658.3767700195312,3.825951337814331,0.0,4.047239780426025,0.6496930718421936,-7.735084533691406,-120.0,0.7460317611694336,0.7361111044883728,0.07943267375230789,0.0,0.0,3.464150454934433e-15,1.0043820227009954e-15,3.4541503839591488e-15,0.0,0.07245416194200516,658.376708984375
27.0,10.0,-794.9007568359375,6.095874309539795,512.264892578125,794.9007568359375,4.06559419631958,0.0,3.3880003690719604,0.5178820490837097,-10.105021476745605,-120.0,0.6507936716079712,0.6567460298538208,0.07943267375230789,0.0,0.0,7.15221406947554e-15,2.7503498610526034e-15,7.142213998500256e-15,0.0,0.1219797134399414,794.9007568359375
28.0,5.0,-740.1199951171875,5.240932941436768,517.848388671875,740.1199951171875,4.109907627105713,0.0,3.721414089202881,0.5717787742614746,-6.580337047576904,-120.0,0.7142857313156128,0.6984127163887024,0.07943267375230789,0.0,0.0,1.0895898102498101e-14,1.5917217622280606e-15,1.0885898031522817e-14,0.0,0.11362065374851227,740.1199951171875
29.0,10.0,-826.7378540039062,5.449665546417236,508.36376953125,826.7378540039062,4.034633159637451,0.0,3.2627235651016235,0.5033903121948242,-8.517317771911621,-120.0,0.6746031641960144,0.6607142686843872,0.07943267375230789,0.0,0.0,1.544835629861338e-15,8.320642339499815e-16,1.5348356647651722e-15,0.0,0.1226186752319336,826.7379150390625
30.0,-5.0,-597.4345092773438,2.2243258953094482,448.130615234375,597.4345092773438,3.5565922260284424,0.0,3.5691142082214355,0.6068472266197205,-9.347195625305176,-120.0,0.7142857313156128,0.7063491940498352,0.0794326663017273,0.0,0.0,4.2997154231158574e-15,1.3157242290573641e-15,4.289715352140573e-15,0.0,0.08614582568407059,597.4345703125
31.0,0.0,-705.0982055664062,2.6010074615478516,459.5650939941406,705.0982055664062,3.6473419666290283,0.0,3.429440975189209,0.538204550743103,-13.499991416931152,-120.0,0.6507936716079712,0.6349206566810608,0.07943267375230789,0.0,0.0,2.568837476719585e-15,8.647590704392871e-16,2.5588374057443006e-15,0.0,0.10153337568044662,705.09814453125
32.0,0.0,-687.5735473632812,3.0736684799194336,441.8060607910156,687.5735473632812,3.506397247314453,0.0,2.85650372505188,0.518575131893158,-16.115398406982422,-120.0,0.6349206566810608,0.625,0.0794326663017273,0.0,0.0,9.581156431659552e-15,2.3427857706793303e-15,9.571156360684268e-15,0.0,0.11344047635793686,687.5736083984375
33.0,-5.0,-632.2655029296875,1.8695634603500366,488.46295166015625,632.2655029296875,3.876690149307251,0.0,3.8421709537506104,0.5906942486763,-8.666122436523438,-120.0,0.7222222089767456,0.7023809552192688,0.0794326663017273,0.0,0.0,2.1992473556793797e-14,2.5964998787110158e-15,2.1982473485818513e-14,0.0,0.07886235415935516,632.2655029296875
34.0,10.0,-824.3160400390625,5.096116065979004,552.8926391601562,824.3160400390625,4.388036727905273,7.954193108616892e-07,4.199483394622803,0.5661185383796692,-1.5794649124145508,-120.0,0.7142857313156128,0.7321428656578064,0.0794326663017273,0.0,0.0,7.476952101892736e-15,1.8686127033998735e-15,7.466952030917452e-15,0.0,0.11111576855182648,824.3160400390625
35.0,-5.0,-668.0508422851562,2.896268844604492,493.7585754394531,668.0508422851562,3.9187188148498535,5.266959419714112e-07,3.9785001277923584,0.6131698489189148,-4.270633697509766,-120.0,0.7222222089767456,0.7222222089767456,0.07943267375230789,0.0,0.0,2.3953428945070387e-15,6.59436537019391e-16,2.3853428235317544e-15,0.0,0.08807416260242462,668.0509033203125
36.0,-5.0,-710.2455444335938,2.642589569091797,489.4027404785156,710.2455444335938,3.8841488361358643,5.3744573236258475e-08,3.7983938455581665,0.5637804269790649,-7.148462772369385,-120.0,0.6984127163887024,0.682539701461792,0.0794326663017273,0.0,0.0,4.5351194316849835e-15,1.1934016600455288e-15,4.525119360709699e-15,0.0,0.09524720162153244,710.2455444335938
37.0,5.0,-726.5139770507812,2.9304845333099365,494.93060302734375,726.5139770507812,3.928020715713501,0.0,3.2213441133499146,0.5430002212524414,-11.099163055419922,-120.0,0.738095223903656,0.7083333134651184,0.07943267375230789,0.0,0.0,3.563289732179918e-15,1.3409502466551365e-15,3.553289661204634e-15,0.0,0.16264168918132782,726.513916015625
38.0,10.0,-716.50244140625,4.935552597045898,515.37060546875,716.50244140625,4.090242862701416,0.0,3.695351004600525,0.5721758604049683,-7.9868483543396,-120.0,0.7142857313156128,0.6944444179534912,0.07943267375230789,0.0,0.0,2.566914288412844e-15,1.0149967219586311e-15,2.5569142174375597e-15,0.0,0.10173306614160538,716.50244140625
39.0,5.0,-758.6143188476562,3.2547359466552734,512.2530517578125,758.6143188476562,4.065500259399414,0.0,3.674024224281311,0.5320371985435486,-11.614002227783203,-120.0,0.6746031641960144,0.6746031641960144,0.07943267375230789,0.0,0.0,3.72065363070319e-15,1.3366040147236562e-15,3.710653559727906e-15,0.0,0.10533645749092102,758.6143798828125
40.0,10.0,-801.79150390625,5.540750503540039,529.595458984375,801.79150390625,4.20313835144043,0.0,4.076004505157471,0.5501784086227417,-6.915874481201172,-120.0,0.6904761791229248,0.6686508059501648,0.0794326663017273,0.0,0.0,3.886026225742752e-15,1.1790023117004425e-15,3.876026154767467e-15,0.0,0.11652282625436783,801.79150390625
41.0,0.0,-637.9807739257812,2.92541766166687,464.6630859375,637.9807739257812,3.687802314758301,0.0,3.5675036907196045,0.5662174820899963,-8.076942443847656,-120.0,0.6666666865348816,0.6646825671195984,0.07943267375230789,0.0,0.0,9.280078570558011e-15,1.8588483193421627e-15,9.270078499582727e-15,0.0,0.09879899770021439,637.980712890625
42.0,10.0,-752.8391723632812,5.853013038635254,525.2518310546875,752.8391723632812,4.168665409088135,0.0,3.6017836332321167,0.5100440979003906,-10.370318412780762,-120.0,0.6746031641960144,0.648809552192688,0.07943267375230789,0.0,0.0,2.091472577536637e-15,6.458732631328039e-16,2.0814725065613528e-15,0.0,0.11799737811088562,752.839111328125
43.0,10.0,-834.9620361328125,5.678562164306641,515.4065551757812,834.9620361328125,4.0905280113220215,0.0,2.9394055604934692,0.4894976317882538,-7.193479537963867,-120.0,0.6666666865348816,0.6547619104385376,0.07943267375230789,0.0,0.0,5.671458176139885e-15,1.417667714753853e-15,5.6614581051646004e-15,0.0,0.12829871475696564,834.9620361328125
44.0,-5.0,-676.3526611328125,2.348006248474121,498.16436767578125,676.3526611328125,3.9536855220794678,0.0,3.9466044902801514,0.5968210101127625,-7.977902412414551,-120.0,0.7063491940498352,0.692460298538208,0.0794326663017273,0.0,0.0,3.976020935289679e-15,8.912552668810265e-16,3.966020864314395e-15,0.0,0.0893610268831253,676.3526611328125
45.0,0.0,-662.2188720703125,3.42033314704895,453.24285888671875,662.2188720703125,3.597165584564209,0.0,3.352205276489258,0.5423009991645813,-14.62845230102539,-120.0,0.658730149269104,0.6527777910232544,0.0794326663017273,0.0,0.0,3.5846657944500065e-14,4.818666675393676e-15,3.5836659567590676e-14,0.0,0.10363826155662537,662.2188720703125
46.0,10.0,-755.0744018554688,4.332864284515381,459.4467468261719,755.0744018554688,3.6464028358459473,0.0,2.431520462036133,0.46337246894836426,-17.333356857299805,-120.0,0.60317462682724,0.5932539701461792,0.07943267375230789,0.0,0.0,4.416995181476214e-15,1.33815419089625e-15,4.40699511050093e-15,0.0,0.1231423169374466,755.0744018554688
47.0,5.0,-757.4938354492188,3.3157026767730713,498.43963623046875,757.4938354492188,3.9558701515197754,0.0,3.2607979774475098,0.519556999206543,-14.130674362182617,-120.0,0.6746031641960144,0.6448412537574768,0.07943267375230789,0.0,0.0,1.372839830097311e-14,2.447627697242205e-15,1.3718398229997826e-14,0.0,0.11254274845123291,757.4938354492188
48.0,5.0,-774.0308227539062,13.345576286315918,501.62945556640625,774.0308227539062,3.9811861515045166,0.0,3.554593801498413,0.5744608640670776,-4.6548871994018555,-120.0,0.738095223903656,0.716269850730896,0.07943267375230789,0.0,0.0,7.039872513197676e-15,1.2884786731551007e-15,7.029872442222392e-15,0.0,0.17234182357788086,774.0308837890625
49.0,-5.0,-633.6270751953125,1.7060763835906982,469.9757995605469,633.6270751953125,3.729966640472412,0.0,3.7303534746170044,0.5848011374473572,-7.82072114944458,-120.0,0.6984127163887024,0.692460298538208,0.07943267375230789,0.0,0.0,7.266030733631048e-15,1.888789875236418e-15,7.256030662655764e-15,0.0,0.0772428885102272,633.6270751953125
50.0,-5.0,-643.037109375,2.707272529602051,510.58673095703125,643.037109375,4.052275657653809,0.0,3.9368176460266113,0.6408756375312805,-5.453619003295898,-120.0,0.7698412537574768,0.7658730149269104,0.0794326663017273,0.0,0.0,1.3082138420239444e-14,1.9837047874157092e-15,1.307213834926416e-14,0.0,0.07585495710372925,643.0371704101562
51.0,-5.0,-623.728515625,2.6339337825775146,443.66046142578125,623.728515625,3.5211148262023926,4.299565858900678e-08,3.412627100944519,0.6003277897834778,-5.835776329040527,-120.0,0.738095223903656,0.7182539701461792,0.07943267375230789,0.0,0.0,9.322744467144158e-15,1.6835389690401242e-15,9.312744396168873e-15,0.0,0.08839190751314163,623.728515625
52.0,5.0,-689.7200317382812,2.8572773933410645,464.45574951171875,689.7200317382812,3.686156749725342,0.0,3.3185882568359375,0.5202425122261047,-14.456182479858398,-120.0,0.6349206566810608,0.6210317611694336,0.07943267375230789,0.0,0.0,6.580032302176946e-15,1.2023331989578518e-15,6.570032231201662e-15,0.0,0.10115473717451096,689.719970703125
53.0,5.0,-744.1068115234375,4.0740065574646,510.29327392578125,744.1068115234375,4.0499467849731445,0.0,3.3775599002838135,0.551558256149292,-5.337459564208984,-120.0,0.7063491940498352,0.7023809552192688,0.07943267375230789,0.0,0.0,1.5831574120983723e-15,7.78458165696217e-16,1.5731574470022065e-15,0.0,0.10956963896751404,744.1068725585938
54.0,-5.0,-643.7745361328125,2.3775181770324707,461.3443603515625,643.7745361328125,3.6614632606506348,0.0,3.5127389430999756,0.5826106667518616,-8.22904109954834,-120.0,0.7222222089767456,0.6865079402923584,0.0794326663017273,0.0,0.0,4.7609477327854e-15,1.1732264999122339e-15,4.7509476618101155e-15,0.0,0.08637498319149017,643.7745361328125
55.0,-5.0,-648.283935546875,2.4400203227996826,491.85491943359375,648.283935546875,3.9036104679107666,0.0,3.869162917137146,0.6298467516899109,-5.533392429351807,-120.0,0.7539682388305664,0.7301587462425232,0.07943267375230789,0.0,0.0,1.0185634718204006e-14,2.869744872440491e-15,1.0175634647228721e-14,0.0,0.08287102729082108,648.2839965820312
56.0,5.0,-694.550048828125,3.9291701316833496,502.89599609375,694.550048828125,3.9912381172180176,0.0,3.7274842262268066,0.5727043151855469,-8.63630485534668,-120.0,0.7142857313156128,0.692460298538208,0.07943267375230789,0.0,0.0,4.590565361379303e-15,1.4617523915266503e-15,4.5805652904040185e-15,0.0,0.11464931815862656,694.5499877929688
57.0,5.0,-809.76318359375,2.925302267074585,498.5704345703125,809.76318359375,3.9569082260131836,0.0,3.5743184089660645,0.5376440286636353,-10.928563117980957,-120.0,0.6666666865348816,0.658730149269104,0.07943267375230789,0.0,0.0,1.0958659855757856e-14,2.772949758876532e-15,1.0948659784782572e-14,0.0,0.10135506093502045,809.7632446289062
58.0,0.0,-690.554443359375,2.742217540740967,486.6066589355469,690.554443359375,3.861957550048828,0.0,3.497610569000244,0.5769379138946533,-10.441688537597656,-120.0,0.7460317611694336,0.7083333134651184,0.07943267375230789,0.0,0.0,2.3294363196723657e-15,7.564559025561354e-16,2.3194362486970814e-15,0.0,0.0957234725356102,690.554443359375
59.0,0.0,-667.6581420898438,3.0305585861206055,485.3401794433594,667.6581420898438,3.8519062995910645,0.0,3.651494026184082,0.5576418042182922,-14.603724479675293,-120.0,0.682539701461792,0.6805555820465088,0.07943267375230789,0.0,0.0,5.844177087930983e-15,1.5152830738481091e-15,5.8341770169556984e-15,0.0,0.09389941394329071,667.6581420898438
60.0,0.0,-755.0576171875,2.5836379528045654,487.65777587890625,755.0576171875,3.870299816131592,0.0,3.3100318908691406,0.5622707009315491,-6.314005374908447,-120.0,0.7460317611694336,0.7123016119003296,0.0794326663017273,0.0,0.0,2.3020172278950335e-15,6.839475529305623e-16,2.2920171569197493e-15,0.0,0.10104779899120331,755.0576171875
61.0,-5.0,-712.1317138671875,1.9904239177703857,511.68572998046875,712.1317138671875,4.06099796295166,1.6123370727427755e-07,4.16520357131958,0.602782666683197,-2.3191590309143066,-120.0,0.7460317611694336,0.7063491940498352,0.0794326663017273,0.0,0.0,9.202815613241263e-15,1.9304649550325138e-15,9.192815542265979e-15,0.0,0.09135478734970093,712.1317138671875
62.0,10.0,-875.1343383789062,5.327652454376221,511.75701904296875,875.1343383789062,4.061563491821289,0.0,3.224360227584839,0.488465815782547,-13.008004188537598,-120.0,0.6746031641960144,0.6527777910232544,0.0794326588511467,0.0,0.0,2.36340640661541e-14,2.687050453629579e-15,2.3624063995178815e-14,0.0,0.12544004619121552,875.1343994140625
63.0,0.0,-651.597412109375,2.273190498352051,437.27197265625,651.597412109375,3.470412492752075,0.0,2.7749245166778564,0.530075192451477,-11.087878227233887,-120.0,0.682539701461792,0.6527777910232544,0.0794326663017273,0.0,0.0,5.320213094671313e-15,9.740030801686016e-16,5.310213023696029e-15,0.0,0.10840364545583725,651.597412109375
64.0,0.0,-659.1571044921875,3.187969923019409,485.9378967285156,659.1571044921875,3.856649875640869,0.0,3.4498367309570312,0.5805782079696655,-9.820157051086426,-120.0,0.6984127163887024,0.6865079402923584,0.0794326663017273,0.0,0.0,3.3366752150978604e-14,3.612824642451823e-15,3.3356753774069214e-14,0.0,0.1066395565867424,659.1571044921875
65.0,10.0,-676.7632446289062,5.760679721832275,465.16387939453125,676.7632446289062,3.691776752471924,0.0,3.2721431255340576,0.5276187658309937,-12.121806144714355,-120.0,0.6904761791229248,0.6726190447807312,0.0794326663017273,0.0,0.0,1.6336952093798265e-15,7.795930310268602e-16,1.6236952442836607e-15,0.0,0.12246223539113998,676.7633056640625
66.0,-5.0,-579.44677734375,2.2944037914276123,427.2225341796875,579.44677734375,3.390655040740967,0.0,3.4185001850128174,0.5763958692550659,-12.507875442504883,-120.0,0.6507936716079712,0.6408730149269104,0.0794326663017273,0.0,0.0,3.686860827756006e-15,1.2689544578417707e-15,3.676860756780722e-15,0.0,0.08978096395730972,579.4468383789062
67.0,0.0,-709.87109375,2.479036331176758,482.19964599609375,709.87109375,3.82698130607605,0.0,3.0746331214904785,0.5313032269477844,-13.205076217651367,-120.0,0.658730149269104,0.6547619104385376,0.0794326663017273,0.0,0.0,5.110717282859854e-15,1.1559135699868296e-15,5.10071721188457e-15,0.0,0.0972353145480156,709.87109375
68.0,5.0,-763.2921752929688,3.6241676807403564,494.07684326171875,763.2921752929688,3.9212448596954346,0.0,3.499904751777649,0.5048625469207764,-12.0059175491333,-120.0,0.6349206566810608,0.6349206566810608,0.07943267375230789,0.0,0.0,3.783229036714549e-15,8.543235186499957e-16,3.7732289657392646e-15,0.0,0.12213234603404999,763.2921142578125
69.0,-5.0,-636.5032958984375,1.6840533018112183,438.7060546875,636.5032958984375,3.4817941188812256,0.0,3.837105870246887,0.5651928186416626,-10.43702220916748,-120.0,0.6746031641960144,0.6607142686843872,0.0794326663017273,0.0,0.0,3.502943505127496e-15,9.669234729163317e-16,3.4929434341522117e-15,0.0,0.08637644350528717,636.5032958984375
70.0,10.0,-774.4180297851562,5.479166507720947,515.417236328125,774.4180297851562,4.090612888336182,0.0,3.7199490070343018,0.5588471293449402,-5.7119927406311035,-120.0,0.738095223903656,0.7023809552192688,0.07943267375230789,0.0,0.0,8.323664023660027e-15,2.2463561518321117e-15,8.313663952684743e-15,0.0,0.11797817796468735,774.4180297851562
71.0,-5.0,-652.633544921875,2.6181230545043945,471.3096923828125,652.633544921875,3.740553140640259,0.0,3.9681973457336426,0.5926678776741028,-7.889768123626709,-120.0,0.682539701461792,0.6865079402923584,0.07943267375230789,0.0,0.0,2.150229982538247e-15,8.971844975118066e-16,2.1402299115629627e-15,0.0,0.08551580458879471,652.633544921875
72.0,10.0,-842.42431640625,4.346553802490234,550.6043701171875,842.42431640625,4.369875907897949,0.0,3.9001283645629883,0.5803715586662292,-7.048947334289551,-120.0,0.7539682388305664,0.7242063283920288,0.0794326663017273,0.0,0.0,4.324909994615463e-15,1.44248736829518e-15,4.314909923640179e-15,0.0,0.10897970199584961,842.42431640625
73.0,0.0,-680.6575317382812,2.4456043243408203,466.190185546875,680.6575317382812,3.6999220848083496,0.0,3.135318398475647,0.5365926623344421,-12.823722839355469,-120.0,0.682539701461792,0.658730149269104,0.07943267375230789,0.0,0.0,3.77461089999271e-15,9.733114777671684e-16,3.764610829017426e-15,0.0,0.09912601113319397,680.6575317382812
74.0,5.0,-709.396240234375,3.3089613914489746,512.9144897460938,709.396240234375,4.070749759674072,2.687228075615167e-07,3.7006113529205322,0.5806325078010559,-2.8950979709625244,-120.0,0.7301587462425232,0.7123016119003296,0.07943267375230789,0.0,0.0,1.1538823849793138e-15,6.788846252465865e-16,1.143882419883148e-15,0.0,0.11218641698360443,709.396240234375
75.0,0.0,-695.5316162109375,2.775942802429199,487.71142578125,695.5316162109375,3.870725631713867,0.0,3.8526103496551514,0.5532200932502747,-9.810121536254883,-120.0,0.6746031641960144,0.6607142686843872,0.0794326663017273,0.0,0.0,1.837452267094519e-15,5.840209585606044e-16,1.827452196119235e-15,0.0,0.09704698622226715,695.5315551757812
76.0,10.0,-795.2352294921875,4.157781600952148,518.4095458984375,795.2352294921875,4.11436128616333,0.0,3.2275413274765015,0.5438035130500793,-5.98520565032959,-120.0,0.7460317611694336,0.7202380895614624,0.0794326663017273,0.0,0.0,3.926349229196793e-15,1.274057090195149e-15,3.916349158221508e-15,0.0,0.11027225106954575,795.2352294921875
77.0,5.0,-728.3367309570312,3.1621665954589844,476.935546875,728.3367309570312,3.785202741622925,0.0,3.546456217765808,0.5457302331924438,-9.476506233215332,-120.0,0.6904761791229248,0.6686508059501648,0.0794326663017273,0.0,0.0,2.9468062359157927e-15,7.40689019517707e-16,2.9368061649405084e-15,0.0,0.11932787299156189,728.3367309570312
