sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_violation_watt,protection_satisfaction,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
340.5047607421875,328.3255615234375,4.053627967834473,0.0,4.329479694366455,0.7025701403617859,-11.27564525604248,-120.0,0.8095238208770752,0.788690447807312,0.0794326588511467,0.0,5.926426205318421,7.820827149687248e-15,2.3488361270215677e-15,7.810827078711963e-15,0.0,0.026234284043312073,328.3255615234375,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,72.32625253635358,2.473628082944326,1.595452299385339,0.9084030520271948,6.0,,,,
339.19561767578125,325.25970458984375,4.038043022155762,0.0,4.200111627578735,0.7030705809593201,-8.8971529006958,-120.0,0.8095238208770752,0.788690447807312,0.07943267375230789,0.0,2.720284165814519,4.22662918526202e-15,1.1150497359959668e-15,4.216629114286736e-15,0.0,0.02971797250211239,325.25970458984375,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,72.45779171694723,2.4774542850779944,1.6005920737122894,0.907313271880765,6.0,2.0,2.0,2.0,0.5
313.8924560546875,297.0799865722656,3.7368149757385254,4.080265625816538e-06,3.8968770503997803,0.72282475233078,-1.7634388208389282,-120.0,0.8214285969734192,0.8035714030265808,0.07943267375230789,0.0,1.3260358986444771,9.806441784640779e-15,2.6049454324698516e-15,9.796441713665494e-15,0.0,0.0671766847372055,297.0799560546875,du_pf_soft,5.0,0.0,8.0,0.0,pf,budget_dual,1.0,67.9722758579994,2.356470203308017,1.4649910290223873,0.9024925889270091,6.0,,,,
320.7418212890625,301.759521484375,3.818355083465576,2.579739174279894e-07,3.9528422355651855,0.7161229252815247,-2.0400571823120117,-120.0,0.8095238208770752,0.8125,0.07943267375230789,0.0,1.1297073806636035,2.588715434167512e-15,8.628394290830128e-16,2.5787153631922277e-15,0.0,0.06518176943063736,301.759521484375,du_pf_cognitive,5.0,0.0,8.0,0.0,pf,budget_dual,1.0,68.43097678956525,2.3707202191731813,1.4866153186251352,0.9009632799075744,6.0,2.0,2.0,2.0,0.5
322.9432678222656,338.228515625,3.8445627689361572,0.0,4.020479440689087,0.6218308806419373,-19.882863998413086,-120.0,0.726190447807312,0.711309552192688,0.07943267375230789,0.0,2.700588878709823,6.661315701377837e-15,2.187064692557258e-15,6.651315630402553e-15,0.0,0.03482276201248169,338.228515625,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,69.30644243155595,2.3851104647983004,1.5217223326346572,0.9091272781097348,6.0,,,,
329.5089111328125,350.773681640625,3.922725200653076,0.0,4.06351900100708,0.614947497844696,-18.385318756103516,-120.0,0.726190447807312,0.711309552192688,0.07943267375230789,0.0,2.7009219429455698,2.227991842260928e-15,8.530088176367386e-16,2.2179917712856437e-15,0.0,0.0338357612490654,350.7737121582031,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,69.6586925356118,2.394325445143766,1.4696835566369233,0.9082666259753835,6.0,2.0,2.0,2.0,0.5
309.2359619140625,306.09356689453125,3.6813805103302,3.317998816783077e-05,3.974959135055542,0.6625703573226929,-6.057682037353516,-120.0,0.726190447807312,0.7232142686843872,0.0794326663017273,0.0,1.1301948241889477,7.88726672000398e-15,2.281339036070188e-15,7.877266649028696e-15,0.0,0.0804351270198822,306.09356689453125,du_pf_soft,5.0,1.0,8.0,0.0,pf,budget_dual,1.0,64.96708686193712,2.2800279438746878,1.4393786556362917,0.8969904704404228,6.0,,,,
300.51983642578125,307.77325439453125,3.5776171684265137,7.717705670984295e-07,3.980271339416504,0.6562038064002991,-7.998264312744141,-120.0,0.761904776096344,0.726190447807312,0.0794326663017273,0.0,1.1291394932195544,2.7275873329028017e-15,9.385987970392663e-16,2.7175872619275175e-15,0.0,0.08426497131586075,307.77325439453125,du_pf_cognitive,5.0,1.0,8.0,0.0,pf,budget_dual,1.0,65.01248220714291,2.273135011492568,1.4424963413746619,0.9026702968428896,6.0,2.0,2.0,2.0,0.5
330.5836181640625,320.0422668457031,3.935519218444824,0.0,4.002938389778137,0.6282134056091309,-20.250335693359375,-120.0,0.738095223903656,0.6934523582458496,0.0794326663017273,0.0,2.705307375639677,1.0805695869879096e-14,2.388113891818697e-15,1.0795695798903812e-14,0.0,0.027626827359199524,320.04229736328125,pf_fs_soft,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,70.12867760391701,2.413118113955361,1.4624822755718143,0.9077349458045592,6.0,,,,
330.31890869140625,322.1929016113281,3.932368040084839,0.0,4.222104549407959,0.6532925367355347,-17.792320251464844,-120.0,0.75,0.7142857313156128,0.07943267375230789,0.0,2.702390125952661,3.771387516111934e-15,8.463561679294442e-16,3.7613874451366495e-15,0.0,0.030265573412179947,322.1929016113281,pf_fs_cognitive,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,70.35020835715487,2.411370539501178,1.495000845873212,0.9108961679806935,6.0,2.0,2.0,2.0,0.5
