algorithm,tau_rms_ns,channel_modeling,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,sweep_value,batch_index,num_iterations_or_layers,converged,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
du_pf_cognitive,10.0,flat,562.472770690918,551.9891891479492,4.464069604873657,0.0,4.720345631241798,0.685730617493391,-8.639145344495773,-120.0,0.7921626903116703,0.7677021324634552,75.32531976699829,0.0,1.6619509140728042,1.0666067740128498e-12,2.8192515443887676e-13,-90.31642055511475,-97.10456657409668,1.0566067674120695e-12,0.0,0.0,-110.0,-110.0,-19.683578968048096,-12.895431697368622,0.04815537971444428,551.9891891479492,5.0,7.5,12.0,0.0,1.0,117.20317634534793,2.6285508521959695,1.6724404994264042,0.9277317378555787,6.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,8.0,8.0,8.0,0.5
du_pf_cognitive,10.0,selective,563.4329414367676,553.1670799255371,4.4716900289058685,6.214210312993629e-09,4.680276528000832,0.6922910884022713,-9.509986102581024,-120.0,0.8100198321044445,0.7595796063542366,75.60258436203003,0.0,1.6601178055570927,1.0389256492051527e-12,2.7853225470139947e-13,-90.40151357650757,-97.09795761108398,1.0289256442984384e-12,0.0,0.0,-110.0,-110.0,-19.598486185073853,-12.902041852474213,0.04889662563800812,553.1670684814453,5.0,7.5,12.0,0.0,1.0,117.4406193298486,2.631317359304776,1.6859222552617583,0.9291403329769485,6.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,8.0,8.0,8.0,0.5
du_pf_cognitive,20.0,flat,562.2244606018066,551.3078784942627,4.462098866701126,3.023131189827666e-09,4.759302198886871,0.6902524940669537,-7.9258117005229,-120.0,0.7936507910490036,0.7695312537252903,75.15868377685547,0.0,1.6625026965339202,8.209659928053951e-13,2.57302119267464e-13,-91.38248634338379,-97.30994176864624,8.109659929808784e-13,0.0,0.0,-110.0,-110.0,-18.617511510849,-12.690056145191193,0.04976214561611414,551.3078804016113,5.0,7.5,12.0,0.0,1.0,117.5695340784727,2.6299803044725327,1.7067622745834858,0.9328194015344385,6.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,8.0,8.0,8.0,0.5
du_pf_cognitive,20.0,selective,563.2293319702148,551.9524116516113,4.4700740575790405,0.013694433848342208,4.720399051904678,0.7100047282874584,-9.876790791749954,-120.0,0.8328372910618782,0.7576884888112545,74.95169353485107,0.0,1.6603070143901277,8.000862494907503e-13,2.582202716420686e-13,-91.38595962524414,-97.26802778244019,7.900862530543654e-13,0.0,0.0,-110.0,-110.0,-18.614039301872253,-12.731971085071564,0.04994973889552057,551.9524021148682,5.0,7.5,12.0,0.0,1.0,118.16056782562606,2.6361968788917616,1.737619872413537,0.9366843969463406,6.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,8.0,8.0,8.0,0.5
du_pf_cognitive,50.0,flat,568.7196273803711,563.1935729980469,4.5136478543281555,2.9559464653772238e-08,4.804900601506233,0.682923212647438,-8.006611078977585,-120.0,0.7916666716337204,0.7684771753847599,73.530198097229,0.0,1.6636643348901998,7.866396844623171e-13,2.443094084682133e-13,-91.94463157653809,-97.57068347930908,7.766396795556027e-13,0.0,0.0,-110.0,-110.0,-18.055367350578308,-12.429315686225891,0.049874609569087625,563.1935615539551,5.0,7.5,12.0,0.0,1.0,118.67997637055001,2.659363121292975,1.7158402432688564,0.9279366589333994,6.0,3999999.9999999995,399999.99999999994,511875.0,0.12796875000000002,1.2796875,1.0,0.0,8.0,8.0,8.0,0.5
du_pf_cognitive,50.0,selective,572.6545372009277,564.6218299865723,4.54487732052803,0.0895658171853537,4.635687738656998,0.7168382704257965,-12.202056407928467,-120.0,0.8526785634458065,0.7367621548473835,72.57616233825684,0.0,1.6613011469016783,7.678395705105405e-13,2.45029755356228e-13,-91.8971619606018,-97.5272970199585,7.578395656038261e-13,0.0,0.0,-110.0,-110.0,-18.102837681770325,-12.472702741622925,0.04964700248092413,564.6218185424805,5.0,7.5,12.0,0.0,1.0,119.78312427523345,2.6709395519313146,1.7830225324773623,0.9357916354096782,6.0,3999999.9999999995,399999.99999999994,511875.0,0.12796875000000002,1.2796875,1.0,0.0,8.0,8.0,8.0,0.5
du_pf_cognitive,100.0,flat,555.069881439209,547.5419120788574,4.405316561460495,0.0,4.830365389585495,0.6840087287127972,-9.409766033291817,-120.0,0.785218246281147,0.7620287723839283,76.47701263427734,0.0,1.662758971680887,9.353265080172144e-13,2.6388067773231274e-13,-91.00220155715942,-97.50183153152466,9.253265081926977e-13,0.0,0.0,-110.0,-110.0,-18.997797667980194,-12.49816608428955,0.05021109525114298,547.541919708252,5.0,7.5,12.0,0.0,1.0,117.34911510641956,2.6234449982288464,1.6922205806997133,0.9343772339958523,6.0,1999999.9999999998,199999.99999999997,511875.0,0.25593750000000004,2.559375,1.0,0.0,8.0,8.0,8.0,0.5
du_pf_cognitive,100.0,selective,560.8533248901367,553.195276260376,4.451216846704483,0.15491372765114164,4.587718993425369,0.7335420325398445,-14.903405785560608,-120.0,0.8715277761220932,0.7204551063477993,75.98798370361328,0.0,1.6615949977131095,1.03476916197122e-12,2.7305512112995277e-13,-90.8623251914978,-97.45722770690918,1.0247691553704396e-12,0.0,0.0,-110.0,-110.0,-19.1376736164093,-12.54277241230011,0.04972274322062731,553.1952686309814,5.0,7.5,12.0,0.0,1.0,118.96042936206277,2.6421128674349803,1.7995146094981478,0.9444549460232392,6.0,1999999.9999999998,199999.99999999997,511875.0,0.25593750000000004,2.559375,1.0,0.0,8.0,8.0,8.0,0.5
du_pf_cognitive,200.0,flat,560.371021270752,555.5830135345459,4.44738906621933,6.831423087994004e-06,4.730284690856934,0.6934153288602829,-7.626904468983412,-120.0,0.7986111082136631,0.7718563973903656,77.93211507797241,0.0,1.6640631447080523,1.3103838675899765e-12,2.990913799518825e-13,-89.89399862289429,-97.22060346603394,1.3003838711535915e-12,0.0,0.0,-110.0,-110.0,-20.10599970817566,-12.77939635515213,0.049046355532482266,555.5830078125,5.0,7.5,12.0,0.0,1.0,116.8945417994715,2.6155501016864764,1.6840226605104214,0.933515925420585,6.0,999999.9999999999,99999.99999999999,511875.0,0.5118750000000001,5.11875,1.0,0.0,8.0,8.0,8.0,0.5
du_pf_cognitive,200.0,selective,566.0205383300781,559.174201965332,4.4922265112400055,0.27624938252452935,4.4973859786987305,0.7487168200314045,-14.656012773513794,-120.0,0.8789682425558567,0.7209511436522007,75.19835424423218,0.0,1.6626785841945093,1.308981377540967e-12,3.019573515043012e-13,-89.74955606460571,-97.1185097694397,1.2989813777164504e-12,0.0,0.0,-110.0,-110.0,-20.25044220685959,-12.881487131118774,0.04900481761433184,559.1742057800293,5.0,7.5,12.0,0.0,1.0,118.88321287852199,2.6399196551063415,1.803836527284005,0.9451930301927833,6.0,999999.9999999999,99999.99999999999,511875.0,0.5118750000000001,5.11875,1.0,0.0,8.0,8.0,8.0,0.5
