step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction,learning_rate
26.0,10.0,-293.49462890625,1160.6124267578125,225.93209838867188,293.49462890625,1.7931119203567505,0.0,1.999845266342163,0.6822970509529114,-17.59239959716797,-120.0,4.770179748535156,7.075096607208252,0.7222222089767456,0.7222222089767456,68.89537811279297,0.0,0.0,1.0069607298056164e-14,8.620217881790283e-15,-109.9698715209961,-110.76806640625,6.960747353946389e-17,0.6666666865348816,0.6666666865348816,-110.0,-110.0,-0.030125495046377182,0.7680678367614746,0.20174731314182281,293.49462890625,4.0,4.0,4.0,0.5,0.0007999999797903001
27.0,10.0,-247.594482421875,767.8568115234375,192.25424194335938,247.594482421875,1.5258272886276245,0.0,1.7444860935211182,0.7103384733200073,-16.675376892089844,-120.0,3.7119888067245483,5.524594783782959,0.7460317611694336,0.7460317611694336,70.8566665649414,0.0,0.0,1.0069415868610085e-14,9.532640925539668e-15,-109.96995544433594,-110.2286376953125,6.941604409338442e-17,0.4166666567325592,0.4166666567325592,-110.0,-110.0,-0.030042866244912148,0.22863376140594482,0.2886488139629364,247.594482421875,4.0,4.0,4.0,0.5,0.0007999999797903001
28.0,-5.0,-336.43499755859375,510.8684387207031,271.40362548828125,336.43499755859375,2.1539969444274902,0.0,2.457811117172241,0.7083842754364014,-17.823495864868164,-120.0,6.526153802871704,9.314391136169434,0.7698412537574768,0.7698412537574768,34.41549301147461,0.0,0.0,1.0005902797126116e-14,8.484521509574249e-15,-109.99744415283203,-110.80171966552734,5.902972609415219e-18,0.9166666865348816,0.8333333134651184,-110.0,-110.0,-0.002562949201092124,0.8017168641090393,0.16627411544322968,336.43499755859375,4.0,4.0,4.0,0.5,0.0007999999797903001
29.0,5.0,-401.3728942871094,8868.552734375,318.3740234375,401.3728942871094,2.526777982711792,0.0,2.808855414390564,0.74031662940979,-9.325931549072266,-120.0,7.786760091781616,9.86355209350586,0.8095238208770752,0.8095238208770752,43.86742401123047,0.0,0.0,9.998264254007776e-15,8.44925105765058e-15,-110.0007553100586,-110.89643096923828,0.0,1.0,1.0,-110.0,-110.0,0.000753733969759196,0.8964388966560364,0.15312103927135468,401.3728942871094,4.0,4.0,4.0,0.5,0.0007999999797903001
30.0,5.0,-308.7383117675781,1155.2530517578125,246.2041015625,308.7383117675781,1.9540008306503296,0.0,2.237204909324646,0.6986950039863586,-16.11627960205078,-120.0,5.6993677616119385,8.068441390991211,0.738095223903656,0.738095223903656,68.20931243896484,0.0,0.0,1.2153576857746023e-14,9.303720107148826e-15,-109.15296173095703,-110.37773895263672,2.1535770332293223e-15,0.6666666865348816,0.6666666865348816,-110.0,-110.0,-0.8470411896705627,0.3777329623699188,0.2091156244277954,308.7383117675781,4.0,4.0,4.0,0.5,0.0007999999797903001
31.0,5.0,-319.52197265625,611.912841796875,228.3592987060547,319.52197265625,1.8123754262924194,0.0,2.0474014282226562,0.6521819829940796,-20.011085510253906,-120.0,4.960422992706299,6.874752521514893,0.7142857313156128,0.7142857313156128,61.96370315551758,0.0,0.0,1.00023909985268e-14,8.397785335775409e-15,-109.99896240234375,-110.8446273803711,2.39117401009889e-18,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.0010384103516116738,0.8446245193481445,0.20518845319747925,319.52197265625,4.0,4.0,4.0,0.5,0.0007999999797903001
32.0,10.0,-363.2389221191406,699.6385498046875,258.69140625,363.2389221191406,2.0531063079833984,0.0,2.312523365020752,0.7026859521865845,-18.983217239379883,-120.0,5.984764575958252,8.309322357177734,0.7539682388305664,0.7539682388305664,48.628196716308594,0.0,0.0,1.0085451049334556e-14,8.71256649589763e-15,-109.96305084228516,-110.69839477539062,8.545122481785558e-17,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-0.03695341572165489,0.6983976364135742,0.1763482540845871,363.23895263671875,4.0,4.0,4.0,0.5,0.0007999999797903001
33.0,0.0,-431.2760009765625,2237.963623046875,319.129638671875,431.2760009765625,2.5327749252319336,0.0,2.8079910278320312,0.6869826316833496,-16.33241844177246,-120.0,7.783288955688477,11.54727840423584,0.738095223903656,0.738095223903656,54.87425994873047,0.0,0.0,1.0001211081631274e-14,9.187748591175503e-15,-109.99947357177734,-110.3749771118164,1.2112571145736495e-18,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.000526034738868475,0.3749825060367584,0.13998807966709137,431.2760314941406,4.0,4.0,4.0,0.5,0.0007999999797903001
34.0,25.0,-492.7979431152344,1606.0958251953125,364.4926452636719,492.7979431152344,2.892798662185669,0.0,3.087615132331848,0.7121734619140625,-12.064521789550781,-120.0,8.751132488250732,11.97992992401123,0.7936508059501648,0.7936508059501648,76.39077758789062,0.0,0.0,1.007046618946468e-14,8.915642645001848e-15,-109.9695053100586,-110.5823745727539,7.046636494797975e-17,0.9166666865348816,0.8333333134651184,-110.0,-110.0,-0.030495909973978996,0.5823749899864197,0.13323546946048737,492.79791259765625,4.0,4.0,4.0,0.5,0.0007999999797903001
35.0,20.0,-469.70916748046875,620.4520263671875,341.5130615234375,469.70916748046875,2.710421085357666,0.0,2.9635376930236816,0.6573101878166199,-15.835749626159668,-120.0,8.324387550354004,12.312021255493164,0.7142857313156128,0.7142857313156128,76.5356674194336,0.0,0.0,1.0055799813982972e-14,9.435456600336446e-15,-109.97583770751953,-110.26197052001953,5.579998946627154e-17,0.9166666865348816,0.8333333134651184,-110.0,-110.0,-0.02416617050766945,0.2619698941707611,0.1111227348446846,469.70916748046875,4.0,4.0,4.0,0.5,0.0007999999797903001
36.0,15.0,-394.2205810546875,461.5527648925781,292.319580078125,394.2205810546875,2.3199965953826904,0.0,2.591425657272339,0.6629043817520142,-20.1075496673584,-120.0,7.013034343719482,9.74825668334961,0.7301587462425232,0.7301587462425232,32.83885192871094,0.0,0.0,1.0017313177958578e-14,6.8362296990517445e-15,-109.99248504638672,-112.23015594482422,1.73133534418779e-17,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.007512648124247789,2.2301571369171143,0.1564583033323288,394.22064208984375,4.0,4.0,4.0,0.5,0.0007999999797903001
37.0,0.0,-294.663330078125,3450.630859375,233.408447265625,294.663330078125,1.8524479866027832,0.0,1.988196849822998,0.7038516998291016,-16.620473861694336,-120.0,4.723741769790649,7.129303932189941,0.7539682388305664,0.7539682388305664,71.02911376953125,0.0,0.0,1.0033980245261701e-14,8.715266836933477e-15,-109.98526763916016,-110.67076873779297,3.3980420745000767e-17,0.75,0.75,-110.0,-110.0,-0.01473259087651968,0.6707637310028076,0.19522014260292053,294.663330078125,4.0,4.0,4.0,0.5,0.0007999999797903001
38.0,15.0,-256.5133056640625,9659.837890625,230.29840087890625,256.5133056640625,1.8277651071548462,0.0,2.003336727619171,0.731360137462616,-15.02515983581543,-120.0,4.784564971923828,6.912170886993408,0.7777777910232544,0.7777777910232544,72.36214447021484,0.0,0.0,1.0554470979921154e-14,9.824473422021928e-15,-109.76563262939453,-110.08712005615234,5.54471155404454e-16,0.3333333432674408,0.3333333432674408,-110.0,-110.0,-0.23436467349529266,0.0871109664440155,0.21077410876750946,256.5133056640625,4.0,4.0,4.0,0.5,0.0007999999797903001
39.0,-10.0,-297.28594970703125,938.2813110351562,238.82366943359375,297.28594970703125,1.8954259157180786,0.0,2.038071393966675,0.7306478023529053,-14.7650728225708,-120.0,4.923356056213379,7.055788516998291,0.7857142686843872,0.7857142686843872,69.27830505371094,0.0,0.0,1.0029228390427605e-14,9.38967785766914e-15,-109.98731994628906,-110.29434967041016,2.922856591090414e-17,0.75,0.75,-110.0,-110.0,-0.012675164267420769,0.2943609058856964,0.23023399710655212,297.28594970703125,4.0,4.0,4.0,0.5,0.0007999999797903001
40.0,-5.0,-294.4574890136719,254.80218505859375,234.55902099609375,294.4574890136719,1.8615795373916626,0.0,2.0891523361206055,0.7448174953460693,-14.430946350097656,-120.0,5.12548303604126,7.192090034484863,0.7777777910232544,0.7777777910232544,55.82386779785156,0.0,0.0,1.0012165758738114e-14,9.199094597503975e-15,-109.9947280883789,-110.38131713867188,1.2165934221413516e-17,0.75,0.6666666865348816,-110.0,-110.0,-0.005280322395265102,0.3813134729862213,0.2158329337835312,294.4574890136719,4.0,4.0,4.0,0.5,0.0007999999797903001
41.0,15.0,-335.7627258300781,397.7264709472656,251.42845153808594,335.7627258300781,1.9954638481140137,0.0,2.218909502029419,0.710161566734314,-16.30704689025879,-120.0,5.629365921020508,8.122442245483398,0.761904776096344,0.761904776096344,59.38960647583008,0.0,0.0,1.0044905276215387e-14,8.860009521026186e-15,-109.98054504394531,-110.6385269165039,4.490545169868673e-17,0.75,0.75,-110.0,-110.0,-0.019458521157503128,0.6385266780853271,0.2011822909116745,335.7627258300781,4.0,4.0,4.0,0.5,0.0007999999797903001
42.0,25.0,-342.93310546875,3268.783203125,255.03982543945312,342.93310546875,2.024125576019287,0.0,2.1971770524978638,0.6987997889518738,-17.392589569091797,-120.0,5.545870065689087,8.550763130187988,0.7460317611694336,0.7460317611694336,72.2364501953125,0.0,0.0,9.999997283417859e-15,8.280644067301928e-15,-110.0,-110.95186614990234,0.0,1.0,1.0,-110.0,-110.0,1.0354385722166626e-06,0.9518577456474304,0.16445881128311157,342.93310546875,4.0,4.0,4.0,0.5,0.0007999999797903001
43.0,0.0,-373.36639404296875,88.22753143310547,295.70709228515625,373.36639404296875,2.346881628036499,0.0,2.6160556077957153,0.7225770950317383,-10.210559844970703,-120.0,7.1017677783966064,9.73619556427002,0.761904776096344,0.761904776096344,29.312973022460938,0.0,0.0,9.999998977483753e-15,7.946816524327747e-15,-110.0,-111.14755249023438,0.0,1.0,1.0,-110.0,-110.0,5.177192861083313e-07,1.147554636001587,0.15607398748397827,373.36639404296875,4.0,4.0,4.0,0.5,0.0007999999797903001
44.0,-10.0,-319.87799072265625,505.60858154296875,241.39393615722656,319.87799072265625,1.9158248901367188,0.0,2.0814151763916016,0.7022624015808105,-13.712868690490723,-120.0,5.095005750656128,7.234654903411865,0.761904776096344,0.761904776096344,71.0313949584961,0.0,0.0,1.0037340424963459e-14,9.005628037186356e-15,-109.98381042480469,-110.5606918334961,3.7340600446758576e-17,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-0.01618659496307373,0.5606881380081177,0.20546573400497437,319.87799072265625,4.0,4.0,4.0,0.5,0.0007999999797903001
45.0,15.0,-341.5460510253906,3143.01171875,256.60888671875,341.5460510253906,2.036578416824341,0.0,2.304863691329956,0.7035833597183228,-14.75264835357666,-120.0,5.956287145614624,7.780111789703369,0.7698412537574768,0.7698412537574768,68.54269409179688,0.0,0.0,1.0005005789234973e-14,8.621559581978733e-15,-109.9978256225586,-110.79443359375,5.005964718272915e-18,0.9166666865348816,0.9166666865348816,-110.0,-110.0,-0.0021734118927270174,0.7944310307502747,0.15865397453308105,341.5460510253906,4.0,4.0,4.0,0.5,0.0007999999797903001
46.0,0.0,-273.2746887207031,771.460693359375,212.15570068359375,273.2746887207031,1.6837754249572754,0.0,1.9214013814926147,0.7042559385299683,-18.47577476501465,-120.0,4.4527246952056885,6.68682861328125,0.738095223903656,0.738095223903656,71.46953582763672,0.0,0.0,1.0075545846049364e-14,7.898252737329869e-15,-109.9673080444336,-111.33367919921875,7.554602153266379e-17,0.4166666567325592,0.4166666567325592,-110.0,-110.0,-0.03268594667315483,1.3336868286132812,0.20616993308067322,273.2746887207031,4.0,4.0,4.0,0.5,0.0007999999797903001
47.0,0.0,-256.8279113769531,8300.3603515625,219.50474548339844,256.8279113769531,1.7421011924743652,0.0,1.894652247428894,0.7375155091285706,-13.1515531539917,-120.0,4.34296441078186,6.340999603271484,0.7857142686843872,0.7857142686843872,72.91012573242188,0.0,0.0,1.009422038143748e-14,9.00977002829843e-15,-109.95927429199219,-110.5235824584961,9.422055692077935e-17,0.4166666567325592,0.4166666567325592,-110.0,-110.0,-0.040727801620960236,0.5235857963562012,0.2396683543920517,256.8279113769531,4.0,4.0,4.0,0.5,0.0007999999797903001
48.0,5.0,-345.716796875,359.02801513671875,280.5155334472656,345.716796875,2.226313829421997,0.0,2.3826382160186768,0.7436916828155518,-15.087004661560059,-120.0,6.247861385345459,8.814129829406738,0.7857142686843872,0.7857142686843872,63.9127082824707,0.0,0.0,1.0096534475449379e-14,9.129930122195925e-15,-109.9582748413086,-110.44446563720703,9.65346509326781e-17,0.75,0.75,-110.0,-110.0,-0.04172346368432045,0.4444689452648163,0.16695569455623627,345.716796875,4.0,4.0,4.0,0.5,0.0007999999797903001
49.0,15.0,-301.033203125,3627.4541015625,230.13922119140625,301.033203125,1.826501727104187,0.0,1.9710813164710999,0.7272026538848877,-13.24207592010498,-120.0,4.654731512069702,7.454526901245117,0.7698412537574768,0.7698412537574768,60.5936393737793,0.0,0.0,1.009434997747841e-14,8.448853799198318e-15,-109.95922088623047,-111.03564453125,9.435015296170926e-17,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-0.04078371822834015,1.035643219947815,0.21245351433753967,301.0331726074219,4.0,4.0,4.0,0.5,0.0007999999797903001
