sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
337.478759765625,337.70587158203125,2.678402900695801,1.8318506181240082,2.762708306312561,0.9649347066879272,5.294643878936768,3.4382678866386414,7.281248092651367,8.888375282287598,0.9841269850730896,0.9811508059501648,72.15337371826172,0.0,35.11761843971908,1.0810238507575221e-14,1.0093502944531155e-14,-109.66165161132812,-109.9605941772461,8.102386830585208e-16,0.3333333432674408,0.3333333432674408,-110.0,-110.0,-0.33835285902023315,-0.039411868900060654,0.3258403241634369,337.70587158203125,pf_fs_soft,5.0,0.0,40.0,0.0,pf,budget_dual,0.0,85.36918982339459,1.971785208241924,1.8052516568415307,0.9972843576245096,8.0,,,,
377.0537109375,377.1109619140625,2.992489814758301,2.376561939716339,3.048181891441345,0.9685821533203125,5.780126094818115,4.635989785194397,8.517956733703613,9.967483758926392,0.976190447807312,0.976190447807312,73.72087097167969,0.0,35.4641554588452,1.0079195711019083e-14,9.908477067532926e-15,-109.96573638916016,-110.04048919677734,7.919588650238257e-17,0.6666666865348816,0.6666666865348816,-110.0,-110.0,-0.034258946776390076,0.04048923775553703,0.25609156489372253,377.1109619140625,pf_fs_cognitive,5.0,0.0,40.0,0.0,pf,budget_dual,0.0,98.03115636262133,2.1806098737176836,1.9240889779017822,0.9969565942430235,8.0,8.0,8.0,8.0,0.5
355.7515869140625,355.58489990234375,2.82342529296875,2.0465275049209595,2.8883713483810425,0.9624027609825134,6.128706932067871,3.7876540422439575,7.803206920623779,9.372894048690796,0.9841269850730896,0.980654776096344,69.0982437133789,0.0,14.260536890476942,1.0917669390341379e-14,1.0098228541343887e-14,-109.61869812011719,-109.95880889892578,9.176695658246782e-16,0.4166666567325592,0.4166666567325592,-110.0,-110.0,-0.38129955530166626,-0.041183244436979294,0.2750919461250305,355.5848693847656,du_pf_soft,5.0,0.0,16.0,0.0,pf,budget_dual,1.0,89.91332209103983,2.0454563710146574,1.8407360854924626,0.9960862482754039,8.0,,,,
386.6368103027344,386.82513427734375,3.0685460567474365,2.3290276527404785,3.146261692047119,0.9624512195587158,6.3224711418151855,4.688546061515808,8.62444543838501,10.23735761642456,0.976190447807312,0.97817462682724,68.07869720458984,0.0,14.254033220000565,1.0050111140709212e-14,9.975204629051725e-15,-109.97828674316406,-110.01090240478516,5.011131619251166e-17,0.6666666865348816,0.4166666567325592,-110.0,-110.0,-0.021708814427256584,0.010915648192167282,0.18934530019760132,386.8251647949219,du_pf_cognitive,5.0,0.0,16.0,0.0,pf,budget_dual,1.0,100.15739135657381,2.2184695521351236,1.9765618599512298,0.9962723757770087,8.0,8.0,8.0,8.0,0.5
351.2550048828125,349.5848388671875,2.787738084793091,2.006215363740921,2.831411123275757,0.9590385556221008,5.071010112762451,3.441273272037506,7.697736740112305,9.189262866973877,0.976190447807312,0.9771825671195984,72.74593353271484,0.0,35.52213256619871,1.006249476239807e-14,9.350318777709074e-15,-109.97293853759766,-110.3874740600586,6.249493788136953e-17,0.6666666865348816,0.5,-110.0,-110.0,-0.027056768536567688,0.38746514916419983,0.3160649240016937,349.5848388671875,pf_fs_soft,5.0,1.0,40.0,0.0,pf,budget_dual,0.0,86.53367851027683,1.9927617838206741,1.7637377136922032,0.9948455987241419,8.0,,,,
399.96588134765625,398.45831298828125,3.1743323802948,2.444753348827362,3.2236143350601196,0.9650924801826477,6.372852802276611,4.78214955329895,9.101250648498535,10.664328336715698,0.976190447807312,0.976190447807312,73.55364990234375,0.0,35.39282476902008,1.0084642132869928e-14,9.073698992959501e-15,-109.96339416503906,-110.5046615600586,8.464230835322772e-17,0.4166666567325592,0.4166666567325592,-110.0,-110.0,-0.03660489618778229,0.5046581625938416,0.23317527770996094,398.45831298828125,pf_fs_cognitive,5.0,1.0,40.0,0.0,pf,budget_dual,0.0,97.30614145506536,2.170045118004096,1.9151307533892004,0.9954079359054331,8.0,8.0,8.0,8.0,0.5
369.2073974609375,367.66522216796875,2.9302175045013428,1.94614377617836,3.003670573234558,0.9586789608001709,5.994266986846924,3.55718457698822,8.297240734100342,9.818808794021606,0.976190447807312,0.9776785969734192,75.53508758544922,0.0,14.150845877826214,1.0072590548096394e-14,9.373440236070275e-15,-109.96858978271484,-110.36261749267578,7.259072357969354e-17,0.5833333134651184,0.4166666567325592,-110.0,-110.0,-0.0314117856323719,0.36262714862823486,0.2519609034061432,367.66522216796875,du_pf_soft,5.0,1.0,16.0,0.0,pf,budget_dual,1.0,91.01165611186879,2.064955807472993,1.8040512033715213,0.9947979375802924,8.0,,,,
409.73614501953125,408.29229736328125,3.2518742084503174,2.4059483408927917,3.3111157417297363,0.9620833396911621,6.7841925621032715,5.083321213722229,9.286665439605713,11.01276969909668,0.976190447807312,0.97817462682724,76.0279312133789,0.0,14.199530707672238,1.0069372669929775e-14,9.557597057264621e-15,-109.96997833251953,-110.21636962890625,6.937284541307445e-17,0.6666666865348816,0.6666666865348816,-110.0,-110.0,-0.030024098232388496,0.21637296676635742,0.1664600521326065,408.29229736328125,du_pf_cognitive,5.0,1.0,16.0,0.0,pf,budget_dual,1.0,101.20706149092885,2.2387946016408504,1.9545378851389037,0.9949410195447994,8.0,8.0,8.0,8.0,0.5
359.62554931640625,358.63592529296875,2.85417103767395,0.9710072726011276,2.9650713205337524,0.9395321011543274,3.103851556777954,1.2807854115962982,8.150588512420654,9.775972366333008,0.9444444179534912,0.9553571343421936,73.78153228759766,0.0,35.54225693643093,1.0090960998656445e-14,9.939077826818382e-15,-109.96067810058594,-110.02731323242188,9.09611741397448e-17,0.4166666567325592,0.3333333432674408,-110.0,-110.0,-0.039325375109910965,0.027316322550177574,0.29185751080513,358.6358947753906,pf_fs_soft,5.0,2.0,40.0,0.0,pf,budget_dual,0.0,89.15696973106613,2.0382586784672965,1.6965191101651131,0.9915990596672115,8.0,,,,
406.5002136230469,405.4124450683594,3.2261922359466553,0.8720424622297287,3.379790425300598,0.9422024488449097,3.7716641426086426,1.9647287428379059,9.467057704925537,11.170143842697144,0.9444444179534912,0.951884925365448,74.62039184570312,0.0,35.36780116148293,1.0096158392820798e-14,9.820131531134303e-15,-109.95843505859375,-110.0814437866211,9.615856830409719e-17,0.5,0.3333333432674408,-110.0,-110.0,-0.041561685502529144,0.08143961429595947,0.21381564438343048,405.4124755859375,pf_fs_cognitive,5.0,2.0,40.0,0.0,pf,budget_dual,0.0,100.90937260340156,2.2370942838834944,1.8377208304811674,0.9920814871293597,8.0,8.0,8.0,8.0,0.5
365.68853759765625,364.45098876953125,2.902289867401123,1.2421425580978394,2.9550681114196777,0.9425005912780762,5.482293605804443,2.1612448692321777,8.235548973083496,9.892998933792114,0.9603174328804016,0.9632936716079712,73.45260620117188,0.0,14.23639150802046,1.0097420471912207e-14,9.960575523019696e-15,-109.95789337158203,-110.01764678955078,9.74206473955061e-17,0.3333333432674408,0.25,-110.0,-110.0,-0.04210454225540161,0.017650973051786423,0.23095163702964783,364.45098876953125,du_pf_soft,5.0,2.0,16.0,0.0,pf,budget_dual,1.0,92.08375805263867,2.0864300618470453,1.7298923171443725,0.9913138310913445,8.0,,,,
406.20526123046875,405.1265869140625,3.223851203918457,1.2453249394893646,3.365474581718445,0.939797043800354,5.3116135597229,2.1126548647880554,9.387454509735107,11.27990984916687,0.9523809552192688,0.9563491940498352,73.39579010009766,0.0,14.290022553876042,1.0068758571043016e-14,9.893435456455584e-15,-109.97024536132812,-110.04715728759766,6.875874652631508e-17,0.6666666865348816,0.5833333134651184,-110.0,-110.0,-0.029759282246232033,0.04716024920344353,0.1614512950181961,405.1265869140625,du_pf_cognitive,5.0,2.0,16.0,0.0,pf,budget_dual,1.0,102.68938640662074,2.269409667994323,1.884495011832668,0.9916464487179856,8.0,8.0,8.0,8.0,0.5
365.24798583984375,364.8793640136719,2.8987934589385986,2.2879015803337097,2.933683156967163,0.9572173357009888,4.768172740936279,3.561928629875183,8.166115283966064,9.81516981124878,0.9682539701461792,0.9692460298538208,71.34811401367188,0.0,35.28525233268738,1.0759866305234955e-14,9.86917982097801e-15,-109.68192291259766,-110.069091796875,7.598664807182548e-16,0.25,0.25,-110.0,-110.0,-0.3180687129497528,0.06908636540174484,0.27433282136917114,364.8793640136719,pf_fs_soft,5.0,3.0,40.0,0.0,pf,budget_dual,0.0,86.99073363135115,1.999769817981185,1.7338391776400266,0.9950403509994215,8.0,,,,
534.436767578125,533.8872680664062,4.241561412811279,3.3311285376548767,4.330272912979126,0.95534348487854,8.820661544799805,7.303564190864563,12.699427604675293,14.586236000061035,0.9682539701461792,0.96875,34.10448455810547,0.0,35.14800471626222,9.979797241691738e-15,9.225011264591115e-15,-110.00878143310547,-110.38668060302734,0.0,1.0,1.0,-110.0,-110.0,0.008782505989074707,0.3866828680038452,0.15139754116535187,533.88720703125,pf_fs_cognitive,5.0,3.0,40.0,0.0,pf,budget_dual,0.0,109.49940999198719,2.3911602353637154,2.035179608970591,0.9949345735675159,8.0,8.0,8.0,8.0,0.5
376.6510314941406,376.096923828125,2.9892938137054443,2.0639671087265015,3.047563076019287,0.9518713355064392,5.454257965087891,3.7291476130485535,8.421291828155518,10.23124384880066,0.9682539701461792,0.9707341194152832,70.85426330566406,0.0,14.18628188688308,1.028844842437468e-14,9.718087777912682e-15,-109.87650299072266,-110.15838623046875,2.8844859985797944e-16,0.1666666716337204,0.1666666716337204,-110.0,-110.0,-0.12349899113178253,0.15838609635829926,0.20638205111026764,376.096923828125,du_pf_soft,5.0,3.0,16.0,0.0,pf,budget_dual,1.0,90.7046602034761,2.0597667692583297,1.800392031596313,0.99486733104047,8.0,,,,
449.01678466796875,448.8708801269531,3.5636253356933594,2.6465381383895874,3.6268060207366943,0.9524670243263245,6.870816230773926,5.828710436820984,10.472131729125977,12.267977237701416,0.9682539701461792,0.96875,69.05000305175781,0.0,14.251406200230122,1.0075295971329924e-14,9.732852409216272e-15,-109.96742248535156,-110.13329315185547,7.529614681322377e-17,0.5833333134651184,0.5833333134651184,-110.0,-110.0,-0.032578229904174805,0.13328967988491058,0.13800905644893646,448.8708801269531,du_pf_cognitive,5.0,3.0,16.0,0.0,pf,budget_dual,1.0,105.4869293427537,2.316112229295642,1.9829540786033348,0.9949785319260847,8.0,8.0,8.0,8.0,0.5
345.99273681640625,345.12445068359375,2.745974063873291,1.9102200865745544,2.8637384176254272,0.9497168660163879,3.645328998565674,3.0556980967521667,7.695156812667847,9.232205629348755,0.9603174328804016,0.966269850730896,71.38127136230469,0.0,35.22528965678066,1.0082623653356621e-14,9.908503325554291e-15,-109.96426391601562,-110.04251861572266,8.262382883992073e-17,0.4166666567325592,0.4166666567325592,-110.0,-110.0,-0.03573568910360336,0.042517367750406265,0.2954845428466797,345.12445068359375,pf_fs_soft,5.0,4.0,40.0,0.0,pf,budget_dual,0.0,91.53627132414583,2.073584806871428,1.7470531177182458,0.9948564863947447,8.0,,,,
