algorithm,tau_rms_ns,batch_index,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,rate_gap_bps_per_hz,fairness_gap,coverage_gap,protection_gap
pf_fs_soft,10.0,0.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.34759521484375,-0.0023506516656288667,-0.02380955219268799,0.0
pf_fs_cognitive,10.0,0.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-1.73211669921875,-0.002493629151139154,-0.03968250751495361,0.0
du_pf_soft,10.0,0.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,0.9833984375,-0.002212607053170279,-0.0476190447807312,0.0
du_pf_cognitive,10.0,0.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.7049560546875,-0.0012131304699757317,-0.0317460298538208,0.0
pf_fs_soft,10.0,1.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-5.59954833984375,-0.0041897973622629925,0.0,0.0
pf_fs_cognitive,10.0,1.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,0.6505126953125,-0.0016807581217821443,-0.0317460298538208,0.0
du_pf_soft,10.0,1.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.1708984375,-0.0036363881042854596,-0.0158730149269104,0.0
du_pf_cognitive,10.0,1.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-2.11212158203125,-0.0034191299168295775,-0.0158730149269104,0.0
pf_fs_soft,10.0,2.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.9832763671875,-0.0012203779223517452,-0.023809492588043213,0.0
pf_fs_cognitive,10.0,2.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-1.98956298828125,0.00020580279086990227,0.0,0.0
du_pf_soft,10.0,2.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,4.62518310546875,-0.0008730399395110444,-0.0158730149269104,0.0
du_pf_cognitive,10.0,2.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,1.22900390625,-0.0005218140468736809,0.0,0.0
pf_fs_soft,10.0,3.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.35919189453125,-0.0010422830313426834,0.0,0.0
pf_fs_cognitive,10.0,3.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.5843505859375,-0.002104089653340302,-0.007936537265777588,0.0
du_pf_soft,10.0,3.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.727783203125,-0.0039245184650025244,-0.023809492588043213,0.0
du_pf_cognitive,10.0,3.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-1.3385009765625,-0.0027243893772924688,0.007936477661132812,0.0
pf_fs_soft,10.0,4.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-9.79205322265625,-0.001757947656413461,-0.007936537265777588,0.0
pf_fs_cognitive,10.0,4.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,0.1253662109375,-0.0006031331070831536,-0.023809492588043213,0.0
du_pf_soft,10.0,4.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.03955078125,-0.0020278474727105644,-0.02380955219268799,0.0
du_pf_cognitive,10.0,4.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,0.739990234375,-0.0030673222633853525,-0.007936477661132812,0.0
pf_fs_soft,10.0,5.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.53778076171875,-0.0023186026788407643,-0.023809492588043213,0.0
pf_fs_cognitive,10.0,5.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.7218017578125,-0.0003154410727608248,-0.0158730149269104,0.0
du_pf_soft,10.0,5.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,0.11376953125,-0.0021013781258204522,0.0,0.0
du_pf_cognitive,10.0,5.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,1.1514892578125,-0.0014627095746627683,-0.0158730149269104,0.0
pf_fs_soft,10.0,6.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,5.591552734375,0.0009492127825295738,-0.0158730149269104,0.0
pf_fs_cognitive,10.0,6.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.1099853515625,-0.0009980619040457217,-0.02380955219268799,0.0
du_pf_soft,10.0,6.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.04461669921875,-0.00100019379339511,0.0,0.0
du_pf_cognitive,10.0,6.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.00250244140625,0.0013953008233790198,0.0,0.0
pf_fs_soft,10.0,7.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-2.12939453125,-0.0018245736089431697,-0.0634920597076416,0.0
pf_fs_cognitive,10.0,7.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-2.8221435546875,0.00022545393943362857,-0.03968256711959839,0.0
du_pf_soft,10.0,7.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.5018310546875,-3.16264829384183e-05,-0.023809492588043213,0.0
du_pf_cognitive,10.0,7.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-1.2344970703125,-0.0016492330844388725,-0.0317460298538208,0.0
pf_fs_soft,10.0,8.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-2.32000732421875,-0.0015471637596083943,0.0,0.0
pf_fs_cognitive,10.0,8.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,1.25982666015625,-0.0014599050260453161,-0.0158730149269104,0.0
du_pf_soft,10.0,8.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.718994140625,3.4736341636087964e-05,-0.02380955219268799,0.0
du_pf_cognitive,10.0,8.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-2.07281494140625,-0.0012624767088258437,-0.0158730149269104,0.0
pf_fs_soft,10.0,9.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-4.31622314453125,0.001405555220137411,-0.007936537265777588,0.0
pf_fs_cognitive,10.0,9.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-4.7987060546875,0.00032469140746249625,-0.0158730149269104,0.0
du_pf_soft,10.0,9.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.056396484375,-0.00026722810192114643,-0.007936477661132812,0.0
du_pf_cognitive,10.0,9.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.9501953125,-0.0015200375657170584,-0.0158730149269104,0.0
pf_fs_soft,10.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,1.549560546875,-0.0001586556821758789,-0.0158730149269104,0.0
pf_fs_cognitive,10.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,2.8077392578125,-0.00021961732837594283,-0.0158730149269104,0.0
du_pf_soft,10.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,0.79791259765625,-0.0004083745766845226,-0.023809492588043213,0.0
du_pf_cognitive,10.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,5.62701416015625,0.0009955703524868742,-0.02380955219268799,0.0
pf_fs_soft,10.0,11.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-6.91632080078125,-0.0023239662645403447,0.0,0.0
pf_fs_cognitive,10.0,11.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-7.17401123046875,-0.0029820446781243515,-0.007936477661132812,0.0
du_pf_soft,10.0,11.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-7.92120361328125,-0.001235254274468467,-0.0158730149269104,0.0
du_pf_cognitive,10.0,11.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-8.7933349609375,-0.0018199454644515223,-0.023809492588043213,0.0
pf_fs_soft,10.0,12.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.0684814453125,-0.0022339680789497107,-0.007936537265777588,0.0
pf_fs_cognitive,10.0,12.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,0.8116455078125,-0.0013470862704557662,-0.0158730149269104,0.0
du_pf_soft,10.0,12.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,3.34869384765625,-0.0019579904993968222,-0.02380955219268799,0.0
du_pf_cognitive,10.0,12.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,2.7269287109375,-0.001137896973995467,-0.0158730149269104,0.0
pf_fs_soft,10.0,13.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-2.37371826171875,-0.0032066260073096986,-0.02380955219268799,0.0
pf_fs_cognitive,10.0,13.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,1.08038330078125,-0.0012788705750956808,-0.0317460298538208,0.0
du_pf_soft,10.0,13.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,5.4227294921875,-0.003982659372357311,-0.023809492588043213,0.0
du_pf_cognitive,10.0,13.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-2.803466796875,-0.0030335736916297096,-0.03968256711959839,0.0
pf_fs_soft,10.0,14.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-1.55328369140625,-0.0014762158401083747,0.0,0.0
pf_fs_cognitive,10.0,14.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,1.74560546875,-0.0007353344472279533,-0.007936537265777588,0.0
du_pf_soft,10.0,14.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.000244140625,-0.0010935182570993573,-0.023809492588043213,0.0
du_pf_cognitive,10.0,14.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-1.48785400390625,-0.0003909815210947354,-0.0317460298538208,0.0
pf_fs_soft,10.0,15.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,0.3057861328125,-0.0018491699958123053,-0.0158730149269104,0.0
pf_fs_cognitive,10.0,15.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.363037109375,-0.0030525434451037503,-0.0317460298538208,0.0
du_pf_soft,10.0,15.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,2.0328369140625,-0.0037807910386156163,-0.007936477661132812,0.0
du_pf_cognitive,10.0,15.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-2.8204345703125,-0.0017057524586103767,-0.023809492588043213,0.0
pf_fs_soft,20.0,0.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-2.1988525390625,-0.0069720529974854895,-0.023809492588043213,0.0
pf_fs_cognitive,20.0,0.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-0.00018310546875,-0.004516073219043237,-0.023809492588043213,0.0
du_pf_soft,20.0,0.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,0.154510498046875,-0.005409611517349311,-0.0317460298538208,0.0
du_pf_cognitive,20.0,0.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-0.502777099609375,-0.005645850546217024,-0.0158730149269104,0.0
pf_fs_soft,20.0,1.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-2.263427734375,-0.003820528201248341,-0.0317460298538208,0.0
pf_fs_cognitive,20.0,1.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-0.3870849609375,-0.0016700751206424336,-0.0476190447807312,0.0
du_pf_soft,20.0,1.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,2.35113525390625,-0.003979729688589173,-0.0317460298538208,0.0
du_pf_cognitive,20.0,1.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,4.73822021484375,-0.003182497394967898,-0.055555522441864014,0.0
pf_fs_soft,20.0,2.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-11.02398681640625,-0.002055246548733791,-0.0476190447807312,0.0
pf_fs_cognitive,20.0,2.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-6.4395751953125,0.00021878299305744253,-0.055555522441864014,0.0
du_pf_soft,20.0,2.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-6.11767578125,-0.0009069197524668171,-0.055555522441864014,0.0
du_pf_cognitive,20.0,2.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-7.07965087890625,-0.0012956654751877794,-0.0476190447807312,0.0
pf_fs_soft,20.0,3.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,0.85528564453125,-0.001708166344236317,-0.03968256711959839,0.0
pf_fs_cognitive,20.0,3.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,4.1875,-0.0020249966109328055,-0.0158730149269104,0.0
