sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,tau_rms_ns,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,channel_modeling,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
576.6318359375,569.9271850585938,4.576443195343018,0.0,4.693861484527588,0.6710221171379089,-14.994489669799805,-120.0,0.7698412537574768,0.7390872836112976,79.43267059326172,0.0,6.157324362080544,3.398284908681659e-12,6.541386898296919e-13,-84.68739318847656,-93.70214080810547,3.3882848783639563e-12,0.0,0.0,-110.0,-110.0,-25.312599182128906,-16.297861099243164,0.02891143411397934,569.9271850585938,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,121.34370651281296,2.7344497527856877,1.5509087803067265,0.9146022348552204,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
576.7081298828125,570.2747802734375,4.5770487785339355,0.0,4.778064489364624,0.6796942949295044,-15.078882217407227,-120.0,0.7936508059501648,0.7385912537574768,79.43267059326172,0.0,2.724186941049993,3.327700745167639e-12,6.633768512807892e-13,-84.77855682373047,-93.494140625,3.317700714849936e-12,0.0,0.0,-110.0,-110.0,-25.2214412689209,-16.505861282348633,0.02764568105340004,570.2747802734375,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,121.48170272386079,2.731571770504042,1.6562619473106934,0.9169528865208493,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,,,,
574.6373291015625,570.4545288085938,4.560613632202148,0.0,4.699579238891602,0.6667742133140564,-14.265140533447266,-120.0,0.7777777910232544,0.7435516119003296,79.43266296386719,0.0,2.7338243881240487,1.0067294220483802e-12,2.1901042448774916e-13,-89.97087097167969,-97.82421875,9.967293917306774e-13,0.0,0.0,-110.0,-110.0,-20.02912712097168,-12.175772666931152,0.029048996046185493,570.45458984375,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,120.84980792124594,2.7225679519324273,1.583412555197691,0.9151541187807024,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,8.0,8.0,8.0,0.5
577.0018310546875,572.1866455078125,4.579379558563232,0.0,4.719492673873901,0.6736198663711548,-15.519476890563965,-120.0,0.817460298538208,0.733134925365448,79.43266296386719,0.0,2.706219901330769,8.541829895312991e-13,2.0416281783664642e-13,-90.68449401855469,-98.04630279541016,8.441830134237049e-13,0.0,0.0,-110.0,-110.0,-19.315507888793945,-11.953689575195312,0.028539573773741722,572.1865234375,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,121.59124000169597,2.7342853166904684,1.6134701838350276,0.9176477479318416,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,8.0,8.0,8.0,0.5
559.1151123046875,546.9947509765625,4.4374213218688965,0.0,4.613860130310059,0.6837114691734314,-11.621174812316895,-120.0,0.7698412537574768,0.7539682388305664,79.43267822265625,0.0,1.8270097789354622,3.328337171842888e-12,6.643278050062762e-13,-84.7777328491211,-93.41336822509766,3.318337141525185e-12,0.0,0.0,-110.0,-110.0,-25.222272872924805,-16.586626052856445,0.05095738172531128,546.9947509765625,du_pf_soft,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,118.22147249739095,2.673723127011272,1.5388910716583144,0.9088198910923362,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
558.9017333984375,546.0113525390625,4.435728073120117,0.0,4.786303520202637,0.6971043348312378,-11.182255744934082,-120.0,0.817460298538208,0.7514880895614624,79.43266296386719,0.0,1.6671950137242675,3.103024781569985e-12,6.572160350659662e-13,-85.08214569091797,-93.39627838134766,3.0930247512522824e-12,0.0,0.0,-110.0,-110.0,-24.917850494384766,-16.603723526000977,0.05305544659495354,546.0113525390625,du_pf_soft,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,118.40390132525556,2.6730322857227478,1.586940383957462,0.9110324981455065,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,,,,
557.488037109375,546.5741577148438,4.424508094787598,0.0,4.538567304611206,0.6787450909614563,-11.262715339660645,-120.0,0.7698412537574768,0.7519841194152832,79.43267059326172,0.0,1.6655016192235053,8.365271908332417e-13,2.092048864872631e-13,-90.77519989013672,-97.86295318603516,8.265272147256475e-13,0.0,0.0,-110.0,-110.0,-19.22480010986328,-12.137045860290527,0.05050971731543541,546.5741577148438,du_pf_cognitive,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,118.19734879165762,2.673067488902284,1.5454573343411317,0.909249238494626,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,8.0,8.0,8.0,0.5
561.7245483398438,550.2791137695312,4.458131313323975,0.0,4.6201512813568115,0.689634382724762,-11.660197257995605,-120.0,0.8015872836112976,0.75,79.43265533447266,0.0,1.6721682464703918,8.046733310056176e-13,1.9999121445273688e-13,-90.94380187988281,-97.9781494140625,7.946733548980234e-13,0.0,0.0,-110.0,-110.0,-19.056196212768555,-12.021845817565918,0.04998712241649628,550.279052734375,du_pf_cognitive,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,118.21884758839745,2.6709429421230753,1.5786536197333716,0.9104623689646018,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,8.0,8.0,8.0,0.5
566.0798950195312,548.2066040039062,4.492697715759277,0.0,4.86465048789978,0.6692644357681274,-15.313888549804688,-120.0,0.8015872836112976,0.735615074634552,77.1220932006836,0.0,2.7158481031656265,3.2429389035248946e-12,8.922301374288122e-13,-84.89060974121094,-92.24686431884766,3.2329388732071918e-12,0.0,0.0,-110.0,-110.0,-25.109386444091797,-17.753124237060547,0.03104209713637829,548.20654296875,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,121.6803509486468,2.7292142613708585,1.6936922171526585,0.9261208349406992,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
564.874755859375,553.80615234375,4.483132839202881,0.0,4.612899303436279,0.676937460899353,-15.957334518432617,-120.0,0.8015872836112976,0.735615074634552,79.43265533447266,0.0,2.710222606547177,3.3582811011234615e-12,8.710262871212959e-13,-84.73883056640625,-92.4104232788086,3.3482810708057587e-12,0.0,0.0,-110.0,-110.0,-25.26116943359375,-17.589574813842773,0.028674185276031494,553.8062133789062,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,122.01412254676605,2.730147761066377,1.7397091168890595,0.9303106323029622,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,,,,
566.2452392578125,553.4331665039062,4.494009971618652,0.0,4.835389852523804,0.6705912351608276,-15.79543399810791,-120.0,0.7777777910232544,0.7346230149269104,79.43267822265625,0.0,2.7168326480314136,7.773080139619748e-13,2.7876485841904497e-13,-91.09407806396484,-96.55266571044922,7.673080378543806e-13,0.0,0.0,-110.0,-110.0,-18.90593147277832,-13.447339057922363,0.02851130999624729,553.4331665039062,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,121.91325957614717,2.7322740034886386,1.664091195069928,0.926706229164174,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,8.0,8.0,8.0,0.5
566.3441162109375,552.7826538085938,4.4947943687438965,0.0,4.650534152984619,0.6825782060623169,-15.782658576965332,-120.0,0.8095238208770752,0.7311508059501648,77.24705505371094,0.0,2.7138838889077306,7.095426134660909e-13,2.746358641805141e-13,-91.4902114868164,-96.70662689208984,6.995426373584968e-13,0.0,0.0,-110.0,-110.0,-18.509784698486328,-13.29337215423584,0.0304260291159153,552.7826538085938,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,121.94629958964204,2.7320458148702786,1.6396884875593964,0.9283869872859561,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,8.0,8.0,8.0,0.5
547.0277709960938,528.7501220703125,4.341490268707275,0.0,4.886176109313965,0.6871830224990845,-10.805098533630371,-120.0,0.7936508059501648,0.7504960298538208,79.43264770507812,0.0,1.668939579743892,3.661029812640493e-12,9.482846365788111e-13,-84.36396789550781,-92.02911376953125,3.6510299991632245e-12,0.0,0.0,-110.0,-110.0,-25.636032104492188,-17.970888137817383,0.05157943442463875,528.7501220703125,du_pf_soft,5.0,1.0,12.0,0.0,pf,budget_dual,1.0,118.49408936420153,2.6682277869548505,1.631495063528951,0.9198716921824965,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,flat,,,,
545.353515625,528.9210205078125,4.328202724456787,0.0,4.563165664672852,0.6936432719230652,-11.105937957763672,-120.0,0.8095238208770752,0.7514880895614624,79.43264770507812,0.0,1.6656922274269164,3.4601323542493567e-12,9.329833997387404e-13,-84.60906982421875,-91.96417999267578,3.450132323931654e-12,0.0,0.0,-110.0,-110.0,-25.390926361083984,-18.035818099975586,0.04976293444633484,528.9210205078125,du_pf_soft,5.0,1.0,12.0,0.0,pf,budget_dual,1.0,118.59912500995381,2.6654142102461265,1.6543415438772737,0.923508080286782,6.0,10.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,selective,,,,
