algorithm,sweep_value,batch_index,iteration,weighted_sum_rate,max_power_violation_watt,max_fs_violation_watt,w_delta,slot,num_bs_ant,num_ut_per_sector
pf_fs_soft,5.0,0.0,1.0,153.95083618164062,0.0,9.665868366121044e-13,0.8338239192962646,6.0,16,4
pf_fs_soft,5.0,0.0,2.0,257.8646240234375,0.0,1.7633540027456318e-12,1.0079941749572754,6.0,16,4
pf_fs_soft,5.0,0.0,3.0,280.871337890625,0.0,1.8003513176795272e-12,0.21949321031570435,6.0,16,4
pf_fs_soft,5.0,0.0,4.0,293.31298828125,0.0,1.8442142344504697e-12,0.15165218710899353,6.0,16,4
pf_fs_soft,5.0,0.0,5.0,300.9924621582031,0.0,1.896357203212684e-12,0.11408791691064835,6.0,16,4
pf_fs_soft,5.0,0.0,6.0,306.5759582519531,0.0,1.9515433106326308e-12,0.0911688506603241,6.0,16,4
pf_fs_soft,5.0,0.0,7.0,311.0012512207031,0.0,2.0091255048537704e-12,0.07736995816230774,6.0,16,4
pf_fs_soft,5.0,0.0,8.0,314.62701416015625,0.0,2.0682977899810773e-12,0.06726601719856262,6.0,16,4
pf_fs_soft,5.0,0.0,9.0,317.776611328125,0.0,2.1275375124835127e-12,0.060254961252212524,6.0,16,4
pf_fs_soft,5.0,0.0,10.0,320.591552734375,0.0,2.1849238997923015e-12,0.0551317036151886,6.0,16,4
pf_fs_soft,5.0,0.0,11.0,323.1353759765625,0.0,2.239446041801818e-12,0.05096866190433502,6.0,16,4
pf_fs_soft,5.0,0.0,12.0,325.44970703125,0.0,2.2910427895095342e-12,0.047537460923194885,6.0,16,4
pf_fs_soft,5.0,0.0,13.0,327.56280517578125,0.0,2.3397035177341596e-12,0.04449088126420975,6.0,16,4
pf_fs_soft,5.0,0.0,14.0,329.4929504394531,0.0,2.3853211073010527e-12,0.041838500648736954,6.0,16,4
pf_fs_soft,5.0,0.0,15.0,331.23931884765625,0.0,2.4278476364741897e-12,0.038743410259485245,6.0,16,4
pf_fs_soft,5.0,0.0,16.0,332.81280517578125,0.0,2.467604896458364e-12,0.035878755152225494,6.0,16,4
pf_fs_soft,5.0,0.0,17.0,334.237060546875,0.0,2.5048802008292848e-12,0.03355323523283005,6.0,16,4
pf_fs_soft,5.0,0.0,18.0,335.53839111328125,0.0,2.53975399738815e-12,0.031529273837804794,6.0,16,4
pf_fs_soft,5.0,0.0,19.0,336.7387390136719,0.0,2.5723086855000687e-12,0.029668649658560753,6.0,16,4
pf_fs_soft,5.0,0.0,20.0,337.8515930175781,0.0,2.6024477711716898e-12,0.027912650257349014,6.0,16,4
pf_fs_cognitive,5.0,0.0,1.0,155.71730041503906,0.0,1.8721498960469485e-13,0.8336178660392761,6.0,16,4
pf_fs_cognitive,5.0,0.0,2.0,261.050048828125,0.0,4.098961567302467e-13,1.0085119009017944,6.0,16,4
pf_fs_cognitive,5.0,0.0,3.0,283.91925048828125,0.0,4.41806910066872e-13,0.21808941662311554,6.0,16,4
pf_fs_cognitive,5.0,0.0,4.0,296.27667236328125,0.0,4.521970092211808e-13,0.1530986875295639,6.0,16,4
pf_fs_cognitive,5.0,0.0,5.0,304.11431884765625,0.0,4.601819142760477e-13,0.11455942690372467,6.0,16,4
pf_fs_cognitive,5.0,0.0,6.0,309.8132629394531,0.0,4.676021939445385e-13,0.0940508022904396,6.0,16,4
pf_fs_cognitive,5.0,0.0,7.0,314.29315185546875,0.0,4.738126124087527e-13,0.07993403822183609,6.0,16,4
pf_fs_cognitive,5.0,0.0,8.0,317.9659118652344,0.0,4.786992742304708e-13,0.06904998421669006,6.0,16,4
pf_fs_cognitive,5.0,0.0,9.0,321.09979248046875,0.0,4.823329236014473e-13,0.06042884662747383,6.0,16,4
pf_fs_cognitive,5.0,0.0,10.0,323.8719482421875,0.0,4.851027891016046e-13,0.05416717380285263,6.0,16,4
pf_fs_cognitive,5.0,0.0,11.0,326.37774658203125,0.0,4.876761971681076e-13,0.04967069625854492,6.0,16,4
pf_fs_cognitive,5.0,0.0,12.0,328.6552734375,0.0,4.90770835429033e-13,0.04620126634836197,6.0,16,4
pf_fs_cognitive,5.0,0.0,13.0,330.71966552734375,0.0,4.949500011230956e-13,0.04309847950935364,6.0,16,4
pf_fs_cognitive,5.0,0.0,14.0,332.5904846191406,0.0,5.005476827295297e-13,0.04011484235525131,6.0,16,4
pf_fs_cognitive,5.0,0.0,15.0,334.29071044921875,0.0,5.076224813757579e-13,0.03721602261066437,6.0,16,4
pf_fs_cognitive,5.0,0.0,16.0,335.8396301269531,0.0,5.160294934414278e-13,0.03460441529750824,6.0,16,4
pf_fs_cognitive,5.0,0.0,17.0,337.2588806152344,0.0,5.2537976139716e-13,0.03242155909538269,6.0,16,4
pf_fs_cognitive,5.0,0.0,18.0,338.561767578125,0.0,5.352442664433021e-13,0.0305539071559906,6.0,16,4
pf_fs_cognitive,5.0,0.0,19.0,339.7587890625,0.0,5.452468988462189e-13,0.028733011335134506,6.0,16,4
pf_fs_cognitive,5.0,0.0,20.0,340.86572265625,0.0,5.551953211405114e-13,0.026999032124876976,6.0,16,4
du_pf_soft,5.0,0.0,1.0,118.3864974975586,0.0,1.2550765548374754e-12,0.6572262644767761,6.0,16,4
du_pf_soft,5.0,0.0,2.0,245.28575134277344,0.0,2.5301314862669066e-12,1.1322559118270874,6.0,16,4
du_pf_soft,5.0,0.0,3.0,273.12530517578125,0.0,2.5862873041099244e-12,0.2472216635942459,6.0,16,4
