step,snr_db,loss,grad_norm,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate
11.0,-10.0,-640.4058227539062,67.8187255859375,417.0155334472656,640.4058227539062,3.3096470832824707,0.0,3.2030810117721558,0.5686928629875183,-18.64928436279297,-120.0,0.6666666865348816,0.6686508059501648,79.43266296386719,0.0,0.0,1.0722827140097202e-11,1.1515470651687898e-12,-79.69690704345703,-95.28841400146484,1.0712827326619934e-11,0.0,0.0,-110.0,-110.0,-30.30309295654297,-14.711588859558105,0.11831318587064743,640.40576171875
12.0,10.0,-917.5992431640625,21.399396896362305,557.4671630859375,917.5992431640625,4.424342632293701,0.0,3.475596308708191,0.514518141746521,-12.526926040649414,-120.0,0.682539701461792,0.6726190447807312,63.52466583251953,0.0,0.0,3.907965097360577e-12,5.94969006787599e-13,-84.08049011230469,-94.91046905517578,3.897965283883309e-12,0.0,0.0,-110.0,-110.0,-25.919506072998047,-15.089533805847168,0.0917264074087143,917.5993041992188
13.0,15.0,-881.8580932617188,14.341165542602539,515.71484375,881.8580932617188,4.09297513961792,0.0,3.2205123901367188,0.4720785319805145,-19.123781204223633,-120.0,0.658730149269104,0.6388888955116272,74.4880142211914,0.0,0.0,3.512890282483805e-12,9.407395652402673e-13,-84.5433578491211,-92.6163101196289,3.502890252166102e-12,0.0,0.0,-110.0,-110.0,-25.456645965576172,-17.383691787719727,0.08618903160095215,881.8580932617188
14.0,-5.0,-719.8162841796875,15.52476692199707,480.5597839355469,719.8162841796875,3.8139665126800537,0.0,3.875790238380432,0.5669076442718506,-14.988064765930176,-120.0,0.6984127163887024,0.6746031641960144,40.779178619384766,0.0,0.0,2.290674594451758e-12,4.895663410255102e-13,-86.40036010742188,-95.97943878173828,2.2806745641340553e-12,0.0,0.0,-110.0,-110.0,-23.599634170532227,-14.020554542541504,0.05350244790315628,719.8162841796875
15.0,10.0,-865.5353393554688,18.004066467285156,507.49951171875,865.5353393554688,4.027773857116699,0.0,2.9022300243377686,0.4770625829696655,-15.9505615234375,-120.0,0.6349206566810608,0.625,56.8658561706543,0.0,0.0,1.8853093999154913e-12,6.170674323076331e-13,-87.24617004394531,-93.4925537109375,1.8753093695977885e-12,0.0,0.0,-110.0,-110.0,-22.753826141357422,-16.50743865966797,0.09974988549947739,865.5353393554688
16.0,10.0,-930.7841796875,4.665131092071533,494.3816833496094,930.7841796875,3.923664093017578,0.0,2.0407828092575073,0.4084424376487732,-18.970460891723633,-120.0,0.5873016119003296,0.5773809552192688,76.46232604980469,0.0,0.0,9.25124885552131e-13,3.1713534250944753e-13,-90.33799743652344,-95.77474212646484,9.151248552344282e-13,0.0,0.0,-110.0,-110.0,-19.662004470825195,-14.225261688232422,0.11345944553613663,930.7841186523438
17.0,0.0,-786.153076171875,28.810091018676758,470.9764404296875,786.153076171875,3.737908363342285,0.0,2.644230365753174,0.48462405800819397,-18.350385665893555,-120.0,0.6190476417541504,0.6071428656578064,55.14814758300781,0.0,0.0,1.4593668070869703e-12,4.4750694035838867e-13,-88.35835266113281,-95.49932098388672,1.4493667767692675e-12,0.0,0.0,-110.0,-110.0,-21.641645431518555,-14.50068187713623,0.07784853875637054,786.153076171875
18.0,5.0,-849.0591430664062,5.538381576538086,513.9369506835938,849.0591430664062,4.078864574432373,0.0,2.61750066280365,0.49481579661369324,-15.975317001342773,-120.0,0.6507936716079712,0.625,79.43265533447266,0.0,0.0,1.5059792605673361e-12,4.3365866995472013e-13,-88.2218017578125,-95.23213958740234,1.4959792302496333e-12,0.0,0.0,-110.0,-110.0,-21.77819061279297,-14.76785945892334,0.08523229509592056,849.0592041015625
19.0,-5.0,-676.705810546875,86.75574493408203,437.6914978027344,676.705810546875,3.4737420082092285,0.0,3.096702814102173,0.5301129817962646,-15.885407447814941,-120.0,0.658730149269104,0.6428571343421936,79.43265533447266,0.0,0.0,3.3442020853924337e-12,4.887915701530521e-13,-84.75707244873047,-96.2344741821289,3.334202055074731e-12,0.0,0.0,-110.0,-110.0,-25.2429256439209,-13.765522956848145,0.06137555465102196,676.7058715820312
20.0,15.0,-563.9564208984375,4287.29931640625,235.8085479736328,563.9564208984375,1.8714964389801025,0.0,0.41816848516464233,0.2320660501718521,-30.53603744506836,-120.0,0.3650793731212616,0.3730158805847168,79.43267822265625,0.0,0.0,2.7889452899887424e-12,9.430096677490174e-13,-85.54560089111328,-91.96600341796875,2.7789452596710396e-12,0.0,0.0,-110.0,-110.0,-24.45439910888672,-18.033994674682617,1.33298659324646,563.9564208984375
21.0,-5.0,-711.967529296875,19.794578552246094,474.2994079589844,711.967529296875,3.7642810344696045,0.0,3.381076216697693,0.5261144042015076,-17.387331008911133,-120.0,0.6666666865348816,0.6309523582458496,79.43264770507812,0.0,0.0,1.604059333276675e-12,4.913807533611647e-13,-87.94779968261719,-94.1795883178711,1.5940593029589722e-12,0.0,0.0,-110.0,-110.0,-22.052204132080078,-15.820412635803223,0.06638430804014206,711.967529296875
22.0,15.0,-1103.36376953125,676.04638671875,531.8184204101562,1103.36376953125,4.220781326293945,0.0,2.1495354175567627,0.40876954793930054,-21.596635818481445,-120.0,0.6269841194152832,0.5972222089767456,79.43265533447266,0.0,0.0,4.612588089258907e-12,8.798755994632312e-13,-83.36054992675781,-92.7037124633789,4.602588275781638e-12,0.0,0.0,-110.0,-110.0,-26.639446258544922,-17.29628562927246,0.3785088062286377,1103.36376953125
23.0,0.0,-734.8240966796875,28.04872703552246,493.95880126953125,734.8240966796875,3.9203078746795654,0.0,3.4052770137786865,0.5227921605110168,-16.700780868530273,-120.0,0.6428571343421936,0.6408730149269104,73.71887969970703,0.0,0.0,1.8561675634021224e-12,8.010958975172844e-13,-87.31382751464844,-92.05587005615234,1.8461675330844196e-12,0.0,0.0,-110.0,-110.0,-22.686172485351562,-17.94413185119629,0.07039710879325867,734.8240356445312
24.0,-5.0,-675.3851318359375,23.904062271118164,452.909912109375,675.3851318359375,3.5945231914520264,0.0,3.3903082609176636,0.5831817388534546,-15.904999732971191,-120.0,0.6904761791229248,0.6805555820465088,60.34912109375,0.0,0.0,3.792083834441851e-12,7.54314579548554e-13,-84.21121978759766,-94.28720092773438,3.782084020964582e-12,0.0,0.0,-110.0,-110.0,-25.78877830505371,-15.712798118591309,0.05825570225715637,675.3850708007812
25.0,10.0,-946.5196533203125,7.937296390533447,510.2275085449219,946.5196533203125,4.049424648284912,0.0,2.454452157020569,0.4445495903491974,-16.93849754333496,-120.0,0.60317462682724,0.5813491940498352,79.43265533447266,0.0,0.0,2.746492703403769e-12,5.911583614119642e-13,-85.61222076416016,-94.58211517333984,2.736492673086066e-12,0.0,0.0,-110.0,-110.0,-24.38778305053711,-15.417884826660156,0.11968255043029785,946.5196533203125
26.0,-10.0,-626.5609130859375,18.59494972229004,461.7436828613281,626.5609130859375,3.6646323204040527,0.0,4.2634499073028564,0.6575799584388733,-10.417197227478027,-120.0,0.738095223903656,0.7341269850730896,69.59683990478516,0.0,0.0,1.7850778364150721e-12,6.086446993104622e-13,-87.48342895507812,-93.494140625,1.7750778060973693e-12,0.0,0.0,-110.0,-110.0,-22.516571044921875,-16.505859375,0.04714353755116463,626.5609741210938
27.0,15.0,-1011.121337890625,10.934231758117676,524.9215087890625,1011.121337890625,4.166043758392334,0.0,2.649850368499756,0.43846026062965393,-20.60577964782715,-120.0,0.6111111044883728,0.5972222089767456,79.43266296386719,0.0,0.0,3.5869063795546108e-12,1.2774187090058842e-12,-84.45279693603516,-91.3042221069336,3.576906349236908e-12,0.0,0.0,-110.0,-110.0,-25.547203063964844,-18.695785522460938,0.10118701308965683,1011.1212768554688
28.0,5.0,-861.0610961914062,19.04484748840332,503.86419677734375,861.0610961914062,3.998922109603882,0.0,3.0614912509918213,0.49106812477111816,-16.261152267456055,-120.0,0.6507936716079712,0.6289682388305664,58.722007751464844,0.0,0.0,3.194711639328829e-12,5.653225825831554e-13,-84.95568084716797,-94.37035369873047,3.184711609011126e-12,0.0,0.0,-110.0,-110.0,-25.044315338134766,-15.62964153289795,0.10252249240875244,861.0611572265625
29.0,15.0,-1048.607666015625,8.432515144348145,527.07373046875,1048.607666015625,4.183125019073486,0.0,2.781186580657959,0.4286222457885742,-17.669172286987305,-120.0,0.5952380895614624,0.5833333134651184,59.95094299316406,0.0,0.0,9.670543445888802e-13,3.986352534960519e-13,-90.14549255371094,-95.1298599243164,9.570543142711774e-13,0.0,0.0,-110.0,-110.0,-19.854509353637695,-14.870140075683594,0.16799163818359375,1048.6077880859375
30.0,-10.0,-584.9066772460938,45.28874969482422,429.6289367675781,584.9066772460938,3.4097535610198975,0.0,3.4856497049331665,0.6162286996841431,-14.530013084411621,-120.0,0.7222222089767456,0.7003968358039856,74.18627166748047,0.0,0.0,2.01000739490087e-12,6.843518807198024e-13,-86.96802520751953,-93.30977630615234,2.0000073645831673e-12,0.0,0.0,-110.0,-110.0,-23.0319766998291,-16.69022560119629,0.061444129794836044,584.9066772460938
31.0,0.0,-794.743896484375,49.364532470703125,453.4911804199219,794.743896484375,3.5991363525390625,0.0,3.126966118812561,0.5019554495811462,-21.21242904663086,-120.0,0.6190476417541504,0.5952380895614624,79.43265533447266,0.0,0.0,9.994264530549524e-13,3.829414270493242e-13,-90.00248718261719,-95.06299591064453,9.894264227372496e-13,0.0,0.0,-110.0,-110.0,-19.997509002685547,-14.936999320983887,0.07073677331209183,794.7438354492188
32.0,-5.0,-702.9833984375,24.961637496948242,424.57537841796875,702.9833984375,3.369645833969116,0.0,3.5770050287246704,0.5319101810455322,-22.47275733947754,-120.0,0.6349206566810608,0.6091269850730896,65.93657684326172,0.0,0.0,4.839349840995988e-12,1.1827308880538179e-12,-83.15213012695312,-93.37714385986328,4.8293500275187196e-12,0.0,0.0,-110.0,-110.0,-26.847869873046875,-16.622854232788086,0.05826578289270401,702.9834594726562
33.0,-10.0,-652.617431640625,55.86326599121094,475.6458740234375,652.617431640625,3.7749671936035156,0.0,3.7002315521240234,0.5902739763259888,-11.870870590209961,-120.0,0.7063491940498352,0.7003968358039856,79.43267059326172,0.0,0.0,1.7584178904628267e-11,1.9335897900180088e-12,-77.54877471923828,-92.5993881225586,1.757417822378926e-11,0.0,0.0,-110.0,-110.0,-32.45121765136719,-17.400617599487305,0.06078667566180229,652.617431640625
34.0,10.0,-985.8921508789062,11.920642852783203,559.08349609375,985.8921508789062,4.437170505523682,0.0,3.732086181640625,0.49915558099746704,-12.276719093322754,-120.0,0.682539701461792,0.670634925365448,63.840065002441406,0.0,0.0,3.2768520969589376e-12,8.808049775654858e-13,-84.8454360961914,-94.15267944335938,3.266852066641235e-12,0.0,0.0,-110.0,-110.0,-25.154569625854492,-15.847317695617676,0.10217589139938354,985.8921508789062
35.0,-10.0,-667.73291015625,17.198366165161133,469.62652587890625,667.73291015625,3.7271945476531982,0.0,4.015179872512817,0.6212453842163086,-8.835076332092285,-120.0,0.7142857313156128,0.7142857313156128,65.27111053466797,0.0,0.0,8.362528334734942e-13,2.670608417569553e-13,-90.77662658691406,-96.60891723632812,8.262528573659e-13,0.0,0.0,-110.0,-110.0,-19.22337532043457,-13.391085624694824,0.051423512399196625,667.7330322265625
36.0,-10.0,-690.16796875,25.09876823425293,454.1023864746094,690.16796875,3.603987216949463,0.0,3.6753464937210083,0.5707400441169739,-11.878053665161133,-120.0,0.6904761791229248,0.6865079402923584,79.43265533447266,0.0,0.0,1.91394252876953e-12,6.33134766402782e-13,-87.18070983886719,-93.0113525390625,1.903942498451827e-12,0.0,0.0,-110.0,-110.0,-22.81928825378418,-16.988649368286133,0.054376207292079926,690.16796875
37.0,5.0,-795.271728515625,982.1469116210938,473.43115234375,795.271728515625,3.757390022277832,0.0,2.2350172996520996,0.47073477506637573,-19.31282615661621,-120.0,0.6428571343421936,0.6210317611694336,79.43267059326172,0.0,0.0,2.225827595153662e-12,7.907097828059595e-13,-86.52509307861328,-92.87310028076172,2.2158275648359593e-12,0.0,0.0,-110.0,-110.0,-23.474916458129883,-17.12689971923828,0.4631931185722351,795.2716674804688
38.0,15.0,-897.8189086914062,9.375588417053223,532.7553100585938,897.8189086914062,4.228216648101807,0.0,3.041201114654541,0.4770345389842987,-16.515947341918945,-120.0,0.6507936716079712,0.636904776096344,73.6373062133789,0.0,0.0,1.5466412872644497e-12,5.147121335917493e-13,-88.1061019897461,-94.2201156616211,1.536641256946747e-12,0.0,0.0,-110.0,-110.0,-21.893896102905273,-15.779884338378906,0.09939973056316376,897.8189697265625
39.0,5.0,-862.0443115234375,12.033953666687012,516.65576171875,862.0443115234375,4.100442409515381,0.0,3.107020139694214,0.48680388927459717,-19.459131240844727,-120.0,0.6190476417541504,0.6111111044883728,79.43266296386719,0.0,0.0,1.5026410020782532e-12,5.865086519750429e-13,-88.2314453125,-93.46651458740234,1.4926409717605504e-12,0.0,0.0,-110.0,-110.0,-21.768550872802734,-16.53349494934082,0.08360157907009125,862.0443115234375
40.0,15.0,-1033.3939208984375,14.322810173034668,546.1466064453125,1033.3939208984375,4.334496974945068,0.0,2.9204094409942627,0.44636449217796326,-19.682693481445312,-120.0,0.6190476417541504,0.60317462682724,79.43265533447266,0.0,0.0,2.0405884013779962e-12,5.81461961912666e-13,-86.9024429321289,-94.26870727539062,2.0305883710602934e-12,0.0,0.0,-110.0,-110.0,-23.09755516052246,-15.73128604888916,0.10136094689369202,1033.39404296875
41.0,0.0,-727.3053588867188,16.736127853393555,463.40631103515625,727.3053588867188,3.677827835083008,0.0,3.7401202917099,0.5198333859443665,-19.4127197265625,-120.0,0.60317462682724,0.601190447807312,73.39482116699219,0.0,0.0,4.716757366629576e-12,8.473981065459935e-13,-83.26355743408203,-93.86416625976562,4.7067575531523076e-12,0.0,0.0,-110.0,-110.0,-26.73643684387207,-16.135833740234375,0.069706991314888,727.3053588867188
42.0,15.0,-938.309326171875,10.928247451782227,539.705322265625,938.309326171875,4.2833757400512695,0.0,2.4313478469848633,0.43176937103271484,-19.67074966430664,-120.0,0.5873016119003296,0.5853174328804016,71.13906860351562,0.0,0.0,8.76479824048898e-13,2.9705917088153344e-13,-90.57258605957031,-96.26793670654297,8.664798479413038e-13,0.0,0.0,-110.0,-110.0,-19.427417755126953,-13.73206615447998,0.12903115153312683,938.3092651367188
43.0,10.0,-1011.479736328125,23.144351959228516,520.966064453125,1011.479736328125,4.134651184082031,0.0,2.2727787494659424,0.43396323919296265,-18.972999572753906,-120.0,0.579365074634552,0.5694444179534912,77.9373550415039,0.0,0.0,2.437207120148388e-12,6.591149609609659e-13,-86.13107299804688,-94.20362091064453,2.4272070898306852e-12,0.0,0.0,-110.0,-110.0,-23.868925094604492,-15.796381950378418,0.11269551515579224,1011.479736328125
44.0,-10.0,-656.77392578125,24.49843406677246,466.0486755371094,656.77392578125,3.698798894882202,0.0,3.8206862211227417,0.6088247299194336,-12.217981338500977,-120.0,0.7222222089767456,0.6944444179534912,79.43266296386719,0.0,0.0,1.6739312843835896e-12,4.872653387548442e-13,-87.76262664794922,-94.706298828125,1.6639312540658868e-12,0.0,0.0,-110.0,-110.0,-22.237377166748047,-15.29370403289795,0.05545303598046303,656.7739868164062
45.0,-5.0,-686.6275024414062,50.58951187133789,437.5150146484375,686.6275024414062,3.472341299057007,0.0,3.1267237663269043,0.525115966796875,-21.532987594604492,-120.0,0.6428571343421936,0.6329365372657776,79.43266296386719,0.0,0.0,3.003643861410055e-11,3.63073199977082e-12,-75.2235107421875,-89.36587524414062,3.0026439667985017e-11,0.0,0.0,-110.0,-110.0,-34.776485443115234,-20.634122848510742,0.06218890845775604,686.6275024414062
46.0,15.0,-751.3484497070312,256.2154846191406,384.34521484375,751.3484497070312,3.050358772277832,0.0,1.1668840050697327,0.3957323133945465,-30.382904052734375,-120.0,0.5079365372657776,0.4841269850730896,79.43267059326172,0.0,0.0,5.0467915437002464e-12,1.3976515257640987e-12,-82.9698486328125,-90.6767578125,5.036791730222978e-12,0.0,0.0,-110.0,-110.0,-27.030155181884766,-19.323244094848633,1.1808468103408813,751.3485107421875
47.0,5.0,-872.9150390625,50.30867004394531,488.1339111328125,872.9150390625,3.8740787506103516,0.0,2.540995478630066,0.4608498513698578,-23.04031753540039,-120.0,0.5952380895614624,0.5932539701461792,75.28543853759766,0.0,0.0,8.232121581630558e-12,1.3201857142208784e-12,-80.84487915039062,-92.26741790771484,8.22212176815329e-12,0.0,0.0,-110.0,-110.0,-29.155118942260742,-17.732576370239258,0.08810029178857803,872.9150390625
48.0,10.0,-952.8564453125,200.80023193359375,511.822021484375,952.8564453125,4.062079429626465,0.0,2.6685593128204346,0.459107905626297,-15.32863712310791,-120.0,0.6349206566810608,0.6111111044883728,78.47248840332031,0.0,0.0,6.67177684626763e-12,9.116265685046865e-13,-81.75758361816406,-93.65970611572266,6.661777032790361e-12,0.0,0.0,-110.0,-110.0,-28.242414474487305,-16.340288162231445,0.29690274596214294,952.8565063476562
49.0,-10.0,-614.4697875976562,30.825361251831055,443.7965087890625,614.4697875976562,3.5221946239471436,0.0,3.848873019218445,0.5998278856277466,-12.47721004486084,-120.0,0.7063491940498352,0.7003968358039856,79.43266296386719,0.0,0.0,3.5972936868883254e-12,9.968244762612044e-13,-84.44024658203125,-92.26363372802734,3.5872936565706226e-12,0.0,0.0,-110.0,-110.0,-25.55975914001465,-17.73637580871582,0.05865976959466934,614.4698486328125
50.0,-10.0,-651.4403076171875,13.410405158996582,491.1282043457031,651.4403076171875,3.8978428840637207,0.0,4.038069725036621,0.6273714303970337,-9.942709922790527,-120.0,0.7460317611694336,0.7440476417541504,74.69526672363281,0.0,0.0,4.613759027605191e-12,8.698131733105019e-13,-83.35945129394531,-92.80950927734375,4.603759214127923e-12,0.0,0.0,-110.0,-110.0,-26.640546798706055,-17.190488815307617,0.05875321105122566,651.4403076171875
51.0,-10.0,-604.3333740234375,39.01338577270508,423.0191650390625,604.3333740234375,3.357295036315918,0.0,3.5017346143722534,0.6171686053276062,-11.334986686706543,-120.0,0.7142857313156128,0.7123016119003296,66.1088638305664,0.0,0.0,6.719261865656412e-12,1.0549559273029252e-12,-81.72677612304688,-93.54051971435547,6.7092620521791435e-12,0.0,0.0,-110.0,-110.0,-28.273216247558594,-16.459484100341797,0.05919940397143364,604.3333740234375
52.0,5.0,-839.529052734375,7.799490451812744,469.43798828125,839.529052734375,3.725698232650757,0.0,2.8817120790481567,0.4591412842273712,-24.216388702392578,-120.0,0.5952380895614624,0.5813491940498352,78.80014038085938,0.0,0.0,3.357706907652913e-12,6.938791446801928e-13,-84.73957061767578,-94.18872833251953,3.3477068773352103e-12,0.0,0.0,-110.0,-110.0,-25.26042938232422,-15.811264991760254,0.091157466173172,839.5289306640625
53.0,5.0,-830.98095703125,25.205415725708008,503.5665283203125,830.98095703125,3.9965598583221436,0.0,3.2120624780654907,0.515092134475708,-13.263480186462402,-120.0,0.6746031641960144,0.64682537317276,79.43264770507812,0.0,0.0,1.2721962155612387e-12,3.99075439578081e-13,-88.95446014404297,-94.83859252929688,1.262196185243536e-12,0.0,0.0,-110.0,-110.0,-21.04553985595703,-15.161412239074707,0.07782790809869766,830.98095703125
54.0,-10.0,-636.0755615234375,15.311482429504395,432.167236328125,636.0755615234375,3.429898738861084,0.0,3.480889916419983,0.5923750400543213,-13.134893417358398,-120.0,0.682539701461792,0.6785714030265808,79.43265533447266,0.0,0.0,3.5836522551541128e-12,7.143467132923742e-13,-84.45674133300781,-93.44664764404297,3.57365222483641e-12,0.0,0.0,-110.0,-110.0,-25.543258666992188,-16.553354263305664,0.06952779740095139,636.0755004882812
55.0,-10.0,-637.570068359375,9.051618576049805,471.98284912109375,637.570068359375,3.7458956241607666,0.0,3.6943347454071045,0.6288416981697083,-9.658015251159668,-120.0,0.761904776096344,0.7539682388305664,76.0990982055664,0.0,0.0,7.82025659507024e-12,1.6268049190734657e-12,-81.06778717041016,-91.31366729736328,7.810256781592972e-12,0.0,0.0,-110.0,-110.0,-28.932209014892578,-18.68633270263672,0.055218763649463654,637.570068359375
56.0,5.0,-780.562255859375,11.740950584411621,499.6674499511719,780.562255859375,3.9656147956848145,0.0,3.2342419624328613,0.5174379348754883,-18.823463439941406,-120.0,0.6269841194152832,0.6150793433189392,79.43265533447266,0.0,0.0,1.7160190369375217e-12,6.040056150548312e-13,-87.65477752685547,-93.8770751953125,1.7060190066198189e-12,0.0,0.0,-110.0,-110.0,-22.3452205657959,-16.1229305267334,0.07794475555419922,780.562255859375
57.0,5.0,-913.0916748046875,15.530192375183105,509.12359619140625,913.0916748046875,4.040663242340088,0.0,3.7131965160369873,0.49615976214408875,-18.292024612426758,-120.0,0.6269841194152832,0.6150793433189392,79.43266296386719,0.0,0.0,4.2060066367255455e-12,9.329078308473182e-13,-83.76129913330078,-93.03884887695312,4.196006823248277e-12,0.0,0.0,-110.0,-110.0,-26.238698959350586,-16.961153030395508,0.08192139863967896,913.0916748046875
58.0,0.0,-773.8838500976562,13.910136222839355,485.09185791015625,773.8838500976562,3.849935293197632,0.0,3.152946949005127,0.5204197764396667,-18.109926223754883,-120.0,0.6666666865348816,0.6408730149269104,65.25669860839844,0.0,0.0,1.2837585812094932e-12,3.982712597216942e-13,-88.91516876220703,-95.15230560302734,1.2737585508917904e-12,0.0,0.0,-110.0,-110.0,-21.0848331451416,-14.847691535949707,0.0663614273071289,773.8839111328125
59.0,-5.0,-681.7470092773438,19.110536575317383,478.0743408203125,681.7470092773438,3.794240713119507,0.0,3.6642749309539795,0.5609363317489624,-18.709001541137695,-120.0,0.6746031641960144,0.6646825671195984,57.07578659057617,0.0,0.0,3.7108692854670444e-12,8.988536369207434e-13,-84.30524444580078,-93.6330795288086,3.700869471989776e-12,0.0,0.0,-110.0,-110.0,-25.69475555419922,-16.366928100585938,0.054245054721832275,681.7470092773438
60.0,0.0,-846.0968627929688,13.374442100524902,472.9883728027344,846.0968627929688,3.753875970840454,0.0,3.3731250762939453,0.5325011610984802,-15.072134017944336,-120.0,0.682539701461792,0.6507936716079712,48.517303466796875,0.0,0.0,9.280440999015482e-13,2.5712296332879025e-13,-90.32431030273438,-97.1530990600586,9.180440695838454e-13,0.0,0.0,-110.0,-110.0,-19.67568588256836,-12.846905708312988,0.07102575153112411,846.0968017578125
