sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_violation_watt,protection_satisfaction,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
621.7991943359375,635.1143188476562,3.701185703277588,0.0,3.958213686943054,0.6260601282119751,-19.46878433227539,-120.0,0.7321428656578064,0.7023809552192688,0.07943267375230789,0.0,2.724468700122088,2.0569013513109264e-15,6.601357627173494e-16,2.046901280335642e-15,0.0,0.033627115190029144,635.1142578125,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,130.87005501073503,2.270134127920577,1.4557924761132748,0.9068305152048036,6.0,,,,
621.1336059570312,633.1146850585938,3.6972239017486572,0.0,3.8753467798233032,0.6271693110466003,-19.506887435913086,-120.0,0.738095223903656,0.7053571343421936,0.07943267375230789,0.0,2.6909167668782175,6.241768318262402e-16,2.252691799458896e-16,6.141768137905151e-16,0.0,0.033628322184085846,633.11474609375,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,130.71324059402417,2.268969941238082,1.4749696410010456,0.9078844247489058,6.0,2.0,2.0,2.0,0.5
583.3285522460938,587.0319213867188,3.472193717956543,0.0,3.6150476932525635,0.6527187824249268,-11.77120304107666,-120.0,0.761904776096344,0.7217261791229248,0.07943267375230789,0.0,1.123585811816156,1.799311432270842e-15,6.967543205161329e-16,1.7893113612955577e-15,0.0,0.0811326652765274,587.0319213867188,du_pf_soft,5.0,0.0,8.0,0.0,pf,budget_dual,1.0,122.80051685415206,2.1733859489472187,1.3400063043918644,0.8967628208776007,6.0,,,,
582.7451782226562,580.3849487304688,3.468721389770508,0.0,3.536767840385437,0.6568669080734253,-11.380152702331543,-120.0,0.773809552192688,0.7440476417541504,0.07943267375230789,0.0,1.1240764711983502,6.427153654867622e-16,2.587972850970566e-16,6.327153474510372e-16,0.0,0.07604355365037918,580.3849487304688,du_pf_cognitive,5.0,0.0,8.0,0.0,pf,budget_dual,1.0,122.76710625244746,2.1745395865267603,1.3387115230273365,0.8954162035513474,6.0,2.0,2.0,2.0,0.5
608.5516357421875,611.1571044921875,3.622331142425537,0.0,3.8841004371643066,0.571751594543457,-24.52754783630371,-120.0,0.6785714030265808,0.6547619104385376,0.0794326663017273,0.0,2.6900200229138136,2.9522306349100092e-15,7.467270938822093e-16,2.942230563934725e-15,0.0,0.029836010187864304,611.1571044921875,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,128.84592829331626,2.25934849519439,1.3676776988518073,0.898556372706371,6.0,,,,
604.065185546875,603.528564453125,3.59562611579895,0.0,3.798721194267273,0.583132266998291,-25.50930404663086,-120.0,0.6845238208770752,0.6502976417541504,0.07943267375230789,0.0,2.688594822306186,7.991139111479604e-16,2.72109731352138e-16,7.8911389311223535e-16,0.0,0.032408133149147034,603.528564453125,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,128.64841962803027,2.2511630198398813,1.375144280467146,0.9037808752812689,6.0,2.0,2.0,2.0,0.5
574.4622802734375,562.2656860351562,3.4194183349609375,0.0,3.8313803672790527,0.593410849571228,-13.677510261535645,-120.0,0.6845238208770752,0.6711309552192688,0.07943267375230789,0.0,1.1289982390590012,1.962403814616395e-15,6.725257900928709e-16,1.9524037436411106e-15,0.0,0.07947110384702682,562.2656860351562,du_pf_soft,5.0,1.0,8.0,0.0,pf,budget_dual,1.0,120.7842369262642,2.1644176543665306,1.2375867713543864,0.8898700195920699,6.0,,,,
573.1134643554688,561.163330078125,3.4113895893096924,0.0,3.826956629753113,0.5944194197654724,-13.798650741577148,-120.0,0.6904761791229248,0.6696428656578064,0.0794326588511467,0.0,1.1393873374909163,6.294180070060538e-16,2.5688574349334045e-16,6.194179889703287e-16,0.0,0.08296385407447815,561.163330078125,du_pf_cognitive,5.0,1.0,8.0,0.0,pf,budget_dual,1.0,120.6110230564669,2.1592979666946324,1.2226394912644003,0.8915321303113897,6.0,2.0,2.0,2.0,0.5
632.3018188476562,628.8012084960938,3.7637012004852295,0.0,3.8049837350845337,0.6162509322166443,-18.563003540039062,-120.0,0.738095223903656,0.7098214030265808,0.0794326588511467,0.0,2.720940706320107,3.1910365395535455e-15,8.068430867916559e-16,3.181036468578261e-15,0.0,0.033927228301763535,628.8011474609375,pf_fs_soft,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,132.4648878325446,2.2911745049130583,1.4002248916251943,0.9153326750147951,6.0,,,,
630.0098876953125,631.4697875976562,3.750058889389038,0.0,3.8984755277633667,0.6064438223838806,-19.05352210998535,-120.0,0.7321428656578064,0.6919642686843872,0.0794326663017273,0.0,2.703433342743665,7.830830714673439e-16,2.5756273457643345e-16,7.730830534316189e-16,0.0,0.03395196050405502,631.4697265625,pf_fs_cognitive,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,132.4681280899423,2.2917773903873333,1.3946020475349437,0.9144185892941723,6.0,2.0,2.0,2.0,0.5
