algorithm,tau_rms_ns,batch_index,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,rate_gap_bps_per_hz,fairness_gap,coverage_gap,protection_gap
du_pf_cognitive,10.0,7.5,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-1.1778907775878906,-0.0014085951213698295,-0.0178571417927742,0.0
du_pf_cognitive,20.0,7.5,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-0.6445331573486328,-0.003864995411902078,-0.0391865000128746,0.0
du_pf_cognitive,50.0,7.5,3999999.9999999995,399999.99999999994,511875.0,0.12796875000000002,1.2796875,1.0,0.0,-1.4282569885253906,-0.00785497647627887,-0.061011891812086105,0.0
du_pf_cognitive,100.0,7.5,1999999.9999999998,199999.99999999997,511875.0,0.25593750000000004,2.559375,1.0,0.0,-5.653364181518555,-0.010077712027386887,-0.0863095298409462,0.0
du_pf_cognitive,200.0,7.5,999999.9999999999,99999.99999999999,511875.0,0.5118750000000001,5.11875,1.0,0.0,-3.591188430786133,-0.01167710477219825,-0.0803571343421936,0.0
du_pf_cognitive,400.0,7.5,499999.99999999994,49999.99999999999,511875.0,1.0237500000000002,10.2375,0.0,0.0,-4.685371398925781,-0.012662199785342769,-0.0922618955373764,0.0
du_pf_cognitive,800.0,7.5,249999.99999999997,24999.999999999996,511875.0,2.0475000000000003,20.475,0.0,0.0,-5.939353942871094,-0.014008255001770407,-0.093253955245018,0.0
du_pf_soft,10.0,7.5,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.4910621643066406,-0.001781167450983813,-0.018849197775125504,0.0
du_pf_soft,20.0,7.5,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-1.612619400024414,-0.003918007100465186,-0.0332341194152832,0.0
du_pf_soft,50.0,7.5,3999999.9999999995,399999.99999999994,511875.0,0.12796875000000002,1.2796875,1.0,0.0,0.2066192626953125,-0.007855664204287308,-0.0615079291164875,0.0
du_pf_soft,100.0,7.5,1999999.9999999998,199999.99999999997,511875.0,0.25593750000000004,2.559375,1.0,0.0,-5.420558929443359,-0.009984422634277373,-0.0788690373301506,0.0
du_pf_soft,200.0,7.5,999999.9999999999,99999.99999999999,511875.0,0.5118750000000001,5.11875,1.0,0.0,-4.470855712890625,-0.012047589791460658,-0.0838293619453907,0.0
du_pf_soft,400.0,7.5,499999.99999999994,49999.99999999999,511875.0,1.0237500000000002,10.2375,0.0,0.0,-5.001007080078125,-0.012547044112728417,-0.087797611951828,0.0
du_pf_soft,800.0,7.5,249999.99999999997,24999.999999999996,511875.0,2.0475000000000003,20.475,0.0,0.0,-5.539836883544922,-0.014447339840788366,-0.0917658731341362,0.0
pf_fs_cognitive,10.0,7.5,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-1.3009147644042969,-0.0011571604151758771,-0.0203373022377491,0.0
pf_fs_cognitive,20.0,7.5,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-0.8039360046386719,-0.003565590482982557,-0.03472220525145531,0.0
pf_fs_cognitive,50.0,7.5,3999999.9999999995,399999.99999999994,511875.0,0.12796875000000002,1.2796875,1.0,0.0,0.8086166381835938,-0.007016051295192879,-0.0654761865735054,0.0
pf_fs_cognitive,100.0,7.5,1999999.9999999998,199999.99999999997,511875.0,0.25593750000000004,2.559375,1.0,0.0,-3.9923019409179688,-0.00909487884542532,-0.0912698358297348,0.0
pf_fs_cognitive,200.0,7.5,999999.9999999999,99999.99999999999,511875.0,0.5118750000000001,5.11875,1.0,0.0,-3.215282440185547,-0.010265365666884928,-0.0843253955245018,0.0
pf_fs_cognitive,400.0,7.5,499999.99999999994,49999.99999999999,511875.0,1.0237500000000002,10.2375,0.0,0.0,-3.4437026977539062,-0.010830639371285762,-0.1026785671710968,0.0
pf_fs_cognitive,800.0,7.5,249999.99999999997,24999.999999999996,511875.0,2.0475000000000003,20.475,0.0,0.0,-4.555694580078125,-0.011986129456753501,-0.0987103134393692,0.0
pf_fs_soft,10.0,7.5,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-2.0531234741210938,-0.0015715769719763378,-0.014384925365447998,0.0
pf_fs_soft,20.0,7.5,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,-1.102020263671875,-0.0033803386425943355,-0.0381944440305233,0.0
pf_fs_soft,50.0,7.5,3999999.9999999995,399999.99999999994,511875.0,0.12796875000000002,1.2796875,1.0,0.0,0.14544296264648438,-0.007294027108968391,-0.058531735092401505,0.0
pf_fs_soft,100.0,7.5,1999999.9999999998,199999.99999999997,511875.0,0.25593750000000004,2.559375,1.0,0.0,-4.335895538330078,-0.008825339762910202,-0.0843253843486309,0.0
pf_fs_soft,200.0,7.5,999999.9999999999,99999.99999999999,511875.0,0.5118750000000001,5.11875,1.0,0.0,-2.6593780517578125,-0.010589747802468949,-0.0868055485188961,0.0
pf_fs_soft,400.0,7.5,499999.99999999994,49999.99999999999,511875.0,1.0237500000000002,10.2375,0.0,0.0,-2.557758331298828,-0.010214306186811004,-0.0982142947614193,0.0
pf_fs_soft,800.0,7.5,249999.99999999997,24999.999999999996,511875.0,2.0475000000000003,20.475,0.0,0.0,-4.055500030517578,-0.011763257170565922,-0.0972222201526165,0.0
