sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,algorithm,sweep_value,batch_index,num_iterations_or_layers,converged,weight_profile,fs_mode,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction,num_bs_ant,num_ut_per_sector
380.1053466796875,386.44696044921875,4.525063514709473,0.0,4.5400683879852295,0.6522858738899231,-13.46043586730957,-120.0,0.7857142686843872,0.7410714030265808,58.35813903808594,0.0,5.9953254563733935,3.7739100039457796e-12,1.0148319901440161e-12,-84.23208618164062,-92.6200942993164,3.763910190468511e-12,0.0,0.0,-110.0,-110.0,-25.767913818359375,-17.37989616394043,0.025842221453785896,386.44696044921875,pf_fs_soft,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,75.22180836772088,2.5550131343586635,1.5637515115353586,0.9191103667981576,6.0,,,,,16,4
378.71734619140625,385.77783203125,4.50853967666626,0.0,4.432844161987305,0.6583916544914246,-12.949557304382324,-120.0,0.761904776096344,0.7492559552192688,58.732398986816406,0.0,2.7306570527143776,7.540378911541357e-13,2.583742952661644e-13,-91.22606658935547,-96.99413299560547,7.440379150465415e-13,0.0,0.0,-110.0,-110.0,-18.773929595947266,-13.005864143371582,0.027235418558120728,385.7778625488281,pf_fs_cognitive,5.0,0.0,20.0,0.0,pf,budget_dual,0.0,75.19429960390586,2.550806775428165,1.5787761969072815,0.9206825984291637,6.0,8.0,8.0,8.0,0.5,16,4
368.9967041015625,368.13751220703125,4.392817974090576,0.0,4.152875661849976,0.6764340400695801,-7.805095672607422,-120.0,0.7857142686843872,0.7700892686843872,56.212215423583984,0.0,1.8782307147048414,3.653210112891658e-12,1.0672997858771072e-12,-84.37325286865234,-92.154052734375,3.64321029941439e-12,0.0,0.0,-110.0,-110.0,-25.626745223999023,-17.84595489501953,0.04525630921125412,368.13751220703125,du_pf_soft,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,73.10761752006297,2.496657038854091,1.516813853264391,0.9145578360957564,6.0,,,,,16,4
371.2824401855469,366.402099609375,4.420029163360596,0.0,4.190748929977417,0.6771047115325928,-7.070331573486328,-120.0,0.7976190447807312,0.7723214030265808,52.534461975097656,0.0,1.6739974254742265,8.560630503084976e-13,2.7584025016381963e-13,-90.67494201660156,-96.68142700195312,8.460630742009034e-13,0.0,0.0,-110.0,-110.0,-19.325057983398438,-13.318572998046875,0.04598401114344597,366.402099609375,du_pf_cognitive,5.0,0.0,12.0,0.0,pf,budget_dual,1.0,73.11757039841012,2.5012034660682025,1.5106435490062955,0.9123580508396796,6.0,8.0,8.0,8.0,0.5,16,4
347.34893798828125,347.0230407714844,4.135106563568115,0.0,4.415186166763306,0.6411149501800537,-18.430870056152344,-120.0,0.738095223903656,0.703125,61.042503356933594,0.0,2.7283050855621696,3.2079313164179446e-12,8.28427333243037e-13,-84.93775177001953,-92.44515228271484,3.197931286100242e-12,0.0,0.0,-110.0,-110.0,-25.062252044677734,-17.554845809936523,0.025824571028351784,347.0230407714844,pf_fs_soft,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,74.78382967834658,2.5205592326891373,1.6585663207523345,0.930956011848911,6.0,,,,,16,4
343.32550048828125,347.5867614746094,4.087208271026611,0.0,4.544869422912598,0.6384132504463196,-18.8831787109375,-120.0,0.726190447807312,0.6986607313156128,62.65938949584961,0.0,2.7206995338201523,1.2215085713751517e-12,3.080713581373601e-13,-89.13103485107422,-96.6689224243164,1.2115085410574489e-12,0.0,0.0,-110.0,-110.0,-20.86896324157715,-13.331063270568848,0.02771429345011711,347.5867614746094,pf_fs_cognitive,5.0,1.0,20.0,0.0,pf,budget_dual,0.0,74.64576629783645,2.514500067125148,1.6679942136871078,0.932830022523682,6.0,8.0,8.0,8.0,0.5,16,4
335.0510559082031,332.8612976074219,3.9887030124664307,1.612337197087758e-09,4.104740142822266,0.6573960781097412,-12.799827575683594,-120.0,0.773809552192688,0.7194940447807312,79.43266296386719,0.0,1.6708965632133186,4.18434210891494e-12,1.0361527174457263e-12,-83.78372192382812,-91.61653900146484,4.174342295437672e-12,0.0,0.0,-110.0,-110.0,-26.216270446777344,-18.383455276489258,0.046536725014448166,332.8612976074219,du_pf_soft,5.0,1.0,12.0,0.0,pf,budget_dual,1.0,72.60423772184085,2.457452552393948,1.5915493655219146,0.9300258336161038,6.0,,,,,16,4
335.6801452636719,334.1816101074219,3.996192216873169,1.4511031309893985e-08,4.027139067649841,0.6529251337051392,-11.673309326171875,-120.0,0.75,0.7217261791229248,77.76895141601562,0.0,1.6682003061287105,1.186180060425146e-12,3.620985889601913e-13,-89.25849914550781,-95.8505630493164,1.1761800301074432e-12,0.0,0.0,-110.0,-110.0,-20.741506576538086,-14.149434089660645,0.048865679651498795,334.181640625,du_pf_cognitive,5.0,1.0,12.0,0.0,pf,budget_dual,1.0,72.65348636962415,2.462644822987424,1.6019058282380034,0.9275609613086885,6.0,8.0,8.0,8.0,0.5,16,4
385.9093933105469,372.8436584472656,4.5941596031188965,0.0,4.929072618484497,0.6567685604095459,-15.032264709472656,-120.0,0.761904776096344,0.7403273582458496,61.00123596191406,0.0,2.7258569062687457,4.817511407156916e-12,1.1218596581222262e-12,-83.1717758178711,-91.93770599365234,4.8075115936796475e-12,0.0,0.0,-110.0,-110.0,-26.828227996826172,-18.062299728393555,0.02516457997262478,372.8436279296875,pf_fs_soft,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,77.57334061282,2.62675687785327,1.5216936014097204,0.9197111446314957,6.0,,,,,16,4
388.5966491699219,376.02996826171875,4.626150608062744,0.0,4.869760751724243,0.6544259786605835,-14.623570442199707,-120.0,0.761904776096344,0.738095223903656,55.598506927490234,0.0,2.793210661970079,1.2378898904194524e-12,3.1987054064513964e-13,-89.07317352294922,-96.61690521240234,1.2278898601017496e-12,0.0,0.0,-110.0,-110.0,-20.92681884765625,-13.383101463317871,0.02565448172390461,376.02996826171875,pf_fs_cognitive,5.0,2.0,20.0,0.0,pf,budget_dual,0.0,77.63906814269689,2.6266343544004056,1.5236645499228,0.9211729733959986,6.0,8.0,8.0,8.0,0.5,16,4
