algorithm,tau_rms_ns,channel_modeling,sum_rate_bps_per_hz,weighted_sum_rate_bps_per_hz,avg_user_rate_bps_per_hz,p05_user_rate_bps_per_hz,p50_user_rate_bps_per_hz,jain_fairness,avg_sinr_db,p05_sinr_db,p50_sinr_db,p75_sinr_db,coverage_rate,coverage_sinr,max_bs_power_watt,max_bs_power_violation_watt,runtime_sec,max_fs_interference_watt,mean_fs_interference_watt,max_fs_interference_dbm,mean_fs_interference_dbm,max_fs_violation_watt,protection_satisfaction,protection_satisfaction_strict,min_fs_i_max_dbm,max_fs_i_max_dbm,min_protection_margin_db,mean_protection_margin_db,final_w_delta,final_history_weighted_sum_rate,sweep_value,batch_index,num_iterations_or_layers,converged,used_unfolding,pf_utility,pf_avg_rate_bps_per_hz,pf_p05_rate_bps_per_hz,pf_jain_fairness,pf_slots,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,mean_active_tones_per_bs,min_active_tones_per_bs,max_active_tones_per_bs,active_fraction
du_pf_cognitive,10.0,flat,360.0048034667969,357.6379592895508,2.8571809768676757,0.010382926633902789,3.2097091257572172,0.8323389798402786,-5.570675534009934,-120.0,8.688722205162048,10.976494711637496,0.8591269761323929,0.8553571373224258,23.585565614700318,0.0,14.635372702917085,1.001151350101708e-14,9.21730665290289e-15,-109.99505271911622,-110.40898170471192,2.40206685380058e-17,0.8541666656732559,0.8333333283662796,-110.0,-110.0,-0.0049460807698778805,0.40898336078971625,0.08259967025369405,357.63795471191406,5.0,9.5,16.0,0.0,1.0,89.32090153895781,2.06586631535039,1.52303437581395,0.978125101717146,8.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,8.0,8.0,8.0,0.5
du_pf_cognitive,10.0,selective,358.28411254882815,355.653630065918,2.843524730205536,0.0636060474867562,3.181470012664795,0.839367800951004,-6.438077381253242,-120.0,8.668474781513215,10.983769351243973,0.8734126955270767,0.8500496000051498,23.266252994537354,0.0,14.633589697629214,1.0025633286137926e-14,9.223650972029472e-15,-109.98891639709473,-110.4031826019287,3.144817339753667e-17,0.8708333373069763,0.8458333373069763,-110.0,-110.0,-0.011081012203794672,0.4031845610588789,0.08412308357656002,355.6536270141602,5.0,9.5,16.0,0.0,1.0,88.37141611099018,2.049715920159442,1.51666614009407,0.9788238415460692,8.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,8.0,8.0,8.0,0.5
du_pf_cognitive,20.0,flat,363.9867904663086,361.52351531982424,2.8887840628623964,0.0064116021414761136,3.271156978607178,0.8253044247627258,-6.776942956447601,-120.0,8.882568848133086,11.205451470613479,0.8523809462785721,0.8476934522390366,23.023338747024535,0.0,14.385798708512448,1.0038220534547304e-14,9.21608345262376e-15,-109.9834815979004,-110.41728744506835,4.2344701692547534e-17,0.8375000044703483,0.8083333387970925,-110.0,-110.0,-0.016517683793958328,0.41728822588920594,0.08016350623220206,361.5235137939453,5.0,9.5,16.0,0.0,1.0,87.50938997646945,2.0338920885225695,1.5020323822772739,0.9781361417922696,8.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,8.0,8.0,8.0,0.5
du_pf_cognitive,20.0,selective,354.5249954223633,352.08668365478513,2.813690447807312,0.09840036229475724,3.1654335141181944,0.8406777203083038,-8.686566066741943,-120.0,8.709886586666107,11.038953685760498,0.8722222119569778,0.8338293671607971,22.913489627838135,0.0,14.40251201891806,1.0023421937222528e-14,9.211104931772978e-15,-109.98986549377442,-110.41878318786621,2.7606286058675343e-17,0.841666667163372,0.8208333387970924,-110.0,-110.0,-0.01013349228697109,0.4187829054892063,0.08565990030765533,352.08668518066406,5.0,9.5,16.0,0.0,1.0,85.15643896649642,1.9943227256244125,1.4916842708618199,0.9800855578462431,8.0,10000000.0,1000000.0,511875.0,0.0511875,0.511875,1.0,1.0,8.0,8.0,8.0,0.5
du_pf_cognitive,50.0,flat,346.6870452880859,344.0348617553711,2.7514845013618467,0.007773031106487282,3.1207205295562743,0.833308431506157,-6.121877819299698,-120.0,8.324870789051056,10.593380272388458,0.8611111015081405,0.8542410731315613,24.751042652130128,0.0,14.367270597675816,1.0025020796613767e-14,9.288018911515458e-15,-109.98918838500977,-110.36365509033203,3.160838967950982e-17,0.8416666716337204,0.804166667163372,-110.0,-110.0,-0.01081104130084185,0.36365411430597305,0.08592928126454354,344.03485717773435,5.0,9.5,16.0,0.0,1.0,86.43832965398491,2.016444539737197,1.4919944674342782,0.9781711190909,8.0,3999999.999999999,399999.99999999994,511875.0,0.12796875000000002,1.2796875,1.0,0.0,8.0,8.0,8.0,0.5
du_pf_cognitive,50.0,selective,334.2542022705078,331.60413360595703,2.652811110019684,0.3898601152934134,2.9117271482944487,0.859700682759285,-10.298375177383424,-120.0,8.140357065200806,10.448408031463623,0.903571417927742,0.8235367089509964,24.946750259399415,0.0,14.386559184687211,1.0031205365326496e-14,9.276958016477032e-15,-109.98649253845215,-110.3651912689209,3.384976591288679e-17,0.8541666746139527,0.8375000044703483,-110.0,-110.0,-0.013505363097647206,0.3651928536593914,0.09631970226764679,331.6041259765625,5.0,9.5,16.0,0.0,1.0,81.84473847575572,1.9412625262403296,1.4834896404741298,0.9812673674663989,8.0,3999999.999999999,399999.99999999994,511875.0,0.12796875000000002,1.2796875,1.0,0.0,8.0,8.0,8.0,0.5
du_pf_cognitive,100.0,flat,358.0108444213867,355.6912612915039,2.8413559198379517,0.0005236315366448751,3.206548881530762,0.8290171951055527,-6.098536694049836,-120.0,8.672954320907593,11.019965136051178,0.8599206268787384,0.8515377014875412,22.669133138656616,0.0,14.405656128725969,1.0034333923868828e-14,9.286009707012923e-15,-109.98514862060547,-110.35592041015624,3.6092370344037275e-17,0.8625000059604645,0.8333333402872085,-110.0,-110.0,-0.014850726447859586,0.35592160522937777,0.08144622016698122,355.6912612915039,5.0,9.5,16.0,0.0,1.0,88.22090388905747,2.048444015954728,1.5178729432682878,0.9781556022659453,8.0,1999999.9999999995,199999.99999999997,511875.0,0.25593750000000004,2.559375,1.0,0.0,8.0,8.0,8.0,0.5
du_pf_cognitive,100.0,selective,333.63770599365233,330.92820129394534,2.6479182958602907,0.43108557322993873,2.883235013484955,0.8640644252300262,-12.038052558898926,-120.0,8.213892018795013,10.59191837310791,0.903571417927742,0.8102926552295685,24.277236652374267,0.0,14.424800463789143,1.0026105125841193e-14,9.262910229156703e-15,-109.98871459960938,-110.3634521484375,3.1059639384631126e-17,0.8833333343267441,0.8500000059604644,-110.0,-110.0,-0.011285205444220025,0.3634546481072903,0.09832843411713839,330.9282028198242,5.0,9.5,16.0,0.0,1.0,81.1197712317252,1.9334156641201545,1.4855040125363115,0.9822888078220213,8.0,1999999.9999999995,199999.99999999997,511875.0,0.25593750000000004,2.559375,1.0,0.0,8.0,8.0,8.0,0.5
du_pf_cognitive,200.0,flat,347.0798645019531,343.8301574707031,2.754602074623108,0.009230432021943092,3.0991618037223816,0.8363815933465958,-6.046998089551925,-120.0,8.313136732578277,10.547879487276077,0.8630952328443527,0.8577380985021591,25.4329092502594,0.0,14.329933737195097,1.031399188874526e-14,9.27596931726935e-15,-109.87892265319825,-110.37520408630371,3.16023503345959e-16,0.8583333283662796,0.8291666656732559,-110.0,-110.0,-0.12107549740998565,0.3752042483538389,0.0858654847368598,343.83016204833984,5.0,9.5,16.0,0.0,1.0,86.98523122336992,2.0258105145595993,1.4774807020285334,0.977997327322359,8.0,999999.9999999998,99999.99999999999,511875.0,0.5118750000000001,5.11875,1.0,0.0,8.0,8.0,8.0,0.5
du_pf_cognitive,200.0,selective,316.99090576171875,314.2540817260742,2.5158008575439452,0.5587888769805431,2.712845891714096,0.8754517674446106,-12.86545033454895,-120.0,7.699240756034851,10.0392571747303,0.907539677619934,0.80625,27.46262135505676,0.0,14.321700672549195,1.0649648429962446e-14,9.285611389769476e-15,-109.79574165344238,-110.37636909484863,6.522085507705858e-16,0.7916666716337204,0.75,-110.0,-110.0,-0.20425760327096326,0.37636934258043764,0.10796258449554444,314.2540802001953,5.0,9.5,16.0,0.0,1.0,77.8681710405319,1.8799062003014693,1.4409592266109674,0.9832857320742157,8.0,999999.9999999998,99999.99999999999,511875.0,0.5118750000000001,5.11875,1.0,0.0,8.0,8.0,8.0,0.5
