algorithm,tau_rms_ns,batch_index,bc50_hz,bc90_hz,group_bandwidth_hz,group_over_bc50,group_over_bc90,flat_ok_bc50,flat_ok_bc90,rate_gap_bps_per_hz,fairness_gap,coverage_gap,protection_gap
pf_fs_soft,10.0,0.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,23.71234130859375,-0.0018313168617255515,-0.007936477661132812,0.0
pf_fs_cognitive,10.0,0.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,6.9404296875,-0.0017389365041303728,-0.0158730149269104,0.0
du_pf_soft,10.0,0.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,16.32965087890625,-0.0014940251524980797,0.0,0.0
du_pf_cognitive,10.0,0.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,4.783477783203125,-0.0019826583868720604,-0.0317460298538208,-0.1666666865348816
pf_fs_soft,10.0,1.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,5.1711273193359375,0.00041693025655620275,-0.007936477661132812,0.0833333358168602
pf_fs_cognitive,10.0,1.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,15.9793701171875,-0.0007225411836566664,-0.0158730149269104,0.08333331346511841
du_pf_soft,10.0,1.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.2049560546875,0.000608566145027134,-0.007936537265777588,0.1666666716337204
du_pf_cognitive,10.0,1.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-2.534149169921875,-4.3024813536018947e-05,-0.007936537265777588,-0.08333337306976318
pf_fs_soft,10.0,2.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-0.5772705078125,0.0014945084859780966,-0.007936537265777588,0.08333337306976318
pf_fs_cognitive,10.0,2.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,7.53436279296875,-0.0006372908290497303,-0.02380955219268799,0.0
du_pf_soft,10.0,2.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-3.29833984375,6.874789584321306e-05,-0.007936477661132812,0.0
du_pf_cognitive,10.0,2.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,11.949951171875,-0.0011497134926685693,0.0,0.0
pf_fs_soft,10.0,3.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-7.371612548828125,-0.0015211573118241173,-0.0158730149269104,0.0
pf_fs_cognitive,10.0,3.0,20000000.0,2000000.0,511875.0,0.02559375,0.2559375,1.0,1.0,-9.58905029296875,0.00012667628499019035,0.0,0.0
